epoch,train_loss,step,train_acc,test_acc
0,3.2428293228149414,49,,
0,2.7203283309936523,99,,
0,2.28430438041687,149,,
0,2.40529203414917,199,,
0,2.346336841583252,249,,
0,2.1022043228149414,299,,
0,2.0752005577087402,349,,
0,,389,0.4795072078704834,0.6340000033378601
1,1.6971633434295654,399,,
1,1.7387058734893799,449,,
1,1.7670572996139526,499,,
1,1.2900490760803223,549,,
1,1.714284062385559,599,,
1,1.2855896949768066,649,,
1,1.108102798461914,699,,
1,1.4802576303482056,749,,
1,,779,0.6737780570983887,0.7035999894142151
2,1.109950304031372,799,,
2,1.342560052871704,849,,
2,1.1961085796356201,899,,
2,1.1511223316192627,949,,
2,1.0609654188156128,999,,
2,1.1065648794174194,1049,,
2,1.322242021560669,1099,,
2,0.9486947059631348,1149,,
2,,1169,0.7592748403549194,0.748199999332428
3,1.2019755840301514,1199,,
3,0.834537923336029,1249,,
3,1.0894232988357544,1299,,
3,0.8181433081626892,1349,,
3,0.9514370560646057,1399,,
3,0.9933031797409058,1449,,
3,0.8720274567604065,1499,,
3,1.0994670391082764,1549,,
3,,1559,0.8001602292060852,0.7924000024795532
4,0.6372593641281128,1599,,
4,0.7512417435646057,1649,,
4,0.771869957447052,1699,,
4,0.8255689144134521,1749,,
4,1.3496363162994385,1799,,
4,0.8005725145339966,1849,,
4,0.7596325874328613,1899,,
4,0.5889905691146851,1949,,
4,,1949,0.8275841474533081,0.7940000295639038
5,0.6965442895889282,1999,,
5,0.6660226583480835,2049,,
5,0.7160851955413818,2099,,
5,0.7875528335571289,2149,,
5,0.7720548510551453,2199,,
5,0.8028233051300049,2249,,
5,0.6973874568939209,2299,,
5,,2339,0.8446915149688721,0.8151999711990356
6,0.8873329162597656,2349,,
6,0.5119274854660034,2399,,
6,0.6534523963928223,2449,,
6,0.8285163640975952,2499,,
6,0.6705836653709412,2549,,
6,0.6845273971557617,2599,,
6,0.7146904468536377,2649,,
6,0.6130844354629517,2699,,
6,,2729,0.8606770634651184,0.8305000066757202
7,0.7215878963470459,2749,,
7,0.4791642725467682,2799,,
7,0.5703807473182678,2849,,
7,0.5955835580825806,2899,,
7,0.675110936164856,2949,,
7,0.6016389727592468,2999,,
7,0.8078819513320923,3049,,
7,0.8216296434402466,3099,,
7,,3119,0.8716346025466919,0.8406000137329102
8,0.7983242273330688,3149,,
8,0.570921778678894,3199,,
8,0.5434106588363647,3249,,
8,0.6466963291168213,3299,,
