epoch,step,train_loss,val_acc2,val_acc1,train_acc1,train_acc2,test_acc
0,49,0.45640110969543457,,,,,
0,99,0.42477530241012573,,,,,
0,149,0.3813074827194214,,,,,
0,199,0.3621501624584198,,,,,
0,249,0.3615921139717102,,,,,
0,299,0.3354916274547577,,,,,
0,311,,0.2362000048160553,0.24240000545978546,,,
0,311,,,,0.18028846383094788,0.18156550824642181,0.25270000100135803
