epoch,step,test_acc,train_acc,train_loss
0,49,,,4.771710395812988
0,99,,,4.557614326477051
0,149,,,4.308718681335449
0,199,,,4.438774108886719
0,249,,,4.377465724945068
0,299,,,4.391053199768066
0,349,,,4.4402947425842285
0,389,0.05310000106692314,0.03832131251692772,
1,399,,,4.187108993530273
1,449,,,4.262633323669434
1,499,,,4.1878204345703125
1,549,,,4.154794216156006
1,599,,,4.412980079650879
1,649,,,4.085860729217529
1,699,,,4.008065223693848
1,749,,,3.8680055141448975
1,779,0.10580000281333923,0.07183493673801422,
2,799,,,3.911686658859253
2,849,,,3.732522487640381
2,899,,,3.914029359817505
2,949,,,3.9725375175476074
2,999,,,3.8547523021698
2,1049,,,3.636962413787842
2,1099,,,3.834392786026001
2,1149,,,3.8762218952178955
2,1169,0.15199999511241913,0.11087740212678909,
3,1199,,,3.603351593017578
3,1249,,,3.744797468185425
3,1299,,,3.625795841217041
3,1349,,,3.5861568450927734
3,1399,,,3.786886215209961
3,1449,,,3.7931036949157715
3,1499,,,3.676891803741455
3,1549,,,3.402787446975708
3,1559,0.19169999659061432,0.14655448496341705,
4,1599,,,3.4917349815368652
4,1649,,,3.719299793243408
4,1699,,,3.534548759460449
4,1749,,,3.6493618488311768
4,1799,,,3.3159124851226807
4,1849,,,3.333082675933838
4,1899,,,3.4389495849609375
4,1949,,,3.698969602584839
4,1949,0.21660000085830688,0.17341746389865875,
5,1999,,,3.500300645828247
5,2049,,,3.4322092533111572
5,2099,,,3.2065176963806152
5,2149,,,3.440033435821533
5,2199,,,3.073378562927246
5,2249,,,3.207655429840088
5,2299,,,3.463059186935425
5,2339,0.24779999256134033,0.2021634578704834,
6,2349,,,2.9548144340515137
6,2399,,,3.522280693054199
6,2449,,,3.14377760887146
6,2499,,,3.008561849594116
6,2549,,,3.1853840351104736
6,2599,,,3.1213064193725586
6,2649,,,2.905325412750244
6,2699,,,2.890225410461426
6,2729,0.28360000252723694,0.23577724397182465,
7,2749,,,2.785879611968994
7,2799,,,3.1456384658813477
7,2849,,,2.863821268081665
7,2899,,,2.7657058238983154
7,2949,,,3.163675308227539
7,2999,,,2.6946468353271484
7,3049,,,2.87408709526062
7,3099,,,2.85365629196167
7,3119,0.3165000081062317,0.27299678325653076,
8,3149,,,3.036461114883423
8,3199,,,3.068791389465332
8,3249,,,2.8602287769317627
8,3299,,,3.0609378814697266
8,3349,,,2.644907236099243
8,3399,,,2.895693063735962
8,3449,,,2.747143507003784
8,3499,,,2.840999126434326
8,3509,0.3091999888420105,0.30739182233810425,
9,3549,,,2.6939783096313477
9,3599,,,2.5539329051971436
9,3649,,,2.678274393081665
9,3699,,,2.801274538040161
9,3749,,,2.6228652000427246
9,3799,,,2.685739755630493
9,3849,,,2.514266014099121
9,3899,,,3.067824125289917
9,3899,0.358599990606308,0.32684293389320374,
10,3949,,,2.5007035732269287
10,3999,,,2.3968091011047363
10,4049,,,2.8035428524017334
10,4099,,,2.6480841636657715
10,4149,,,2.3800601959228516
10,4199,,,2.454056739807129
10,4249,,,2.3893589973449707
10,4289,0.35740000009536743,0.3472355902194977,
11,4299,,,2.29613995552063
11,4349,,,2.4257988929748535
11,4399,,,2.31754994392395
11,4449,,,2.5238659381866455
11,4499,,,2.287322759628296
11,4549,,,2.212679147720337
11,4599,,,2.47383975982666
11,4649,,,2.2470319271087646
