epoch,train_loss,step,val_loss,val_acc,train_acc,test_acc
0,5.424259185791016,49,,,,
0,5.570903301239014,99,,,,
0,4.479131698608398,149,,,,
0,4.372481346130371,199,,,,
0,4.204002857208252,249,,,,
0,4.140045166015625,299,,,,
0,,311,2.39105224609375,0.17710000276565552,,
0,,311,,,0.1319987028837204,0.1835443079471588
1,4.137889385223389,349,,,,
1,4.045427322387695,399,,,,
1,4.001375198364258,449,,,,
1,3.802380323410034,499,,,,
1,3.882575511932373,549,,,,
1,3.8601322174072266,599,,,,
1,,623,1.9195364713668823,0.2623000144958496,,
1,,623,,,0.20089642703533173,0.2780854403972626
2,3.53433895111084,649,,,,
2,3.7777230739593506,699,,,,
2,3.6354660987854004,749,,,,
2,3.811284065246582,799,,,,
2,3.5574967861175537,849,,,,
2,3.5847008228302,899,,,,
2,,935,1.7403643131256104,0.3463999927043915,,
2,,935,,,0.26970651745796204,0.3594738841056824
3,3.459754467010498,949,,,,
3,3.330197334289551,999,,,,
3,3.4267940521240234,1049,,,,
3,3.5599350929260254,1099,,,,
3,3.323957681655884,1149,,,,
3,3.398082733154297,1199,,,,
3,,1247,1.6755784749984741,0.3709999918937683,,
3,,1247,,,0.32610926032066345,0.3980419337749481
4,3.3416366577148438,1249,,,,
4,3.56748628616333,1299,,,,
4,3.21036434173584,1349,,,,
4,3.1494250297546387,1399,,,,
4,3.2923943996429443,1449,,,,
4,3.181926965713501,1499,,,,
4,3.179579734802246,1549,,,,
4,,1559,1.497162938117981,0.4645000100135803,,
4,,1559,,,0.3742988705635071,0.4764636158943176
5,3.263436794281006,1599,,,,
5,2.994957685470581,1649,,,,
5,3.103219747543335,1699,,,,
5,2.7409069538116455,1749,,,,
5,3.0288193225860596,1799,,,,
5,3.0016462802886963,1849,,,,
5,,1871,1.3876738548278809,0.5078999996185303,,
5,,1871,,,0.42190003395080566,0.5165150165557861
6,2.7798099517822266,1899,,,,
6,2.8858907222747803,1949,,,,
6,2.8771095275878906,1999,,,,
6,2.952101469039917,2049,,,,
6,2.9524426460266113,2099,,,,
6,2.9128570556640625,2149,,,,
6,,2183,1.2680628299713135,0.558899998664856,,
6,,2183,,,0.45982322096824646,0.5766416192054749
7,3.1229798793792725,2199,,,,
7,2.9101755619049072,2249,,,,
7,2.709963083267212,2299,,,,
7,2.835472583770752,2349,,,,
7,2.9288792610168457,2399,,,,
7,3.033824920654297,2449,,,,
7,,2495,1.2920914888381958,0.5555999875068665,,
7,,2495,,,0.4912484884262085,0.5887064933776855
8,2.1607978343963623,2499,,,,
8,2.857283115386963,2549,,,,
8,2.572511911392212,2599,,,,
8,2.502061367034912,2649,,,,
8,2.7556426525115967,2699,,,,
8,2.5962705612182617,2749,,,,
8,2.651313543319702,2799,,,,
8,,2807,1.2046796083450317,0.6021999716758728,,
8,,2807,,,0.5093274116516113,0.6314280033111572
9,2.56851863861084,2849,,,,
9,2.5884904861450195,2899,,,,
9,2.3755862712860107,2949,,,,
9,2.3985626697540283,2999,,,,
9,2.7694520950317383,3049,,,,
9,2.244702100753784,3099,,,,
9,,3119,1.1288281679153442,0.6190999746322632,,
9,,3119,,,0.5326021909713745,0.6423061490058899
10,2.2944724559783936,3149,,,,
10,2.7750437259674072,3199,,,,
10,2.418776273727417,3249,,,,
10,2.553622007369995,3299,,,,
10,2.5059585571289062,3349,,,,
10,2.399240016937256,3399,,,,
10,,3431,1.126635193824768,0.6200000047683716,,
10,,3431,,,0.5465620160102844,0.6451740264892578
11,2.386841297149658,3449,,,,
11,2.455355167388916,3499,,,,
11,2.2722811698913574,3549,,,,
11,2.248443603515625,3599,,,,
11,2.1188950538635254,3649,,,,
11,2.4942328929901123,3699,,,,
11,,3743,1.1533126831054688,0.6266999840736389,,
11,,3743,,,0.5601838231086731,0.6539754867553711
12,2.200617790222168,3749,,,,
12,2.374464988708496,3799,,,,
12,2.3378026485443115,3849,,,,
12,2.1497642993927,3899,,,,
12,2.553147315979004,3949,,,,
12,2.163433790206909,3999,,,,
12,2.2692742347717285,4049,,,,
12,,4055,1.163451910018921,0.6190000176429749,,
12,,4055,,,0.5709885954856873,0.6784018874168396
13,2.029167413711548,4099,,,,
13,2.3302571773529053,4149,,,,
13,2.281247615814209,4199,,,,
13,2.1296510696411133,4249,,,,
13,2.078186511993408,4299,,,,
13,2.25451397895813,4349,,,,
13,,4367,1.083267331123352,0.6517000198364258,,
13,,4367,,,0.5801281929016113,0.6848298907279968
14,2.1488897800445557,4399,,,,
14,1.9012545347213745,4449,,,,
14,2.0870752334594727,4499,,,,
14,2.0965750217437744,4549,,,,
14,2.150294780731201,4599,,,,
14,1.8953323364257812,4649,,,,
14,,4679,1.0748670101165771,0.6586999893188477,,
14,,4679,,,0.592210054397583,0.694719135761261
15,2.295891761779785,4699,,,,
15,1.7498633861541748,4749,,,,
15,2.2232584953308105,4799,,,,
15,1.9452641010284424,4849,,,,
15,2.240238666534424,4899,,,,
15,2.130744695663452,4949,,,,
15,,4991,1.114423394203186,0.6358000040054321,,
15,,4991,,,0.5922601222991943,0.6850277185440063
16,1.8897966146469116,4999,,,,
16,2.2059080600738525,5049,,,,
16,2.082002639770508,5099,,,,
16,1.956449031829834,5149,,,,
16,2.0734622478485107,5199,,,,
16,1.845930814743042,5249,,,,
16,2.008967876434326,5299,,,,
16,,5303,1.065982460975647,0.6851999759674072,,
16,,5303,,,0.5997721552848816,0.7140031456947327
17,1.6713510751724243,5349,,,,
17,1.9311589002609253,5399,,,,
17,1.7749626636505127,5449,,,,
17,1.6824017763137817,5499,,,,
17,1.8194453716278076,5549,,,,
17,2.073713541030884,5599,,,,
17,,5615,1.1898422241210938,0.6320000290870667,,
17,,5615,,,0.6082356572151184,0.6888844966888428
18,2.276038646697998,5649,,,,
18,1.944291591644287,5699,,,,
18,1.8639419078826904,5749,,,,
18,1.9289590120315552,5799,,,,
18,1.8640961647033691,5849,,,,
18,2.269009828567505,5899,,,,
18,,5927,1.2239844799041748,0.6504999995231628,,
18,,5927,,,0.6108148097991943,0.6980814933776855
19,1.791858196258545,5949,,,,
19,1.9320898056030273,5999,,,,
19,2.2184133529663086,6049,,,,
19,1.8891425132751465,6099,,,,
19,1.9943854808807373,6149,,,,
19,2.119001865386963,6199,,,,
19,,6239,1.1230990886688232,0.6642000079154968,,
19,,6239,,,0.6105143427848816,0.699070394039154
20,1.8251612186431885,6249,,,,
20,2.134322166442871,6299,,,,
20,1.948352336883545,6349,,,,
20,1.901595115661621,6399,,,,
20,1.7371327877044678,6449,,,,
20,1.879865288734436,6499,,,,
20,1.83022141456604,6549,,,,
20,,6551,1.0566493272781372,0.6801000237464905,,
20,,6551,,,0.6184895634651184,0.6957080960273743
21,1.7537511587142944,6599,,,,
21,1.9681874513626099,6649,,,,
21,1.9952404499053955,6699,,,,
21,1.7957534790039062,6749,,,,
21,1.9456026554107666,6799,,,,
21,1.555491328239441,6849,,,,
21,,6863,1.1986761093139648,0.6700999736785889,,
21,,6863,,,0.6223832964897156,0.7101463675498962
22,1.8284094333648682,6899,,,,
22,1.6841858625411987,6949,,,,
22,1.7481037378311157,6999,,,,
22,1.982588291168213,7049,,,,
22,1.6886184215545654,7099,,,,
22,1.9203064441680908,7149,,,,
22,,7175,1.1654448509216309,0.6674000024795532,,
22,,7175,,,0.6267277598381042,0.7039161324501038
23,1.498950481414795,7199,,,,
23,1.5722792148590088,7249,,,,
23,1.6989612579345703,7299,,,,
23,1.6022100448608398,7349,,,,
23,1.7196937799453735,7399,,,,
23,1.8182430267333984,7449,,,,
23,,7487,1.0943231582641602,0.6929000020027161,,
23,,7487,,,0.6232972741127014,0.7014438509941101
24,1.5107543468475342,7499,,,,
24,1.7543175220489502,7549,,,,
24,1.5628602504730225,7599,,,,
24,1.5886261463165283,7649,,,,
24,1.5794910192489624,7699,,,,
24,1.6461896896362305,7749,,,,
24,1.6368613243103027,7799,,,,
24,,7799,1.2693575620651245,0.6577000021934509,,
24,,7799,,,0.6278044581413269,0.6987737417221069
25,1.807185411453247,7849,,,,
25,1.488908052444458,7899,,,,
25,1.486877202987671,7949,,,,
25,1.7942183017730713,7999,,,,
25,1.6805990934371948,8049,,,,
25,1.59159517288208,8099,,,,
25,,8111,1.2211800813674927,0.6758000254631042,,
25,,8111,,,0.6270157098770142,0.6900712251663208
26,1.694683313369751,8149,,,,
26,1.6061793565750122,8199,,,,
26,1.858989953994751,8249,,,,
26,1.615929365158081,8299,,,,
26,1.6144821643829346,8349,,,,
26,1.7381227016448975,8399,,,,
26,,8423,1.2136834859848022,0.6777999997138977,,
26,,8423,,,0.6296574473381042,0.7011471390724182
27,1.7038477659225464,8449,,,,
27,1.784645438194275,8499,,,,
27,1.6529806852340698,8549,,,,
27,1.7831709384918213,8599,,,,
27,1.6655887365341187,8649,,,,
27,1.5099701881408691,8699,,,,
27,,8735,1.1622051000595093,0.6891000270843506,,
27,,8735,,,0.6289187669754028,0.7085641026496887
28,1.696648120880127,8749,,,,
28,1.482776403427124,8799,,,,
28,1.587592363357544,8849,,,,
28,1.5944784879684448,8899,,,,
28,1.8120723962783813,8949,,,,
28,1.6044515371322632,8999,,,,
28,,9047,1.2117042541503906,0.6902999877929688,,
28,,9047,,,0.6293444633483887,0.699367105960846
29,1.6262316703796387,9049,,,,
29,1.7328749895095825,9099,,,,
29,1.8290815353393555,9149,,,,
29,1.9297409057617188,9199,,,,
29,1.5369365215301514,9249,,,,
29,1.566773533821106,9299,,,,
29,1.5975390672683716,9349,,,,
29,,9359,1.2154450416564941,0.695900022983551,,
29,,9359,,,0.6306715607643127,0.7124208807945251
30,1.7922790050506592,9399,,,,
30,1.722832202911377,9449,,,,
30,1.63937509059906,9499,,,,
30,1.7857366800308228,9549,,,,
30,1.628750205039978,9599,,,,
30,1.6879733800888062,9649,,,,
30,,9671,1.1942449808120728,0.6962000131607056,,
30,,9671,,,0.6324494481086731,0.7018393874168396
31,1.746272325515747,9699,,,,
31,1.7131869792938232,9749,,,,
31,1.8442087173461914,9799,,,,
31,1.6253662109375,9849,,,,
31,1.3448059558868408,9899,,,,
31,1.294785976409912,9949,,,,
31,,9983,1.3224706649780273,0.6725000143051147,,
31,,9983,,,0.6309846043586731,0.704311728477478
32,1.409731388092041,9999,,,,
32,1.8077478408813477,10049,,,,
32,1.6187894344329834,10099,,,,
32,1.566686987876892,10149,,,,
32,1.546804428100586,10199,,,,
32,1.6535532474517822,10249,,,,
32,,10295,1.2811881303787231,0.6826000213623047,,
32,,10295,,,0.6346780061721802,0.7261669039726257
33,1.6930506229400635,10299,,,,
33,1.966400384902954,10349,,,,
33,1.561220407485962,10399,,,,
33,1.509360671043396,10449,,,,
33,1.4932162761688232,10499,,,,
33,1.702264666557312,10549,,,,
33,1.567253589630127,10599,,,,
33,,10607,1.2627403736114502,0.6974999904632568,,
33,,10607,,,0.6335887312889099,0.7110363841056824
34,1.577585220336914,10649,,,,
34,1.6781439781188965,10699,,,,
34,1.8525562286376953,10749,,,,
34,1.4998711347579956,10799,,,,
34,1.622144341468811,10849,,,,
34,1.480621099472046,10899,,,,
34,,10919,1.2167669534683228,0.7064999938011169,,
34,,10919,,,0.6354417204856873,0.7143987417221069
35,1.5922216176986694,10949,,,,
35,1.4603025913238525,10999,,,,
35,1.641448974609375,11049,,,,
35,1.7358657121658325,11099,,,,
35,1.8351175785064697,11149,,,,
35,1.614367961883545,11199,,,,
35,,11231,1.2849377393722534,0.678600013256073,,
35,,11231,,,0.6322741508483887,0.7160798907279968
36,1.5112043619155884,11249,,,,
36,1.5034210681915283,11299,,,,
36,1.5909572839736938,11349,,,,
36,1.5117130279541016,11399,,,,
36,1.5353906154632568,11449,,,,
36,1.6528651714324951,11499,,,,
36,,11543,1.271860122680664,0.6852999925613403,,
