epoch,step,train_loss,val_acc,test_acc,train_acc
25,7999,-0.2052626609802246,,,
25,8049,-0.21292495727539062,,,
25,8099,-0.11686603724956512,,,
25,8111,,0.7174999713897705,,
25,8111,,,0.820900022983551,0.7442407608032227
26,8149,-0.21385806798934937,,,
26,8199,-0.23393653333187103,,,
26,8249,-0.2205355167388916,,,
26,8299,-0.2496831715106964,,,
26,8349,-0.18346358835697174,,,
26,8399,-0.17065155506134033,,,
26,8423,,0.7268999814987183,,
26,8423,,,0.8269000053405762,0.7463191151618958
27,8449,-0.11493511497974396,,,
27,8499,-0.26079362630844116,,,
27,8549,-0.2388143092393875,,,
27,8599,-0.18381889164447784,,,
27,8649,-0.2386486530303955,,,
27,8699,-0.14709711074829102,,,
27,8735,,0.7156999707221985,,
27,8735,,,0.8137000203132629,0.748948335647583
28,8749,-0.2028888761997223,,,
28,8799,-0.28362759947776794,,,
28,8849,-0.2058773934841156,,,
28,8899,-0.22453857958316803,,,
28,8949,-0.21398800611495972,,,
28,8999,-0.2732231616973877,,,
28,9047,,0.7265999913215637,,
28,9047,,,0.828499972820282,0.7525290250778198
29,9049,-0.21615134179592133,,,
29,9099,-0.2829457223415375,,,
29,9149,-0.25869864225387573,,,
29,9199,-0.2103947401046753,,,
29,9249,-0.2924690246582031,,,
29,9299,-0.176499605178833,,,
29,9349,-0.23257534205913544,,,
29,9359,,0.7268000245094299,,
29,9359,,,0.8241999745368958,0.7535807490348816
30,9399,-0.13183265924453735,,,
30,9449,-0.14664027094841003,,,
30,9499,-0.16197338700294495,,,
30,9549,-0.15327109396457672,,,
30,9599,-0.2926413416862488,,,
30,9649,-0.20345525443553925,,,
30,9671,,0.7218000292778015,,
30,9671,,,0.8198999762535095,0.7536558508872986
31,9699,-0.22031548619270325,,,
31,9749,-0.15872924029827118,,,
31,9799,-0.3340522348880768,,,
31,9849,-0.22276926040649414,,,
31,9899,-0.2738921642303467,,,
31,9949,-0.2809467017650604,,,
31,9983,,0.7271000146865845,,
31,9983,,,0.8345999717712402,0.758864164352417
32,9999,-0.19278128445148468,,,
32,10049,-0.2474384903907776,,,
32,10099,-0.23579029738903046,,,
32,10149,-0.28693297505378723,,,
32,10199,-0.20871129631996155,,,
32,10249,-0.17541192471981049,,,
32,10295,,0.7246000170707703,,
32,10295,,,0.8227999806404114,0.7600160241127014
33,10299,-0.21406430006027222,,,
33,10349,-0.21782416105270386,,,
33,10399,-0.2529025077819824,,,
33,10449,-0.28526556491851807,,,
33,10499,-0.24293680489063263,,,
33,10549,-0.2472594678401947,,,
33,10599,-0.12838393449783325,,,
33,10607,,0.7272999882698059,,
33,10607,,,0.8327999711036682,0.7597906589508057
34,10649,-0.25812965631484985,,,
34,10699,-0.16923294961452484,,,
34,10749,-0.12236107885837555,,,
34,10799,-0.23463833332061768,,,
34,10849,-0.2524334192276001,,,
34,10899,-0.2872723937034607,,,
34,10919,,0.7124000191688538,,
34,10919,,,0.8127999901771545,0.7632461786270142
35,10949,-0.19684189558029175,,,
35,10999,-0.27900058031082153,,,
35,11049,-0.1587338149547577,,,
35,11099,-0.1785149723291397,,,
35,11149,-0.17868900299072266,,,
35,11199,-0.1426941156387329,,,
35,11231,,0.7329000234603882,,
35,11231,,,0.8431000113487244,0.7659254670143127
36,11249,-0.20237380266189575,,,
36,11299,-0.25789904594421387,,,
36,11349,-0.2531619668006897,,,
36,11399,-0.2216816246509552,,,
36,11449,-0.18744327127933502,,,
36,11499,-0.237623393535614,,,
36,11543,,0.7301999926567078,,
36,11543,,,0.8253999948501587,0.7660006284713745
37,11549,-0.2964186668395996,,,
37,11599,-0.19908767938613892,,,
37,11649,-0.3036549687385559,,,
37,11699,-0.23631645739078522,,,
37,11749,-0.20447255671024323,,,
37,11799,-0.1581597626209259,,,
37,11849,-0.23452264070510864,,,
37,11855,,0.732699990272522,,
37,11855,,,0.839900016784668,0.7706330418586731
38,11899,-0.2974013388156891,,,
38,11949,-0.2675130069255829,,,
38,11999,-0.17308425903320312,,,
38,12049,-0.3170994520187378,,,
38,12099,-0.2557963728904724,,,
38,12149,-0.2326376885175705,,,
38,12167,,0.7228999733924866,,
38,12167,,,0.8094000220298767,0.7728866338729858
39,12199,-0.3190314471721649,,,
39,12249,-0.30066996812820435,,,
39,12299,-0.24563677608966827,,,
39,12349,-0.2405163049697876,,,
39,12399,-0.21351554989814758,,,
39,12449,-0.15409362316131592,,,
39,12479,,0.739799976348877,,
39,12479,,,0.8450999855995178,0.7694311141967773
40,12499,-0.38804611563682556,,,
40,12549,-0.37558457255363464,,,
40,12599,-0.37902167439460754,,,
40,12649,-0.38167881965637207,,,
40,12699,-0.3565358519554138,,,
40,12749,-0.38202378153800964,,,
40,12791,,0.7491000294685364,,
40,12791,,,0.8561000227928162,0.7791466116905212
41,12799,-0.3337308466434479,,,
41,12849,-0.38391101360321045,,,
41,12899,-0.351303368806839,,,
41,12949,-0.3703627586364746,,,
41,12999,-0.3353221118450165,,,
41,13049,-0.39716029167175293,,,
41,13099,-0.3153493404388428,,,
41,13103,,0.7400000095367432,,
41,13103,,,0.8532000184059143,0.7830528616905212
42,13149,-0.39390915632247925,,,
42,13199,-0.38883161544799805,,,
42,13249,-0.3896636366844177,,,
42,13299,-0.3709872364997864,,,
42,13349,-0.42731910943984985,,,
42,13399,-0.37764206528663635,,,
42,13415,,0.728600025177002,,
42,13415,,,0.8345000147819519,0.7804487347602844
43,13449,-0.4057995080947876,,,
43,13499,-0.38007450103759766,,,
43,13549,-0.3604929447174072,,,
43,13599,-0.39983150362968445,,,
43,13649,-0.33212536573410034,,,
43,13699,-0.36176741123199463,,,
43,13727,,0.7386000156402588,,
43,13727,,,0.8485000133514404,0.7797976732254028
44,13749,-0.36845001578330994,,,
44,13799,-0.3331279754638672,,,
44,13849,-0.41218793392181396,,,
44,13899,-0.380565345287323,,,
44,13949,-0.3578355312347412,,,
44,13999,-0.36843380331993103,,,
44,14039,,0.730400025844574,,
44,14039,,,0.8392000198364258,0.7795222401618958
45,14049,-0.3483882546424866,,,
45,14099,-0.367661714553833,,,
45,14149,-0.36185717582702637,,,
45,14199,-0.3942774534225464,,,
45,14249,-0.39396974444389343,,,
45,14299,-0.4078815281391144,,,
45,14349,-0.4155116677284241,,,
45,14351,,0.7365000247955322,,
45,14351,,,0.8389000296592712,0.7807992696762085
46,14399,-0.38491982221603394,,,
46,14449,-0.3765844702720642,,,
46,14499,-0.3301030397415161,,,
46,14549,-0.3996635973453522,,,
46,14599,-0.40961509943008423,,,
46,14649,-0.3243918716907501,,,
46,14663,,0.7459999918937683,,
46,14663,,,0.8553000092506409,0.7817758321762085
47,14699,-0.34101665019989014,,,
47,14749,-0.36537545919418335,,,
47,14799,-0.37092411518096924,,,
47,14849,-0.3901803493499756,,,
47,14899,-0.3830360770225525,,,
47,14949,-0.3693695664405823,,,
47,14975,,0.7450000047683716,,
47,14975,,,0.8546000123023987,0.78125
48,14999,-0.38619881868362427,,,
48,15049,-0.37096545100212097,,,
48,15099,-0.36915409564971924,,,
48,15149,-0.36773133277893066,,,
48,15199,-0.3591368794441223,,,
48,15249,-0.3756348192691803,,,
48,15287,,0.7491999864578247,,
48,15287,,,0.852400004863739,0.7805488705635071
49,15299,-0.3825039863586426,,,
49,15349,-0.4023742079734802,,,
49,15399,-0.3242882490158081,,,
49,15449,-0.40826094150543213,,,
49,15499,-0.3527613878250122,,,
49,15549,-0.391326367855072,,,
49,15599,-0.3859081268310547,,,
49,15599,,0.7164999842643738,,
49,15599,,,0.8129000067710876,0.7792468070983887
50,15649,-0.39929628372192383,,,
50,15699,-0.34153443574905396,,,
50,15749,-0.3185953199863434,,,
50,15799,-0.40950891375541687,,,
50,15849,-0.3225918114185333,,,
50,15899,-0.3701295852661133,,,
50,15911,,0.7483000159263611,,
50,15911,,,0.8551999926567078,0.7787209749221802
51,15949,-0.37994328141212463,,,
51,15999,-0.39039289951324463,,,
51,16049,-0.3491237163543701,,,
51,16099,-0.4231536090373993,,,
51,16149,-0.3461036682128906,,,
51,16199,-0.37033337354660034,,,
51,16223,,0.7218000292778015,,
51,16223,,,0.8306000232696533,0.7763171195983887
52,16249,-0.3563772439956665,,,
52,16299,-0.3668109178543091,,,
52,16349,-0.3353099822998047,,,
52,16399,-0.34526851773262024,,,
52,16449,-0.3802372217178345,,,
52,16499,-0.4152212142944336,,,
52,16535,,0.7383000254631042,,
52,16535,,,0.8463000059127808,0.7799479365348816
53,16549,-0.3330773115158081,,,
53,16599,-0.3523087799549103,,,
53,16649,-0.3897254467010498,,,
53,16699,-0.4091198146343231,,,
53,16749,-0.3569432497024536,,,
53,16799,-0.34852245450019836,,,
53,16847,,0.7433000206947327,,
53,16847,,,0.8535000085830688,0.7789463400840759
54,16849,-0.34876519441604614,,,
54,16899,-0.40664878487586975,,,
54,16949,-0.39177969098091125,,,
54,16999,-0.3410167098045349,,,
54,17049,-0.37001726031303406,,,
54,17099,-0.36070746183395386,,,
54,17149,-0.32416093349456787,,,
54,17159,,0.7328000068664551,,
54,17159,,,0.8366000056266785,0.7798978090286255
55,17199,-0.37132829427719116,,,
55,17249,-0.35047149658203125,,,
55,17299,-0.38865578174591064,,,
55,17349,-0.3801628351211548,,,
55,17399,-0.3710330128669739,,,
55,17449,-0.3613887429237366,,,
55,17471,,0.7405999898910522,,
55,17471,,,0.8443999886512756,0.7813000679016113
56,17499,-0.38593825697898865,,,
56,17549,-0.38828831911087036,,,
56,17599,-0.4184475541114807,,,
56,17649,-0.4068187177181244,,,
56,17699,-0.37336552143096924,,,
56,17749,-0.3580585718154907,,,
56,17783,,0.7382000088691711,,
56,17783,,,0.8517000079154968,0.7806239724159241
57,17799,-0.3832903504371643,,,
57,17849,-0.41671282052993774,,,
57,17899,-0.36565086245536804,,,
57,17949,-0.388849675655365,,,
57,17999,-0.3857157230377197,,,
57,18049,-0.3856370449066162,,,
57,18095,,0.7494000196456909,,
57,18095,,,0.8547999858856201,0.7817007303237915
58,18099,-0.42354118824005127,,,
58,18149,-0.38955867290496826,,,
58,18199,-0.3966612219810486,,,
58,18249,-0.3759992718696594,,,
58,18299,-0.40693342685699463,,,
58,18349,-0.38055333495140076,,,
58,18399,-0.39810487627983093,,,
58,18407,,0.7473999857902527,,
58,18407,,,0.855400025844574,0.786057710647583
59,18449,-0.3524329960346222,,,
59,18499,-0.37239229679107666,,,
59,18549,-0.3565509617328644,,,
59,18599,-0.42567145824432373,,,
59,18649,-0.3794592618942261,,,
59,18699,-0.41447681188583374,,,
59,18719,,0.733299970626831,,
59,18719,,,0.8371000289916992,0.7826272249221802
60,18749,-0.4008719325065613,,,
60,18799,-0.3799884617328644,,,
60,18849,-0.32695096731185913,,,
60,18899,-0.37201446294784546,,,
60,18949,-0.37064361572265625,,,
60,18999,-0.4106847643852234,,,
60,19031,,0.7657999992370605,,
60,19031,,,0.8845000267028809,0.7968499660491943
61,19049,-0.4327329993247986,,,
61,19099,-0.39704495668411255,,,
61,19149,-0.4319402873516083,,,
61,19199,-0.3798758089542389,,,
61,19249,-0.37370729446411133,,,
61,19299,-0.378900408744812,,,
61,19343,,0.7692999839782715,,
61,19343,,,0.8876000046730042,0.8031600713729858
62,19349,-0.44086766242980957,,,
62,19399,-0.43021780252456665,,,
62,19449,-0.39288130402565,,,
62,19499,-0.40576592087745667,,,
62,19549,-0.43670499324798584,,,
62,19599,-0.40262681245803833,,,
62,19649,-0.3768279254436493,,,
62,19655,,0.7684000134468079,,
62,19655,,,0.8870999813079834,0.8060647249221802
63,19699,-0.3715461790561676,,,
63,19749,-0.38437649607658386,,,
63,19799,-0.4224863052368164,,,
63,19849,-0.44845688343048096,,,
63,19899,-0.4003300070762634,,,
63,19949,-0.3938103914260864,,,
63,19967,,0.7684000134468079,,
63,19967,,,0.8870000243186951,0.8070412874221802
64,19999,-0.43331262469291687,,,
64,20049,-0.3660893738269806,,,
64,20099,-0.44532737135887146,,,
64,20149,-0.3730188310146332,,,
64,20199,-0.42218345403671265,,,
64,20249,-0.4301532506942749,,,
64,20279,,0.7710000276565552,,
64,20279,,,0.8892999887466431,0.8081930875778198
65,20299,-0.4305518865585327,,,
65,20349,-0.42576757073402405,,,
65,20399,-0.3974471986293793,,,
65,20449,-0.4254932999610901,,,
65,20499,-0.4253380298614502,,,
65,20549,-0.418709933757782,,,
65,20591,,0.7700999975204468,,
65,20591,,,0.8891000151634216,0.8089944124221802
66,20599,-0.4262084364891052,,,
66,20649,-0.39417850971221924,,,
66,20699,-0.41413527727127075,,,
66,20749,-0.4304543733596802,,,
66,20799,-0.4405282735824585,,,
66,20849,-0.38377639651298523,,,
66,20899,-0.4521608352661133,,,
66,20903,,0.7720000147819519,,
66,20903,,,0.8899999856948853,0.8109225034713745
67,20949,-0.3946276009082794,,,
67,20999,-0.41512900590896606,,,
67,21049,-0.4015790820121765,,,
67,21099,-0.40974920988082886,,,
67,21149,-0.4133067727088928,,,
67,21199,-0.3947383165359497,,,
67,21215,,0.7714999914169312,,
67,21215,,,0.8899000287055969,0.8111979365348816
68,21249,-0.44196900725364685,,,
68,21299,-0.3811480402946472,,,
68,21349,-0.3824346661567688,,,
68,21399,-0.3885112702846527,,,
68,21449,-0.40705376863479614,,,
68,21499,-0.38818490505218506,,,
68,21527,,0.7720000147819519,,
68,21527,,,0.8883000016212463,0.8107472062110901
69,21549,-0.43925511837005615,,,
69,21599,-0.4074682593345642,,,
69,21649,-0.4303191900253296,,,
69,21699,-0.4121170938014984,,,
69,21749,-0.4071006774902344,,,
69,21799,-0.40853774547576904,,,
69,21839,,0.7731999754905701,,
69,21839,,,0.8913999795913696,0.8122245669364929
70,21849,-0.4579104483127594,,,
70,21899,-0.43590354919433594,,,
70,21949,-0.42894381284713745,,,
70,21999,-0.43303656578063965,,,
70,22049,-0.44807177782058716,,,
70,22099,-0.4189138114452362,,,
70,22149,-0.4485531449317932,,,
70,22151,,0.7739999890327454,,
70,22151,,,0.8932999968528748,0.8126752972602844
71,22199,-0.413266122341156,,,
71,22249,-0.3817019462585449,,,
71,22299,-0.4231606423854828,,,
71,22349,-0.3842247724533081,,,
71,22399,-0.47788870334625244,,,
71,22449,-0.4248664975166321,,,
71,22463,,0.7731000185012817,,
71,22463,,,0.8942999839782715,0.8133262991905212
72,22499,-0.4371832013130188,,,
72,22549,-0.44758665561676025,,,
72,22599,-0.4368813633918762,,,
72,22649,-0.4422137141227722,,,
72,22699,-0.42727404832839966,,,
72,22749,-0.4108063578605652,,,
72,22775,,0.7739999890327454,,
72,22775,,,0.8917999863624573,0.8151041865348816
73,22799,-0.41142261028289795,,,
73,22849,-0.39870885014533997,,,
73,22899,-0.41264599561691284,,,
73,22949,-0.43959659337997437,,,
73,22999,-0.46774792671203613,,,
73,23049,-0.4268217384815216,,,
73,23087,,0.7746000289916992,,
73,23087,,,0.8928999900817871,0.8158303499221802
74,23099,-0.47125667333602905,,,
74,23149,-0.45445358753204346,,,
74,23199,-0.4213169813156128,,,
74,23249,-0.4212256968021393,,,
74,23299,-0.3865065574645996,,,
74,23349,-0.4380214214324951,,,
74,23399,-0.4539598524570465,,,
74,23399,,0.7738000154495239,,
74,23399,,,0.8928999900817871,0.8160807490348816
75,23449,-0.4452768862247467,,,
75,23499,-0.43555259704589844,,,
75,23549,-0.40924590826034546,,,
75,23599,-0.4340928792953491,,,
75,23649,-0.44567424058914185,,,
75,23699,-0.40494197607040405,,,
75,23711,,0.7731000185012817,,
75,23711,,,0.892300009727478,0.8170823454856873
76,23749,-0.43832048773765564,,,
76,23799,-0.42613235116004944,,,
76,23849,-0.4580700397491455,,,
76,23899,-0.39117431640625,,,
76,23949,-0.42898547649383545,,,
76,23999,-0.41597187519073486,,,
76,24023,,0.7757999897003174,,
76,24023,,,0.8916000127792358,0.8178335428237915
77,24049,-0.4427938759326935,,,
77,24099,-0.4555961489677429,,,
77,24149,-0.4359753727912903,,,
77,24199,-0.4575243592262268,,,
77,24249,-0.4423524737358093,,,
77,24299,-0.44057923555374146,,,
77,24335,,0.7754999995231628,,
77,24335,,,0.8934000134468079,0.8181340098381042
78,24349,-0.39967143535614014,,,
78,24399,-0.4282357096672058,,,
78,24449,-0.43644145131111145,,,
78,24499,-0.47683578729629517,,,
78,24549,-0.39430171251296997,,,
78,24599,-0.41408759355545044,,,
78,24647,,0.7742000222206116,,
78,24647,,,0.891700029373169,0.8185096383094788
79,24649,-0.416182279586792,,,
79,24699,-0.43796008825302124,,,
79,24749,-0.44573795795440674,,,
79,24799,-0.4097929298877716,,,
79,24849,-0.46751120686531067,,,
79,24899,-0.43737393617630005,,,
79,24949,-0.43398165702819824,,,
79,24959,,0.7746999859809875,,
79,24959,,,0.8930000066757202,0.8186598420143127
80,24999,-0.43993398547172546,,,
80,25049,-0.38323336839675903,,,
80,25099,-0.4433232545852661,,,
80,25149,-0.4657183289527893,,,
80,25199,-0.41992899775505066,,,
80,25249,-0.4028817415237427,,,
80,25271,,0.7753000259399414,,
80,25271,,,0.8945000171661377,0.8187099099159241
81,25299,-0.4325421452522278,,,
81,25349,-0.4707455337047577,,,
81,25399,-0.4422527551651001,,,
81,25449,-0.4139782190322876,,,
81,25499,-0.4643173813819885,,,
81,25549,-0.42909055948257446,,,
81,25583,,0.7738999724388123,,
81,25583,,,0.8937000036239624,0.8201121687889099
82,25599,-0.4283495545387268,,,
82,25649,-0.4588685929775238,,,
82,25699,-0.4659270942211151,,,
82,25749,-0.3756146728992462,,,
82,25799,-0.46301424503326416,,,
82,25849,-0.44554081559181213,,,
82,25895,,0.7753000259399414,,
82,25895,,,0.8948000073432922,0.8208633661270142
83,25899,-0.4278421700000763,,,
83,25949,-0.44722849130630493,,,
83,25999,-0.449241042137146,,,
83,26049,-0.42872685194015503,,,
83,26099,-0.41605105996131897,,,
83,26149,-0.41912132501602173,,,
83,26199,-0.39031434059143066,,,
83,26207,,0.7749999761581421,,
83,26207,,,0.8924000263214111,0.8215644955635071
84,26249,-0.46093443036079407,,,
84,26299,-0.4808637201786041,,,
84,26349,-0.40619146823883057,,,
84,26399,-0.4617682695388794,,,
84,26449,-0.4503580927848816,,,
84,26499,-0.4479367733001709,,,
84,26519,,0.7766000032424927,,
84,26519,,,0.8932999968528748,0.8220903277397156
85,26549,-0.3972756266593933,,,
85,26599,-0.4317132532596588,,,
85,26649,-0.421270489692688,,,
85,26699,-0.45163536071777344,,,
85,26749,-0.4333365857601166,,,
85,26799,-0.439664363861084,,,
85,26831,,0.7753000259399414,,
85,26831,,,0.89410001039505,0.8218399286270142
86,26849,-0.43615099787712097,,,
86,26899,-0.4003409147262573,,,
86,26949,-0.4130975008010864,,,
86,26999,-0.4346911907196045,,,
86,27049,-0.45338863134384155,,,
86,27099,-0.44971683621406555,,,
86,27143,,0.7732999920845032,,
86,27143,,,0.8946999907493591,0.8214393258094788
87,27149,-0.41462019085884094,,,
87,27199,-0.40890395641326904,,,
87,27249,-0.4121655225753784,,,
87,27299,-0.4212190508842468,,,
87,27349,-0.4216724932193756,,,
87,27399,-0.4457770586013794,,,
87,27449,-0.39370715618133545,,,
87,27455,,0.7767000198364258,,
87,27455,,,0.8930000066757202,0.8224659562110901
88,27499,-0.443666934967041,,,
88,27549,-0.433077335357666,,,
88,27599,-0.4092136025428772,,,
88,27649,-0.4164791703224182,,,
88,27699,-0.47547096014022827,,,
88,27749,-0.4471443295478821,,,
88,27767,,0.7767999768257141,,
88,27767,,,0.8949000239372253,0.8227413892745972
89,27799,-0.46214473247528076,,,
89,27849,-0.39055925607681274,,,
89,27899,-0.4227333068847656,,,
89,27949,-0.44080373644828796,,,
89,27999,-0.44530627131462097,,,
89,28049,-0.43036359548568726,,,
89,28079,,0.7760999798774719,,
89,28079,,,0.8935999870300293,0.8228415250778198
90,28099,-0.4440325200557709,,,
90,28149,-0.43616852164268494,,,
90,28199,-0.3897296190261841,,,
90,28249,-0.46832019090652466,,,
90,28299,-0.43526312708854675,,,
90,28349,-0.45622706413269043,,,
90,28391,,0.7760000228881836,,
90,28391,,,0.8963000178337097,0.8232171535491943
91,28399,-0.4275614023208618,,,
