train_loss1,step,train_loss2,epoch,test_acc,train_acc2,train_acc1
0.014317600056529045,49,0.01564853824675083,0,,,
0.01487771701067686,99,0.014733871445059776,0,,,
0.012711608782410622,149,0.013668701983988285,0,,,
0.012618166394531727,199,0.013271450065076351,0,,,
0.012086668983101845,249,0.012882836163043976,0,,,
0.011981011368334293,299,0.013251513242721558,0,,,
0.012732641771435738,349,0.013185436837375164,0,,,
,389,,0,0.47999998927116394,0.3634214699268341,0.39242789149284363
0.010327649302780628,399,0.011057855561375618,1,,,
0.010272135026752949,449,0.01090202946215868,1,,,
0.009036240167915821,499,0.010013556107878685,1,,,
0.009900079108774662,549,0.010018030181527138,1,,,
0.009988860227167606,599,0.011136884801089764,1,,,
0.008152561262249947,649,0.009537015110254288,1,,,
0.009114253334701061,699,0.009535320103168488,1,,,
0.008395679295063019,749,0.008749227039515972,1,,,
,779,,1,0.5611000061035156,0.528866171836853,0.5479567050933838
0.007214380893856287,799,0.008201890625059605,2,,,
0.007312614005059004,849,0.007603042293339968,2,,,
0.006899525877088308,899,0.007257778197526932,2,,,
0.008394628763198853,949,0.009024535305798054,2,,,
0.00840665027499199,999,0.008303032256662846,2,,,
0.008106005378067493,1049,0.008062864653766155,2,,,
0.008948500268161297,1099,0.00867829192429781,2,,,
0.008077975362539291,1149,0.008290734142065048,2,,,
,1169,,2,0.647599995136261,0.6134615540504456,0.6244391202926636
0.006699158810079098,1199,0.007408039644360542,3,,,
0.007195380982011557,1249,0.0067399004474282265,3,,,
0.005956463050097227,1299,0.0060430001467466354,3,,,
0.00572158070281148,1349,0.005087645724415779,3,,,
0.005930199287831783,1399,0.0056684291921556,3,,,
0.006547227501869202,1449,0.006911459844559431,3,,,
0.0037710738833993673,1499,0.0042429119348526,3,,,
0.005109391640871763,1549,0.005456823389977217,3,,,
,1559,,3,0.7109000086784363,0.6632412075996399,0.6668068766593933
0.0043386551551520824,1599,0.005113925784826279,4,,,
0.006520516704767942,1649,0.006731221918016672,4,,,
0.0052196672186255455,1699,0.005080814473330975,4,,,
0.006063566077500582,1749,0.005695562809705734,4,,,
0.0055070905946195126,1799,0.0059901936911046505,4,,,
0.004623074550181627,1849,0.004757174756377935,4,,,
0.005906777922064066,1899,0.006289009004831314,4,,,
0.005441209301352501,1949,0.004991578403860331,4,,,
,1949,,4,0.7497000098228455,0.7035256624221802,0.7059695720672607
0.0037219005171209574,1999,0.0040274993516504765,5,,,
0.0036635634023696184,2049,0.004388225730508566,5,,,
0.004008479416370392,2099,0.004332736134529114,5,,,
0.004327139817178249,2149,0.004084671847522259,5,,,
0.006162659730762243,2199,0.0054865190759301186,5,,,
0.003555509727448225,2249,0.003404428483918309,5,,,
0.005427143070846796,2299,0.005509241949766874,5,,,
,2339,,5,0.7784000039100647,0.728986382484436,0.7335537075996399
0.002502832328900695,2349,0.0026097679510712624,6,,,
0.003820542711764574,2399,0.0035882946103811264,6,,,
0.0032124072313308716,2449,0.002847969764843583,6,,,
0.002227220917120576,2499,0.002158130519092083,6,,,
0.005387270823121071,2549,0.004562332294881344,6,,,
0.002443274948745966,2599,0.001931322505697608,6,,,
0.0031582170631736517,2649,0.00230239680968225,6,,,
0.003928014077246189,2699,0.0034493415150791407,6,,,
,2729,,6,0.7825000286102295,0.7504607439041138,0.7476762533187866
0.003121562534943223,2749,0.0032150992192327976,7,,,
0.0027072415687143803,2799,0.0032291754614561796,7,,,
0.0030880295671522617,2849,0.0033938155975192785,7,,,
0.00431673601269722,2899,0.004230420105159283,7,,,
0.003085331292822957,2949,0.002900435822084546,7,,,
0.0030570649541914463,2999,0.0037564169615507126,7,,,
0.0022846602369099855,3049,0.0028448905795812607,7,,,
0.004675169941037893,3099,0.004289708565920591,7,,,
,3119,,7,0.7979000210762024,0.7622395753860474,0.7604367136955261
0.0015041884034872055,3149,0.001470386516302824,8,,,
0.0019275107188150287,3199,0.0021579081658273935,8,,,
0.002387663582339883,3249,0.002254451159387827,8,,,
0.004722398240119219,3299,0.004741961602121592,8,,,
0.002226342912763357,3349,0.00229822495020926,8,,,
0.0026320070028305054,3399,0.004104170016944408,8,,,
0.000982989906333387,3449,0.0017676058923825622,8,,,
0.002322787418961525,3499,0.002939001191407442,8,,,
,3509,,8,0.7953000068664551,0.7668069005012512,0.7733573913574219
0.002444322220981121,3549,0.0025435341522097588,9,,,
0.003047096310183406,3599,0.0026592162903398275,9,,,
0.002306506969034672,3649,0.0027361130341887474,9,,,
0.001679917681030929,3699,0.0013612598413601518,9,,,
0.0012439002748578787,3749,0.0013571029994636774,9,,,
0.0019985870458185673,3799,0.0017557815881446004,9,,,
0.0008566118194721639,3849,0.0008790108258835971,9,,,
0.0012057265266776085,3899,0.0015726670389994979,9,,,
,3899,,9,0.7958999872207642,0.7790665030479431,0.7822916507720947
0.0018137404695153236,3949,0.0019787270575761795,10,,,
0.0021777604706585407,3999,0.0026574532967060804,10,,,
0.0011269119568169117,4049,0.00097169034415856,10,,,
0.0008538842666894197,4099,0.0007102684467099607,10,,,
0.002598648890852928,4149,0.0026503305416554213,10,,,
0.002721209544688463,4199,0.002287388313561678,10,,,
0.0008414778276346624,4249,0.0013457854511216283,10,,,
,4289,,10,0.805400013923645,0.7862580418586731,0.786838948726654
0.0013470331905409694,4299,0.0008706525550223887,11,,,
0.001424208632670343,4349,0.0016002360498532653,11,,,
0.0017880593659356236,4399,0.001306310878135264,11,,,
0.002195814624428749,4449,0.0031861199531704187,11,,,
0.0013921732315793633,4499,0.0021715958137065172,11,,,
0.0012878032866865396,4549,0.001001997385174036,11,,,
0.0020201299339532852,4599,0.0016657081432640553,11,,,
