epoch,train_loss,step,val_acc,val_loss,test_acc
0,2.9050893783569336,49,,,
0,2.7535510063171387,99,,,
0,2.604677677154541,149,,,
0,2.335785388946533,199,,,
0,2.4787120819091797,249,,,
0,2.095458507537842,299,,,
0,2.2244133949279785,349,,,
0,,389,0.5231999754905701,1.3385080099105835,
0,,389,,,0.5446000099182129
1,2.0104782581329346,399,,,
1,2.245330810546875,449,,,
1,1.9532636404037476,499,,,
1,1.8046765327453613,549,,,
1,1.835022211074829,599,,,
1,1.8028137683868408,649,,,
1,1.684110164642334,699,,,
1,1.775503396987915,749,,,
1,,779,0.6466000080108643,1.034618616104126,
1,,779,,,0.6692000031471252
2,1.7558960914611816,799,,,
2,1.6377019882202148,849,,,
2,1.4186605215072632,899,,,
2,1.4522733688354492,949,,,
2,1.7368255853652954,999,,,
2,1.3755757808685303,1049,,,
2,1.3107975721359253,1099,,,
2,1.501524567604065,1149,,,
2,,1169,0.7195000052452087,0.8690477609634399,
2,,1169,,,0.7578999996185303
3,1.6469523906707764,1199,,,
3,1.3341093063354492,1249,,,
3,1.3146264553070068,1299,,,
3,1.2589954137802124,1349,,,
3,1.3778393268585205,1399,,,
3,1.2373580932617188,1449,,,
3,1.24564528465271,1499,,,
3,1.3737215995788574,1549,,,
3,,1559,0.748199999332428,0.8058050274848938,
3,,1559,,,0.7803999781608582
4,1.2064764499664307,1599,,,
4,1.1067743301391602,1649,,,
4,0.9264075756072998,1699,,,
4,1.1472864151000977,1749,,,
4,1.3140449523925781,1799,,,
4,1.2210291624069214,1849,,,
4,1.2838027477264404,1899,,,
4,0.9753085374832153,1949,,,
4,,1949,0.765999972820282,0.747925341129303,
4,,1949,,,0.8065999746322632
5,1.150639295578003,1999,,,
5,1.4632562398910522,2049,,,
5,1.083847999572754,2099,,,
5,0.9201180338859558,2149,,,
5,1.0603156089782715,2199,,,
5,1.029447317123413,2249,,,
5,1.262385368347168,2299,,,
5,,2339,0.7856000065803528,0.70587158203125,
5,,2339,,,0.8256999850273132
6,1.2454168796539307,2349,,,
6,1.0582501888275146,2399,,,
6,1.3205513954162598,2449,,,
6,1.0820249319076538,2499,,,
6,1.0352649688720703,2549,,,
6,1.0714210271835327,2599,,,
6,1.046797513961792,2649,,,
6,1.2724086046218872,2699,,,
6,,2729,0.7914999723434448,0.6857360601425171,
6,,2729,,,0.8366000056266785
7,0.793999969959259,2749,,,
7,0.920233964920044,2799,,,
7,1.2183632850646973,2849,,,
7,0.8682066798210144,2899,,,
7,0.951056718826294,2949,,,
7,0.7686514854431152,2999,,,
7,1.0720490217208862,3049,,,
7,1.005484938621521,3099,,,
7,,3119,0.8004999756813049,0.6587034463882446,
7,,3119,,,0.8472999930381775
8,0.9328802824020386,3149,,,
8,0.982756495475769,3199,,,
8,1.0191426277160645,3249,,,
8,1.113595724105835,3299,,,
8,1.0444493293762207,3349,,,
8,1.032172679901123,3399,,,
8,0.9293324947357178,3449,,,
8,1.0495033264160156,3499,,,
8,,3509,0.7896999716758728,0.682388961315155,
8,,3509,,,0.8338000178337097
9,0.8508191108703613,3549,,,
9,1.0694146156311035,3599,,,
9,0.8879799842834473,3649,,,
9,0.734272301197052,3699,,,
9,0.8996351957321167,3749,,,
9,0.909126341342926,3799,,,
9,0.785846471786499,3849,,,
9,0.8646286725997925,3899,,,
9,,3899,0.8119000196456909,0.6370149254798889,
9,,3899,,,0.8522999882698059
10,1.7863225936889648,3949,,,
10,2.239943742752075,3999,,,
