epoch,train_loss,step,val_loss,val_acc,train_acc,test_acc
0,1.905257225036621,49,,,,
0,1.8999825716018677,99,,,,
0,1.8161624670028687,149,,,,
0,1.765714168548584,199,,,,
0,1.6367180347442627,249,,,,
0,1.513558268547058,299,,,,
0,,311,1.6709951162338257,0.478300005197525,,
0,,311,,,0.3731720745563507,0.5067999958992004
1,1.6850152015686035,349,,,,
1,1.5562876462936401,399,,,,
1,1.6639090776443481,449,,,,
1,1.5259933471679688,499,,,,
1,1.5386848449707031,549,,,,
1,1.5908896923065186,599,,,,
1,,623,1.576349139213562,0.5325000286102295,,
1,,623,,,0.531174898147583,0.5486999750137329
2,1.3593785762786865,649,,,,
2,1.4093809127807617,699,,,,
2,1.4928480386734009,749,,,,
2,1.4086918830871582,799,,,,
2,1.5027854442596436,849,,,,
2,1.4604089260101318,899,,,,
2,,935,1.4429330825805664,0.5857999920845032,,
2,,935,,,0.6100510954856873,0.6108999848365784
3,1.2817288637161255,949,,,,
3,1.3228776454925537,999,,,,
3,1.375571370124817,1049,,,,
3,1.1144366264343262,1099,,,,
3,1.2666934728622437,1149,,,,
3,1.263843059539795,1199,,,,
3,,1247,1.3187081813812256,0.6437000036239624,,
3,,1247,,,0.6549980044364929,0.6746000051498413
4,1.2162442207336426,1249,,,,
4,1.0687352418899536,1299,,,,
4,1.2037774324417114,1349,,,,
4,1.2410762310028076,1399,,,,
4,1.1345688104629517,1449,,,,
4,1.2793947458267212,1499,,,,
4,1.1384285688400269,1549,,,,
4,,1559,1.2299132347106934,0.6814000010490417,,
4,,1559,,,0.6943109035491943,0.7168999910354614
5,1.1850606203079224,1599,,,,
5,1.0162301063537598,1649,,,,
5,1.0198115110397339,1699,,,,
5,1.19428288936615,1749,,,,
5,1.0264191627502441,1799,,,,
5,1.048197627067566,1849,,,,
5,,1871,1.3026907444000244,0.6401000022888184,,
5,,1871,,,0.7129907608032227,0.6700000166893005
6,1.1207246780395508,1899,,,,
6,1.1287248134613037,1949,,,,
6,1.1563173532485962,1999,,,,
6,1.3832992315292358,2049,,,,
6,1.0216342210769653,2099,,,,
6,1.0457830429077148,2149,,,,
6,,2183,1.0901907682418823,0.7315999865531921,,
6,,2183,,,0.7355769276618958,0.7680000066757202
7,1.0404597520828247,2199,,,,
7,1.0178771018981934,2249,,,,
7,1.184788465499878,2299,,,,
7,0.9461747407913208,2349,,,,
7,1.0846459865570068,2399,,,,
7,0.8843430280685425,2449,,,,
7,,2495,1.0676344633102417,0.7354000210762024,,
7,,2495,,,0.7514272928237915,0.7662000060081482
8,0.8803256154060364,2499,,,,
8,1.0347130298614502,2549,,,,
8,1.049649953842163,2599,,,,
8,1.1043325662612915,2649,,,,
8,1.0446833372116089,2699,,,,
8,0.9553584456443787,2749,,,,
8,1.0185210704803467,2799,,,,
8,,2807,1.0934456586837769,0.7124000191688538,,
8,,2807,,,0.7645983695983887,0.7437999844551086
9,1.0175923109054565,2849,,,,
9,0.9348152279853821,2899,,,,
9,0.9753803014755249,2949,,,,
9,1.0210319757461548,2999,,,,
9,1.003610610961914,3049,,,,
9,1.031758189201355,3099,,,,
9,,3119,1.0069866180419922,0.7523999810218811,,
9,,3119,,,0.7788962125778198,0.7918000221252441
10,0.8248372673988342,3149,,,,
10,0.8787755370140076,3199,,,,
10,1.0058724880218506,3249,,,,
10,0.9354178309440613,3299,,,,
10,0.8516060709953308,3349,,,,
10,0.842949390411377,3399,,,,
10,,3431,0.9280069470405579,0.7768999934196472,,
10,,3431,,,0.7899889945983887,0.8172000050544739
11,0.8422948718070984,3449,,,,
11,0.813757598400116,3499,,,,
11,0.9229559302330017,3549,,,,
11,0.8038134574890137,3599,,,,
11,0.8719937205314636,3649,,,,
11,0.8678475618362427,3699,,,,
11,,3743,0.9657737016677856,0.7620999813079834,,
11,,3743,,,0.7963491678237915,0.7980999946594238
12,0.7990882992744446,3749,,,,
12,0.8488089442253113,3799,,,,
12,0.6573678851127625,3849,,,,
12,0.8746595978736877,3899,,,,
12,0.8721200227737427,3949,,,,
12,0.913762629032135,3999,,,,
12,1.0076966285705566,4049,,,,
12,,4055,0.9191281199455261,0.7718999981880188,,
12,,4055,,,0.8048127293586731,0.8123999834060669
13,0.7474011182785034,4099,,,,
13,0.7977655529975891,4149,,,,
13,0.8575702905654907,4199,,,,
13,0.8201355934143066,4249,,,,
13,0.7824159860610962,4299,,,,
13,1.1062906980514526,4349,,,,
13,,4367,0.9108262658119202,0.7680000066757202,,
13,,4367,,,0.8131009340286255,0.8104000091552734
14,0.841808557510376,4399,,,,
14,0.7296221852302551,4449,,,,
14,0.7780141234397888,4499,,,,
14,0.7269861102104187,4549,,,,
14,0.68381667137146,4599,,,,
14,0.7915101051330566,4649,,,,
14,,4679,0.8447534441947937,0.7906000018119812,,
14,,4679,,,0.8195112347602844,0.830299973487854
15,0.7446234226226807,4699,,,,
15,0.6453549265861511,4749,,,,
15,0.7127358317375183,4799,,,,
15,0.7028296589851379,4849,,,,
15,0.7052336931228638,4899,,,,
15,0.7218605875968933,4949,,,,
15,,4991,0.849700391292572,0.7900000214576721,,
15,,4991,,,0.8282251358032227,0.8360000252723694
16,0.7755257487297058,4999,,,,
16,0.7057689428329468,5049,,,,
16,0.7798529863357544,5099,,,,
16,0.5896901488304138,5149,,,,
16,0.7061167359352112,5199,,,,
16,0.7863131761550903,5249,,,,
16,0.7043421268463135,5299,,,,
16,,5303,0.8620385527610779,0.7797999978065491,,
16,,5303,,,0.8309294581413269,0.8163999915122986
17,0.6523290872573853,5349,,,,
17,0.6266506314277649,5399,,,,
17,0.6747553944587708,5449,,,,
17,0.8325452208518982,5499,,,,
17,0.6705368161201477,5549,,,,
17,0.7572253942489624,5599,,,,
17,,5615,0.874070405960083,0.7721999883651733,,
17,,5615,,,0.8335586786270142,0.8187000155448914
18,0.8178512454032898,5649,,,,
18,0.6161717176437378,5699,,,,
18,0.7624497413635254,5749,,,,
18,0.6607715487480164,5799,,,,
18,0.6898801326751709,5849,,,,
18,0.6650927662849426,5899,,,,
18,,5927,0.8097056746482849,0.7935000061988831,,
18,,5927,,,0.8371894955635071,0.8389000296592712
19,0.5315682291984558,5949,,,,
19,0.5976764559745789,5999,,,,
19,0.6185356974601746,6049,,,,
19,0.634630560874939,6099,,,,
19,0.5763441920280457,6149,,,,
19,0.5958960056304932,6199,,,,
19,,6239,0.7855700850486755,0.8037999868392944,,
19,,6239,,,0.8461288213729858,0.8414999842643738
20,0.7035266160964966,6249,,,,
20,0.6763510704040527,6299,,,,
20,0.6316506266593933,6349,,,,
20,0.6253297924995422,6399,,,,
20,0.5673686861991882,6449,,,,
20,0.730011522769928,6499,,,,
20,0.5417300462722778,6549,,,,
20,,6551,0.8115765452384949,0.7925999760627747,,
20,,6551,,,0.8482822775840759,0.8295000195503235
21,0.5602496266365051,6599,,,,
21,0.5594832897186279,6649,,,,
21,0.8046478629112244,6699,,,,
21,0.7328495383262634,6749,,,,
21,0.6421187520027161,6799,,,,
21,0.6774920225143433,6849,,,,
21,,6863,0.743415117263794,0.8098999857902527,,
21,,6863,,,0.8515124320983887,0.8514000177383423
22,0.6742165684700012,6899,,,,
22,0.635704755783081,6949,,,,
22,0.6235670447349548,6999,,,,
22,0.7000791430473328,7049,,,,
22,0.7221674919128418,7099,,,,
22,0.5670625567436218,7149,,,,
22,,7175,0.7614966034889221,0.8062000274658203,,
22,,7175,,,0.855393648147583,0.8450000286102295
23,0.5731082558631897,7199,,,,
23,0.5963808298110962,7249,,,,
23,0.4835846722126007,7299,,,,
23,0.6216339468955994,7349,,,,
23,0.8094890713691711,7399,,,,
23,0.6546899080276489,7449,,,,
23,,7487,0.7920598387718201,0.7954000234603882,,
23,,7487,,,0.8602263331413269,0.8357999920845032
24,0.5296907424926758,7499,,,,
24,0.6971201300621033,7549,,,,
24,0.5809051394462585,7599,,,,
24,0.6802307367324829,7649,,,,
24,0.5717785358428955,7699,,,,
24,0.5644785761833191,7749,,,,
24,0.7759835124015808,7799,,,,
24,,7799,0.7315658926963806,0.8130999803543091,,
24,,7799,,,0.8641325831413269,0.8579000234603882
25,0.6853399276733398,7849,,,,
25,0.48789188265800476,7899,,,,
25,0.5878585577011108,7949,,,,
25,0.6682342886924744,7999,,,,
25,0.47293198108673096,8049,,,,
25,0.5123161673545837,8099,,,,
25,,8111,0.7598626017570496,0.8051999807357788,,
25,,8111,,,0.8664613366127014,0.8515999913215637
26,0.6194079518318176,8149,,,,
26,0.510467529296875,8199,,,,
26,0.5753097534179688,8249,,,,
26,0.620358407497406,8299,,,,
26,0.484965443611145,8349,,,,
26,0.7544427514076233,8399,,,,
26,,8423,0.751218318939209,0.8040000200271606,,
26,,8423,,,0.8702173233032227,0.8489999771118164
27,0.5304275751113892,8449,,,,
27,0.4752238690853119,8499,,,,
27,0.5102240443229675,8549,,,,
27,0.43118348717689514,8599,,,,
27,0.5337873697280884,8649,,,,
27,0.5348104238510132,8699,,,,
27,,8735,0.7375813722610474,0.8116000294685364,,
27,,8735,,,0.873948335647583,0.8463000059127808
28,0.5206679701805115,8749,,,,
28,0.5734981894493103,8799,,,,
28,0.5434315800666809,8849,,,,
28,0.5942243337631226,8899,,,,
28,0.5870335698127747,8949,,,,
28,0.4648160934448242,8999,,,,
28,,9047,0.728300929069519,0.8144999742507935,,
28,,9047,,,0.8783303499221802,0.8575999736785889
29,0.5775076746940613,9049,,,,
29,0.5984410643577576,9099,,,,
29,0.5485854148864746,9149,,,,
29,0.45877689123153687,9199,,,,
29,0.6061610579490662,9249,,,,
29,0.5100969076156616,9299,,,,
29,0.5056840777397156,9349,,,,
29,,9359,0.6856992840766907,0.8263999819755554,,
29,,9359,,,0.8791065812110901,0.8665000200271606
30,0.6556931734085083,9399,,,,
30,0.4185694754123688,9449,,,,
30,0.3767942488193512,9499,,,,
30,0.5025366544723511,9549,,,,
30,0.4410245418548584,9599,,,,
30,0.42572084069252014,9649,,,,
30,,9671,0.6337659358978271,0.8439000248908997,,
30,,9671,,,0.9045472741127014,0.8870999813079834
31,0.38115832209587097,9699,,,,
31,0.5529853105545044,9749,,,,
31,0.47634464502334595,9799,,,,
31,0.5855940580368042,9849,,,,
31,0.4792736768722534,9899,,,,
31,0.3844383656978607,9949,,,,
31,,9983,0.6309515833854675,0.8474000096321106,,
31,,9983,,,0.9136117696762085,0.8867999911308289
32,0.41430264711380005,9999,,,,
32,0.5633741617202759,10049,,,,
32,0.394998162984848,10099,,,,
32,0.343611478805542,10149,,,,
32,0.4905070960521698,10199,,,,
32,0.48379427194595337,10249,,,,
32,,10295,0.633012056350708,0.8450000286102295,,
32,,10295,,,0.9168920516967773,0.8881999850273132
33,0.5390875935554504,10299,,,,
