epoch,train_loss,step,test_acc,train_acc
0,2.0928444862365723,49,,
0,1.9176408052444458,99,,
0,1.8603721857070923,149,,
0,1.7338707447052002,199,,
0,1.8304033279418945,249,,
0,1.7825429439544678,299,,
0,1.7827422618865967,349,,
0,,389,0.48019999265670776,0.37648236751556396
1,1.6146868467330933,399,,
1,1.6170631647109985,449,,
1,1.5219995975494385,499,,
1,1.5790826082229614,549,,
1,1.6468721628189087,599,,
1,1.4809597730636597,649,,
1,1.6181882619857788,699,,
1,1.4048006534576416,749,,
1,,779,0.5439000129699707,0.538161039352417
2,1.466673493385315,799,,
2,1.5515680313110352,849,,
2,1.4943252801895142,899,,
2,1.4316627979278564,949,,
2,1.2679401636123657,999,,
2,1.3086318969726562,1049,,
2,1.2519434690475464,1099,,
2,1.4396699666976929,1149,,
2,,1169,0.6546000242233276,0.6211538314819336
3,1.2134264707565308,1199,,
3,1.3644542694091797,1249,,
3,1.247926950454712,1299,,
3,1.3186328411102295,1349,,
3,1.2546824216842651,1399,,
3,1.3018553256988525,1449,,
3,1.169632911682129,1499,,
3,1.2999590635299683,1549,,
3,,1559,0.7087000012397766,0.6748998165130615
4,1.25626802444458,1599,,
4,1.2181353569030762,1649,,
4,1.2445979118347168,1699,,
4,1.260421633720398,1749,,
4,1.1206021308898926,1799,,
4,1.0681962966918945,1849,,
4,1.1491310596466064,1899,,
4,1.0260125398635864,1949,,
4,,1949,0.7423999905586243,0.7161057591438293
5,1.0629757642745972,1999,,
5,1.001483678817749,2049,,
5,1.1027424335479736,2099,,
5,1.1243072748184204,2149,,
5,1.3094024658203125,2199,,
5,1.179822564125061,2249,,
5,1.0234907865524292,2299,,
5,,2339,0.757099986076355,0.7363581657409668
6,1.1569684743881226,2349,,
6,1.0129588842391968,2399,,
6,0.9657832980155945,2449,,
6,0.9529860019683838,2499,,
6,1.0471597909927368,2549,,
6,0.9974873065948486,2599,,
6,0.9186326265335083,2649,,
6,1.0752557516098022,2699,,
6,,2729,0.7777000069618225,0.7581329941749573
7,0.9095068573951721,2749,,
7,1.0849697589874268,2799,,
7,0.9395855069160461,2849,,
7,0.9583839774131775,2899,,
7,1.0243754386901855,2949,,
7,1.1052993535995483,2999,,
7,0.9680951237678528,3049,,
7,0.93317049741745,3099,,
7,,3119,0.7699000239372253,0.771213948726654
8,0.8687372803688049,3149,,
8,0.9920725226402283,3199,,
8,0.8869943618774414,3249,,
8,0.9388560652732849,3299,,
8,0.8871669769287109,3349,,
8,0.9024156332015991,3399,,
8,0.8971818685531616,3449,,
8,0.8814403414726257,3499,,
8,,3509,0.7648000121116638,0.7843149304389954
9,0.7725008726119995,3549,,
9,0.9903420209884644,3599,,
9,0.8345638513565063,3649,,
9,1.0649049282073975,3699,,
9,0.9755226969718933,3749,,
9,1.0022372007369995,3799,,
9,0.954988956451416,3849,,
9,0.8931068181991577,3899,,
9,,3899,0.819599986076355,0.796133816242218
10,0.8796705007553101,3949,,
10,0.8264843821525574,3999,,
10,0.7761580944061279,4049,,
10,0.9854351282119751,4099,,
10,0.9488601684570312,4149,,
10,0.8216547966003418,4199,,
10,0.7600711584091187,4249,,
10,,4289,0.8051000237464905,0.8034054636955261
11,0.8781325817108154,4299,,
11,0.7266178727149963,4349,,
11,0.7683507800102234,4399,,
11,0.7001902461051941,4449,,
11,0.7990903854370117,4499,,
11,0.7833853960037231,4549,,
11,0.7636035084724426,4599,,
11,0.8680441975593567,4649,,
11,,4679,0.8500000238418579,0.8080729246139526
12,0.754262387752533,4699,,
12,0.7369949817657471,4749,,
12,0.8089975118637085,4799,,
12,0.6929412484169006,4849,,
12,0.7536334991455078,4899,,
12,0.7785801887512207,4949,,
12,0.8338435292243958,4999,,
12,0.8336613774299622,5049,,
12,,5069,0.8374000191688538,0.8185496926307678
13,0.6284098625183105,5099,,
13,0.5006981492042542,5149,,
13,0.7337357997894287,5199,,
13,0.6096906065940857,5249,,
13,0.7480802536010742,5299,,
13,0.6461458802223206,5349,,
13,0.6656287908554077,5399,,
13,0.7792350053787231,5449,,
13,,5459,0.8343999981880188,0.8253205418586731
14,0.6301012635231018,5499,,
14,0.7542015910148621,5549,,
14,0.7373047471046448,5599,,
14,0.5816453099250793,5649,,
14,0.6992038488388062,5699,,
14,0.7657744884490967,5749,,
14,0.8587023615837097,5799,,
14,0.7246209383010864,5849,,
14,,5849,0.8522999882698059,0.8315304517745972
15,0.5789414048194885,5899,,
15,0.6933451294898987,5949,,
15,0.7016228437423706,5999,,
15,0.6745111346244812,6049,,
15,0.6188146471977234,6099,,
15,0.7341707944869995,6149,,
15,0.6502299308776855,6199,,
15,,6239,0.8586999773979187,0.8354166746139526
16,0.6380016803741455,6249,,
16,0.6108240485191345,6299,,
16,0.6385146975517273,6349,,
16,0.7363402843475342,6399,,
16,0.5715060234069824,6449,,
16,0.754307746887207,6499,,
16,0.6874289512634277,6549,,
16,0.5637741684913635,6599,,
16,,6629,0.8592000007629395,0.8428685665130615
17,0.732102632522583,6649,,
17,0.6327992081642151,6699,,
17,0.7162337899208069,6749,,
17,0.6960940361022949,6799,,
17,0.6072542667388916,6849,,
17,0.7239623069763184,6899,,
17,0.6042718291282654,6949,,
17,0.709953248500824,6999,,
17,,7019,0.8572999835014343,0.8454126715660095
18,0.5301229357719421,7049,,
18,0.7633950710296631,7099,,
18,0.7160003185272217,7149,,
18,0.5519727468490601,7199,,
18,0.517845869064331,7249,,
18,0.7733994126319885,7299,,
18,0.6154415011405945,7349,,
18,0.4901251196861267,7399,,
18,,7409,0.8492000102996826,0.8526642918586731
19,0.5993216633796692,7449,,
19,0.7220421433448792,7499,,
19,0.8363803029060364,7549,,
19,0.5855141282081604,7599,,
19,0.7353823184967041,7649,,
19,0.7505751848220825,7699,,
19,0.6183440685272217,7749,,
19,0.6437726616859436,7799,,
19,,7799,0.8636999726295471,0.8544671535491943
20,0.4916456937789917,7849,,
20,0.5951006412506104,7899,,
20,0.7733202576637268,7949,,
20,0.7889931797981262,7999,,
20,0.6818880438804626,8049,,
20,0.6079099774360657,8099,,
20,0.5861162543296814,8149,,
20,,8189,0.8586000204086304,0.8590344786643982
21,0.5452972650527954,8199,,
21,0.6585637331008911,8249,,
21,0.5722622871398926,8299,,
21,0.6569586396217346,8349,,
21,0.6002019047737122,8399,,
21,0.6625780463218689,8449,,
21,0.6267732381820679,8499,,
21,0.5911749601364136,8549,,
21,,8579,0.8571000099182129,0.8629407286643982
22,0.47041505575180054,8599,,
22,0.560684859752655,8649,,
22,0.5385245680809021,8699,,
22,0.6194283366203308,8749,,
22,0.586675226688385,8799,,
22,0.4429374635219574,8849,,
22,0.6099157929420471,8899,,
22,0.5114360451698303,8949,,
22,,8969,0.8633999824523926,0.8678085207939148
23,0.47230491042137146,8999,,
23,0.6431787610054016,9049,,
23,0.537909746170044,9099,,
23,0.5693532824516296,9149,,
23,0.5278736352920532,9199,,
23,0.5942071080207825,9249,,
23,0.6535820364952087,9299,,
23,0.5945531725883484,9349,,
23,,9359,0.8514000177383423,0.8681089878082275
24,0.49801105260849,9399,,
24,0.5987823009490967,9449,,
24,0.41050899028778076,9499,,
24,0.4760304391384125,9549,,
24,0.4937358796596527,9599,,
24,0.41794928908348083,9649,,
24,0.589561402797699,9699,,
24,0.5028730034828186,9749,,
24,,9749,0.8741000294685364,0.8733773827552795
25,0.4800414741039276,9799,,
25,0.5187703371047974,9849,,
25,0.568808376789093,9899,,
25,0.5791468024253845,9949,,
25,0.6462076902389526,9999,,
25,0.5041428804397583,10049,,
25,0.5035476684570312,10099,,
25,,10139,0.8783000111579895,0.8746594786643982
26,0.4625623822212219,10149,,
26,0.6078622341156006,10199,,
26,0.597767174243927,10249,,
26,0.42855653166770935,10299,,
26,0.5265408754348755,10349,,
26,0.6214332580566406,10399,,
26,0.6325211524963379,10449,,
26,0.5762487053871155,10499,,
26,,10529,0.862500011920929,0.8780849575996399
27,0.4996589720249176,10549,,
27,0.5253999829292297,10599,,
27,0.4526500403881073,10649,,
27,0.41145285964012146,10699,,
27,0.41571667790412903,10749,,
27,0.3908020555973053,10799,,
27,0.4829791784286499,10849,,
27,0.5326266288757324,10899,,
27,,10919,0.8729000091552734,0.8811498284339905
28,0.47726407647132874,10949,,
28,0.4167617857456207,10999,,
28,0.4770275950431824,11049,,
28,0.45824652910232544,11099,,
28,0.4536692500114441,11149,,
28,0.5494136214256287,11199,,
28,0.5451421737670898,11249,,
28,0.5687923431396484,11299,,
28,,11309,0.8549000024795532,0.8840144276618958
29,0.5581286549568176,11349,,
29,0.5331634283065796,11399,,
29,0.4959254860877991,11449,,
29,0.4285602271556854,11499,,
29,0.6511214971542358,11549,,
29,0.6461856961250305,11599,,
29,0.45149683952331543,11649,,
29,0.5924437046051025,11699,,
29,,11699,0.8632000088691711,0.8856971263885498
30,0.43336594104766846,11749,,
30,0.44414499402046204,11799,,
30,0.48155179619789124,11849,,
30,0.5008469820022583,11899,,
30,0.4610458016395569,11949,,
30,0.4442000687122345,11999,,
30,0.4128662943840027,12049,,
30,,12089,0.9018999934196472,0.9081730842590332
31,0.28755155205726624,12099,,
31,0.3776397705078125,12149,,
31,0.35608047246932983,12199,,
31,0.31770390272140503,12249,,
31,0.345486581325531,12299,,
31,0.2996698319911957,12349,,
31,0.48298564553260803,12399,,
31,0.35854223370552063,12449,,
31,,12479,0.9017999768257141,0.9167668223381042
32,0.38273030519485474,12499,,
32,0.4895402789115906,12549,,
32,0.32685387134552,12599,,
32,0.3967004418373108,12649,,
32,0.4214821457862854,12699,,
32,0.4198770523071289,12749,,
32,0.3953954577445984,12799,,
32,0.3968501389026642,12849,,
32,,12869,0.901199996471405,0.9193910360336304
33,0.34098926186561584,12899,,
33,0.37169840931892395,12949,,
33,0.4663662910461426,12999,,
33,0.29792356491088867,13049,,
33,0.3933475613594055,13099,,
33,0.4263326823711395,13149,,
33,0.4351564943790436,13199,,
33,0.4105973541736603,13249,,
33,,13259,0.901199996471405,0.9219751358032227
34,0.4767015278339386,13299,,
34,0.46301141381263733,13349,,
34,0.5149828195571899,13399,,
34,0.3794340491294861,13449,,
34,0.42959868907928467,13499,,
34,0.32929521799087524,13549,,
34,0.4014148414134979,13599,,
34,0.42389577627182007,13649,,
34,,13649,0.9006999731063843,0.9219551086425781
35,0.42255929112434387,13699,,
35,0.4955907166004181,13749,,
35,0.5412102937698364,13799,,
35,0.3286515474319458,13849,,
35,0.3314126133918762,13899,,
35,0.35249418020248413,13949,,
35,0.4184141457080841,13999,,
35,,14039,0.8999999761581421,0.924258828163147
36,0.3792932629585266,14049,,
36,0.4156407415866852,14099,,
36,0.3589380085468292,14149,,
36,0.29916685819625854,14199,,
36,0.374296635389328,14249,,
36,0.4063502550125122,14299,,
36,0.4636964797973633,14349,,
36,0.37183982133865356,14399,,
36,,14429,0.902899980545044,0.9260016083717346
37,0.3486193120479584,14449,,
37,0.33974605798721313,14499,,
37,0.2644772231578827,14549,,
37,0.37794968485832214,14599,,
37,0.4746082127094269,14649,,
37,0.40975043177604675,14699,,
37,0.6454766392707825,14749,,
37,0.4256761074066162,14799,,
37,,14819,0.90420001745224,0.9257612228393555
38,0.3206976056098938,14849,,
38,0.3361472487449646,14899,,
38,0.48493045568466187,14949,,
38,0.34331759810447693,14999,,
38,0.3465676009654999,15049,,
38,0.2593275010585785,15099,,
38,0.5108991861343384,15149,,
38,0.458873450756073,15199,,
38,,15209,0.9036999940872192,0.9284655451774597
39,0.3333304226398468,15249,,
39,0.3842887878417969,15299,,
39,0.37938007712364197,15349,,
39,0.4015944004058838,15399,,
39,0.3984166085720062,15449,,
39,0.4274595379829407,15499,,
39,0.37338128685951233,15549,,
39,0.4812995195388794,15599,,
39,,15599,0.902400016784668,0.9288662075996399
40,0.3774421215057373,15649,,
40,0.4274570047855377,15699,,
40,0.4206896126270294,15749,,
40,0.5486323833465576,15799,,
40,0.24555963277816772,15849,,
40,0.3164975345134735,15899,,
40,0.4362252652645111,15949,,
40,,15989,0.9006999731063843,0.9301482439041138
41,0.251932293176651,15999,,
41,0.3949666917324066,16049,,
41,0.35549095273017883,16099,,
41,0.2841375172138214,16149,,
41,0.38795924186706543,16199,,
41,0.5309931039810181,16249,,
41,0.29422998428344727,16299,,
41,0.5642083287239075,16349,,
41,,16379,0.9000999927520752,0.9309895634651184
42,0.4123733341693878,16399,,
42,0.38879355788230896,16449,,
42,0.37218189239501953,16499,,
42,0.4457554817199707,16549,,
42,0.3403562605381012,16599,,
42,0.40084800124168396,16649,,
42,0.3641456365585327,16699,,
42,0.4172704815864563,16749,,
42,,16769,0.8978999853134155,0.9316706657409668
43,0.38958409428596497,16799,,
43,0.27843013405799866,16849,,
43,0.3820788264274597,16899,,
43,0.422028124332428,16949,,
43,0.4632803201675415,16999,,
43,0.3497891426086426,17049,,
43,0.42962947487831116,17099,,
43,0.3976258933544159,17149,,
43,,17159,0.9009000062942505,0.9326322078704834
44,0.38082587718963623,17199,,
44,0.31451594829559326,17249,,
44,0.4318144917488098,17299,,
44,0.3686840832233429,17349,,
44,0.3445524275302887,17399,,
