epoch,train_loss,step,test_acc,train_acc,mix_match_loss
0,1.6966172456741333,49,,,
0,1.6484190225601196,99,,,
0,1.6037510633468628,149,,,
0,1.4786851406097412,199,,,
0,1.4104816913604736,249,,,
0,1.1886216402053833,299,,,
0,1.3808181285858154,349,,,
0,,389,0.5670999884605408,0.4516226053237915,
1,1.3716096878051758,399,,,
1,1.0999069213867188,449,,,
1,1.2344110012054443,499,,,
1,1.0825185775756836,549,,,
1,1.0722485780715942,599,,,
1,1.134220838546753,649,,,
1,0.9311940670013428,699,,,
1,1.0290594100952148,749,,,
1,,779,0.6876000165939331,0.6327524185180664,
2,0.9553751945495605,799,,,
2,0.9789774417877197,849,,,
2,0.9124100208282471,899,,,
2,0.7541552186012268,949,,,
2,0.7724553942680359,999,,,
2,1.0019145011901855,1049,,,
2,0.9316145181655884,1099,,,
2,0.8408734202384949,1149,,,
2,,1169,0.73089998960495,0.7088140845298767,
3,1.0216336250305176,1199,,,
3,0.9807409048080444,1249,,,
3,0.7728618383407593,1299,,,
3,0.6695559620857239,1349,,,
3,0.7928526997566223,1399,,,
3,0.6312770247459412,1449,,,
3,0.9339045286178589,1499,,,
3,0.9253187775611877,1549,,,
3,,1559,0.7587000131607056,0.7454527020454407,
4,0.8992113471031189,1599,,,
4,1.009336233139038,1649,,,
4,0.6756938099861145,1699,,,
4,0.6658783555030823,1749,,,
4,0.7698339223861694,1799,,,
4,0.8447115421295166,1849,,,
4,0.7872815728187561,1899,,,
4,0.7467949986457825,1949,,,
4,,1949,0.7901999950408936,0.7691707015037537,
5,0.7757731080055237,1999,,,
5,0.8520030379295349,2049,,,
5,0.8403311371803284,2099,,,
5,0.7269604802131653,2149,,,
5,0.6860641837120056,2199,,,
5,0.511296808719635,2249,,,
5,0.6967306733131409,2299,,,
5,,2339,0.8111000061035156,0.7839142680168152,
6,0.7051907777786255,2349,,,
6,0.6114055514335632,2399,,,
6,0.6373077034950256,2449,,,
6,0.5520939230918884,2499,,,
6,0.8251758217811584,2549,,,
6,0.6378775835037231,2599,,,
6,0.6481301784515381,2649,,,
6,0.6289113759994507,2699,,,
6,,2729,0.8179000020027161,0.796714723110199,
7,0.7050653100013733,2749,,,
7,0.7476534843444824,2799,,,
7,0.7534951567649841,2849,,,
7,0.5676770806312561,2899,,,
7,0.7344415187835693,2949,,,
7,0.5657428503036499,2999,,,
7,0.7053776979446411,3049,,,
7,0.49989053606987,3099,,,
7,,3119,0.8059999942779541,0.8056089878082275,
8,0.45322731137275696,3149,,,
8,0.7473586797714233,3199,,,
8,0.5484554767608643,3249,,,
8,0.5052310824394226,3299,,,
8,0.5515403747558594,3349,,,
8,0.7290012836456299,3399,,,
8,0.5989166498184204,3449,,,
8,0.6554369926452637,3499,,,
8,,3509,0.8245000243186951,0.8159254789352417,
9,0.6753040552139282,3549,,,
9,0.7639419436454773,3599,,,
9,0.6212666034698486,3649,,,
9,0.6147623062133789,3699,,,
9,0.4311172664165497,3749,,,
9,0.5055980086326599,3799,,,
9,0.5128867030143738,3849,,,
9,0.5338448286056519,3899,,,
9,,3899,0.8379999995231628,0.8239583373069763,
10,0.605164647102356,3949,,,
10,0.5218141674995422,3999,,,
10,0.7661441564559937,4049,,,
10,0.5915324687957764,4099,,,
10,0.5994929671287537,4149,,,
10,0.6528075337409973,4199,,,
10,0.48670974373817444,4249,,,
10,,4289,0.8323000073432922,0.8295873403549194,
11,0.37312525510787964,4299,,,
11,0.4003125727176666,4349,,,
11,0.4660513401031494,4399,,,
11,0.3810081481933594,4449,,,
11,0.3826601207256317,4499,,,
11,0.5229224562644958,4549,,,
11,0.5428637266159058,4599,,,
11,0.6594088077545166,4649,,,
11,,4679,0.828499972820282,0.8349158763885498,
12,0.44808632135391235,4699,,,
12,0.6119840145111084,4749,,,
12,0.4302271008491516,4799,,,
12,0.6405195593833923,4849,,,
12,0.5108638405799866,4899,,,
12,0.5006915330886841,4949,,,
12,0.4893476068973541,4999,,,
12,0.6705828309059143,5049,,,
12,,5069,0.8435999751091003,0.8382612466812134,
13,0.560120701789856,5099,,,
13,0.40019530057907104,5149,,,
13,0.5080061554908752,5199,,,
13,0.6954618096351624,5249,,,
13,0.36354100704193115,5299,,,
13,0.573453962802887,5349,,,
13,0.4711012542247772,5399,,,
13,0.5167616605758667,5449,,,
13,,5459,0.8406000137329102,0.8454727530479431,
14,0.47895514965057373,5499,,,
14,0.4657347500324249,5549,,,
14,0.4731960594654083,5599,,,
14,0.6275060772895813,5649,,,
14,0.4255490303039551,5699,,,
14,0.5266676545143127,5749,,,
14,0.4185476005077362,5799,,,
14,0.271292507648468,5849,,,
14,,5849,0.8517000079154968,0.8471955060958862,
15,0.5975655913352966,5899,,,
15,0.4468604624271393,5949,,,
15,0.44596704840660095,5999,,,
15,0.5570560097694397,6049,,,
15,0.5050339102745056,6099,,,
15,0.6751881241798401,6149,,,
15,0.5025018453598022,6199,,,
15,,6239,0.8611999750137329,0.8527644276618958,
16,0.5866031646728516,6249,,,
16,0.4040811061859131,6299,,,
16,0.48669037222862244,6349,,,
16,0.6189620494842529,6399,,,
16,0.5810303688049316,6449,,,
16,0.44304394721984863,6499,,,
16,0.6138001084327698,6549,,,
16,0.37949466705322266,6599,,,
16,,6629,0.8565999865531921,0.8551482558250427,
17,0.5005650520324707,6649,,,
17,0.38044172525405884,6699,,,
17,0.5036513209342957,6749,,,
17,0.421579509973526,6799,,,
17,0.4618048667907715,6849,,,
17,0.36282235383987427,6899,,,
17,0.37762123346328735,6949,,,
17,0.6192368865013123,6999,,,
17,,7019,0.8619999885559082,0.8594751358032227,
18,0.4947853982448578,7049,,,
18,0.39657995104789734,7099,,,
18,0.5343157649040222,7149,,,
18,0.5351753234863281,7199,,,
18,0.39129638671875,7249,,,
18,0.6051533222198486,7299,,,
18,0.5556085705757141,7349,,,
18,0.5851120352745056,7399,,,
18,,7409,0.8601999878883362,0.8623597621917725,
19,0.5441816449165344,7449,,,
19,0.4382932186126709,7499,,,
19,0.3494131863117218,7549,,,
19,0.3439083695411682,7599,,,
19,0.47373729944229126,7649,,,
19,0.4285748600959778,7699,,,
19,0.3857083022594452,7749,,,
19,0.38107016682624817,7799,,,
19,,7799,0.8400999903678894,0.8651442527770996,
20,,7849,,,1.489538311958313
20,,7899,,,1.646664023399353
20,,7949,,,1.385624647140503
