step,train_loss2,epoch,train_loss1,val_acc2,val_acc1,test_acc,train_acc2,train_acc1
49,0.017200902104377747,0,0.01737092062830925,,,,,
99,0.015848400071263313,0,0.016040533781051636,,,,,
149,0.01599736511707306,0,0.015390676446259022,,,,,
199,0.015457534231245518,0,0.01584104262292385,,,,,
249,0.013822636567056179,0,0.013965361751616001,,,,,
299,0.014783328399062157,0,0.014413347467780113,,,,,
311,,0,,0.34049999713897705,0.3528999984264374,,,
311,,0,,,,0.3724288046360016,0.25510817766189575,0.25355568528175354
349,0.015463911928236485,1,0.014866514131426811,,,,,
399,0.013530789874494076,1,0.013466506265103817,,,,,
449,0.01313326321542263,1,0.013393922708928585,,,,,
499,0.013048131950199604,1,0.012886914424598217,,,,,
549,0.012734897434711456,1,0.013395393267273903,,,,,
599,0.011851261369884014,1,0.012907523661851883,,,,,
623,,1,,0.41920000314712524,0.4124000072479248,,,
623,,1,,,,0.4355221390724182,0.37888121604919434,0.3738231062889099
649,0.013467168435454369,2,0.0134353656321764,,,,,
699,0.01243428885936737,2,0.013306309469044209,,,,,
749,0.011387662030756474,2,0.01170874573290348,,,,,
799,0.012754368595778942,2,0.012368276715278625,,,,,
849,0.011290187016129494,2,0.011486254632472992,,,,,
899,0.011207479983568192,2,0.012091482989490032,,,,,
935,,2,,0.46299999952316284,0.45969998836517334,,,
935,,2,,,,0.47962817549705505,0.4305388629436493,0.4264322817325592
949,0.010421505197882652,3,0.01140973623842001,,,,,
999,0.01184880267828703,3,0.013133407570421696,,,,,
1049,0.012864317744970322,3,0.01317999791353941,,,,,
1099,0.009681547991931438,3,0.010765722021460533,,,,,
1149,0.010835040360689163,3,0.010903432033956051,,,,,
1199,0.010344247333705425,3,0.010813429951667786,,,,,
1247,,3,,0.49889999628067017,0.4846000075340271,,,
1247,,3,,,,0.5101858973503113,0.46587038040161133,0.46356672048568726
1249,0.009111855179071426,4,0.009742695838212967,,,,,
1299,0.008933213539421558,4,0.009367993101477623,,,,,
1349,0.009082726202905178,4,0.00860772654414177,,,,,
1399,0.010748308151960373,4,0.010443455539643764,,,,,
1449,0.011097264476120472,4,0.010676314122974873,,,,,
1499,0.01041271910071373,4,0.010073752142488956,,,,,
1549,0.008649754337966442,4,0.008519403636455536,,,,,
1559,,4,,0.5044999718666077,0.4966000020503998,,,
1559,,4,,,,0.5314477682113647,0.4929637312889099,0.4861277937889099
1599,0.009680533781647682,5,0.009780757129192352,,,,,
1649,0.008312813006341457,5,0.008604801259934902,,,,,
1699,0.009945189580321312,5,0.010534290224313736,,,,,
1749,0.01036000531166792,5,0.009920683689415455,,,,,
1799,0.00898846983909607,5,0.008994430303573608,,,,,
1849,0.009076436050236225,5,0.00932040810585022,,,,,
1871,,5,,0.5580000281333923,0.5346999764442444,,,
1871,,5,,,,0.5591376423835754,0.5224108695983887,0.5154747366905212
1899,0.009152395650744438,6,0.01011174637824297,,,,,
1949,0.00956010539084673,6,0.008711567148566246,,,,,
1999,0.008147169835865498,6,0.008653955534100533,,,,,
2049,0.008045538328588009,6,0.008141664788126945,,,,,
2099,0.008567600511014462,6,0.008779148571193218,,,,,
2149,0.00992701668292284,6,0.009412933140993118,,,,,
2183,,6,,0.5666999816894531,0.5676000118255615,,,
2183,,6,,,,0.5928599834442139,0.5477263331413269,0.5396885275840759
2199,0.008573872037231922,7,0.008150755427777767,,,,,
2249,0.0104959262534976,7,0.009854788891971111,,,,,
2299,0.006486587692052126,7,0.007538073696196079,,,,,
2349,0.0074714296497404575,7,0.00769517058506608,,,,,
2399,0.01000337116420269,7,0.009311792440712452,,,,,
2449,0.0077238441444933414,7,0.008077580481767654,,,,,
2495,,7,,0.595300018787384,0.5820000171661377,,,
2495,,7,,,,0.5988923907279968,0.5626752972602844,0.5555639266967773
2499,0.0074369534850120544,8,0.008667422458529472,,,,,
2549,0.008139858953654766,8,0.009013528935611248,,,,,
2599,0.009484611451625824,8,0.009053201414644718,,,,,
2649,0.006984674837440252,8,0.007310773245990276,,,,,
2699,0.006062537431716919,8,0.007281677331775427,,,,,
2749,0.007002349477261305,8,0.008018975146114826,,,,,
2799,0.006569872610270977,8,0.006900521460920572,,,,,
2807,,8,,0.5760999917984009,0.5879999995231628,,,
2807,,8,,,,0.6208465099334717,0.5831079483032227,0.5766226053237915
2849,0.0071637434884905815,9,0.008061984553933144,,,,,
2899,0.005855359602719545,9,0.006172290071845055,,,,,
2949,0.005904137156903744,9,0.0065497830510139465,,,,,
2999,0.006828149314969778,9,0.007355943787842989,,,,,
3049,0.006202538963407278,9,0.006462197285145521,,,,,
3099,0.006266826763749123,9,0.00699274055659771,,,,,
3119,,9,,0.5892000198364258,0.5813000202178955,,,
3119,,9,,,,0.6119462251663208,0.5892177224159241,0.5837089419364929
3149,0.006452319677919149,10,0.005180037580430508,,,,,
3199,0.006683608517050743,10,0.006099849473685026,,,,,
3249,0.006086417473852634,10,0.005953425541520119,,,,,
3299,0.006792623084038496,10,0.006704668048769236,,,,,
3349,0.006305283401161432,10,0.006429233122617006,,,,,
3399,0.007251238450407982,10,0.007401200942695141,,,,,
3431,,10,,0.5939000248908997,0.5516999959945679,,,
3431,,10,,,,0.618967592716217,0.6077223420143127,0.6039913892745972
3449,0.007918789982795715,11,0.007531048730015755,,,,,
3499,0.00636855186894536,11,0.005240310449153185,,,,,
3549,0.008497589267790318,11,0.009258006699383259,,,,,
3599,0.004938558209687471,11,0.00564948795363307,,,,,
3649,0.008061514236032963,11,0.007246498018503189,,,,,
3699,0.005658593960106373,11,0.004478401504456997,,,,,
3743,,11,,0.5849000215530396,0.5570999979972839,,,
3743,,11,,,,0.6306368708610535,0.6151843070983887,0.6084485054016113
3749,0.005910306703299284,12,0.006071228999644518,,,,,
3799,0.0068652015179395676,12,0.006827080622315407,,,,,
3849,0.005808438174426556,12,0.0051481532864272594,,,,,
3899,0.005679173395037651,12,0.005108322948217392,,,,,
3949,0.007488850969821215,12,0.007719098590314388,,,,,
3999,0.0068337260745465755,12,0.007853563874959946,,,,,
4049,0.005613185930997133,12,0.006488388869911432,,,,,
4055,,12,,0.6230000257492065,0.6161999702453613,,,
4055,,12,,,,0.6527887582778931,0.6247245669364929,0.6199418902397156
4099,0.005150844808667898,13,0.005265093874186277,,,,,
4149,0.0064566354267299175,13,0.00665884418413043,,,,,
4199,0.007456723600625992,13,0.006385337561368942,,,,,
4249,0.005914940964430571,13,0.005293460562825203,,,,,
4299,0.007736499886959791,13,0.006317072082310915,,,,,
4349,0.005474334582686424,13,0.005685112439095974,,,,,
4367,,13,,0.6197999715805054,0.6151999831199646,,,
4367,,13,,,,0.6567444801330566,0.6321864724159241,0.6294070482254028
4399,0.006771479267627001,14,0.006435508839786053,,,,,
4449,0.007087744772434235,14,0.007099593058228493,,,,,
4499,0.006596917286515236,14,0.006450999062508345,,,,,
