train_loss,epoch,step,val_acc,val_loss,train_acc,test_acc
2.1163744926452637,0,49,,,,
2.104257583618164,0,99,,,,
1.8493068218231201,0,149,,,,
1.6564265489578247,0,199,,,,
1.8024234771728516,0,249,,,,
1.6992270946502686,0,299,,,,
,0,311,0.3061000108718872,1.9225633144378662,,
,0,311,,,0.2624449133872986,0.38269999623298645
1.4995660781860352,1,349,,,,
1.6205940246582031,1,399,,,,
1.5100593566894531,1,449,,,,
1.5321223735809326,1,499,,,,
1.4376113414764404,1,549,,,,
1.3342061042785645,1,599,,,,
,1,623,0.38370001316070557,1.8598743677139282,,
,1,623,,,0.35173776745796204,0.5198000073432922
1.2967579364776611,2,649,,,,
0.9486714601516724,2,699,,,,
1.335609793663025,2,749,,,,
1.12333345413208,2,799,,,,
1.0961358547210693,2,849,,,,
1.369178295135498,2,899,,,,
,2,935,0.4278999865055084,1.7505666017532349,,
,2,935,,,0.3974609375,0.5712000131607056
0.5739254951477051,3,949,,,,
0.8904958963394165,3,999,,,,
0.9491251707077026,3,1049,,,,
0.817068338394165,3,1099,,,,
0.8101785778999329,3,1149,,,,
0.675310492515564,3,1199,,,,
,3,1247,0.38600000739097595,2.046938180923462,,
,3,1247,,,0.4265574812889099,0.4964999854564667
0.5753897428512573,4,1249,,,,
0.38918566703796387,4,1299,,,,
0.5155473947525024,4,1349,,,,
0.6767570972442627,4,1399,,,,
0.25921738147735596,4,1449,,,,
0.14471447467803955,4,1499,,,,
0.46980440616607666,4,1549,,,,
,4,1559,0.45239999890327454,1.899795651435852,,
,4,1559,,,0.44709035754203796,0.6010000109672546
-0.10889482498168945,5,1599,,,,
0.025147199630737305,5,1649,,,,
0.005972027778625488,5,1699,,,,
0.1622920036315918,5,1749,,,,
0.0949854850769043,5,1799,,,,
-0.07477569580078125,5,1849,,,,
,5,1871,0.47929999232292175,1.9173130989074707,,
,5,1871,,,0.47047775983810425,0.6499999761581421
-0.4008098840713501,6,1899,,,,
-0.5844532251358032,6,1949,,,,
-0.39586448669433594,6,1999,,,,
-0.29157328605651855,6,2049,,,,
-0.47702908515930176,6,2099,,,,
-0.3460581302642822,6,2149,,,,
,6,2183,0.4819999933242798,1.9503446817398071,,
,6,2183,,,0.48915764689445496,0.6442000269889832
-1.1502680778503418,7,2199,,,,
-0.8670053482055664,7,2249,,,,
-0.5921130180358887,7,2299,,,,
-0.7202305793762207,7,2349,,,,
-0.870895504951477,7,2399,,,,
-0.8366395235061646,7,2449,,,,
,7,2495,0.5048999786376953,2.0248382091522217,,
,7,2495,,,0.508713960647583,0.6869000196456909
-1.2362231016159058,8,2499,,,,
-1.229015827178955,8,2549,,,,
-1.306145191192627,8,2599,,,,
-1.5853358507156372,8,2649,,,,
-1.3450558185577393,8,2699,,,,
-1.6145625114440918,8,2749,,,,
-1.488532543182373,8,2799,,,,
,8,2807,0.51419997215271,2.1290993690490723,,
,8,2807,,,0.5202824473381042,0.7103000283241272
-2.1736021041870117,9,2849,,,,
-1.6483991146087646,9,2899,,,,
-2.0243682861328125,9,2949,,,,
-2.093949794769287,9,2999,,,,
-2.0804901123046875,9,3049,,,,
-2.2962377071380615,9,3099,,,,
,9,3119,0.5270000100135803,2.133218765258789,,
,9,3119,,,0.531174898147583,0.7408999800682068
-1.0326902866363525,10,3149,,,,
-1.7846417427062988,10,3199,,,,
-1.2970259189605713,10,3249,,,,
-1.6480295658111572,10,3299,,,,
-1.491818904876709,10,3349,,,,
-1.7459957599639893,10,3399,,,,
,10,3431,0.46720001101493835,2.476055383682251,,
,10,3431,,,0.45961037278175354,0.6193000078201294
-2.4620680809020996,11,3449,,,,
-3.010343074798584,11,3499,,,,
