epoch,step,train_loss2,train_loss1,train_acc1,test_acc,train_acc2
56,22229,,,0.7800080180168152,0.870199978351593,0.7840544581413269
57,22249,0.22627727687358856,0.2257651835680008,,,
57,22299,0.2882779836654663,0.2912653386592865,,,
57,22349,0.2101401388645172,0.18409745395183563,,,
57,22399,0.17646966874599457,0.15722528100013733,,,
57,22449,0.3478719890117645,0.35949891805648804,,,
57,22499,0.19065457582473755,0.172471284866333,,,
57,22549,0.3416835069656372,0.2986346483230591,,,
57,22599,0.2099469155073166,0.20666812360286713,,,
57,22619,,,0.7805288434028625,0.8640000224113464,0.7814303040504456
58,22649,0.42774078249931335,0.5509392023086548,,,
58,22699,0.403217613697052,0.3468198776245117,,,
58,22749,0.2653893232345581,0.23638039827346802,,,
58,22799,0.31665945053100586,0.25427278876304626,,,
58,22849,0.26197516918182373,0.279153048992157,,,
58,22899,0.3191356360912323,0.2913605272769928,,,
58,22949,0.19201678037643433,0.17222966253757477,,,
58,22999,0.07365633547306061,0.08059518039226532,,,
58,23009,,,0.7724959850311279,0.7378000020980835,0.7773237228393555
59,23049,0.0766996294260025,0.08584364503622055,,,
59,23099,0.10087624937295914,0.12330998480319977,,,
59,23149,0.12196386605501175,0.12785997986793518,,,
59,23199,0.24062688648700714,0.22934408485889435,,,
59,23249,0.19940118491649628,0.18505869805812836,,,
59,23299,0.2801598012447357,0.23485785722732544,,,
59,23349,0.16787302494049072,0.19485430419445038,,,
59,23399,0.2417459934949875,0.2687690258026123,,,
59,23399,,,0.756129801273346,0.868399977684021,0.7722555994987488
60,23449,0.2024434357881546,0.1948757916688919,,,
60,23499,0.26550304889678955,0.239568293094635,,,
60,23549,0.16255073249340057,0.16969111561775208,,,
60,23599,0.1655448079109192,0.15783174335956573,,,
60,23649,0.21198605000972748,0.23033785820007324,,,
60,23699,0.1049685850739479,0.12407997250556946,,,
60,23749,0.17284393310546875,0.16036733984947205,,,
60,23789,,,0.7776842713356018,0.867900013923645,0.7836138010025024
61,23799,0.19692514836788177,0.19803784787654877,,,
61,23849,0.22648631036281586,0.20498278737068176,,,
61,23899,0.13691596686840057,0.1415393054485321,,,
61,23949,0.18762867152690887,0.17263378202915192,,,
61,23999,0.345276415348053,0.3334845304489136,,,
61,24049,0.17047247290611267,0.17175601422786713,,,
61,24099,0.21804682910442352,0.17400722205638885,,,
61,24149,0.24348197877407074,0.22045516967773438,,,
61,24179,,,0.7810496687889099,0.8676000237464905,0.783513605594635
62,24199,0.3348807692527771,0.3630167245864868,,,
62,24249,0.2678084969520569,0.24079376459121704,,,
62,24299,0.24336817860603333,0.28273165225982666,,,
62,24349,0.23675794899463654,0.23032709956169128,,,
62,24399,0.1676245927810669,0.19096557796001434,,,
62,24449,0.16817288100719452,0.18674321472644806,,,
62,24499,0.3325430452823639,0.3378308415412903,,,
62,24549,0.1726253628730774,0.17799478769302368,,,
62,24569,,,0.7824519276618958,0.8702999949455261,0.7830128073692322
63,24599,0.6845167875289917,0.6068049669265747,,,
63,24649,0.30579861998558044,0.29535111784935,,,
63,24699,0.269006609916687,0.32623323798179626,,,
63,24749,0.2607550024986267,0.3028876483440399,,,
63,24799,0.21652327477931976,0.24224241077899933,,,
63,24849,0.23510299623012543,0.2033577859401703,,,
63,24899,0.2097734808921814,0.23533068597316742,,,
63,24949,0.2230781763792038,0.21113049983978271,,,
63,24959,,,0.7850961685180664,0.8766999840736389,0.7846754789352417
64,24999,0.26117509603500366,0.22756224870681763,,,
64,25049,0.34855514764785767,0.3419594168663025,,,
64,25099,0.08294031769037247,0.07543744891881943,,,
64,25149,0.09264672547578812,0.079306960105896,,,
64,25199,0.15675285458564758,0.1365697830915451,,,
64,25249,0.1322741061449051,0.108742855489254,,,
64,25299,0.12764552235603333,0.12894751131534576,,,
64,25349,0.5130210518836975,0.5486607551574707,,,
64,25349,,,0.7837539911270142,0.8737999796867371,0.7441906929016113
65,25399,0.23913884162902832,0.2365465760231018,,,
65,25449,0.2573115825653076,0.2592068612575531,,,
65,25499,0.14280138909816742,0.14285670220851898,,,
65,25549,0.3638666868209839,0.3399386405944824,,,
65,25599,0.1740429699420929,0.15720748901367188,,,
65,25649,0.22675760090351105,0.2739870250225067,,,
65,25699,0.22297655045986176,0.22117573022842407,,,
65,25739,,,0.7880008220672607,0.8676999807357788,0.7837139368057251
66,25749,0.16198021173477173,0.17188626527786255,,,
66,25799,0.277177095413208,0.21675841510295868,,,
66,25849,0.2156313955783844,0.26995036005973816,,,
66,25899,0.5374594330787659,0.4196853041648865,,,
66,25949,0.19578032195568085,0.21148347854614258,,,
66,25999,0.2173246294260025,0.2284105122089386,,,
66,26049,0.4521760940551758,0.4944247901439667,,,
66,26099,0.1748286634683609,0.18938840925693512,,,
66,26129,,,0.7847756147384644,0.8587999939918518,0.7871994972229004
67,26149,0.2293345183134079,0.2676909267902374,,,
67,26199,0.27671629190444946,0.3003263473510742,,,
67,26249,0.3148268759250641,0.3428059220314026,,,
67,26299,0.22662098705768585,0.22189633548259735,,,
67,26349,0.3983513116836548,0.5345916748046875,,,
67,26399,0.15963606536388397,0.2044297158718109,,,
67,26449,0.18822745978832245,0.15335562825202942,,,
67,26499,0.4220750033855438,0.3972546458244324,,,
67,26519,,,0.7872996926307678,0.8736000061035156,0.7834134697914124
68,26549,0.5163588523864746,0.5281692743301392,,,
68,26599,0.14696438610553741,0.1421339213848114,,,
68,26649,0.41098567843437195,0.3910299837589264,,,
68,26699,0.2653351426124573,0.298854798078537,,,
68,26749,0.23706290125846863,0.2410391867160797,,,
68,26799,0.33855530619621277,0.37518465518951416,,,
68,26849,0.23457320034503937,0.1936108022928238,,,
68,26899,0.16080935299396515,0.1675826609134674,,,
68,26909,,,0.7892428040504456,0.8683000206947327,0.7885617017745972
69,26949,0.3621525466442108,0.33415791392326355,,,
69,26999,0.38449084758758545,0.403596967458725,,,
69,27049,0.3230685293674469,0.3438095450401306,,,
69,27099,0.5172268152236938,0.4330803453922272,,,
69,27149,0.24221447110176086,0.2514713704586029,,,
69,27199,0.34299907088279724,0.33338662981987,,,
69,27249,0.13252955675125122,0.11650241166353226,,,
69,27299,0.28669604659080505,0.2814181447029114,,,
69,27299,,,0.7881209850311279,0.8774999976158142,0.784415066242218
70,27349,0.3394847512245178,0.3434489369392395,,,
70,27399,0.17782042920589447,0.17835800349712372,,,
70,27449,0.30195021629333496,0.3755982518196106,,,
70,27499,0.1648397594690323,0.160882368683815,,,
70,27549,0.2473316341638565,0.25870418548583984,,,
70,27599,0.21778079867362976,0.22329026460647583,,,
70,27649,0.2762388288974762,0.2471838742494583,,,
70,27689,,,0.7885216474533081,0.8303999900817871,0.7881410121917725
71,27699,0.11518626660108566,0.12712419033050537,,,
71,27749,0.20804040133953094,0.28287309408187866,,,
71,27799,0.43214651942253113,0.37220117449760437,,,
71,27849,0.16051974892616272,0.14456681907176971,,,
71,27899,0.3840632140636444,0.3825877010822296,,,
71,27949,0.23395764827728271,0.2503465414047241,,,
71,27999,0.2473822981119156,0.22225888073444366,,,
71,28049,0.32797884941101074,0.3358747363090515,,,
71,28079,,,0.7863982319831848,0.8788999915122986,0.7928485870361328
72,28099,0.1784650683403015,0.16378426551818848,,,
72,28149,0.23608537018299103,0.2168523371219635,,,
72,28199,0.20824305713176727,0.24003645777702332,,,
72,28249,0.21507230401039124,0.22266407310962677,,,
72,28299,0.33936935663223267,0.360660195350647,,,
72,28349,0.24161295592784882,0.2652263641357422,,,
72,28399,0.254232794046402,0.25418999791145325,,,
72,28449,0.20411455631256104,0.2251470535993576,,,
72,28469,,,0.7919070720672607,0.8687999844551086,0.791326105594635
73,28499,0.2599967420101166,0.3167187571525574,,,
73,28549,0.16912031173706055,0.15604491531848907,,,
73,28599,0.16977939009666443,0.17561227083206177,,,
73,28649,0.41252556443214417,0.3930741548538208,,,
73,28699,0.24002337455749512,0.24122819304466248,,,
73,28749,0.21673856675624847,0.23266182839870453,,,
73,28799,0.19437174499034882,0.1717134714126587,,,
73,28849,0.18757343292236328,0.17587906122207642,,,
73,28859,,,0.7902644276618958,0.8730999827384949,0.7921274304389954
74,28899,0.2866751551628113,0.30531617999076843,,,
74,28949,0.2445620894432068,0.25278863310813904,,,
74,28999,0.2667722702026367,0.25690746307373047,,,
74,29049,0.2331494390964508,0.2695518136024475,,,
74,29099,0.21016481518745422,0.18606600165367126,,,
74,29149,0.2612067759037018,0.26358556747436523,,,
74,29199,0.129327654838562,0.15843963623046875,,,
74,29249,0.1318589299917221,0.13902929425239563,,,
74,29249,,,0.7830128073692322,0.8357999920845032,0.7895632982254028
75,29299,0.1480659544467926,0.145756334066391,,,
75,29349,0.26410508155822754,0.22651797533035278,,,
75,29399,0.24257108569145203,0.24825750291347504,,,
75,29449,0.3506036698818207,0.33572226762771606,,,
75,29499,0.306424617767334,0.2872980237007141,,,
75,29549,0.23712579905986786,0.24877990782260895,,,
75,29599,0.1543070524930954,0.17637991905212402,,,
75,29639,,,0.7808092832565308,0.8758999705314636,0.7852764129638672
76,29649,0.19516238570213318,0.1733689308166504,,,
76,29699,0.1862678825855255,0.17557163536548615,,,
76,29749,0.35288235545158386,0.3041940927505493,,,
76,29799,0.15337303280830383,0.16839846968650818,,,
76,29849,0.26655739545822144,0.23449546098709106,,,
76,29899,0.3342282176017761,0.278184711933136,,,
76,29949,0.2202037125825882,0.1996314376592636,,,
76,29999,0.30969101190567017,0.26849499344825745,,,
76,30029,,,0.7933292984962463,0.8772000074386597,0.7925680875778198
77,30049,0.1986299753189087,0.1727706640958786,,,
77,30099,0.22799542546272278,0.20577861368656158,,,
77,30149,0.17518538236618042,0.15899817645549774,,,
77,30199,0.09945689141750336,0.0888838917016983,,,
77,30249,0.18258194625377655,0.1747623085975647,,,
77,30299,0.20628906786441803,0.27338653802871704,,,
77,30349,0.20482194423675537,0.1911168396472931,,,
77,30399,0.21057911217212677,0.22808991372585297,,,
77,30419,,,0.788902223110199,0.8716999888420105,0.7820913195610046
78,30449,0.1298874318599701,0.12642432749271393,,,
78,30499,0.1445508748292923,0.17367783188819885,,,
78,30549,0.30307433009147644,0.28840240836143494,,,
78,30599,0.3042197823524475,0.2726976275444031,,,
78,30649,0.1731155514717102,0.18286451697349548,,,
78,30699,0.2259017676115036,0.21020078659057617,,,
78,30749,0.229612797498703,0.21787786483764648,,,
78,30799,0.24876289069652557,0.24169307947158813,,,
78,30809,,,0.7945111989974976,0.8766000270843506,0.7932491898536682
79,30849,0.37310728430747986,0.3230016231536865,,,
79,30899,0.18775251507759094,0.18648047745227814,,,
79,30949,0.5777008533477783,0.41938072443008423,,,
79,30999,0.24413417279720306,0.2544756531715393,,,
79,31049,0.2550975978374481,0.2521926462650299,,,
79,31099,0.4716512858867645,0.44922009110450745,,,
79,31149,0.17317774891853333,0.16591566801071167,,,
79,31199,0.3491978347301483,0.33387431502342224,,,
79,31199,,,0.7978365421295166,0.8779000043869019,0.7969150543212891
80,31249,0.2853250503540039,0.2835080325603485,,,
80,31299,0.18312282860279083,0.1725275069475174,,,
80,31349,0.3680296838283539,0.432449072599411,,,
80,31399,0.30334603786468506,0.33806273341178894,,,
80,31449,0.31127479672431946,0.34888526797294617,,,
80,31499,0.1411191076040268,0.1404067426919937,,,
80,31549,0.2064812332391739,0.21628162264823914,,,
80,31589,,,0.7916466593742371,0.8774999976158142,0.7977964878082275
81,31599,0.3006030321121216,0.261397123336792,,,
81,31649,0.2347140908241272,0.2291368991136551,,,
81,31699,0.24133655428886414,0.2431671917438507,,,
81,31749,0.18259181082248688,0.1812959909439087,,,
81,31799,0.44629818201065063,0.43984732031822205,,,
81,31849,0.26203417778015137,0.2324708253145218,,,
81,31899,0.25256285071372986,0.3047022819519043,,,
81,31949,0.2853713929653168,0.27750179171562195,,,
81,31979,,,0.7972355484962463,0.8722000122070312,0.7911859154701233
82,31999,0.2010938972234726,0.2177388221025467,,,
82,32049,0.21176065504550934,0.23745380342006683,,,
82,32099,0.2515357434749603,0.27955469489097595,,,
82,32149,0.18284213542938232,0.21148386597633362,,,
82,32199,0.20816214382648468,0.22426436841487885,,,
82,32249,0.5294514298439026,0.484096884727478,,,
82,32299,0.3915420472621918,0.4036366641521454,,,
82,32349,0.16181321442127228,0.18356607854366302,,,
82,32369,,,0.784415066242218,0.8682000041007996,0.8003004789352417
83,32399,0.21475055813789368,0.21471449732780457,,,
83,32449,0.2267104834318161,0.22044572234153748,,,
83,32499,0.22306527197360992,0.22222116589546204,,,
83,32549,0.23332425951957703,0.22097258269786835,,,
83,32599,0.735008180141449,0.5887154340744019,,,
83,32649,0.27764827013015747,0.24222064018249512,,,
83,32699,0.33307841420173645,0.31297093629837036,,,
83,32749,0.23371616005897522,0.2728353440761566,,,
83,32759,,,0.7972556352615356,0.8526999950408936,0.7986378073692322
84,32799,0.15161213278770447,0.16007205843925476,,,
84,32849,0.39600467681884766,0.4029831886291504,,,
84,32899,0.47614815831184387,0.5054974555969238,,,
84,32949,0.1928418129682541,0.2048463374376297,,,
84,32999,0.17127995193004608,0.19544704258441925,,,
84,33049,0.10032937675714493,0.11041601002216339,,,
84,33099,0.19937025010585785,0.18586395680904388,,,
84,33149,0.2988691031932831,0.29424628615379333,,,
84,33149,,,0.7862179279327393,0.8650000095367432,0.7940504550933838
85,33199,0.3563922047615051,0.2939814329147339,,,
85,33249,0.1549578458070755,0.11528699100017548,,,
85,33299,0.18651193380355835,0.1422867327928543,,,
85,33349,0.23609107732772827,0.26295340061187744,,,
85,33399,0.38365116715431213,0.39811578392982483,,,
85,33449,0.336891233921051,0.3269939422607422,,,
85,33499,0.2747838497161865,0.26419997215270996,,,
85,33539,,,0.8000801205635071,0.8826000094413757,0.7877203822135925
86,33549,0.5373275279998779,0.4750691056251526,,,
86,33599,0.5006757378578186,0.5676970481872559,,,
86,33649,0.28123706579208374,0.26712578535079956,,,
86,33699,0.33176344633102417,0.25533589720726013,,,
86,33749,0.19730941951274872,0.18804143369197845,,,
86,33799,0.49761563539505005,0.46528196334838867,,,
86,33849,0.17545606195926666,0.18004608154296875,,,
86,33899,0.23765139281749725,0.3125007152557373,,,
86,33929,,,0.7996594309806824,0.8847000002861023,0.7994190454483032
87,33949,0.35056084394454956,0.33112043142318726,,,
87,33999,0.21031640470027924,0.18818534910678864,,,
87,34049,0.3367144465446472,0.3302690386772156,,,
87,34099,0.27441906929016113,0.24239668250083923,,,
87,34149,0.16137327253818512,0.18095341324806213,,,
87,34199,0.515338659286499,0.45068347454071045,,,
87,34249,0.40074530243873596,0.3587281107902527,,,
87,34299,0.24841350317001343,0.2495097815990448,,,
87,34319,,,0.8033453822135925,0.871999979019165,0.8002403974533081
88,34349,0.24671456217765808,0.24728702008724213,,,
88,34399,0.4197200834751129,0.4102250039577484,,,
88,34449,0.27449551224708557,0.2589123547077179,,,
88,34499,0.3505566716194153,0.3412702679634094,,,
88,34549,0.19072183966636658,0.2060474008321762,,,
88,34599,0.22296622395515442,0.21260902285575867,,,
88,34649,0.18818749487400055,0.17741887271404266,,,
88,34699,0.2633068561553955,0.2704957127571106,,,
88,34709,,,0.8030849099159241,0.8823999762535095,0.8026442527770996
89,34749,0.2573740482330322,0.23526476323604584,,,
89,34799,0.29039332270622253,0.3125007748603821,,,
89,34849,0.25355061888694763,0.296994686126709,,,
89,34899,0.24118804931640625,0.2707224488258362,,,
89,34949,0.4176218509674072,0.4007438123226166,,,
89,34999,0.1669788509607315,0.19252383708953857,,,
89,35049,0.40622439980506897,0.4137861728668213,,,
89,35099,0.2661222815513611,0.24285735189914703,,,
89,35099,,,0.8028445243835449,0.8816999793052673,0.8012820482254028
90,35149,0.3323405086994171,0.34250256419181824,,,
90,35199,0.16193167865276337,0.1730353832244873,,,
90,35249,0.1529035121202469,0.15652863681316376,,,
90,35299,0.18923752009868622,0.18643106520175934,,,
90,35349,0.1703348457813263,0.19678324460983276,,,
90,35399,0.32185688614845276,0.3542000949382782,,,
90,35449,0.12417930364608765,0.14904740452766418,,,
90,35489,,,0.7879206538200378,0.8722000122070312,0.7982772588729858
91,35499,0.4786890149116516,0.46850380301475525,,,
91,35549,0.33106040954589844,0.3321627676486969,,,
91,35599,0.14121030271053314,0.1298893839120865,,,
91,35649,0.14521478116512299,0.14540621638298035,,,
91,35699,0.16198864579200745,0.15894243121147156,,,
91,35749,0.341622531414032,0.32995694875717163,,,
91,35799,0.15063992142677307,0.15548716485500336,,,
91,35849,0.20600450038909912,0.16225139796733856,,,
91,35879,,,0.7969951629638672,0.8733999729156494,0.7902644276618958
92,35899,0.29470038414001465,0.28855833411216736,,,
92,35949,0.252591609954834,0.27218717336654663,,,
92,35999,0.25674188137054443,0.2641133666038513,,,
92,36049,0.16526946425437927,0.16873453557491302,,,
92,36099,0.5603107213973999,0.5359809994697571,,,
92,36149,0.2523791790008545,0.2571792006492615,,,
92,36199,0.27982062101364136,0.28694817423820496,,,
92,36249,0.18006962537765503,0.1790505200624466,,,
92,36269,,,0.8067307472229004,0.8698999881744385,0.8056690692901611
93,36299,0.43333321809768677,0.5752094388008118,,,
93,36349,0.24010752141475677,0.2623564302921295,,,
93,36399,0.2008386105298996,0.20806966722011566,,,
93,36449,0.308795690536499,0.3794865310192108,,,
93,36499,0.23859500885009766,0.2059415876865387,,,
93,36549,0.2636774480342865,0.23025819659233093,,,
93,36599,0.23158031702041626,0.26651668548583984,,,
93,36649,0.3416444957256317,0.3463357090950012,,,
93,36659,,,0.8019230961799622,0.8791000247001648,0.8020833134651184
94,36699,0.2458477020263672,0.24466362595558167,,,
94,36749,0.32389676570892334,0.24102182686328888,,,
94,36799,0.23534449934959412,0.2508581280708313,,,
94,36849,0.4639092981815338,0.48820433020591736,,,
94,36899,0.20600676536560059,0.20239947736263275,,,
94,36949,0.23553499579429626,0.25741392374038696,,,
94,36999,0.33278706669807434,0.3078017234802246,,,
94,37049,0.23127688467502594,0.2298133373260498,,,
94,37049,,,0.8059895634651184,0.8705999851226807,0.8066105842590332
95,37099,0.28405722975730896,0.2984500527381897,,,
95,37149,0.30388695001602173,0.25535139441490173,,,
95,37199,0.23735114932060242,0.21027180552482605,,,
95,37249,0.24897906184196472,0.2551870048046112,,,
95,37299,0.4255066514015198,0.4174841046333313,,,
95,37349,0.2187901735305786,0.2637675106525421,,,
95,37399,0.2352774441242218,0.2539829909801483,,,
95,37439,,,0.8071914911270142,0.878000020980835,0.8095753192901611
96,37449,0.24011841416358948,0.25887078046798706,,,
96,37499,0.16015353798866272,0.16440650820732117,,,
96,37549,1.0193641185760498,1.0218617916107178,,,
96,37599,0.4289410710334778,0.4367964267730713,,,
96,37649,0.2653602361679077,0.26004788279533386,,,
96,37699,0.2931245267391205,0.3460713028907776,,,
96,37749,0.18727333843708038,0.1699976623058319,,,
96,37799,0.2216099202632904,0.24528689682483673,,,
96,37829,,,0.808754026889801,0.878600001335144,0.8091946840286255
97,37849,0.17051392793655396,0.1482228934764862,,,
97,37899,0.2561812996864319,0.23167207837104797,,,
97,37949,0.24650591611862183,0.26199835538864136,,,
97,37999,0.23367156088352203,0.22403383255004883,,,
97,38049,0.2023019790649414,0.18835052847862244,,,
97,38099,0.1687496304512024,0.17818576097488403,,,
97,38149,0.3280258774757385,0.32487455010414124,,,
97,38199,0.21701553463935852,0.20194114744663239,,,
97,38219,,,0.8050681352615356,0.8791000247001648,0.8066306114196777
98,38249,0.31205281615257263,0.2618728578090668,,,
98,38299,0.33275946974754333,0.33514997363090515,,,
98,38349,0.35329359769821167,0.30193114280700684,,,
98,38399,0.27903902530670166,0.29308021068573,,,
98,38449,0.28118202090263367,0.3156001567840576,,,
98,38499,0.41575223207473755,0.37341824173927307,,,
98,38549,0.24991822242736816,0.22959282994270325,,,
98,38599,0.2776619791984558,0.2627461552619934,,,
98,38609,,,0.8085737228393555,0.8809999823570251,0.8112580180168152
99,38649,0.2754465937614441,0.27540406584739685,,,
99,38699,0.15939435362815857,0.19284477829933167,,,
99,38749,0.18856960535049438,0.1674160659313202,,,
99,38799,0.36980921030044556,0.45184674859046936,,,
99,38849,0.23405729234218597,0.21015506982803345,,,
99,38899,0.17426081001758575,0.19185884296894073,,,
99,38949,0.25525087118148804,0.23595575988292694,,,
99,38999,0.29711708426475525,0.351798415184021,,,
99,38999,,,0.7998998165130615,0.8776999711990356,0.8081930875778198
100,39049,0.21775896847248077,0.22705860435962677,,,
100,39099,0.17539983987808228,0.16262269020080566,,,
100,39149,0.24603408575057983,0.25427475571632385,,,
100,39199,0.244442418217659,0.24890366196632385,,,
100,39249,0.2731570899486542,0.24907070398330688,,,
100,39299,0.35291677713394165,0.3373247981071472,,,
100,39349,0.2249651998281479,0.26378968358039856,,,
100,39389,,,0.8107572197914124,0.8791000247001648,0.8104367256164551
101,39399,0.2424183040857315,0.23827731609344482,,,
101,39449,0.18763326108455658,0.16817907989025116,,,
101,39499,0.3688984513282776,0.4470791518688202,,,
101,39549,0.7339807152748108,1.144223690032959,,,
101,39599,0.5049306154251099,0.5238575339317322,,,
101,39649,0.2674983739852905,0.255084753036499,,,
101,39699,0.4426111578941345,0.5255951881408691,,,
101,39749,0.3581264615058899,0.37167173624038696,,,
101,39779,,,0.8114383220672607,0.8816999793052673,0.8127804398536682
102,39799,0.23414722084999084,0.2712186574935913,,,
102,39849,0.20727597177028656,0.2252882570028305,,,
102,39899,0.2533195912837982,0.2769221067428589,,,
102,39949,0.1229502484202385,0.12788255512714386,,,
102,39999,0.12384985387325287,0.11113958060741425,,,
102,40049,0.3699396252632141,0.315054327249527,,,
102,40099,0.4767189919948578,0.48564058542251587,,,
102,40149,0.3893628418445587,0.4409402012825012,,,
102,40169,,,0.8051081895828247,0.8791000247001648,0.8075721263885498
103,40199,0.19970273971557617,0.18151436746120453,,,
103,40249,0.5678342580795288,0.5642613172531128,,,
103,40299,0.5988682508468628,0.5969772934913635,,,
103,40349,0.47533273696899414,0.5088074207305908,,,
103,40399,0.2095218300819397,0.22785396873950958,,,
103,40449,0.20654506981372833,0.20274530351161957,,,
103,40499,0.34267139434814453,0.3744465112686157,,,
103,40549,0.17261317372322083,0.17851464450359344,,,
103,40559,,,0.8089342713356018,0.8702999949455261,0.8135015964508057
104,40599,0.2501680850982666,0.3130100965499878,,,
104,40649,0.22322851419448853,0.26432907581329346,,,
104,40699,0.5164439082145691,0.4379394054412842,,,
104,40749,0.2273583561182022,0.250895231962204,,,
104,40799,0.14393454790115356,0.1473212093114853,,,
104,40849,0.5819923281669617,0.4523007571697235,,,
104,40899,0.2709923982620239,0.26991474628448486,,,
104,40949,0.26690107583999634,0.26822566986083984,,,
104,40949,,,0.8079928159713745,0.8791999816894531,0.8125801086425781
105,40999,0.4071938693523407,0.40740537643432617,,,
105,41049,0.6559220552444458,0.6084197163581848,,,
105,41099,0.30486565828323364,0.26933884620666504,,,
105,41149,0.4186560809612274,0.3721254765987396,,,
105,41199,0.3333743214607239,0.3421061933040619,,,
105,41249,0.39714494347572327,0.4138906002044678,,,
105,41299,0.21166858077049255,0.2182977795600891,,,
105,41339,,,0.8125,0.8798999786376953,0.8125
106,41349,0.3231133818626404,0.3165411353111267,,,
106,41399,0.3519514799118042,0.2827744483947754,,,
106,41449,0.2692297697067261,0.2334372103214264,,,
106,41499,0.18721847236156464,0.17042674124240875,,,
106,41549,0.3708936870098114,0.32595986127853394,,,
106,41599,0.2556341886520386,0.23407723009586334,,,
106,41649,0.28281980752944946,0.2676059603691101,,,
106,41699,0.22981585562229156,0.24886363744735718,,,
106,41729,,,0.8164663314819336,0.8804000020027161,0.8154847621917725
107,41749,0.198084756731987,0.19661343097686768,,,
107,41799,0.3212886154651642,0.3289286196231842,,,
107,41849,0.6113747358322144,0.7371482253074646,,,
107,41899,0.2781086564064026,0.2869921624660492,,,
107,41949,0.30966824293136597,0.26995962858200073,,,
107,41999,0.2349201887845993,0.2090202122926712,,,
107,42049,0.24759893119335175,0.26336804032325745,,,
107,42099,0.2924400269985199,0.3460105061531067,,,
107,42119,,,0.8143028616905212,0.8794999718666077,0.8180088400840759
108,42149,0.3659329116344452,0.4379563331604004,,,
108,42199,0.37109118700027466,0.29859474301338196,,,
108,42249,0.19819019734859467,0.19052237272262573,,,
108,42299,0.41187143325805664,0.4762190878391266,,,
108,42349,0.522430956363678,0.5458142161369324,,,
108,42399,0.19960863888263702,0.2067669928073883,,,
108,42449,0.279798686504364,0.3046109080314636,,,
108,42499,0.15037328004837036,0.15049688518047333,,,
108,42509,,,0.8095753192901611,0.8683000206947327,0.8197115659713745
109,42549,0.30928152799606323,0.3369632959365845,,,
109,42599,0.3722338378429413,0.4094962179660797,,,
109,42649,0.20286929607391357,0.22314582765102386,,,
109,42699,0.4720432758331299,0.5264925360679626,,,
109,42749,0.23788195848464966,0.23665878176689148,,,
109,42799,0.14070570468902588,0.1912672519683838,,,
109,42849,0.24366718530654907,0.2588609755039215,,,
109,42899,0.5508357882499695,0.49801182746887207,,,
109,42899,,,0.8095753192901611,0.8799999952316284,0.8209134340286255
110,42949,0.2530522346496582,0.22987794876098633,,,
110,42999,0.10809291899204254,0.10171609371900558,,,
110,43049,0.13078558444976807,0.13153083622455597,,,
110,43099,0.20022304356098175,0.23030932247638702,,,
110,43149,0.16156592965126038,0.19821278750896454,,,
110,43199,0.2784680128097534,0.29458528757095337,,,
110,43249,0.19793608784675598,0.16303378343582153,,,
110,43289,,,0.8060095906257629,0.8851000070571899,0.8066706657409668
111,43299,0.24816198647022247,0.2075134515762329,,,
111,43349,0.2896367907524109,0.27003949880599976,,,
111,43399,0.2480117380619049,0.24840956926345825,,,
111,43449,0.34541067481040955,0.30454063415527344,,,
111,43499,0.2922426760196686,0.2464582473039627,,,
111,43549,0.4916191101074219,0.5164835453033447,,,
111,43599,0.21606820821762085,0.2496635615825653,,,
111,43649,0.16763444244861603,0.1973944455385208,,,
111,43679,,,0.8170673251152039,0.8845999836921692,0.8141025900840759
112,43699,0.25580134987831116,0.25292545557022095,,,
112,43749,0.124291330575943,0.12982086837291718,,,
112,43799,0.4103301167488098,0.3920384645462036,,,
112,43849,0.36248013377189636,0.3313312828540802,,,
112,43899,0.33928602933883667,0.3185425102710724,,,
112,43949,0.31634190678596497,0.35568082332611084,,,
112,43999,0.6070822477340698,0.725103497505188,,,
112,44049,0.3421407639980316,0.3393414616584778,,,
112,44069,,,0.8133012652397156,0.8802000284194946,0.8087940812110901
113,44099,0.1860131025314331,0.20027588307857513,,,
113,44149,0.18271850049495697,0.17407307028770447,,,
113,44199,0.2879289984703064,0.32601600885391235,,,
113,44249,0.6280376315116882,0.7811383008956909,,,
113,44299,0.23708869516849518,0.25229066610336304,,,
113,44349,0.22301684319972992,0.21665321290493011,,,
113,44399,0.37754330039024353,0.3266960680484772,,,
113,44449,0.193197101354599,0.21000590920448303,,,
113,44459,,,0.8172475695610046,0.8833000063896179,0.8190905451774597
114,44499,0.24579186737537384,0.2547248899936676,,,
114,44549,0.2944425940513611,0.3221888542175293,,,
114,44599,0.4883004128932953,0.5154733657836914,,,
114,44649,0.22969207167625427,0.27230018377304077,,,
114,44699,0.35160142183303833,0.3276013731956482,,,
114,44749,0.4145558476448059,0.3995559811592102,,,
114,44799,0.2577204406261444,0.2971554398536682,,,
114,44849,0.2554470896720886,0.23782899975776672,,,
114,44849,,,0.8196313977241516,0.8870000243186951,0.8203725814819336
115,44899,0.8692773580551147,1.1592094898223877,,,
115,44949,0.4703288972377777,0.47691312432289124,,,
115,44999,0.630137026309967,0.6688286066055298,,,
115,45049,0.7250956892967224,0.5375993847846985,,,
115,45099,0.43996816873550415,0.3184846341609955,,,
115,45149,0.2925111651420593,0.2899020314216614,,,
115,45199,0.15241779386997223,0.16942451894283295,,,
115,45239,,,0.8188701868057251,0.8902999758720398,0.8172876834869385
116,45249,0.2892763614654541,0.28364667296409607,,,
