epoch train_acc1 train_acc2 test_acc1 test_acc2
77 65.61498397435898 65.09615384615384 59.90584935897436 58.874198717948715
78 65.67708333333333 64.2568108974359 59.98597756410256 58.71394230769231
79 65.4326923076923 65.47275641025641 59.765625 58.22315705128205
80 65.1963141025641 64.3389423076923 59.665464743589745 59.39503205128205
81 65.1983173076923 64.59134615384616 57.502003205128204 58.18309294871795
82 65.3525641025641 64.53926282051282 59.71554487179487 58.673878205128204
83 65.74719551282051 64.8818108974359 60.00600961538461 57.96274038461539
84 65.71714743589743 64.77163461538461 60.236378205128204 58.73397435897436
85 65.79527243589743 65.16826923076923 60.01602564102564 58.40344551282051
86 66.08173076923077 64.98597756410257 58.21314102564103 57.341746794871796
87 65.86939102564102 65.64102564102564 59.36498397435897 57.82251602564103
88 66.41225961538461 65.2724358974359 59.90584935897436 58.91426282051282
89 66.00360576923077 65.48277243589743 59.69551282051282 58.45352564102564
90 66.58052884615384 65.72115384615384 59.78565705128205 56.18990384615385
91 66.93309294871794 65.6630608974359 59.49519230769231 58.2431891025641
92 66.85096153846153 65.99959935897436 59.865785256410255 58.62379807692308
93 66.35016025641026 66.34815705128206 60.12620192307692 58.75400641025641
94 66.7588141025641 66.36017628205128 59.094551282051285 58.64383012820513
95 67.1854967948718 66.62660256410257 58.884214743589745 58.47355769230769
96 67.55208333333333 66.70673076923077 59.30488782051282 58.39342948717949
97 67.35576923076923 66.5244391025641 59.3349358974359 58.5536858974359
98 67.79246794871794 66.72876602564102 58.05288461538461 57.21153846153846
99 67.8125 67.19551282051282 59.71554487179487 57.79246794871795
100 67.90264423076923 67.42588141025641 58.703926282051285 58.14302884615385
101 67.9266826923077 67.19350961538461 58.89423076923077 58.57371794871795
102 68.06891025641026 67.46995192307692 60.026041666666664 58.79407051282051
103 68.1630608974359 67.6963141025641 59.39503205128205 58.34334935897436
104 68.32932692307692 67.88661858974359 59.32491987179487 58.072916666666664
105 68.53565705128206 68.0068108974359 59.58533653846154 58.6338141025641
106 68.47155448717949 67.79447115384616 60.14623397435897 58.43349358974359
107 68.6338141025641 68.15905448717949 59.084535256410255 58.122996794871796
108 68.92427884615384 68.45953525641026 59.114583333333336 57.96274038461539
109 68.98036858974359 68.17107371794872 59.54527243589744 58.313301282051285
110 68.88621794871794 68.5516826923077 59.264823717948715 57.01121794871795
111 69.22475961538461 68.671875 59.12459935897436 57.20152243589744
112 69.2988782051282 68.8641826923077 59.17467948717949 58.493589743589745
113 69.64142628205128 68.6298076923077 59.56530448717949 57.8125
114 69.62940705128206 68.90024038461539 58.18309294871795 58.39342948717949
115 69.59935897435898 69.11658653846153 58.89423076923077 58.13301282051282
116 69.27283653846153 69.07251602564102 59.12459935897436 58.14302884615385
117 69.9198717948718 69.48116987179488 58.45352564102564 58.092948717948715
118 69.8417467948718 69.13661858974359 59.14463141025641 58.45352564102564
119 70.08213141025641 69.62740384615384 59.22475961538461 58.25320512820513
120 69.91786858974359 69.4551282051282 59.55528846153846 58.13301282051282
121 70.37259615384616 69.96995192307692 59.3349358974359 58.59375
122 70.56490384615384 70.05408653846153 59.32491987179487 58.47355769230769
123 70.69110576923077 70.20432692307692 59.485176282051285 58.61378205128205
124 70.5849358974359 70.34254807692308 58.99439102564103 58.19310897435897
125 70.68709935897436 70.41866987179488 58.73397435897436 58.68389423076923
126 70.79326923076923 70.54086538461539 59.46514423076923 57.532051282051285
127 70.87339743589743 70.5068108974359 60.00600961538461 58.22315705128205
128 70.91546474358974 70.56891025641026 59.20472756410256 58.03285256410256
129 70.98958333333333 70.91145833333333 59.75560897435897 58.102964743589745
130 71.17788461538461 70.70713141025641 59.38501602564103 58.102964743589745
131 71.25 70.44270833333333 58.95432692307692 58.283253205128204
132 71.19991987179488 71.11578525641026 59.46514423076923 58.06290064102564
133 71.59455128205128 70.99559294871794 58.39342948717949 58.39342948717949
134 71.54246794871794 71.29407051282051 58.86418269230769 57.95272435897436
135 71.45032051282051 71.48036858974359 58.86418269230769 58.18309294871795
136 71.82491987179488 71.31209935897436 59.23477564102564 57.98277243589744
137 71.77083333333333 71.67467948717949 58.71394230769231 57.98277243589744
138 71.81490384615384 71.77684294871794 58.874198717948715 57.83253205128205
139 71.92508012820512 71.66466346153847 59.32491987179487 58.42347756410256
140 72.16746794871794 71.73677884615384 59.40504807692308 58.08293269230769
141 72.1494391025641 72.00721153846153 58.313301282051285 58.11298076923077
142 72.02123397435898 71.88902243589743 58.333333333333336 58.092948717948715
143 72.36979166666667 72.39583333333333 58.75400641025641 58.2431891025641
144 72.39383012820512 72.1494391025641 59.05448717948718 58.61378205128205
145 72.43990384615384 72.3798076923077 59.60536858974359 58.32331730769231
146 72.67027243589743 72.37179487179488 56.91105769230769 58.27323717948718
147 72.61217948717949 72.62820512820512 58.723958333333336 58.45352564102564
148 72.92267628205128 72.59615384615384 59.61538461538461 57.98277243589744
149 72.86458333333333 72.63822115384616 59.15464743589744 58.513621794871796
150 72.8485576923077 72.92067307692308 58.93429487179487 58.29326923076923
151 72.80048076923077 72.79447115384616 58.82411858974359 58.41346153846154
152 72.98076923076923 72.92267628205128 59.19471153846154 58.15304487179487
153 73.01282051282051 72.86658653846153 59.3349358974359 57.93269230769231
154 73.13701923076923 72.98277243589743 58.65384615384615 57.8125
155 73.22315705128206 73.18709935897436 58.62379807692308 57.90264423076923
156 73.37339743589743 73.36738782051282 59.07451923076923 58.27323717948718
157 73.29326923076923 73.31129807692308 59.38501602564103 58.06290064102564
158 73.26522435897436 73.22516025641026 58.65384615384615 57.93269230769231
159 73.46955128205128 73.41746794871794 59.35496794871795 57.80248397435897
160 73.5957532051282 73.53565705128206 58.984375 58.61378205128205
161 73.32732371794872 73.79607371794872 58.95432692307692 57.97275641025641
162 73.41746794871794 73.71594551282051 59.20472756410256 57.98277243589744
163 73.72195512820512 73.91225961538461 58.5536858974359 58.04286858974359
164 73.79807692307692 73.5917467948718 58.71394230769231 58.40344551282051
165 73.76802884615384 73.77003205128206 58.95432692307692 58.35336538461539
166 73.83814102564102 73.9483173076923 59.07451923076923 57.712339743589745
167 73.97235576923077 74.15264423076923 58.904246794871796 58.05288461538461
168 73.90224358974359 74.03645833333333 58.81410256410256 58.122996794871796
169 73.9863782051282 74.12459935897436 58.904246794871796 57.75240384615385
170 74.16866987179488 74.19270833333333 59.30488782051282 58.00280448717949
171 73.95032051282051 74.25080128205128 58.884214743589745 58.122996794871796
172 74.1386217948718 74.4170673076923 58.60376602564103 57.74238782051282
173 74.08854166666667 74.40304487179488 58.58373397435897 58.00280448717949
174 74.27483974358974 74.38301282051282 59.0244391025641 57.82251602564103
175 74.28685897435898 74.52524038461539 58.904246794871796 57.74238782051282
176 74.16065705128206 74.50520833333333 58.66386217948718 57.682291666666664
177 74.41907051282051 74.54727564102564 58.73397435897436 57.33173076923077
178 74.44911858974359 74.58733974358974 58.673878205128204 57.82251602564103
179 74.35496794871794 74.55128205128206 58.673878205128204 57.88261217948718
180 74.47516025641026 74.7275641025641 58.73397435897436 57.82251602564103
181 74.4951923076923 74.7676282051282 58.74399038461539 57.93269230769231
182 74.48317307692308 74.8076923076923 58.77403846153846 57.67227564102564
183 74.60336538461539 74.85176282051282 59.16466346153846 57.61217948717949
184 74.63141025641026 74.85977564102564 58.73397435897436 57.522035256410255
185 74.61338141025641 74.82972756410257 58.84415064102564 57.61217948717949
186 74.62139423076923 74.92988782051282 58.71394230769231 57.75240384615385
187 74.609375 74.9579326923077 59.14463141025641 57.80248397435897
188 74.73557692307692 75.03205128205128 58.57371794871795 57.84254807692308
189 74.71754807692308 75.07011217948718 58.513621794871796 57.67227564102564
190 74.78766025641026 75.03405448717949 58.56370192307692 57.7724358974359
191 74.77163461538461 75.17227564102564 58.71394230769231 57.712339743589745
192 74.81971153846153 75.09815705128206 58.66386217948718 57.4619391025641
193 74.83373397435898 75.18028846153847 58.463541666666664 57.48197115384615
194 74.87379807692308 75.234375 58.66386217948718 57.502003205128204
195 74.89983974358974 75.26642628205128 58.36338141025641 57.54206730769231
196 74.89182692307692 75.25641025641026 58.38341346153846 57.56209935897436
197 74.89583333333333 75.30248397435898 58.37339743589744 57.44190705128205
198 74.92788461538461 75.31850961538461 58.283253205128204 57.51201923076923
199 74.92588141025641 75.32652243589743 58.313301282051285 57.502003205128204
