epoch,train_loss,step,val_loss,val_acc,test_acc,train_acc
0,2.399768590927124,49,,,,
0,2.3638813495635986,99,,,,
0,2.321619749069214,149,,,,
0,1.8768738508224487,199,,,,
0,1.94719660282135,249,,,,
0,2.0071518421173096,299,,,,
0,,312,2.2069246768951416,0.23440000414848328,,
0,,312,,,0.2741297483444214,0.21032500267028809
1,1.8313122987747192,349,,,,
1,1.783278226852417,399,,,,
1,1.6550675630569458,449,,,,
1,1.7182649374008179,499,,,,
1,1.7137675285339355,549,,,,
1,1.673276662826538,599,,,,
1,,625,1.8857225179672241,0.30640000104904175,,
1,,625,,,0.3753955662250519,0.3142249882221222
2,1.7039744853973389,649,,,,
2,1.682965874671936,699,,,,
2,1.749344825744629,749,,,,
2,1.6018402576446533,799,,,,
2,1.5054091215133667,849,,,,
2,1.4831889867782593,899,,,,
2,,938,1.6722068786621094,0.3709000051021576,,
2,,938,,,0.40704113245010376,0.3760499954223633
3,1.48331880569458,949,,,,
3,1.5631643533706665,999,,,,
3,1.4567526578903198,1049,,,,
3,1.518761157989502,1099,,,,
3,1.4158947467803955,1149,,,,
3,1.5228452682495117,1199,,,,
3,1.4924695491790771,1249,,,,
3,,1251,1.4847722053527832,0.44749999046325684,,
3,,1251,,,0.4576740562915802,0.4244750142097473
4,1.3204834461212158,1299,,,,
4,1.638785481452942,1349,,,,
4,1.4432487487792969,1399,,,,
4,1.4899243116378784,1449,,,,
4,1.4625194072723389,1499,,,,
4,1.5608923435211182,1549,,,,
4,,1564,1.409170150756836,0.48429998755455017,,
4,,1564,,,0.4957476258277893,0.469650000333786
5,1.3437248468399048,1599,,,,
5,1.401452898979187,1649,,,,
5,1.4250450134277344,1699,,,,
5,1.3928078413009644,1749,,,,
5,1.4219169616699219,1799,,,,
5,1.4331028461456299,1849,,,,
5,,1877,1.2508145570755005,0.542900025844574,,
5,,1877,,,0.5441060066223145,0.5041499733924866
6,1.414130449295044,1899,,,,
6,1.4838794469833374,1949,,,,
6,1.3251841068267822,1999,,,,
6,1.0952016115188599,2049,,,,
6,1.2374708652496338,2099,,,,
6,1.3904906511306763,2149,,,,
6,,2190,1.231858253479004,0.5573999881744385,,
6,,2190,,,0.561906635761261,0.5360749959945679
7,1.248087763786316,2199,,,,
7,1.3894484043121338,2249,,,,
7,1.335861325263977,2299,,,,
7,1.251373052597046,2349,,,,
7,1.1871001720428467,2399,,,,
7,1.0905852317810059,2449,,,,
7,1.1786025762557983,2499,,,,
7,,2503,1.2258012294769287,0.5616000294685364,,
7,,2503,,,0.578125,0.5684999823570251
8,1.170330286026001,2549,,,,
8,1.233976125717163,2599,,,,
8,0.8813078999519348,2649,,,,
8,0.9586362242698669,2699,,,,
8,1.1087148189544678,2749,,,,
8,1.0089893341064453,2799,,,,
8,,2816,1.211960792541504,0.57669997215271,,
8,,2816,,,0.617780864238739,0.5933499932289124
9,1.1132999658584595,2849,,,,
9,1.1042546033859253,2899,,,,
9,1.004011631011963,2949,,,,
9,1.0436484813690186,2999,,,,
9,1.183793544769287,3049,,,,
9,1.1319491863250732,3099,,,,
9,,3129,1.104245662689209,0.6087999939918518,,
9,,3129,,,0.6171875,0.6133750081062317
10,0.9670673608779907,3149,,,,
10,1.1115585565567017,3199,,,,
10,1.1368986368179321,3249,,,,
10,0.948427140712738,3299,,,,
10,1.07256019115448,3349,,,,
10,1.11647367477417,3399,,,,
10,,3442,1.3850970268249512,0.6169000267982483,,
10,,3442,,,0.646657407283783,0.6343250274658203
11,1.1313432455062866,3449,,,,
11,1.1930311918258667,3499,,,,
11,1.0683919191360474,3549,,,,
11,1.0807017087936401,3599,,,,
11,1.1980959177017212,3649,,,,
11,0.8991917967796326,3699,,,,
11,0.9662041664123535,3749,,,,
11,,3755,1.0904881954193115,0.6273999810218811,,
11,,3755,,,0.6492286324501038,0.6436499953269958
12,0.9262338876724243,3799,,,,
12,0.8147661089897156,3849,,,,
12,0.9495227336883545,3899,,,,
12,0.9872881770133972,3949,,,,
12,1.013559103012085,3999,,,,
12,1.1489274501800537,4049,,,,
12,,4068,1.05752694606781,0.6301000118255615,,
12,,4068,,,0.6588212251663208,0.6591749787330627
