epoch,train_loss2,step,train_loss1,val_acc1,val_acc2,train_acc1,test_acc,train_acc2
0,0.014069936238229275,49,0.01457565650343895,,,,,
0,0.013810847885906696,99,0.01352622453123331,,,,,
0,0.014121342450380325,149,0.013857439160346985,,,,,
0,0.014187773689627647,199,0.013312006369233131,,,,,
0,0.01254727877676487,249,0.013088595122098923,,,,,
0,0.01078027579933405,299,0.012716539204120636,,,,,
0,,311,,0.4025999903678894,0.4115999937057495,,,
0,,311,,,,0.3381410241127014,0.4133000075817108,0.35960036516189575
1,0.010671358555555344,349,0.011293195188045502,,,,,
1,0.0101398266851902,399,0.01105522457510233,,,,,
1,0.010325766168534756,449,0.0117587735876441,,,,,
1,0.009964209981262684,499,0.011752063408493996,,,,,
1,0.009782709181308746,549,0.010719633661210537,,,,,
1,0.009623982012271881,599,0.010066171176731586,,,,,
1,,623,,0.5227000117301941,0.5715000033378601,,,
1,,623,,,,0.4779146611690521,0.5412999987602234,0.5185296535491943
2,0.009513314813375473,649,0.011387904174625874,,,,,
2,0.009018903598189354,699,0.008895163424313068,,,,,
2,0.008598458021879196,749,0.009286793880164623,,,,,
2,0.007420300971716642,799,0.00784974079579115,,,,,
2,0.007536831311881542,849,0.007995538413524628,,,,,
2,0.007472853641957045,899,0.008800267241895199,,,,,
2,,935,,0.550599992275238,0.583299994468689,,,
2,,935,,,,0.5651542544364929,0.5763000249862671,0.5919972062110901
3,0.006991309579461813,949,0.006838391534984112,,,,,
3,0.008804992772638798,999,0.008788026869297028,,,,,
3,0.006535646505653858,1049,0.0072216009721159935,,,,,
3,0.008010516874492168,1099,0.009262432344257832,,,,,
3,0.009403000585734844,1149,0.009924326092004776,,,,,
3,0.00652672303840518,1199,0.007062983699142933,,,,,
3,,1247,,0.6367999911308289,0.6388999819755554,,,
3,,1247,,,,0.6237730383872986,0.6588000059127808,0.6423277258872986
4,0.005537404213100672,1249,0.005538810044527054,,,,,
4,0.005201856605708599,1299,0.006239620968699455,,,,,
4,0.006071333307772875,1349,0.0054590520448982716,,,,,
4,0.006526550743728876,1399,0.006438350770622492,,,,,
4,0.0055769383907318115,1449,0.0056992475874722,,,,,
4,0.006246195174753666,1499,0.007066752761602402,,,,,
4,0.004722325596958399,1549,0.005889290943741798,,,,,
4,,1559,,0.6495000123977661,0.7060999870300293,,,
4,,1559,,,,0.6690454483032227,0.6754000186920166,0.6811648607254028
5,0.004743528552353382,1599,0.005335267633199692,,,,,
5,0.0039621377363801,1649,0.00441404152661562,,,,,
5,0.00575462868437171,1699,0.005681914743036032,,,,,
5,0.004950368776917458,1749,0.005045771133154631,,,,,
5,0.006352492142468691,1799,0.0060942647978663445,,,,,
5,0.0038969882298260927,1849,0.003988165408372879,,,,,
5,,1871,,0.6933000087738037,0.7123000025749207,,,
5,,1871,,,,0.7013722062110901,0.7285000085830688,0.7121143937110901
6,0.003391968784853816,1899,0.0039767734706401825,,,,,
6,0.00421069236472249,1949,0.0041866847313940525,,,,,
6,0.00491984561085701,1999,0.004552197176963091,,,,,
6,0.005264646839350462,2049,0.005961951799690723,,,,,
6,0.0031819334253668785,2099,0.0035627903416752815,,,,,
6,0.003903350094333291,2149,0.004545971285551786,,,,,
6,,2183,,0.7239000201225281,0.7228000164031982,,,
6,,2183,,,,0.7201021909713745,0.7598999738693237,0.7342247366905212
7,0.0029423090163618326,2199,0.00396500900387764,,,,,
7,0.002800228074193001,2249,0.0030249261762946844,,,,,
7,0.0022543203085660934,2299,0.0018156097503378987,,,,,
7,0.004027790389955044,2349,0.004200029652565718,,,,,
7,0.002234226791188121,2399,0.0027564899064600468,,,,,
7,0.0037296898663043976,2449,0.0036460154224187136,,,,,
7,,2495,,0.7276999950408936,0.7318999767303467,,,
7,,2495,,,,0.7437399625778198,0.7595999836921692,0.7479467391967773
8,0.002482172567397356,2499,0.0023156593088060617,,,,,
8,0.00337779032997787,2549,0.0029737059958279133,,,,,
8,0.0033416072838008404,2599,0.002932738047093153,,,,,
8,0.0026614328380674124,2649,0.0032979657407850027,,,,,
8,0.0028242834378033876,2699,0.0026793526485562325,,,,,
8,0.0017372585134580731,2749,0.002151124645024538,,,,,
8,0.003130535129457712,2799,0.0033406636212021112,,,,,
8,,2807,,0.7336000204086304,0.736299991607666,,,
8,,2807,,,,0.7542067170143127,0.7653999924659729,0.7616686820983887
9,0.0032857838086783886,2849,0.0033617974258959293,,,,,
9,0.003819417906925082,2899,0.003546427469700575,,,,,
9,0.0021833002101629972,2949,0.0019510718993842602,,,,,
9,0.0015300789382308722,2999,0.0009494474506936967,,,,,
9,0.002195533365011215,3049,0.0031821816228330135,,,,,
9,0.0017263460904359818,3099,0.0014584728050976992,,,,,
9,,3119,,0.7581999897956848,0.7590000033378601,,,
9,,3119,,,,0.7609925866127014,0.795199990272522,0.7671524286270142
10,0.0019770797807723284,3149,0.0021015782840549946,,,,,
10,0.0027334745973348618,3199,0.0023066778667271137,,,,,
10,0.0020780786871910095,3249,0.0016745683969929814,,,,,
10,0.0011910446919500828,3299,0.0017246677307412028,,,,,
10,0.0018985038623213768,3349,0.001866434351541102,,,,,
10,0.0015073905233293772,3399,0.0016521482029929757,,,,,
10,,3431,,0.7630000114440918,0.7631000280380249,,,
10,,3431,,,,0.7724609375,0.8051000237464905,0.776442289352417
11,0.001514290808700025,3449,0.001980525441467762,,,,,
11,0.0008352028671652079,3499,0.000907877751160413,,,,,
11,0.0007912980508990586,3549,0.0017744479700922966,,,,,
11,0.0011428111465647817,3599,0.000433427921961993,,,,,
11,0.0018582574557512999,3649,0.0016757171833887696,,,,,
11,0.00201233709231019,3699,0.001707203104160726,,,,,
11,,3743,,0.7698000073432922,0.743399977684021,,,
11,,3743,,,,0.7781199812889099,0.8112999796867371,0.7836288213729858
12,0.003789277747273445,3749,0.004007305949926376,,,,,
12,0.0003736219077836722,3799,0.00044598241220228374,,,,,
12,0.000756323803216219,3849,0.001321258838288486,,,,,
12,0.002150748623535037,3899,0.0029060207307338715,,,,,
12,0.0022788208443671465,3949,0.0023309404496103525,,,,,
12,0.0017327851383015513,3999,0.0020252882968634367,,,,,
12,0.0015175651060417295,4049,0.0012724106200039387,,,,,
12,,4055,,0.7670999765396118,0.7724999785423279,,,
12,,4055,,,,0.7853565812110901,0.8052999973297119,0.7869340777397156
13,0.001190041657537222,4099,0.0005879563977941871,,,,,
13,0.000991029548458755,4149,0.0012446969049051404,,,,,
13,0.0013200559187680483,4199,0.0021065203472971916,,,,,
13,0.0011457963846623898,4249,0.0015160863986238837,,,,,
13,0.002925015054643154,4299,0.0016882721101865172,,,,,
13,0.0017714283894747496,4349,0.001677218358963728,,,,,
13,,4367,,0.7723000049591064,0.7775999903678894,,,
13,,4367,,,,0.7886868715286255,0.8075000047683716,0.7942958474159241
14,0.001218471908941865,4399,0.0007255551754496992,,,,,
14,0.0013969336869195104,4449,0.0009083909681066871,,,,,
14,0.0015580145409330726,4499,0.001065920921973884,,,,,
14,0.0024543190374970436,4549,0.0025346584152430296,,,,,
14,0.0013309490168467164,4599,0.0012464101891964674,,,,,
14,0.0010569848818704486,4649,0.0011319097829982638,,,,,
14,,4679,,0.738099992275238,0.7824000120162964,,,
14,,4679,,,,0.7949469089508057,0.7696999907493591,0.7958984375
15,0.0015180562622845173,4699,0.0022807936184108257,,,,,
15,0.001557135721668601,4749,0.0015614274889230728,,,,,
15,0.0002494705549906939,4799,0.00030420711846090853,,,,,
15,0.0010755673283711076,4849,0.0007581799291074276,,,,,
15,0.000599963532295078,4899,0.00031527955434285104,,,,,
