epoch,step,train_loss,train_acc,test_acc
0,49,2.0585825443267822,,
0,99,1.9852051734924316,,
0,149,1.866407871246338,,
0,199,1.733039379119873,,
0,249,1.6761975288391113,,
0,299,1.6257892847061157,,
0,349,1.545966625213623,,
0,389,,0.4074118733406067,0.5256999731063843
1,399,1.6119498014450073,,
1,449,1.458959698677063,,
1,499,1.5243182182312012,,
1,549,1.452393651008606,,
1,599,1.4199200868606567,,
1,649,1.5125237703323364,,
1,699,1.444179892539978,,
1,749,1.3637793064117432,,
1,779,,0.5867587924003601,0.6110000014305115
2,799,1.3993059396743774,,
2,849,1.2363004684448242,,
2,899,1.290285587310791,,
2,949,1.3423092365264893,,
2,999,1.2960585355758667,,
2,1049,1.24288010597229,,
2,1099,1.2405651807785034,,
2,1149,1.197900414466858,,
2,1169,,0.6786458492279053,0.5871999859809875
3,1199,1.1986020803451538,,
3,1249,1.1398035287857056,,
3,1299,1.1167304515838623,,
3,1349,1.0759427547454834,,
3,1399,1.033257007598877,,
3,1449,1.1202027797698975,,
3,1499,1.05265212059021,,
3,1549,1.0316721200942993,,
3,1559,,0.7377203702926636,0.7131999731063843
4,1599,0.942717969417572,,
4,1649,1.0475258827209473,,
4,1699,1.0247650146484375,,
4,1749,1.120376706123352,,
4,1799,1.0301545858383179,,
4,1849,0.8667705059051514,,
4,1899,1.1164342164993286,,
4,1949,1.0145124197006226,,
4,1949,,0.7700921297073364,0.7645999789237976
5,1999,0.9670441150665283,,
5,2049,1.003671646118164,,
5,2099,1.0085643529891968,,
5,2149,0.8244425654411316,,
5,2199,0.8761690258979797,,
5,2249,0.9254785180091858,,
5,2299,0.8613587021827698,,
5,2339,,0.7957732081413269,0.770799994468689
6,2349,0.9025684595108032,,
6,2399,0.8148494958877563,,
6,2449,0.9087775945663452,,
6,2499,0.9267684817314148,,
6,2549,0.8797902464866638,,
6,2599,0.8968483209609985,,
6,2649,0.8430286049842834,,
6,2699,0.8726556897163391,,
6,2729,,0.8137419819831848,0.7954000234603882
7,2749,0.7155796885490417,,
7,2799,0.7818555235862732,,
7,2849,0.9054269194602966,,
7,2899,0.7168284058570862,,
7,2949,0.9055748581886292,,
7,2999,0.8979634046554565,,
7,3049,0.8588208556175232,,
7,3099,0.9578662514686584,,
7,3119,,0.8300080299377441,0.8251000046730042
8,3149,0.7590718269348145,,
8,3199,0.7377325296401978,,
8,3249,0.767763078212738,,
8,3299,0.8115937113761902,,
8,3349,0.6365407705307007,,
8,3399,0.8230606913566589,,
8,3449,0.8394868969917297,,
8,3499,0.849201500415802,,
8,3509,,0.8412660360336304,0.8101999759674072
9,3549,0.7726306319236755,,
9,3599,0.6097030639648438,,
9,3649,0.6018876433372498,,
9,3699,0.7249458432197571,,
9,3749,0.7094703316688538,,
9,3799,0.5907312631607056,,
9,3849,0.7280243039131165,,
9,3899,0.603082537651062,,
9,3899,,0.8546274304389954,0.8295999765396118
10,3949,0.6851561665534973,,
10,3999,0.6438878774642944,,
10,4049,0.6278936862945557,,
10,4099,0.6793456673622131,,
10,4149,0.6690786480903625,,
10,4199,0.5354017615318298,,
10,4249,0.7989535927772522,,
10,4289,,0.8642027378082275,0.8129000067710876
11,4299,0.7153575420379639,,
11,4349,0.6625446677207947,,
11,4399,0.509545624256134,,
11,4449,0.6164134740829468,,
11,4499,0.6627616286277771,,
11,4549,0.5567857623100281,,
11,4599,0.549217700958252,,
11,4649,0.5302267074584961,,
11,4679,,0.8730568885803223,0.8443999886512756
12,4699,0.5665877461433411,,
12,4749,0.5884650945663452,,
12,4799,0.4885426163673401,,
12,4849,0.571157693862915,,
12,4899,0.6728520393371582,,
12,4949,0.6067476868629456,,
12,4999,0.5842636823654175,,
12,5049,0.47824427485466003,,
12,5069,,0.8808293342590332,0.8080999851226807
13,5099,0.5928003787994385,,
13,5149,0.6057340502738953,,
13,5199,0.5254670977592468,,
13,5249,0.5728645920753479,,
13,5299,0.5882596373558044,,
13,5349,0.5101118683815002,,
13,5399,0.6028017997741699,,
13,5449,0.550966203212738,,
13,5459,,0.8885817527770996,0.8521000146865845
14,5499,0.5406073927879333,,
14,5549,0.5270541906356812,,
14,5599,0.443981796503067,,
14,5649,0.6754564642906189,,
14,5699,0.48535698652267456,,
14,5749,0.5252232551574707,,
14,5799,0.4898042380809784,,
14,5849,0.47579896450042725,,
14,5849,,0.8945512771606445,0.85589998960495
15,5899,0.514474630355835,,
15,5949,0.4400566518306732,,
15,5999,0.5292310118675232,,
15,6049,0.5349006056785583,,
15,6099,0.5040205121040344,,
15,6149,0.4712313413619995,,
15,6199,0.4562746286392212,,
15,6239,,0.9003205299377441,0.8597999811172485
16,6249,0.3772881329059601,,
16,6299,0.5468751788139343,,
16,6349,0.4641876220703125,,
16,6399,0.4855690002441406,,
16,6449,0.4728553891181946,,
16,6499,0.3869366943836212,,
16,6549,0.37527674436569214,,
16,6599,0.5029969811439514,,
16,6629,,0.9060096144676208,0.8626000285148621
17,6649,0.4012077748775482,,
17,6699,0.47870075702667236,,
17,6749,0.3181280195713043,,
17,6799,0.3772042393684387,,
17,6849,0.4802674949169159,,
17,6899,0.4916352927684784,,
17,6949,0.5127549171447754,,
17,6999,0.4176558554172516,,
17,7019,,0.9097555875778198,0.8770999908447266
18,7049,0.47210660576820374,,
18,7099,0.3762587606906891,,
18,7149,0.37804749608039856,,
18,7199,0.44587773084640503,,
18,7249,0.3678387403488159,,
18,7299,0.475897878408432,,
18,7349,0.3692986071109772,,
18,7399,0.4333474636077881,,
18,7409,,0.9150640964508057,0.8652999997138977
19,7449,0.34620752930641174,,
19,7499,0.37191957235336304,,
19,7549,0.4065973460674286,,
19,7599,0.4117662012577057,,
19,7649,0.31480392813682556,,
19,7699,0.33162179589271545,,
19,7749,0.3769020438194275,,
19,7799,0.5600147247314453,,
19,7799,,0.9195713400840759,0.8680999875068665
20,7849,0.48604726791381836,,
20,7899,0.3522295355796814,,
20,7949,0.3219689428806305,,
20,7999,0.38675716519355774,,
20,8049,0.4631674587726593,,
20,8099,0.3457828164100647,,
20,8149,0.3924202620983124,,
20,8189,,0.9244591593742371,0.8813999891281128
21,8199,0.3271433711051941,,
21,8249,0.3688015043735504,,
21,8299,0.3220019042491913,,
21,8349,0.3671638071537018,,
21,8399,0.3039769232273102,,
21,8449,0.33782699704170227,,
21,8499,0.36600980162620544,,
21,8549,0.46028733253479004,,
21,8579,,0.9273236989974976,0.8813999891281128
22,8599,0.32647889852523804,,
22,8649,0.4056193232536316,,
22,8699,0.38577553629875183,,
22,8749,0.35048049688339233,,
22,8799,0.41271844506263733,,
22,8849,0.3767561614513397,,
22,8899,0.3688979148864746,,
22,8949,0.3551202714443207,,
22,8969,,0.9310095906257629,0.8852999806404114
23,8999,0.3927401006221771,,
23,9049,0.2608741819858551,,
23,9099,0.29643478989601135,,
23,9149,0.33715230226516724,,
23,9199,0.40408942103385925,,
23,9249,0.28939664363861084,,
23,9299,0.399508535861969,,
23,9349,0.3128516972064972,,
23,9359,,0.9340544939041138,0.894599974155426
24,9399,0.2952922284603119,,
24,9449,0.32832586765289307,,
24,9499,0.34305527806282043,,
24,9549,0.22848112881183624,,
24,9599,0.2957846224308014,,
24,9649,0.29481080174446106,,
24,9699,0.279284805059433,,
24,9749,0.27702462673187256,,
24,9749,,0.9381811022758484,0.8805000185966492
25,9799,0.29267364740371704,,
25,9849,0.32330963015556335,,
25,9899,0.32282158732414246,,
25,9949,0.23607733845710754,,
25,9999,0.3030334711074829,,
25,10049,0.33301568031311035,,
25,10099,0.3032646179199219,,
25,10139,,0.9408653974533081,0.8873999714851379
26,10149,0.3207094669342041,,
26,10199,0.27153652906417847,,
26,10249,0.2791736423969269,,
26,10299,0.2629386782646179,,
26,10349,0.20652037858963013,,
26,10399,0.3018706738948822,,
26,10449,0.27246761322021484,,
26,10499,0.3814185559749603,,
26,10529,,0.9453325271606445,0.8952000141143799
27,10549,0.21646255254745483,,
27,10599,0.2630797028541565,,
27,10649,0.22350384294986725,,
27,10699,0.3329373896121979,,
27,10749,0.18828286230564117,,
27,10799,0.21049755811691284,,
27,10849,0.22423185408115387,,
27,10899,0.3128671646118164,,
27,10919,,0.9458333253860474,0.8847000002861023
28,10949,0.2226957231760025,,
28,10999,0.2852761447429657,,
28,11049,0.40370404720306396,,
28,11099,0.2424018830060959,,
28,11149,0.33049553632736206,,
28,11199,0.26616600155830383,,
28,11249,0.2981097102165222,,
28,11299,0.25403890013694763,,
28,11309,,0.9452724456787109,0.9049999713897705
29,11349,0.23157232999801636,,
29,11399,0.22216950356960297,,
29,11449,0.3338843584060669,,
29,11499,0.27196207642555237,,
29,11549,0.24539485573768616,,
29,11599,0.257053017616272,,
29,11649,0.19268803298473358,,
29,11699,0.1816938817501068,,
29,11699,,0.950120210647583,0.8873000144958496
30,11749,0.28702667355537415,,
30,11799,0.1897696703672409,,
30,11849,0.23987740278244019,,
30,11899,0.18582578003406525,,
30,11949,0.19190697371959686,,
30,11999,0.1829065978527069,,
30,12049,0.22923772037029266,,
30,12089,,0.970232367515564,0.9208999872207642
31,12099,0.2014724314212799,,
31,12149,0.26654765009880066,,
31,12199,0.17140646278858185,,
31,12249,0.17610186338424683,,
31,12299,0.22332628071308136,,
31,12349,0.1812015324831009,,
31,12399,0.18101321160793304,,
31,12449,0.1443842500448227,,
31,12479,,0.9769030213356018,0.9243000149726868
32,12499,0.23813855648040771,,
32,12549,0.13890321552753448,,
32,12599,0.15597745776176453,,
32,12649,0.168927401304245,,
32,12699,0.1600053906440735,,
32,12749,0.14871913194656372,,
32,12799,0.15869492292404175,,
32,12849,0.18724748492240906,,
32,12869,,0.979567289352417,0.9223999977111816
33,12899,0.1625167578458786,,
33,12949,0.19426687061786652,,
33,12999,0.1709110140800476,,
33,13049,0.13899727165699005,,
33,13099,0.21155418455600739,,
33,13149,0.15699638426303864,,
33,13199,0.16615277528762817,,
33,13249,0.22740484774112701,,
33,13259,,0.9811097979545593,0.92330002784729
34,13299,0.13230541348457336,,
34,13349,0.19312940537929535,,
34,13399,0.18176287412643433,,
34,13449,0.22550641000270844,,
34,13499,0.17750990390777588,,
34,13549,0.20158810913562775,,
