epoch,step,train_loss,test_acc,train_acc,mix_match_loss
0,49,2.017305374145508,,,
0,99,1.8699809312820435,,,
0,149,1.6491801738739014,,,
0,199,1.7519659996032715,,,
0,249,1.6395435333251953,,,
0,299,1.7538965940475464,,,
0,349,1.759846568107605,,,
0,389,,0.4699000120162964,0.3497996926307678,
1,399,1.790923833847046,,,
1,449,1.5620901584625244,,,
1,499,1.5020520687103271,,,
1,549,1.5787452459335327,,,
1,599,1.5065683126449585,,,
1,649,1.4391260147094727,,,
1,699,1.4299814701080322,,,
1,749,1.3326359987258911,,,
1,779,,0.6313999891281128,0.49028444290161133,
2,799,1.274511694908142,,,
2,849,1.2807846069335938,,,
2,899,1.3548998832702637,,,
2,949,1.4001842737197876,,,
2,999,1.0761492252349854,,,
2,1049,1.6485761404037476,,,
2,1099,1.3734791278839111,,,
2,1149,1.2536170482635498,,,
2,1169,,0.6395999789237976,0.5734975934028625,
3,1199,1.1037280559539795,,,
3,1249,1.0231140851974487,,,
3,1299,1.2924128770828247,,,
3,1349,1.359517216682434,,,
3,1399,1.0496306419372559,,,
3,1449,1.1100772619247437,,,
3,1499,1.2321860790252686,,,
3,1549,1.3117270469665527,,,
3,1559,,0.6718999743461609,0.6226562261581421,
4,1599,0.9056052565574646,,,
4,1649,1.1486886739730835,,,
4,1699,1.3420311212539673,,,
4,1749,1.1827318668365479,,,
4,1799,0.9887703061103821,,,
4,1849,1.181485652923584,,,
4,1899,1.3161101341247559,,,
4,1949,1.1449323892593384,,,
4,1949,,0.7240999937057495,0.6521033644676208,
5,1999,1.007943868637085,,,
5,2049,1.1824737787246704,,,
5,2099,1.0581767559051514,,,
5,2149,1.1298385858535767,,,
5,2199,1.1967418193817139,,,
5,2249,1.0211007595062256,,,
5,2299,1.119804859161377,,,
5,2339,,0.7591000199317932,0.6759615540504456,
6,2349,1.1034780740737915,,,
6,2399,1.0339102745056152,,,
6,2449,1.022720456123352,,,
6,2499,1.1048099994659424,,,
6,2549,1.1268725395202637,,,
6,2599,0.8902668952941895,,,
6,2649,0.9577237367630005,,,
6,2699,1.0605878829956055,,,
6,2729,,0.7498000264167786,0.690504789352417,
7,2749,1.1478387117385864,,,
7,2799,0.9363272786140442,,,
7,2849,1.1327180862426758,,,
7,2899,1.0137873888015747,,,
7,2949,1.0058764219284058,,,
7,2999,1.1463497877120972,,,
7,3049,0.9994847178459167,,,
7,3099,1.2186108827590942,,,
7,3119,,0.7840999960899353,0.7020833492279053,
8,3149,0.8634117245674133,,,
8,3199,1.0194904804229736,,,
8,3249,1.1928449869155884,,,
8,3299,0.9425035715103149,,,
8,3349,0.9064172506332397,,,
8,3399,1.0732645988464355,,,
8,3449,1.0553086996078491,,,
8,3499,0.9611208438873291,,,
8,3509,,0.8030999898910522,0.7144631147384644,
9,3549,1.0203455686569214,,,
9,3599,0.9242677092552185,,,
9,3649,0.9339631795883179,,,
9,3699,1.1137326955795288,,,
9,3749,0.9609758257865906,,,
9,3799,0.8641001582145691,,,
9,3849,1.0280762910842896,,,
9,3899,1.0162168741226196,,,
9,3899,,0.7879999876022339,0.7212940454483032,
10,3949,1.0604945421218872,,,
10,3999,0.8441897630691528,,,
10,4049,0.8985833525657654,,,
10,4099,0.8709890246391296,,,
10,4149,0.9450948238372803,,,
10,4199,0.8649908900260925,,,
10,4249,1.144369125366211,,,
10,4289,,0.7825999855995178,0.7276442050933838,
11,4299,0.992533802986145,,,
11,4349,0.9188137650489807,,,
11,4399,0.9275901317596436,,,
11,4449,0.9052860736846924,,,
11,4499,0.9146974682807922,,,
11,4549,0.7105960845947266,,,
11,4599,0.9567333459854126,,,
11,4649,1.1923985481262207,,,
11,4679,,0.7885000109672546,0.732111394405365,
12,4699,0.9685549736022949,,,
12,4749,1.1473474502563477,,,
12,4799,0.9056469202041626,,,
12,4849,0.9000030159950256,,,
12,4899,1.1063605546951294,,,
12,4949,0.9980438947677612,,,
12,4999,0.9536305069923401,,,
12,5049,0.9074689149856567,,,
12,5069,,0.7867000102996826,0.7377403974533081,
13,5099,0.8079959154129028,,,
13,5149,0.9015356302261353,,,
13,5199,0.9533453583717346,,,
13,5249,0.9962947964668274,,,
13,5299,0.7457894682884216,,,
13,5349,0.8763542771339417,,,
13,5399,0.936774730682373,,,
13,5449,1.0259307622909546,,,
13,5459,,0.8039000034332275,0.743048906326294,
14,5499,0.8501482605934143,,,
14,5549,0.7278109192848206,,,
14,5599,0.983659029006958,,,
14,5649,0.7894731760025024,,,
14,5699,0.8810620307922363,,,
14,5749,0.8029815554618835,,,
14,5799,0.8704269528388977,,,
14,5849,0.9024301767349243,,,
14,5849,,0.8009999990463257,0.7480168342590332,
15,5899,0.9375969171524048,,,
15,5949,0.9354198575019836,,,
15,5999,0.7956249117851257,,,
15,6049,0.9726918339729309,,,
15,6099,0.7149298787117004,,,
15,6149,0.8318038582801819,,,
15,6199,1.094569444656372,,,
15,6239,,0.8337000012397766,0.7514423131942749,
16,6249,0.6644690036773682,,,
16,6299,0.8936761617660522,,,
16,6349,0.9696856737136841,,,
16,6399,0.92966228723526,,,
16,6449,0.7349055409431458,,,
16,6499,1.063515305519104,,,
16,6549,1.2533271312713623,,,
16,6599,0.8878475427627563,,,
16,6629,,0.8212000131607056,0.7545071840286255,
17,6649,0.72259920835495,,,
17,6699,0.8324102163314819,,,
17,6749,0.8093226552009583,,,
17,6799,0.8298635482788086,,,
17,6849,0.7902143001556396,,,
17,6899,0.9548774361610413,,,
17,6949,0.9007787108421326,,,
17,6999,0.9044109582901001,,,
17,7019,,0.8361999988555908,0.7595753073692322,
18,7049,0.9553535580635071,,,
18,7099,0.6774439215660095,,,
18,7149,0.8595788478851318,,,
18,7199,0.8488500118255615,,,
18,7249,0.785655677318573,,,
18,7299,0.8597097396850586,,,
18,7349,0.9108346700668335,,,
18,7399,0.822592556476593,,,
18,7409,,0.8363999724388123,0.7609174847602844,
19,7449,1.0243208408355713,,,
19,7499,1.0531203746795654,,,
19,7549,0.8943503499031067,,,
19,7599,0.8306634426116943,,,
19,7649,0.7861350774765015,,,
19,7699,0.8447955846786499,,,
19,7749,0.7635230422019958,,,
19,7799,0.6706764101982117,,,
19,7799,,0.8144999742507935,0.7648637890815735,
20,7849,,,,2.132657051086426
20,7899,,,,1.8482352495193481
20,7949,,,,1.521903395652771
20,7999,,,,1.6678659915924072
20,8049,,,,1.6853336095809937
20,8099,,,,1.5759109258651733
20,8149,,,,1.2382774353027344
20,8198,1.0659656524658203,0.7649999856948853,0.7488261461257935,
21,8199,,,,1.606869101524353
21,8249,,,,1.5983648300170898
21,8299,,,,1.6301555633544922
21,8349,,,,1.5999943017959595
21,8399,,,,1.4965242147445679
21,8449,,,,1.610630750656128
21,8499,,,,1.6362885236740112
21,8549,,,,1.4161982536315918
21,8598,,0.786300003528595,,
22,8599,,,,1.481039047241211
22,8649,,,,1.5677376985549927
22,8699,,,,1.3973253965377808
22,8749,,,,1.6937388181686401
22,8799,,,,0.9096888303756714
22,8849,,,,1.4368685483932495
22,8899,,,,1.561851978302002
22,8949,,,,1.3989893198013306
22,8995,,0.7946000099182129,,
23,8999,,,,1.6811950206756592
23,9049,,,,1.5335028171539307
23,9099,,,,0.9407274127006531
23,9149,,,,1.1564871072769165
23,9199,,,,1.4900168180465698
23,9249,,,,1.606559157371521
23,9299,,,,1.6657869815826416
23,9349,,,,1.3962953090667725
23,9396,,0.809499979019165,,
24,9399,,,,1.5235373973846436
24,9449,,,,1.4308996200561523
24,9499,,,,1.3934835195541382
