epoch,step,test_acc,train_acc,train_loss
0,49,,,3.7720861434936523
0,99,,,3.1903555393218994
0,149,,,3.3325929641723633
0,199,,,3.3929686546325684
0,249,,,2.7382736206054688
0,299,,,2.69110107421875
0,349,,,2.340611457824707
0,389,0.4471000134944916,0.33399438858032227,
1,399,,,2.677809238433838
1,449,,,2.6749958992004395
1,499,,,2.484121084213257
1,549,,,2.5596487522125244
1,599,,,2.3013596534729004
1,649,,,2.505394458770752
1,699,,,2.1420319080352783
1,749,,,2.139721155166626
1,779,0.5090000033378601,0.48076921701431274,
2,799,,,2.2125864028930664
2,849,,,1.814259648323059
2,899,,,2.218881607055664
2,949,,,2.021193027496338
2,999,,,1.9770253896713257
2,1049,,,1.8016793727874756
2,1099,,,2.100332498550415
2,1149,,,1.5233567953109741
2,1169,0.5907999873161316,0.6031851172447205,
3,1199,,,1.7503681182861328
3,1249,,,1.7293388843536377
3,1299,,,1.4674935340881348
3,1349,,,1.4805725812911987
3,1399,,,1.5939621925354004
3,1449,,,1.298475980758667
3,1499,,,1.555271029472351
3,1549,,,1.0502746105194092
3,1559,0.6808000206947327,0.6859174966812134,
4,1599,,,1.5164978504180908
4,1649,,,1.1553146839141846
4,1699,,,1.1692286729812622
4,1749,,,1.4760973453521729
4,1799,,,0.9964293837547302
4,1849,,,1.1357859373092651
4,1899,,,0.9849563241004944
4,1949,,,0.9623716473579407
4,1949,0.7662000060081482,0.7432892918586731,
5,1999,,,1.0657382011413574
5,2049,,,0.900905191898346
5,2099,,,1.06825590133667
5,2149,,,0.8910439014434814
5,2199,,,1.0704407691955566
5,2249,,,1.0786281824111938
5,2299,,,1.0468640327453613
5,2339,0.7681000232696533,0.7810696959495544,
6,2349,,,0.8856256604194641
6,2399,,,1.201308250427246
6,2449,,,1.1540359258651733
6,2499,,,0.8797242641448975
6,2549,,,1.1611130237579346
6,2599,,,0.9872735142707825
6,2649,,,0.8669299483299255
6,2699,,,0.981268048286438
6,2729,0.7831000089645386,0.8059695363044739,
7,2749,,,0.9940042495727539
7,2799,,,1.2320605516433716
7,2849,,,0.8596872091293335
7,2899,,,0.8527921438217163
7,2949,,,0.9371983408927917
7,2999,,,0.8828120231628418
7,3049,,,1.052886724472046
7,3099,,,0.833943247795105
7,3119,0.8190000057220459,0.8252604007720947,
8,3149,,,0.7407762408256531
8,3199,,,0.5873294472694397
8,3249,,,0.6888524889945984
8,3299,,,0.7451931238174438
8,3349,,,0.6560913324356079
8,3399,,,0.7368549704551697
8,3449,,,0.6456663608551025
8,3499,,,0.8628263473510742
8,3509,0.8191999793052673,0.8415464758872986,
9,3549,,,0.5127928256988525
9,3599,,,0.678368091583252
9,3649,,,0.7565379738807678
9,3699,,,0.6853095889091492
9,3749,,,0.5604956150054932
9,3799,,,0.8697682619094849
9,3849,,,0.5250767469406128
9,3899,,,0.4100329875946045
9,3899,0.8302000164985657,0.8548477292060852,
10,3949,,,0.547740638256073
10,3999,,,0.7161197662353516
10,4049,,,0.5081002712249756
10,4099,,,0.6464376449584961
10,4149,,,0.6674505472183228
10,4199,,,0.7470311522483826
10,4249,,,0.6574683785438538
10,4289,0.8215000033378601,0.8643629550933838,
11,4299,,,0.6539530754089355
11,4349,,,0.6669453382492065
11,4399,,,0.5667222738265991
11,4449,,,0.4446377158164978
11,4499,,,0.7211604714393616
11,4549,,,0.7032562494277954
11,4599,,,0.32026681303977966
11,4649,,,0.4948071241378784
11,4679,0.8475000262260437,0.8712940812110901,
12,4699,,,0.5919123888015747
12,4749,,,0.42648154497146606
12,4799,,,0.3523232936859131
12,4849,,,0.6014374494552612
12,4899,,,0.7258638143539429
12,4949,,,0.4222729802131653
12,4999,,,0.16713500022888184
12,5049,,,0.4990640878677368
12,5069,0.8564000129699707,0.880548894405365,
13,5099,,,0.3839191496372223
13,5149,,,0.8229036331176758
13,5199,,,0.4191741943359375
13,5249,,,0.3351161479949951
13,5299,,,0.5777344703674316
13,5349,,,0.38302934169769287
13,5399,,,0.40202653408050537
13,5449,,,0.5649095177650452
13,5459,0.8514000177383423,0.8866987228393555,
14,5499,,,0.4042130708694458
14,5549,,,0.37032249569892883
14,5599,,,0.4929313063621521
14,5649,,,0.43393391370773315
14,5699,,,0.39767375588417053
14,5749,,,0.442382276058197
14,5799,,,0.3847000300884247
14,5849,,,0.4201488494873047
14,5849,0.8640999794006348,0.8902644515037537,
15,5899,,,0.4302143454551697
15,5949,,,0.3189966678619385
15,5999,,,0.4235827326774597
15,6049,,,0.5013441443443298
15,6099,,,0.4774734079837799
15,6149,,,0.44624435901641846
15,6199,,,0.4498119354248047
15,6239,0.8634999990463257,0.8988181352615356,
16,6249,,,0.3742975890636444
16,6299,,,0.3540184795856476
16,6349,,,0.4605456590652466
16,6399,,,0.2253606915473938
16,6449,,,0.3843865990638733
16,6499,,,0.29143473505973816
16,6549,,,0.2566145062446594
16,6599,,,0.32982397079467773
16,6629,0.8539999723434448,0.9030248522758484,
17,6649,,,0.5315471887588501
17,6699,,,0.3280138671398163
17,6749,,,0.4594741761684418
17,6799,,,0.29786843061447144
17,6849,,,0.5351811647415161
17,6899,,,0.34951090812683105
17,6949,,,0.3471902012825012
17,6999,,,0.3213326632976532
17,7019,0.8761000037193298,0.905508816242218,
18,7049,,,0.32579275965690613
18,7099,,,0.4612804353237152
18,7149,,,0.3395560681819916
18,7199,,,0.537045955657959
18,7249,,,0.3368428945541382
18,7299,,,0.46741199493408203
18,7349,,,0.3039291203022003
18,7399,,,0.28578606247901917
18,7409,0.8766999840736389,0.9052484035491943,
19,7449,,,0.17259609699249268
19,7499,,,0.5638925433158875
19,7549,,,0.2714387774467468
19,7599,,,0.18132111430168152
19,7649,,,0.22839275002479553
19,7699,,,0.4100476801395416
19,7749,,,0.44439807534217834
19,7799,,,0.4250062108039856
19,7799,0.8669000267982483,0.9116986989974976,
20,7849,,,0.17577730119228363
20,7899,,,0.2722375988960266
20,7949,,,0.30368271470069885
20,7999,,,0.2609217166900635
20,8049,,,0.21983776986598969
20,8099,,,0.3554919958114624
20,8149,,,0.3526446521282196
20,8189,0.8694000244140625,0.9145032167434692,
21,8199,,,0.2702361047267914
21,8249,,,0.3054986596107483
21,8299,,,0.13720384240150452
21,8349,,,0.3797563314437866
21,8399,,,0.3525221347808838
21,8449,,,0.37228935956954956
21,8499,,,0.48164814710617065
21,8549,,,0.28584086894989014
21,8579,0.8751000165939331,0.9155648946762085,
22,8599,,,0.24573810398578644
22,8649,,,0.38910529017448425
22,8699,,,0.2925850749015808
22,8749,,,0.2554455101490021
22,8799,,,0.2971191108226776
22,8849,,,0.23610761761665344
22,8899,,,0.25922977924346924
22,8949,,,0.2756781578063965
22,8969,0.8763999938964844,0.9180088043212891,
23,8999,,,0.22247637808322906
23,9049,,,0.33617913722991943
23,9099,,,0.419989675283432
23,9149,,,0.17005306482315063
23,9199,,,0.24744027853012085
23,9249,,,0.2618796229362488
23,9299,,,0.1911533772945404
23,9349,,,0.30257973074913025
23,9359,0.8675000071525574,0.9198517799377441,
24,9399,,,0.14649958908557892
24,9449,,,0.4397861361503601
24,9499,,,0.1967950165271759
24,9549,,,0.3396577835083008
24,9599,,,0.17986401915550232
24,9649,,,0.2633156478404999
24,9699,,,0.2934894859790802
24,9749,,,0.34502992033958435
24,9749,0.878000020980835,0.9225360751152039,
25,9799,,,0.3108087182044983
25,9849,,,0.36870819330215454
25,9899,,,0.30593159794807434
25,9949,,,0.37983134388923645
25,9999,,,0.18356528878211975
25,10049,,,0.4268537759780884
25,10099,,,0.32684916257858276
25,10139,0.8873999714851379,0.9212339520454407,
26,10149,,,0.19893069565296173
26,10199,,,0.2553020119667053
26,10249,,,0.20902322232723236
26,10299,,,0.24824324250221252
26,10349,,,0.1982855498790741
26,10399,,,0.1685662865638733
26,10449,,,0.1973152905702591
26,10499,,,0.4212988615036011
26,10529,0.8801000118255615,0.9244190454483032,
27,10549,,,0.22318097949028015
27,10599,,,0.1301855593919754
27,10649,,,0.22933514416217804
27,10699,,,0.21022476255893707
27,10749,,,0.18106341361999512
27,10799,,,0.1909356415271759
27,10849,,,0.31142657995224
27,10899,,,0.16622254252433777
27,10919,0.8867999911308289,0.9251602292060852,
28,10949,,,0.25487884879112244
28,10999,,,0.22089745104312897
28,11049,,,0.28622332215309143
28,11099,,,0.23629732429981232
28,11149,,,0.37368541955947876
28,11199,,,0.1759394258260727
28,11249,,,0.14108283817768097
28,11299,,,0.418052613735199
28,11309,0.8859000205993652,0.9285256266593933,
29,11349,,,0.2076520174741745
29,11399,,,0.23925861716270447
29,11449,,,0.23263561725616455
29,11499,,,0.10637939721345901
29,11549,,,0.3262518644332886
29,11599,,,0.24466264247894287
29,11649,,,0.4110558331012726
29,11699,,,0.32298940420150757
29,11699,0.8853999972343445,0.9242187738418579,
30,11749,,,0.20728859305381775
30,11799,,,0.16744942963123322
30,11849,,,0.3106863498687744
30,11899,,,0.2005307376384735
30,11949,,,0.21497008204460144
30,11999,,,0.31770429015159607
30,12049,,,0.32035261392593384
30,12089,0.8835999965667725,0.9284655451774597,
31,12099,,,0.17322880029678345
31,12149,,,0.15317849814891815
31,12199,,,0.15382978320121765
31,12249,,,0.2316606044769287
31,12299,,,0.19225263595581055
31,12349,,,0.2580019533634186
31,12399,,,0.1645689606666565
31,12449,,,0.1551603525876999
31,12479,0.8942000269889832,0.9323517680168152,
32,12499,,,0.28660809993743896
32,12549,,,0.21530960500240326
32,12599,,,0.2272941768169403
32,12649,,,0.30465686321258545
32,12699,,,0.22070950269699097
32,12749,,,0.12833374738693237
32,12799,,,0.2825052738189697
32,12849,,,0.30629271268844604
32,12869,0.890500009059906,0.9298076629638672,
33,12899,,,0.2865397334098816
33,12949,,,0.09152321517467499
33,12999,,,0.3186434805393219
33,13049,,,0.06925754994153976
33,13099,,,0.1636069416999817
33,13149,,,0.2710433602333069
33,13199,,,0.18859189748764038
33,13249,,,0.21854503452777863
33,13259,0.8853999972343445,0.9307692050933838,
34,13299,,,0.12966373562812805
34,13349,,,0.25838199257850647
34,13399,,,0.2179485261440277
34,13449,,,0.1544458568096161
34,13499,,,0.17219072580337524
34,13549,,,0.38421696424484253
34,13599,,,0.19003644585609436
34,13649,,,0.2807205319404602
34,13649,0.89410001039505,0.9311898946762085,
35,13699,,,0.14857247471809387
35,13749,,,0.33952343463897705
35,13799,,,0.1413591057062149
35,13849,,,0.1968006044626236
35,13899,,,0.1989852786064148
35,13949,,,0.16298548877239227
35,13999,,,0.23372691869735718
35,14039,0.8901000022888184,0.9298678040504456,
36,14049,,,0.13922856748104095
36,14099,,,0.33714884519577026
36,14149,,,0.21819698810577393
36,14199,,,0.2113204002380371
36,14249,,,0.14032772183418274
36,14299,,,0.274095356464386
36,14349,,,0.27128225564956665
36,14399,,,0.2782003581523895
36,14429,0.8974000215530396,0.9308894276618958,
37,14449,,,0.2467413693666458
37,14499,,,0.15210285782814026
37,14549,,,0.15664760768413544
37,14599,,,0.20490002632141113
37,14649,,,0.1541675329208374
37,14699,,,0.16862186789512634
37,14749,,,0.19334162771701813
37,14799,,,0.23053514957427979
37,14819,0.8992999792098999,0.9341145753860474,
38,14849,,,0.1360774040222168
38,14899,,,0.3269551396369934
38,14949,,,0.14388173818588257
38,14999,,,0.34810671210289
38,15049,,,0.08548961579799652
38,15099,,,0.18709735572338104
38,15149,,,0.21289166808128357
38,15199,,,0.167494997382164
38,15209,0.8932999968528748,0.9325721263885498,
39,15249,,,0.20465588569641113
39,15299,,,0.2297224998474121
39,15349,,,0.2506769001483917
39,15399,,,0.2242007702589035
39,15449,,,0.19338490068912506
39,15499,,,0.10957974195480347
39,15549,,,0.17070269584655762
39,15599,,,0.20733094215393066
39,15599,0.8978000283241272,0.9322716593742371,
40,15649,,,0.2050555795431137
40,15699,,,0.1548505425453186
40,15749,,,0.17339438199996948
40,15799,,,0.12483220547437668
40,15849,,,0.14844077825546265
40,15899,,,0.12037159502506256
40,15949,,,0.12788265943527222
40,15989,0.9229000210762024,0.9533653855323792,
41,15999,,,0.08576087653636932
41,16049,,,0.1464851349592209
41,16099,,,0.07605267316102982
41,16149,,,0.1248583197593689
41,16199,,,0.14274096488952637
41,16249,,,0.1359456330537796
41,16299,,,0.0632905513048172
41,16349,,,0.1287403106689453
41,16379,0.9254000186920166,0.9597956538200378,
42,16399,,,0.13906291127204895
42,16449,,,0.10349132120609283
42,16499,,,0.07655248045921326
42,16549,,,0.08300843834877014
42,16599,,,0.08634401112794876
42,16649,,,0.11357792466878891
42,16699,,,0.08666157722473145
42,16749,,,0.10101392865180969
42,16769,0.9276999831199646,0.9628405570983887,
43,16799,,,0.12094871699810028
43,16849,,,0.07779008895158768
43,16899,,,0.09887274354696274
43,16949,,,0.0737268477678299
43,16999,,,0.14063182473182678
43,17049,,,0.09038164466619492
43,17099,,,0.09803018718957901
43,17149,,,0.11883154511451721
43,17159,0.9282000064849854,0.9637019038200378,
44,17199,,,0.13510410487651825
44,17249,,,0.05763119459152222
44,17299,,,0.10261023044586182
44,17349,,,0.04686623811721802
44,17399,,,0.0977272167801857
44,17449,,,0.16295211017131805
44,17499,,,0.08293494582176208
44,17549,,,0.05751708894968033
44,17549,0.9291999936103821,0.9656049609184265,
45,17599,,,0.0929485633969307
45,17649,,,0.13099850714206696
45,17699,,,0.08108364045619965
45,17749,,,0.0413990244269371
45,17799,,,0.06687790155410767
45,17849,,,0.1160125881433487
45,17899,,,0.08508577942848206
45,17939,0.9301000237464905,0.9675280451774597,
46,17949,,,0.08399881422519684
46,17999,,,0.08900158852338791
46,18049,,,0.0963096171617508
46,18099,,,0.08966384828090668
46,18149,,,0.053328532725572586
46,18199,,,0.1583673655986786
46,18249,,,0.09153541177511215
46,18299,,,0.0403558574616909
46,18329,0.9302999973297119,0.9687299728393555,
47,18349,,,0.09170270711183548
47,18399,,,0.0995103269815445
47,18449,,,0.09631866216659546
47,18499,,,0.11696748435497284
47,18549,,,0.10896704345941544
47,18599,,,0.09667614102363586
47,18649,,,0.11105547845363617
47,18699,,,0.06440779566764832
47,18719,0.9304999709129333,0.9688501358032227,
48,18749,,,0.12086322158575058
48,18799,,,0.1101340502500534
48,18849,,,0.1012260764837265
48,18899,,,0.1427791714668274
48,18949,,,0.07930905371904373
48,18999,,,0.07167944312095642
48,19049,,,0.20184507966041565
48,19099,,,0.08884619176387787
48,19109,0.9323999881744385,0.9701122045516968,
49,19149,,,0.1212378516793251
49,19199,,,0.15674734115600586
49,19249,,,0.06648581475019455
49,19299,,,0.10823646932840347
49,19349,,,0.08667276799678802
49,19399,,,0.06737960875034332
49,19449,,,0.07425963878631592
49,19499,,,0.07356372475624084
49,19499,0.932699978351593,0.9710937738418579,
50,19549,,,0.08314467966556549
