step,train_loss,epoch,val_acc,val_loss,train_acc,test_acc
49,2.405341863632202,0,,,,
99,3.1545262336730957,0,,,,
149,2.7229220867156982,0,,,,
199,2.4374334812164307,0,,,,
249,2.2076830863952637,0,,,,
299,2.1353518962860107,0,,,,
311,,0,0.2619999945163727,16.69161033630371,,
311,,0,,,0.16481369733810425,0.10452926903963089
349,2.2061290740966797,1,,,,
399,2.1965489387512207,1,,,,
449,2.1853463649749756,1,,,,
499,2.1243715286254883,1,,,,
549,1.8802331686019897,1,,,,
599,1.9364995956420898,1,,,,
623,,1,0.28360000252723694,47.3481330871582,,
623,,1,,,0.2573617696762085,0.10452926903963089
649,1.667704701423645,2,,,,
699,2.0142807960510254,2,,,,
749,2.0879480838775635,2,,,,
799,2.0530219078063965,2,,,,
849,2.0101091861724854,2,,,,
899,1.8591035604476929,2,,,,
935,,2,0.3626999855041504,2.558687925338745,,
935,,2,,,0.3057391941547394,0.10452926903963089
949,2.1801950931549072,3,,,,
999,1.7940020561218262,3,,,,
1049,1.8712228536605835,3,,,,
1099,2.0938339233398438,3,,,,
1149,1.9831041097640991,3,,,,
1199,1.8713346719741821,3,,,,
1247,,3,0.34360000491142273,1.8171762228012085,,
1247,,3,,,0.2943209111690521,0.10452926903963089
1249,1.7356611490249634,4,,,,
1299,1.8057098388671875,4,,,,
1349,1.590633749961853,4,,,,
1399,1.8791117668151855,4,,,,
1449,1.772283673286438,4,,,,
1499,1.7706654071807861,4,,,,
1549,1.6087937355041504,4,,,,
1559,,4,0.3986999988555908,1.6851240396499634,,
1559,,4,,,0.35529348254203796,0.10452926903963089
1599,1.6038005352020264,5,,,,
1649,1.772234559059143,5,,,,
1699,1.5592937469482422,5,,,,
1749,1.5341758728027344,5,,,,
1799,1.6287401914596558,5,,,,
1849,1.5468004941940308,5,,,,
1871,,5,0.4278999865055084,1.567304253578186,,
1871,,5,,,0.40387120842933655,0.10452926903963089
1899,1.557440161705017,6,,,,
1949,1.5098117589950562,6,,,,
1999,1.428320288658142,6,,,,
2049,1.4003760814666748,6,,,,
2099,1.6049126386642456,6,,,,
2149,1.4300733804702759,6,,,,
2183,,6,0.5013999938964844,1.4137823581695557,,
2183,,6,,,0.44691506028175354,0.10452926903963089
2199,1.4892269372940063,7,,,,
2249,1.6629847288131714,7,,,,
2299,1.6189155578613281,7,,,,
2349,1.3507329225540161,7,,,,
2399,1.3268338441848755,7,,,,
2449,1.387749195098877,7,,,,
2495,,7,0.512499988079071,1.40778648853302,,
2495,,7,,,0.48452523350715637,0.10452926903963089
2499,1.3641700744628906,8,,,,
2549,1.3653627634048462,8,,,,
2599,1.4409390687942505,8,,,,
2649,1.3147348165512085,8,,,,
2699,1.429053544998169,8,,,,
2749,1.5426867008209229,8,,,,
2799,1.2539875507354736,8,,,,
