epoch,step,train_loss1,train_loss2,val_acc2,val_acc1,test_acc,train_acc2,train_acc1
57,17899,0.0024872147478163242,0.0027489280328154564,,,,,
57,17949,0.0043265968561172485,0.004007977899163961,,,,,
57,17999,0.0024578324519097805,0.002631547162309289,,,,,
57,18049,0.0029910786543041468,0.003764548571780324,,,,,
57,18095,,,0.70660001039505,0.7547000050544739,,,
57,18095,,,,,0.7967000007629395,0.7903895974159241,0.7879607081413269
58,18099,0.0047713532112538815,0.004508025478571653,,,,,
58,18149,0.003363868920132518,0.0033795740455389023,,,,,
58,18199,0.003854096168652177,0.002922228304669261,,,,,
58,18249,0.0031223739497363567,0.0033091555815190077,,,,,
58,18299,0.0029381185304373503,0.003178343875333667,,,,,
58,18349,0.00220128963701427,0.002113418420776725,,,,,
58,18399,0.002894862089306116,0.0023328105453401804,,,,,
58,18407,,,0.734499990940094,0.75,,,
58,18407,,,,,0.7914000153541565,0.7918920516967773,0.7935196161270142
59,18449,0.005040631629526615,0.004012692719697952,,,,,
59,18499,0.0025634323246777058,0.0031646802090108395,,,,,
59,18549,0.003452703822404146,0.003379220375791192,,,,,
59,18599,0.0031171066220849752,0.002418153453618288,,,,,
59,18649,0.005255380645394325,0.004854392260313034,,,,,
59,18699,0.0038568100426346064,0.0038907660637050867,,,,,
59,18719,,,0.7724999785423279,0.7638999819755554,,,
59,18719,,,,,0.8058000206947327,0.7918669581413269,0.7913160920143127
60,18749,0.0021061201114207506,0.0018467297777533531,,,,,
60,18799,0.002031921874731779,0.001895143766887486,,,,,
60,18849,0.0011651646345853806,0.001130687422119081,,,,,
60,18899,0.0018736213678494096,0.0019434012938290834,,,,,
60,18949,0.0016239138785749674,0.0017507423181086779,,,,,
60,18999,0.0014852482127025723,0.0014636332634836435,,,,,
60,19031,,,0.8366000056266785,0.8335000276565552,,,
60,19031,,,,,0.8779000043869019,0.8303785920143127,0.8283753991127014
61,19049,0.002096918411552906,0.0015187541721388698,,,,,
61,19099,0.0013056029565632343,0.0013303414452821016,,,,,
61,19149,0.0014044410781934857,0.00135561462957412,,,,,
61,19199,0.0015485463663935661,0.0015237164916470647,,,,,
61,19249,0.002101015765219927,0.002324560424312949,,,,,
61,19299,0.0012534529669210315,0.0012664895039051771,,,,,
61,19343,,,0.8400999903678894,0.8364999890327454,,,
61,19343,,,,,0.8855999708175659,0.8443259000778198,0.8413962125778198
62,19349,0.0011276575969532132,0.0012837063986808062,,,,,
62,19399,0.0022862001787871122,0.0021979522425681353,,,,,
62,19449,0.001629699720069766,0.0014151856303215027,,,,,
62,19499,0.0012980065075680614,0.0012341508409008384,,,,,
62,19549,0.0013029653346166015,0.0011438647052273154,,,,,
62,19599,0.001276375842280686,0.0011570710921660066,,,,,
62,19649,0.0010273015359416604,0.0010601184330880642,,,,,
62,19655,,,0.8420000076293945,0.8382999897003174,,,
62,19655,,,,,0.887499988079071,0.8487580418586731,0.8475561141967773
63,19699,0.0014931432669982314,0.0011207116767764091,,,,,
63,19749,0.0014829746214672923,0.0013884436339139938,,,,,
63,19799,0.0014136821264401078,0.0015703958924859762,,,,,
63,19849,0.0011952808126807213,0.001124105998314917,,,,,
63,19899,0.0010945635149255395,0.0010187841253355145,,,,,
63,19949,0.0010200469987466931,0.0011561538558453321,,,,,
63,19967,,,0.8450000286102295,0.8411999940872192,,,
63,19967,,,,,0.890500009059906,0.8513872027397156,0.8502354025840759
64,19999,0.0018537406576797366,0.001521446742117405,,,,,
64,20049,0.0013560199877247214,0.001446244539692998,,,,,
64,20099,0.0011608737986534834,0.001120558474212885,,,,,
64,20149,0.0012592169223353267,0.0011403176467865705,,,,,
64,20199,0.0011486515868455172,0.0011382938828319311,,,,,
64,20249,0.0012530236272141337,0.0011254546698182821,,,,,
64,20279,,,0.8432000279426575,0.8410999774932861,,,
64,20279,,,,,0.8903999924659729,0.8534655570983887,0.8511868715286255
65,20299,0.0012046380434185266,0.001151098869740963,,,,,
65,20349,0.0015358796808868647,0.0011210966622456908,,,,,
65,20399,0.0011108710896223783,0.0011284294305369258,,,,,
65,20449,0.0010741461301222444,0.001003668992780149,,,,,
65,20499,0.0011220036540180445,0.001136592822149396,,,,,
65,20549,0.0013373972615227103,0.001359322341158986,,,,,
65,20591,,,0.8443999886512756,0.8425999879837036,,,
65,20591,,,,,0.8932999968528748,0.8527143597602844,0.8528144955635071
66,20599,0.000965743325650692,0.001012667315080762,,,,,
66,20649,0.0010136995697394013,0.0011083323042839766,,,,,
66,20699,0.0013294756645336747,0.0015989136882126331,,,,,
66,20749,0.0011602650629356503,0.0011382777011021972,,,,,
66,20799,0.0012487847125157714,0.0018576880684122443,,,,,
66,20849,0.0010140620870515704,0.0010288595221936703,,,,,
66,20899,0.000975097413174808,0.000998818431980908,,,,,
66,20903,,,0.8468000292778015,0.8445000052452087,,,
66,20903,,,,,0.8952000141143799,0.8556941151618958,0.855393648147583
67,20949,0.0011379875941202044,0.0011116425739601254,,,,,
67,20999,0.0017171321669593453,0.0014774724841117859,,,,,
67,21049,0.0011380728101357818,0.001142997294664383,,,,,
67,21099,0.0013081190409138799,0.0012269971193745732,,,,,
67,21149,0.001007627695798874,0.0010582390241324902,,,,,
67,21199,0.0016759008867666125,0.0015487180789932609,,,,,
67,21215,,,0.840499997138977,0.8407999873161316,,,
67,21215,,,,,0.8881999850273132,0.8562199473381042,0.8566206097602844
68,21249,0.0009505688212811947,0.0009544000495225191,,,,,
68,21299,0.0012161543127149343,0.0012530406238511205,,,,,
68,21349,0.0010430219117552042,0.0010889031691476703,,,,,
68,21399,0.0009442320442758501,0.0009095334680750966,,,,,
68,21449,0.001884853350929916,0.001591622014530003,,,,,
68,21499,0.001113835140131414,0.0009574031573720276,,,,,
68,21527,,,0.8443999886512756,0.8438000082969666,,,
68,21527,,,,,0.8934999704360962,0.8567207455635071,0.857496976852417
69,21549,0.0014309624675661325,0.0014514034846797585,,,,,
69,21599,0.0011623110622167587,0.0010153669863939285,,,,,
69,21649,0.0010070984717458487,0.0009882618905976415,,,,,
69,21699,0.0013690188061445951,0.0012962580658495426,,,,,
69,21749,0.0011395115870982409,0.001231190050020814,,,,,
69,21799,0.0009390120394527912,0.0009726459393277764,,,,,
69,21839,,,0.8439000248908997,0.8396999835968018,,,
69,21839,,,,,0.8847000002861023,0.8577223420143127,0.8579977750778198
70,21849,0.0010477964533492923,0.0009940422605723143,,,,,
70,21899,0.0010075030149891973,0.0009516742429696023,,,,,
70,21949,0.0012258237693458796,0.0012399896513670683,,,,,
70,21999,0.0023914945777505636,0.0023220679722726345,,,,,
70,22049,0.0016146834241226315,0.0017778021283447742,,,,,
70,22099,0.0011164428433403373,0.0011983569711446762,,,,,
70,22149,0.0009481306769885123,0.0010854577412828803,,,,,
70,22151,,,0.8449000120162964,0.8458999991416931,,,
70,22151,,,,,0.895799994468689,0.8592247366905212,0.8575471043586731
71,22199,0.0012618622276932001,0.001103829126805067,,,,,
71,22249,0.0010508067207410932,0.001087246579118073,,,,,
71,22299,0.0013284544693306088,0.0014265337958931923,,,,,
71,22349,0.0010331433732062578,0.0012707615969702601,,,,,
71,22399,0.0009443011367693543,0.0009812616044655442,,,,,
71,22449,0.0012986023211851716,0.0011414632899686694,,,,,
71,22463,,,0.8446999788284302,0.8446999788284302,,,
71,22463,,,,,0.8934999704360962,0.8594250679016113,0.8605018258094788
72,22499,0.0010201608529314399,0.0011327331885695457,,,,,
72,22549,0.0011300317710265517,0.0009573764400556684,,,,,
72,22599,0.001266529317945242,0.0012637597974389791,,,,,
72,22649,0.001231434172950685,0.0012763362610712647,,,,,
72,22699,0.0011348534608259797,0.0010026401141658425,,,,,
72,22749,0.0011012640316039324,0.0011546631576493382,,,,,
72,22775,,,0.847599983215332,0.8482000231742859,,,
72,22775,,,,,0.8955000042915344,0.8590745329856873,0.8586738705635071
73,22799,0.0009886915795505047,0.0010120205115526915,,,,,
73,22849,0.0010461645433679223,0.0011441099923104048,,,,,
73,22899,0.0009979234309867024,0.0010821291944012046,,,,,
73,22949,0.0011287080124020576,0.0012377956882119179,,,,,
73,22999,0.0012829507468268275,0.0013242432614788413,,,,,
73,23049,0.0010595530038699508,0.0010979657527059317,,,,,
73,23087,,,0.8432999849319458,0.8496000170707703,,,
73,23087,,,,,0.8931000232696533,0.8590745329856873,0.8585487008094788
74,23099,0.0013609158340841532,0.0014695677673444152,,,,,
74,23149,0.0009366435697302222,0.0009192355209961534,,,,,
74,23199,0.001520137069746852,0.001492877141572535,,,,,
74,23249,0.0014267073711380363,0.0011449905578047037,,,,,
74,23299,0.0013624033890664577,0.0011436531785875559,,,,,
74,23349,0.0012341025285422802,0.0013889874098822474,,,,,
74,23399,0.0009339496027678251,0.0010219470132142305,,,,,
74,23399,,,0.8475000262260437,0.8456000089645386,,,
74,23399,,,,,0.895799994468689,0.8606520295143127,0.8604767918586731
75,23449,0.001238968805409968,0.001347432262264192,,,,,
75,23499,0.0008965875604189932,0.0009147153468802571,,,,,
75,23549,0.001173491240479052,0.0011088430183008313,,,,,
75,23599,0.0011880876263603568,0.0011801960645243526,,,,,
75,23649,0.0010022028582170606,0.0008589655044488609,,,,,
75,23699,0.0010308740893378854,0.0009952508844435215,,,,,
75,23711,,,0.843500018119812,0.8421000242233276,,,
75,23711,,,,,0.8920000195503235,0.8621043562889099,0.8614783883094788
76,23749,0.0014324787771329284,0.0011594142997637391,,,,,
76,23799,0.0010717399418354034,0.0010374831035733223,,,,,
76,23849,0.00107575545553118,0.0011037025833502412,,,,,
76,23899,0.0009926704224199057,0.0009586933301761746,,,,,
76,23949,0.0010534683242440224,0.0013887276872992516,,,,,
76,23999,0.0009958305163308978,0.0010924777016043663,,,,,
76,24023,,,0.8454999923706055,0.8431000113487244,,,
76,24023,,,,,0.8873000144958496,0.8609524965286255,0.8601762652397156
77,24049,0.0009477413259446621,0.0009321714169345796,,,,,
77,24099,0.0009045281331054866,0.0008943810244090855,,,,,
77,24149,0.0009627507533878088,0.0009682649397291243,,,,,
77,24199,0.0010003156494349241,0.0012519301380962133,,,,,
77,24249,0.0010273514781147242,0.0010939165949821472,,,,,
77,24299,0.0010142906103283167,0.0011248755035921931,,,,,
77,24335,,,0.8406000137329102,0.8447999954223633,,,
77,24335,,,,,0.8888999819755554,0.8614533543586731,0.8610026240348816
78,24349,0.0013227562885731459,0.0015793219208717346,,,,,
78,24399,0.0009534566779620945,0.0009766501607373357,,,,,
78,24449,0.0009114635176956654,0.0009813745273277164,,,,,
78,24499,0.0009677657508291304,0.001001134398393333,,,,,
78,24549,0.0010009394027292728,0.0010839878814294934,,,,,
78,24599,0.0014553969958797097,0.0016225144499912858,,,,,
78,24647,,,0.8395000100135803,0.8410000205039978,,,
78,24647,,,,,0.8898000121116638,0.8603515625,0.8609775900840759
79,24649,0.0008955851080827415,0.0008924301364459097,,,,,
79,24699,0.0012099286541342735,0.000965226674452424,,,,,
79,24749,0.000974721391685307,0.0009638522751629353,,,,,
79,24799,0.0009602128411643207,0.0012068453943356872,,,,,
79,24849,0.0010050530545413494,0.0011188301723450422,,,,,
79,24899,0.001049748039804399,0.0009480015141889453,,,,,
79,24949,0.0009523324551992118,0.00102170929312706,,,,,
79,24959,,,0.8443999886512756,0.8385000228881836,,,
79,24959,,,,,0.8942000269889832,0.8606019616127014,0.8597005009651184
80,24999,0.0015675395261496305,0.0014680352760478854,,,,,
80,25049,0.0008230854873545468,0.0008401053491979837,,,,,
80,25099,0.0010109314462170005,0.0013151847524568439,,,,,
80,25149,0.0010892371647059917,0.001075432519428432,,,,,
80,25199,0.0010875947773456573,0.000972192850895226,,,,,
80,25249,0.001021336647681892,0.0009787039598450065,,,,,
80,25271,,,0.8428000211715698,0.840499997138977,,,
80,25271,,,,,0.8867999911308289,0.8600761294364929,0.8597756624221802
81,25299,0.0008849662845022976,0.0010247508762404323,,,,,
81,25349,0.001247445004992187,0.0013968382263556123,,,,,
81,25399,0.0012678441125899553,0.0011359466006979346,,,,,
81,25449,0.0011909756576642394,0.0013165574055165052,,,,,
81,25499,0.001665096846409142,0.0013203573180362582,,,,,
81,25549,0.0013289145426824689,0.0011948394821956754,,,,,
81,25583,,,0.8396000266075134,0.8460000157356262,,,
81,25583,,,,,0.8952999711036682,0.862229585647583,0.8625550866127014
82,25599,0.0010242820717394352,0.0009922657627612352,,,,,
82,25649,0.0011171418009325862,0.0010420401813462377,,,,,
82,25699,0.001019017887301743,0.0009545155335217714,,,,,
82,25749,0.0009534007403999567,0.0010058877523988485,,,,,
82,25799,0.0010214521316811442,0.001009085914120078,,,,,
82,25849,0.0011966819874942303,0.0013411076506599784,,,,,
82,25895,,,0.8432999849319458,0.8443999886512756,,,
82,25895,,,,,0.888700008392334,0.8599008321762085,0.8607522249221802
83,25899,0.0010508156847208738,0.001125348499044776,,,,,
83,25949,0.000906747009139508,0.0008913213387131691,,,,,
83,25999,0.0012857255060225725,0.0011113103246316314,,,,,
83,26049,0.0008543829317204654,0.0009940250311046839,,,,,
83,26099,0.0010212069610133767,0.0010396485449746251,,,,,
83,26149,0.0010639700340107083,0.0011361567303538322,,,,,
83,26199,0.0012612794525921345,0.001150338095612824,,,,,
83,26207,,,0.8464000225067139,0.8402000069618225,,,
83,26207,,,,,0.8884999752044678,0.8597756624221802,0.8588241338729858
84,26249,0.0010236069792881608,0.0010422158520668745,,,,,
84,26299,0.0011418218491598964,0.0012751886388286948,,,,,
84,26349,0.0010647166054695845,0.0009886863408610225,,,,,
84,26399,0.0014428641879931092,0.001340803224593401,,,,,
84,26449,0.0011416851775720716,0.0010700668208301067,,,,,
84,26499,0.0009078276343643665,0.0009855041280388832,,,,,
84,26519,,,0.8399999737739563,0.8360000252723694,,,
84,26519,,,,,0.8903999924659729,0.862379789352417,0.8616285920143127
85,26549,0.0009659155621193349,0.0009749058517627418,,,,,
85,26599,0.0011733127757906914,0.0014342782087624073,,,,,
85,26649,0.0008602729067206383,0.001177679281681776,,,,,
85,26699,0.0016399625455960631,0.0016369400545954704,,,,,
85,26749,0.0009950563544407487,0.0010193405905738473,,,,,
85,26799,0.0011744826333597302,0.0014454512856900692,,,,,
85,26831,,,0.8406999707221985,0.8432999849319458,,,
85,26831,,,,,0.8899999856948853,0.8602263331413269,0.8595502972602844
86,26849,0.0008710577967576683,0.0008890756289474666,,,,,
86,26899,0.0009965517092496157,0.0011375523172318935,,,,,
86,26949,0.0010630808537825942,0.0014886411372572184,,,,,
86,26999,0.0013256013626232743,0.0012823964934796095,,,,,
86,27049,0.0010114747565239668,0.0010596931679174304,,,,,
86,27099,0.0008740716730244458,0.0009169557597488165,,,,,
86,27143,,,0.8407999873161316,0.8402000069618225,,,
86,27143,,,,,0.8964999914169312,0.8613781929016113,0.8604516983032227
87,27149,0.000901218329090625,0.0009419128182344139,,,,,
87,27199,0.0013075078604742885,0.001094097620807588,,,,,
87,27249,0.0010374062694609165,0.0010121372761204839,,,,,
87,27299,0.0011268960079178214,0.0012610394041985273,,,,,
87,27349,0.0008784153615124524,0.0010293954983353615,,,,,
87,27399,0.001047841738909483,0.0009529420640319586,,,,,
87,27449,0.0008511272608302534,0.0009090025559999049,,,,,
87,27455,,,0.8360000252723694,0.8431000113487244,,,
87,27455,,,,,0.8927000164985657,0.8597506284713745,0.8590244650840759
88,27499,0.0008924426510930061,0.0009033234091475606,,,,,
88,27549,0.0008985034073702991,0.0010783002944663167,,,,,
88,27599,0.0009585939696989954,0.001001289812847972,,,,,
88,27649,0.0009032221860252321,0.0008897532825358212,,,,,
88,27699,0.001095471205189824,0.0013214008649811149,,,,,
88,27749,0.0010047355899587274,0.001062859082594514,,,,,
88,27767,,,0.8402000069618225,0.8379999995231628,,,
88,27767,,,,,0.8884999752044678,0.8627303838729858,0.8612028956413269
89,27799,0.0010956261539831758,0.001117090112529695,,,,,
89,27849,0.000885050161741674,0.0009331670589745045,,,,,
89,27899,0.002247394295409322,0.001818290795199573,,,,,
89,27949,0.0013161039678379893,0.0013445285148918629,,,,,
89,27999,0.0013050540583208203,0.0016582452226430178,,,,,
89,28049,0.0011414632899686694,0.0012527104699984193,,,,,
89,28079,,,0.8452000021934509,0.8481000065803528,,,
89,28079,,,,,0.8924000263214111,0.8613781929016113,0.8608273267745972
90,28099,0.0015085471095517278,0.0011999073904007673,,,,,
90,28149,0.0011859326623380184,0.0012287052813917398,,,,,
90,28199,0.0014335934538394213,0.001261345692910254,,,,,
90,28249,0.0011233520926907659,0.0012181177735328674,,,,,
90,28299,0.001055699191056192,0.0010460258927196264,,,,,
90,28349,0.0011496400693431497,0.0010358900763094425,,,,,
90,28391,,,0.8363999724388123,0.8294000029563904,,,
90,28391,,,,,0.8727999925613403,0.861328125,0.8619290590286255
91,28399,0.0009977261070162058,0.0009197563631460071,,,,,
91,28449,0.001062070019543171,0.0011629940709099174,,,,,
91,28499,0.0010866554221138358,0.001118346001021564,,,,,
91,28549,0.0009437556727789342,0.0009745143470354378,,,,,
91,28599,0.0010393874254077673,0.0011135711101815104,,,,,
91,28649,0.0010473098373040557,0.001201644423417747,,,,,
91,28699,0.001126829069107771,0.0012781155528500676,,,,,
91,28703,,,0.8432000279426575,0.8424999713897705,,,
91,28703,,,,,0.8939999938011169,0.8608773946762085,0.8609024286270142
92,28749,0.001004575053229928,0.0010723579907789826,,,,,
92,28799,0.0012419183040037751,0.0012509109219536185,,,,,
92,28849,0.0012178842443972826,0.0010586116695776582,,,,,
92,28899,0.001170737436041236,0.0013005611253902316,,,,,
92,28949,0.0011420673690736294,0.0015134270070120692,,,,,
92,28999,0.0010498560732230544,0.0010406686924397945,,,,,
92,29015,,,0.8337000012397766,0.8253999948501587,,,
92,29015,,,,,0.8672999739646912,0.8597756624221802,0.8598006963729858
93,29049,0.0012793230125680566,0.0012924083275720477,,,,,
93,29099,0.0014031651662662625,0.0018238761695101857,,,,,
93,29149,0.0010188196320086718,0.0010211551561951637,,,,,
93,29199,0.0010409201495349407,0.0012325303396210074,,,,,
93,29249,0.0010042673675343394,0.0009005950996652246,,,,,
93,29299,0.0010602920083329082,0.0015745952259749174,,,,,
93,29327,,,0.8288000226020813,0.8356000185012817,,,
93,29327,,,,,0.8784000277519226,0.8597756624221802,0.8606770634651184
94,29349,0.0015622407663613558,0.0016617403598502278,,,,,
94,29399,0.0010140582453459501,0.0011199795408174396,,,,,
94,29449,0.0013998460490256548,0.0016631986945867538,,,,,
94,29499,0.0022355616092681885,0.0019203644478693604,,,,,
94,29549,0.0010434056166559458,0.0010635365033522248,,,,,
94,29599,0.001577296992763877,0.0014768141554668546,,,,,
94,29639,,,0.8188999891281128,0.8363000154495239,,,
94,29639,,,,,0.8863999843597412,0.8594751358032227,0.8611778616905212
95,29649,0.0011139297857880592,0.0011452140752226114,,,,,
95,29699,0.001019204850308597,0.0009886412881314754,,,,,
95,29749,0.0010691077914088964,0.001239859964698553,,,,,
95,29799,0.0013003754429519176,0.0014449978480115533,,,,,
95,29849,0.0010521984659135342,0.0009936729911714792,,,,,
95,29899,0.001034212182275951,0.001090052304789424,,,,,
95,29949,0.0010180287063121796,0.0011176987318322062,,,,,
95,29951,,,0.8418999910354614,0.8366000056266785,,,
95,29951,,,,,0.8820000290870667,0.8608022928237915,0.8588241338729858
96,29999,0.001002680859528482,0.000973219342995435,,,,,
96,30049,0.0016721506835892797,0.0017311921110376716,,,,,
96,30099,0.0009936498245224357,0.0009343634592369199,,,,,
96,30149,0.0011647226056084037,0.0011586208129301667,,,,,
96,30199,0.001798491459339857,0.001646957010962069,,,,,
96,30249,0.001212035189382732,0.0014986786991357803,,,,,
96,30263,,,0.8391000032424927,0.8363000154495239,,,
96,30263,,,,,0.881600022315979,0.8610276579856873,0.8598006963729858
97,30299,0.0011755371233448386,0.0010610054014250636,,,,,
97,30349,0.0012867525219917297,0.0009146227384917438,,,,,
97,30399,0.0011441153474152088,0.0011700803879648447,,,,,
97,30449,0.0014614455867558718,0.0012391003547236323,,,,,
97,30499,0.0016172460746020079,0.001015789806842804,,,,,
97,30549,0.0011276989243924618,0.0009082090691663325,,,,,
97,30575,,,0.8342000246047974,0.8400999903678894,,,
97,30575,,,,,0.8844000101089478,0.8579977750778198,0.8572966456413269
98,30599,0.0010472501162439585,0.0009310345049016178,,,,,
98,30649,0.001126088434830308,0.0010362397879362106,,,,,
98,30699,0.0011950652115046978,0.001079237088561058,,,,,
98,30749,0.0010361504973843694,0.0012276623165234923,,,,,
98,30799,0.0010709466878324747,0.001170290750451386,,,,,
98,30849,0.0010812269756570458,0.0010259721893817186,,,,,
98,30887,,,0.8321999907493591,0.8342999815940857,,,
98,30887,,,,,0.8808000087738037,0.8610777258872986,0.8581230044364929
99,30899,0.0012684419052675366,0.001072629471309483,,,,,
99,30949,0.0008959705592133105,0.001092303660698235,,,,,
99,30999,0.0014588010963052511,0.0010184195125475526,,,,,
99,31049,0.0009413264924660325,0.0010210979962721467,,,,,
99,31099,0.001162199187092483,0.0009622609941288829,,,,,
99,31149,0.000986329629085958,0.0009927295614033937,,,,,
99,31199,0.0009673248860053718,0.001149045187048614,,,,,
99,31199,,,0.8373000025749207,0.8388000130653381,,,
99,31199,,,,,0.8863999843597412,0.8621794581413269,0.861328125
