epoch,step,train_loss1,train_loss2,val_acc2,val_acc1,test_acc,train_acc2,train_acc1
6,2183,,,,,0.6550999879837036,0.7141676545143127,0.7119140625
7,2199,0.0041634561493992805,0.0037421893794089556,,,,,
7,2249,0.004013808444142342,0.00391529593616724,,,,,
7,2299,0.004186050500720739,0.003756897523999214,,,,,
7,2349,0.004365000873804092,0.004288502968847752,,,,,
7,2399,0.004031156189739704,0.00272986083291471,,,,,
7,2449,0.004733085632324219,0.005140778608620167,,,,,
7,2495,,,0.6757000088691711,0.6952000260353088,,,
7,2495,,,,,0.730400025844574,0.7257362008094788,0.7255859375
8,2499,0.0025253002531826496,0.002482977695763111,,,,,
8,2549,0.003975818399339914,0.0034934363793581724,,,,,
8,2599,0.004509907215833664,0.004499427042901516,,,,,
8,2649,0.0034346727188676596,0.00341973383910954,,,,,
8,2699,0.004535841755568981,0.0049672722816467285,,,,,
8,2749,0.003368511563166976,0.0031359915155917406,,,,,
8,2799,0.003016379429027438,0.0035187413450330496,,,,,
8,2807,,,0.707099974155426,0.6690000295639038,,,
8,2807,,,,,0.7085999846458435,0.7336238026618958,0.734299898147583
9,2849,0.00380781851708889,0.004722845274955034,,,,,
9,2899,0.003123171627521515,0.003549614455550909,,,,,
9,2949,0.0025910730473697186,0.002547969575971365,,,,,
9,2999,0.0032021417282521725,0.003627714468166232,,,,,
9,3049,0.0036422305274754763,0.00343172624707222,,,,,
9,3099,0.004185955040156841,0.004167824052274227,,,,,
9,3119,,,0.6929000020027161,0.6263999938964844,,,
9,3119,,,,,0.652899980545044,0.7363531589508057,0.7376051545143127
10,3149,0.0033482471480965614,0.003436242463067174,,,,,
10,3199,0.0042031086049973965,0.002891815034672618,,,,,
10,3249,0.0034555017482489347,0.004624639172106981,,,,,
10,3299,0.0022696361411362886,0.002571442862972617,,,,,
10,3349,0.0037835119292140007,0.003268578788265586,,,,,
10,3399,0.003186345100402832,0.0036587940994650126,,,,,
10,3431,,,0.6743000149726868,0.6955999732017517,,,
10,3431,,,,,0.7340999841690063,0.746018648147583,0.7400590777397156
11,3449,0.0028668742161244154,0.0028325384482741356,,,,,
11,3499,0.0027681654319167137,0.002709846943616867,,,,,
11,3549,0.003168547758832574,0.002629790920764208,,,,,
11,3599,0.0019721256103366613,0.0013280670391395688,,,,,
11,3649,0.0023957930970937014,0.0022116955369710922,,,,,
11,3699,0.003589967731386423,0.002607319736853242,,,,,
11,3743,,,0.6671000123023987,0.6518999934196472,,,
11,3743,,,,,0.6915000081062317,0.7463942170143127,0.748121976852417
12,3749,0.004404695704579353,0.004675476811826229,,,,,
12,3799,0.0018658938352018595,0.0020800563506782055,,,,,
12,3849,0.0031148227863013744,0.002148575382307172,,,,,
12,3899,0.0030764886178076267,0.003952981438487768,,,,,
12,3949,0.004497898276895285,0.0051870038732886314,,,,,
12,3999,0.0025578413624316454,0.002770812250673771,,,,,
12,4049,0.003491722047328949,0.0031355887185782194,,,,,
12,4055,,,0.722000002861023,0.7186999917030334,,,
12,4055,,,,,0.7493000030517578,0.7514022588729858,0.7491486668586731
13,4099,0.0021152892149984837,0.0028495118021965027,,,,,
13,4149,0.002761576557531953,0.0030950780492275953,,,,,
13,4199,0.0044272541999816895,0.0033553706016391516,,,,,
13,4249,0.002185941906645894,0.0025884555652737617,,,,,
13,4299,0.003152783727273345,0.0030744285322725773,,,,,
13,4349,0.004108164459466934,0.003164299065247178,,,,,
13,4367,,,0.6830999851226807,0.6922000050544739,,,
13,4367,,,,,0.718500018119812,0.7514022588729858,0.7540063858032227
14,4399,0.0026818772312253714,0.0031258638482540846,,,,,
14,4449,0.0032012350857257843,0.003049796214327216,,,,,
14,4499,0.00336962821893394,0.0033849035389721394,,,,,
14,4549,0.004922265186905861,0.0049127135425806046,,,,,
14,4599,0.002765942830592394,0.0032745450735092163,,,,,
14,4649,0.0022281815763562918,0.00234100385569036,,,,,
14,4679,,,0.6963000297546387,0.6960999965667725,,,
14,4679,,,,,0.7271999716758728,0.7577123641967773,0.7551832795143127
15,4699,0.0038668918423354626,0.003556543495506048,,,,,
15,4749,0.003995683044195175,0.004104349296540022,,,,,
15,4799,0.0029460263904184103,0.002751457504928112,,,,,
15,4849,0.0027966597117483616,0.0032307582441717386,,,,,
15,4899,0.0023000207729637623,0.0024186591617763042,,,,,
15,4949,0.003715544007718563,0.0039175208657979965,,,,,
15,4991,,,0.7396000027656555,0.7265999913215637,,,
15,4991,,,,,0.7688000202178955,0.7576622366905212,0.7604417204856873
16,4999,0.0025330493226647377,0.0025782331358641386,,,,,
16,5049,0.004373923409730196,0.004474542569369078,,,,,
16,5099,0.004107868764549494,0.003788352943956852,,,,,
16,5149,0.004175247624516487,0.003959144931286573,,,,,
16,5199,0.0026103465352207422,0.0034038627054542303,,,,,
16,5249,0.003796615870669484,0.002940286183729768,,,,,
16,5299,0.0029862236697226763,0.003263066289946437,,,,,
16,5303,,,0.7322999835014343,0.7426000237464905,,,
16,5303,,,,,0.777400016784668,0.7636468410491943,0.7599909901618958
17,5349,0.00223517301492393,0.0020835944451391697,,,,,
17,5399,0.0036751634906977415,0.003430107841268182,,,,,
17,5449,0.004110421985387802,0.004440161865204573,,,,,
17,5499,0.003643181873485446,0.0034286717418581247,,,,,
17,5549,0.0036897226236760616,0.0035706241615116596,,,,,
17,5599,0.005027809180319309,0.004557929001748562,,,,,
17,5615,,,0.7272999882698059,0.7342000007629395,,,
17,5615,,,,,0.7778000235557556,0.7645983695983887,0.7680038213729858
18,5649,0.0034783969167619944,0.0031125301029533148,,,,,
18,5699,0.00471733370795846,0.0035855676978826523,,,,,
18,5749,0.0029180324636399746,0.002968471497297287,,,,,
18,5799,0.0028352837543934584,0.0025175397749990225,,,,,
18,5849,0.002816219348460436,0.0029190541245043278,,,,,
18,5899,0.0031458029989153147,0.0033784082625061274,,,,,
18,5927,,,0.7408999800682068,0.718999981880188,,,
18,5927,,,,,0.7542999982833862,0.7659254670143127,0.7654997706413269
19,5949,0.003730658907443285,0.003002915997058153,,,,,
19,5999,0.003705286420881748,0.003944682888686657,,,,,
19,6049,0.0030125065241008997,0.002835311461240053,,,,,
19,6099,0.0045319669879972935,0.0035709175281226635,,,,,
19,6149,0.003121432149782777,0.002978505799546838,,,,,
19,6199,0.0027066112961620092,0.003213507356122136,,,,,
19,6239,,,0.7120000123977661,0.7045999765396118,,,
19,6239,,,,,0.7360000014305115,0.7652243375778198,0.7682041525840759
20,6249,0.0037394033279269934,0.0044614579528570175,,,,,
20,6299,0.0028551698196679354,0.0019662713166326284,,,,,
20,6349,0.0049088867381215096,0.005333115812391043,,,,,
20,6399,0.003630597610026598,0.0035553784109652042,,,,,
20,6449,0.0028617868665605783,0.0026621816214174032,,,,,
20,6499,0.003349750069901347,0.002357574412599206,,,,,
20,6549,0.0024502382148057222,0.0028630620799958706,,,,,
20,6551,,,0.694100022315979,0.7426000237464905,,,
20,6551,,,,,0.7742000222206116,0.766526460647583,0.7680288553237915
21,6599,0.003543294733390212,0.003756335936486721,,,,,
21,6649,0.003710644319653511,0.00407062703743577,,,,,
21,6699,0.003302627243101597,0.0038083454128354788,,,,,
21,6749,0.003131911624222994,0.003105709096416831,,,,,
21,6799,0.003660965710878372,0.0032417839393019676,,,,,
21,6849,0.004705244675278664,0.004596539307385683,,,,,
21,6863,,,0.7472000122070312,0.7287999987602234,,,
21,6863,,,,,0.7542999982833862,0.7713591456413269,0.7678285241127014
22,6899,0.004287507385015488,0.0035384120419621468,,,,,
22,6949,0.004456964321434498,0.00445206556469202,,,,,
22,6999,0.003557882271707058,0.0028935985174030066,,,,,
22,7049,0.0036154533736407757,0.004520404618233442,,,,,
22,7099,0.0019066871609538794,0.0018708371790125966,,,,,
22,7149,0.003404436632990837,0.002826476702466607,,,,,
22,7175,,,0.632099986076355,0.6700000166893005,,,
22,7175,,,,,0.6980999708175659,0.7704076766967773,0.7703825831413269
23,7199,0.0033072694204747677,0.0028222783003002405,,,,,
23,7249,0.0034176912158727646,0.0035053484607487917,,,,,
23,7299,0.0028162605594843626,0.002907652873545885,,,,,
23,7349,0.004114620387554169,0.0044741639867424965,,,,,
23,7399,0.002913299947977066,0.0027503138408064842,,,,,
23,7449,0.0028763730078935623,0.0021654097363352776,,,,,
23,7487,,,0.7360000014305115,0.7336999773979187,,,
23,7487,,,,,0.7699000239372253,0.7759665250778198,0.7735877633094788
24,7499,0.0020590240601450205,0.0023767282254993916,,,,,
24,7549,0.0036084994208067656,0.0027302256785333157,,,,,
24,7599,0.0035401443019509315,0.003556633833795786,,,,,
24,7649,0.003929814323782921,0.0038873639423400164,,,,,
24,7699,0.004746956285089254,0.003675527172163129,,,,,
24,7749,0.0027558188885450363,0.0028727164026349783,,,,,
24,7799,0.0038345386274158955,0.004157020710408688,,,,,
24,7799,,,0.6050000190734863,0.7293000221252441,,,
24,7799,,,,,0.7534999847412109,0.7760917544364929,0.7735877633094788
25,7849,0.002664422383531928,0.002701082266867161,,,,,
25,7899,0.0037346668541431427,0.002920251339673996,,,,,
25,7949,0.001923884148709476,0.0017740665934979916,,,,,
25,7999,0.004325819667428732,0.004199949558824301,,,,,
25,8049,0.0042759329080581665,0.0037300135008990765,,,,,
25,8099,0.0034417028073221445,0.004345885943621397,,,,,
25,8111,,,0.7145000100135803,0.73089998960495,,,
25,8111,,,,,0.7731999754905701,0.7792468070983887,0.7784956097602844
26,8149,0.0035677063278853893,0.0034074396826326847,,,,,
26,8199,0.002323133172467351,0.0023415321484208107,,,,,
26,8249,0.002819737419486046,0.002634967677295208,,,,,
26,8299,0.003185545327141881,0.0023970461916178465,,,,,
26,8349,0.0025553943123668432,0.003009780775755644,,,,,
26,8399,0.0030966969206929207,0.0024196356534957886,,,,,
26,8423,,,0.7519999742507935,0.7569000124931335,,,
26,8423,,,,,0.7955999970436096,0.7795472741127014,0.7785707116127014
27,8449,0.004701067227870226,0.004228868056088686,,,,,
27,8499,0.003155345795676112,0.0037194767501205206,,,,,
27,8549,0.002534419298171997,0.003180225845426321,,,,,
27,8599,0.00513781001791358,0.004958502482622862,,,,,
27,8649,0.004524937830865383,0.002953077433630824,,,,,
27,8699,0.004866091068834066,0.0038956962525844574,,,,,
27,8735,,,0.7343999743461609,0.7146999835968018,,,
27,8735,,,,,0.7407000064849854,0.7807742357254028,0.7785206437110901
28,8749,0.003658018773421645,0.004007244016975164,,,,,
28,8799,0.0026926177088171244,0.003630830906331539,,,,,
28,8849,0.00243890518322587,0.002816934837028384,,,,,
28,8899,0.003915144130587578,0.003412066027522087,,,,,
28,8949,0.00233976892195642,0.002034921431913972,,,,,
28,8999,0.0031833178363740444,0.002897693542763591,,,,,
28,9047,,,0.7731000185012817,0.7271999716758728,,,
28,9047,,,,,0.7504000067710876,0.782301664352417,0.7815003991127014
29,9049,0.0021741841919720173,0.0028462368063628674,,,,,
29,9099,0.003249171655625105,0.002973702037706971,,,,,
29,9149,0.003374482039362192,0.0034274135250598192,,,,,
29,9199,0.0032660167198628187,0.0033194096758961678,,,,,
29,9249,0.003003300167620182,0.002730580046772957,,,,,
29,9299,0.003761045867577195,0.0038623656146228313,,,,,
29,9349,0.0028409778606146574,0.002478277077898383,,,,,
29,9359,,,0.7519000172615051,0.7429999709129333,,,
29,9359,,,,,0.7702000141143799,0.7843049168586731,0.7820011973381042
30,9399,0.002189434366300702,0.0021258173510432243,,,,,
30,9449,0.0025847589131444693,0.0029964346904307604,,,,,
30,9499,0.0021559367887675762,0.002145211212337017,,,,,
30,9549,0.003935763146728277,0.0038200998678803444,,,,,
30,9599,0.0030299078207463026,0.0025097590405493975,,,,,
30,9649,0.0033928612247109413,0.004037529230117798,,,,,
30,9671,,,0.7250000238418579,0.7519999742507935,,,
30,9671,,,,,0.7840999960899353,0.7833784222602844,0.7818259000778198
31,9699,0.002476888243108988,0.0034224570263177156,,,,,
31,9749,0.003438918385654688,0.0029500604141503572,,,,,
31,9799,0.003235733835026622,0.0025338351260870695,,,,,
31,9849,0.0031921244226396084,0.003011423395946622,,,,,
31,9899,0.0028496619779616594,0.002760770730674267,,,,,
31,9949,0.0038382643833756447,0.003905172925442457,,,,,
31,9983,,,0.7459999918937683,0.7652999758720398,,,
31,9983,,,,,0.7972000241279602,0.782301664352417,0.7817257642745972
32,9999,0.0030657600145787,0.003727248404175043,,,,,
32,10049,0.003178986953571439,0.002500375732779503,,,,,
32,10099,0.003578166477382183,0.0035777536686509848,,,,,
32,10149,0.0031897102016955614,0.0023544253781437874,,,,,
32,10199,0.0042184186168015,0.003358682617545128,,,,,
32,10249,0.0033169020898640156,0.0032053436152637005,,,,,
32,10295,,,0.7616999745368958,0.7554000020027161,,,
32,10295,,,,,0.79339998960495,0.7888872027397156,0.7861077785491943
33,10299,0.0029067760333418846,0.0027660790365189314,,,,,
33,10349,0.002648090710863471,0.002770247869193554,,,,,
33,10399,0.003029677551239729,0.002858520019799471,,,,,
33,10449,0.004049878567457199,0.005086186807602644,,,,,
33,10499,0.0026950896717607975,0.00278835603967309,,,,,
33,10549,0.003385684685781598,0.0032656327821314335,,,,,
33,10599,0.00399710051715374,0.0037655129563063383,,,,,
33,10607,,,0.6905999779701233,0.7283999919891357,,,
33,10607,,,,,0.7620000243186951,0.7850310206413269,0.7823517918586731
34,10649,0.0033029713667929173,0.0034360201098024845,,,,,
34,10699,0.0038221285212785006,0.004612137097865343,,,,,
34,10749,0.0029590472113341093,0.00379163702018559,,,,,
34,10799,0.0033370982855558395,0.003972739912569523,,,,,
34,10849,0.002652981551364064,0.003604479366913438,,,,,
34,10899,0.003449786687269807,0.002666425658389926,,,,,
34,10919,,,0.7771999835968018,0.7573000192642212,,,
34,10919,,,,,0.7904000282287598,0.7829026579856873,0.7840544581413269
35,10949,0.0019583753310143948,0.0020775552839040756,,,,,
35,10999,0.003238283097743988,0.002831114921718836,,,,,
35,11049,0.0036544452887028456,0.003286185907199979,,,,,
35,11099,0.003488915041089058,0.003580744145438075,,,,,
35,11149,0.0034708951134234667,0.0037862651515752077,,,,,
35,11199,0.0026961604598909616,0.002748571801930666,,,,,
35,11231,,,0.7662000060081482,0.7265999913215637,,,
35,11231,,,,,0.7598999738693237,0.7892878651618958,0.7883363366127014
36,11249,0.0025797956623136997,0.002814722014591098,,,,,
36,11299,0.003600817173719406,0.0036360276862978935,,,,,
36,11349,0.0038632764481008053,0.0032743075862526894,,,,,
36,11399,0.0021638318430632353,0.0027090460062026978,,,,,
36,11449,0.004248075652867556,0.004564189352095127,,,,,
36,11499,0.0017434241017326713,0.0025135562755167484,,,,,
36,11543,,,0.7613999843597412,0.7670999765396118,,,
36,11543,,,,,0.800000011920929,0.7879356741905212,0.7865835428237915
37,11549,0.0024532973766326904,0.002550214994698763,,,,,
37,11599,0.002884057117626071,0.0025379196740686893,,,,,
37,11649,0.0027469992637634277,0.0026596607640385628,,,,,
37,11699,0.0038375386502593756,0.0030515468679368496,,,,,
37,11749,0.003982375375926495,0.004219143185764551,,,,,
37,11799,0.0029442773666232824,0.0036332211457192898,,,,,
37,11849,0.0034804160241037607,0.002767505357041955,,,,,
37,11855,,,0.7567999958992004,0.7560999989509583,,,
37,11855,,,,,0.7960000038146973,0.7866085767745972,0.7843049168586731
38,11899,0.0020571912173181772,0.0023173431400209665,,,,,
38,11949,0.0026071008760482073,0.002107130829244852,,,,,
38,11999,0.002840015571564436,0.0033553510438650846,,,,,
38,12049,0.0024414313957095146,0.0022062824573367834,,,,,
38,12099,0.0017286527436226606,0.0015391025226563215,,,,,
38,12149,0.0035035512410104275,0.002891524462029338,,,,,
38,12167,,,0.7184000015258789,0.7671999931335449,,,
38,12167,,,,,0.8075000047683716,0.7874599099159241,0.7879106402397156
39,12199,0.002917403122410178,0.0024016457609832287,,,,,
39,12249,0.0024858489632606506,0.002577991457656026,,,,,
39,12299,0.002160098170861602,0.0020344785880297422,,,,,
39,12349,0.00409083953127265,0.003061896888539195,,,,,
39,12399,0.004129628650844097,0.003490965813398361,,,,,
39,12449,0.0020542191341519356,0.002501603914424777,,,,,
39,12479,,,0.7548999786376953,0.7669000029563904,,,
39,12479,,,,,0.7996000051498413,0.7857822775840759,0.7870092391967773
40,12499,0.002825390314683318,0.0024572184775024652,,,,,
40,12549,0.003373889485374093,0.0027353980112820864,,,,,
40,12599,0.002478419104591012,0.002587176626548171,,,,,
40,12649,0.0019784471951425076,0.0021051724907010794,,,,,
40,12699,0.002153154229745269,0.0016864328645169735,,,,,
40,12749,0.0025541868526488543,0.0027178958989679813,,,,,
40,12791,,,0.7576000094413757,0.7401000261306763,,,
40,12791,,,,,0.7775999903678894,0.7913160920143127,0.7894381284713745
41,12799,0.002472046297043562,0.00277625466696918,,,,,
41,12849,0.0028665936551988125,0.0025031401310116053,,,,,
41,12899,0.0031781732104718685,0.0029979282990098,,,,,
41,12949,0.0029186743777245283,0.0031132635194808245,,,,,
41,12999,0.0030273483134806156,0.0030318358913064003,,,,,
41,13049,0.003420113818719983,0.003654138883575797,,,,,
41,13099,0.0036749911960214376,0.0035666602198034525,,,,,
41,13103,,,0.690500020980835,0.7425000071525574,,,
41,13103,,,,,0.7756999731063843,0.7881109714508057,0.7892628312110901
42,13149,0.002107989275828004,0.0024968991056084633,,,,,
42,13199,0.003849221393465996,0.004129772540181875,,,,,
42,13249,0.0021597614977508783,0.0027904543094336987,,,,,
42,13299,0.002101838355883956,0.002127561718225479,,,,,
42,13349,0.002854683669283986,0.003037136746570468,,,,,
42,13399,0.0039860550314188,0.005051713902503252,,,,,
42,13415,,,0.7501999735832214,0.7739999890327454,,,
42,13415,,,,,0.8127999901771545,0.7859324812889099,0.7871344089508057
43,13449,0.003265624400228262,0.0032683047465980053,,,,,
43,13499,0.001924876356497407,0.0017462323885411024,,,,,
43,13549,0.002662637969478965,0.0027164388447999954,,,,,
43,13599,0.0031060329638421535,0.0030845007859170437,,,,,
43,13649,0.0039040253031998873,0.002867810893803835,,,,,
43,13699,0.0029489705339074135,0.003270431188866496,,,,,
43,13727,,,0.7267000079154968,0.7303000092506409,,,
43,13727,,,,,0.7609999775886536,0.7869591116905212,0.789137601852417
44,13749,0.0025705865118652582,0.002359872218221426,,,,,
44,13799,0.0023083954583853483,0.0021281144581735134,,,,,
44,13849,0.0029811381828039885,0.002683567348867655,,,,,
44,13899,0.0022712876088917255,0.0021958567667752504,,,,,
44,13949,0.002059791935607791,0.002260565524920821,,,,,
44,13999,0.003397085703909397,0.0036361233796924353,,,,,
44,14039,,,0.7462000250816345,0.7067000269889832,,,
44,14039,,,,,0.7426000237464905,0.7877103090286255,0.7866085767745972
45,14049,0.003161944914609194,0.003062997478991747,,,,,
45,14099,0.0024550831876695156,0.002349777612835169,,,,,
45,14149,0.0025435560382902622,0.0018180032493546605,,,,,
45,14199,0.0037765635643154383,0.0037655839696526527,,,,,
45,14249,0.005091606639325619,0.004678168799728155,,,,,
45,14299,0.0038029695861041546,0.004330880008637905,,,,,
45,14349,0.002749516163021326,0.0027372955810278654,,,,,
45,14351,,,0.7045999765396118,0.6811000108718872,,,
45,14351,,,,,0.7146000266075134,0.7898887991905212,0.7859074473381042
46,14399,0.002796686254441738,0.0023312221746891737,,,,,
46,14449,0.002756210044026375,0.002912075025960803,,,,,
46,14499,0.003001090371981263,0.0032327158842235804,,,,,
46,14549,0.003624610835686326,0.0041205002926290035,,,,,
46,14599,0.0028863968327641487,0.0035218182019889355,,,,,
46,14649,0.0027769100852310658,0.0029916141647845507,,,,,
46,14663,,,0.7465999722480774,0.704800009727478,,,
46,14663,,,,,0.7311999797821045,0.7884364724159241,0.7881860733032227
47,14699,0.0030302333179861307,0.0035462279338389635,,,,,
47,14749,0.0033168578520417213,0.0030402441043406725,,,,,
47,14799,0.0019303197041153908,0.002085806103423238,,,,,
47,14849,0.003027939470484853,0.004116521682590246,,,,,
47,14899,0.003309477586299181,0.003092413069680333,,,,,
47,14949,0.003760755993425846,0.002898367354646325,,,,,
47,14975,,,0.7415000200271606,0.7401000261306763,,,
47,14975,,,,,0.7800999879837036,0.7922425866127014,0.788161039352417
48,14999,0.0025042935740202665,0.0024881563149392605,,,,,
48,15049,0.0026632403023540974,0.002669178182259202,,,,,
48,15099,0.004501234740018845,0.004874952603131533,,,,,
48,15149,0.0031101179774850607,0.0034611488226801157,,,,,
48,15199,0.0026989332400262356,0.002279318170621991,,,,,
48,15249,0.0026447961572557688,0.003506988985463977,,,,,
48,15287,,,0.7281000018119812,0.7390999794006348,,,
48,15287,,,,,0.7792999744415283,0.7889623641967773,0.790114164352417
49,15299,0.0023549480829387903,0.002782911993563175,,,,,
49,15349,0.0049310955218970776,0.004470420069992542,,,,,
49,15399,0.00447086151689291,0.004441008437424898,,,,,
49,15449,0.0023277285508811474,0.002375088632106781,,,,,
49,15499,0.002264085691422224,0.0023628019262105227,,,,,
49,15549,0.002065212232992053,0.002358242403715849,,,,,
49,15599,0.001809347653761506,0.002312024123966694,,,,,
49,15599,,,0.7493000030517578,0.7287999987602234,,,
49,15599,,,,,0.7526000142097473,0.7869591116905212,0.7915664911270142
50,15649,0.0031015719287097454,0.002389444736763835,,,,,
50,15699,0.003467346541583538,0.0033431965857744217,,,,,
50,15749,0.002072230214253068,0.002568051917478442,,,,,
50,15799,0.00230517890304327,0.0027631567791104317,,,,,
50,15849,0.0037515568546950817,0.0037858823779970407,,,,,
50,15899,0.003003607038408518,0.002161563141271472,,,,,
50,15911,,,0.7430999875068665,0.7433000206947327,,,
50,15911,,,,,0.7759000062942505,0.7920422554016113,0.7917668223381042
51,15949,0.0028232368640601635,0.0029552180785685778,,,,,
51,15999,0.003218743484467268,0.0035025407560169697,,,,,
51,16049,0.0033146787900477648,0.0027939672581851482,,,,,
51,16099,0.004218209069222212,0.003689161501824856,,,,,
51,16149,0.0026485056150704622,0.002454549539834261,,,,,
51,16199,0.0017790922429412603,0.002097869059070945,,,,,
51,16223,,,0.7498000264167786,0.7304999828338623,,,
51,16223,,,,,0.7631000280380249,0.7905899286270142,0.7901391983032227
52,16249,0.00243204808793962,0.002288794843479991,,,,,
52,16299,0.003704000962898135,0.002927079563960433,,,,,
52,16349,0.004043303430080414,0.0046051680110394955,,,,,
52,16399,0.0034068450331687927,0.0028678986709564924,,,,,
52,16449,0.0030722529627382755,0.0030685863457620144,,,,,
52,16499,0.0029240702278912067,0.0028520403429865837,,,,,
52,16535,,,0.7829999923706055,0.7850000262260437,,,
52,16535,,,,,0.8277000188827515,0.7889122366905212,0.7901893258094788
53,16549,0.002452628454193473,0.00241261487826705,,,,,
53,16599,0.0027423137798905373,0.002847131108865142,,,,,
53,16649,0.0024707550182938576,0.0026030659209936857,,,,,
53,16699,0.0025272148195654154,0.0023448264691978693,,,,,
53,16749,0.002929802518337965,0.0032686826307326555,,,,,
53,16799,0.002449998864904046,0.0018919927533715963,,,,,
53,16847,,,0.7459999918937683,0.7764000296592712,,,
53,16847,,,,,0.8084999918937683,0.7913661599159241,0.7899889945983887
54,16849,0.003765989327803254,0.003373843850567937,,,,,
54,16899,0.004532789811491966,0.0027724558021873236,,,,,
54,16949,0.0035148197785019875,0.003452982986345887,,,,,
54,16999,0.003386763157323003,0.0029409006237983704,,,,,
54,17049,0.003307539504021406,0.003291327739134431,,,,,
54,17099,0.0031240603420883417,0.002917259931564331,,,,,
54,17149,0.004287120420485735,0.0037775151431560516,,,,,
54,17159,,,0.7343000173568726,0.7451000213623047,,,
54,17159,,,,,0.7766000032424927,0.7887620329856873,0.788010835647583
55,17199,0.002823061076924205,0.0022454329300671816,,,,,
55,17249,0.003156157210469246,0.0030385975260287523,,,,,
55,17299,0.0027905874885618687,0.0027029868215322495,,,,,
55,17349,0.002742418320849538,0.0026857824996113777,,,,,
55,17399,0.002403475344181061,0.0026873345486819744,,,,,
55,17449,0.0034670752938836813,0.0027133014518767595,,,,,
55,17471,,,0.7468000054359436,0.6970000267028809,,,
55,17471,,,,,0.7404999732971191,0.7936698794364929,0.7908903956413269
56,17499,0.001879459130577743,0.0020376904867589474,,,,,
56,17549,0.0029253349639475346,0.003263878868892789,,,,,
56,17599,0.0033911927603185177,0.0037533959839493036,,,,,
56,17649,0.00269947643391788,0.002806435339152813,,,,,
56,17699,0.0025634143967181444,0.0021496224217116833,,,,,
56,17749,0.003270097076892853,0.0027963879983872175,,,,,
56,17783,,,0.7576000094413757,0.7279000282287598,,,
56,17783,,,,,0.7585999965667725,0.7926933169364929,0.7916666865348816
57,17799,0.0020225709304213524,0.0019324923632666469,,,,,
57,17849,0.003214465221390128,0.0029831556603312492,,,,,
