step,train_loss,epoch,val_loss,val_acc,test_acc,train_acc
49,1.9620901346206665,0,,,,
99,1.8441619873046875,0,,,,
149,1.79319429397583,0,,,,
199,1.6451992988586426,0,,,,
249,1.6122066974639893,0,,,,
299,1.5913536548614502,0,,,,
311,,0,1.689754843711853,0.42260000109672546,,
311,,0,,,0.4683000147342682,0.34905847907066345
349,1.5990064144134521,1,,,,
399,1.7283121347427368,1,,,,
449,1.304256558418274,1,,,,
499,1.3648786544799805,1,,,,
549,1.4773485660552979,1,,,,
599,1.4346381425857544,1,,,,
623,,1,1.4721039533615112,0.515500009059906,,
623,,1,,,0.5774000287055969,0.47899138927459717
649,1.293787956237793,2,,,,
699,1.344704031944275,2,,,,
749,1.4947326183319092,2,,,,
799,1.349595308303833,2,,,,
849,1.2919347286224365,2,,,,
899,1.3588526248931885,2,,,,
935,,2,1.359065294265747,0.5561000108718872,,
935,,2,,,0.6327000260353088,0.5506560206413269
949,1.2302799224853516,3,,,,
999,1.233699083328247,3,,,,
1049,1.3686333894729614,3,,,,
1099,1.3169057369232178,3,,,,
1149,1.4684269428253174,3,,,,
1199,1.0784752368927002,3,,,,
1247,,3,1.2499619722366333,0.605400025844574,,
1247,,3,,,0.6866000294685364,0.5995843410491943
1249,1.3528258800506592,4,,,,
1299,1.0737760066986084,4,,,,
1349,1.2508872747421265,4,,,,
1399,1.1316702365875244,4,,,,
1449,0.9752109050750732,4,,,,
1499,1.1927835941314697,4,,,,
1549,1.1985483169555664,4,,,,
1559,,4,1.1956266164779663,0.6305000185966492,,
1559,,4,,,0.7159000039100647,0.6340895295143127
1599,0.7838476300239563,5,,,,
1649,1.1267075538635254,5,,,,
1699,1.1892364025115967,5,,,,
1749,0.9724931716918945,5,,,,
1799,1.133120059967041,5,,,,
1849,1.2420415878295898,5,,,,
1871,,5,1.145233154296875,0.6560999751091003,,
1871,,5,,,0.7498000264167786,0.6593299508094788
1899,1.0965490341186523,6,,,,
1949,0.9292103052139282,6,,,,
1999,0.996006190776825,6,,,,
2049,1.03177809715271,6,,,,
2099,1.2731833457946777,6,,,,
2149,1.186923623085022,6,,,,
2183,,6,1.2009479999542236,0.6376000046730042,,
2183,,6,,,0.7264000177383423,0.6754307150840759
2199,0.9125192165374756,7,,,,
2249,1.005599021911621,7,,,,
2299,1.1150704622268677,7,,,,
2349,0.9543133974075317,7,,,,
2399,0.8932846188545227,7,,,,
2449,0.8244246244430542,7,,,,
2495,,7,1.1405657529830933,0.6610000133514404,,
2495,,7,,,0.7549999952316284,0.6918569803237915
2499,1.0944880247116089,8,,,,
2549,1.1139397621154785,8,,,,
2599,0.9593321084976196,8,,,,
2649,0.8042210340499878,8,,,,
2699,1.0220571756362915,8,,,,
2749,0.920235812664032,8,,,,
2799,1.0616241693496704,8,,,,
2807,,8,1.0886528491973877,0.6830999851226807,,
2807,,8,,,0.7789999842643738,0.7055288553237915
2849,0.8969627618789673,9,,,,
2899,1.013574242591858,9,,,,
2949,0.9438867568969727,9,,,,
2999,0.9042505025863647,9,,,,
3049,1.0413126945495605,9,,,,
3099,0.8929979801177979,9,,,,
3119,,9,1.0403342247009277,0.6959999799728394,,
3119,,9,,,0.7972999811172485,0.712965726852417
3149,1.0040290355682373,10,,,,
3199,1.1060926914215088,10,,,,
3249,0.7830140590667725,10,,,,
3299,0.7578943967819214,10,,,,
3349,0.8740876913070679,10,,,,
3399,1.0373644828796387,10,,,,
3431,,10,1.022950530052185,0.7088000178337097,,
3431,,10,,,0.8170999884605408,0.7211037874221802
3449,0.5990509986877441,11,,,,
3499,0.8336093425750732,11,,,,
3549,0.8327704071998596,11,,,,
3599,0.6099870800971985,11,,,,
3649,0.6439743041992188,11,,,,
3699,0.8272483348846436,11,,,,
3743,,11,0.7812730669975281,0.6877999901771545,,
3743,,11,,,0.8008999824523926,0.7242588400840759
3749,0.2937409281730652,12,,,,
3799,0.17312397062778473,12,,,,
3849,0.8182377815246582,12,,,,
3899,0.19672220945358276,12,,,,
3949,0.27422451972961426,12,,,,
3999,0.20005887746810913,12,,,,
4049,0.32966071367263794,12,,,,
4055,,12,0.40889063477516174,0.6466000080108643,,
4055,,12,,,0.7283999919891357,0.6951372027397156
4099,-0.6001299023628235,13,,,,
4149,-0.5310254096984863,13,,,,
4199,-0.11281333863735199,13,,,,
4249,-0.98418128490448,13,,,,
4299,-0.3631751537322998,13,,,,
4349,-0.47558510303497314,13,,,,
4367,,13,0.14990627765655518,0.6115000247955322,,
4367,,13,,,0.6822999715805054,0.6927834749221802
4399,-1.6027400493621826,14,,,,
4449,-1.0544787645339966,14,,,,
4499,-1.446367859840393,14,,,,
4549,-1.7110368013381958,14,,,,
4599,-1.2190744876861572,14,,,,
4649,-1.2324554920196533,14,,,,
4679,,14,-0.9791623950004578,0.6700999736785889,,
4679,,14,,,0.7609000205993652,0.6984174847602844
4699,-1.8817354440689087,15,,,,
4749,-2.575988292694092,15,,,,
4799,-1.8501908779144287,15,,,,
4849,-2.1582093238830566,15,,,,
4899,-2.7943668365478516,15,,,,
4949,-1.8632047176361084,15,,,,
4991,,15,-1.9444448947906494,0.6679999828338623,,
4991,,15,,,0.763700008392334,0.7042518258094788
4999,-3.9546072483062744,16,,,,
5049,-3.375452995300293,16,,,,
5099,-3.5577218532562256,16,,,,
5149,-3.830888271331787,16,,,,
5199,-2.6393849849700928,16,,,,
5249,-2.5925934314727783,16,,,,
5299,-3.079430103302002,16,,,,
5303,,16,-2.9891107082366943,0.6866999864578247,,
5303,,16,,,0.7924000024795532,0.7139924168586731
5349,-4.28360652923584,17,,,,
5399,-3.745058536529541,17,,,,
5449,-4.37631893157959,17,,,,
5499,-4.382408142089844,17,,,,
5549,-4.79054069519043,17,,,,
5599,-3.998004198074341,17,,,,
5615,,17,-3.9840402603149414,0.7028999924659729,,
5615,,17,,,0.8069999814033508,0.7210536599159241
5649,-5.122905731201172,18,,,,
5699,-4.52303409576416,18,,,,
5749,-5.533682823181152,18,,,,
5799,-6.132381439208984,18,,,,
5849,-4.93705415725708,18,,,,
5899,-6.165529251098633,18,,,,
5927,,18,-4.93412446975708,0.6966000199317932,,
5927,,18,,,0.7983999848365784,0.7301432490348816
5949,-6.8118438720703125,19,,,,
5999,-6.975424766540527,19,,,,
6049,-6.203507423400879,19,,,,
6099,-6.218206405639648,19,,,,
6149,-6.621391296386719,19,,,,
6199,-7.150427341461182,19,,,,
6239,,19,-5.4892754554748535,0.6567999720573425,,
6239,,19,,,0.7487999796867371,0.7366285920143127
6249,-8.432601928710938,20,,,,
6299,-7.612116813659668,20,,,,
6349,-8.280342102050781,20,,,,
6399,-7.838390350341797,20,,,,
6449,-7.637406826019287,20,,,,
6499,-8.121288299560547,20,,,,
6549,-8.006098747253418,20,,,,
