step,epoch,train_loss,val_acc,val_loss,test_acc
49,0,4.5658698081970215,,,
99,0,3.3525989055633545,,,
149,0,3.200526714324951,,,
199,0,3.1892032623291016,,,
249,0,3.293189287185669,,,
299,0,2.9449543952941895,,,
349,0,2.928014039993286,,,
389,0,,0.29440000653266907,1.9037590026855469,
389,0,,,,0.3002373278141022
399,1,2.9008865356445312,,,
449,1,2.9522690773010254,,,
499,1,2.79543137550354,,,
549,1,2.8910255432128906,,,
599,1,2.685838222503662,,,
649,1,2.7271273136138916,,,
699,1,2.795001983642578,,,
749,1,2.6300318241119385,,,
779,1,,0.3686000108718872,1.6936677694320679,
779,1,,,,0.3902294337749481
799,2,2.437741994857788,,,
849,2,2.6119327545166016,,,
899,2,2.5028529167175293,,,
949,2,2.6102352142333984,,,
999,2,2.385725736618042,,,
1049,2,2.4970521926879883,,,
1099,2,2.415252923965454,,,
1149,2,2.3105733394622803,,,
1169,2,,0.42340001463890076,1.5271965265274048,
1169,2,,,,0.45263054966926575
1199,3,2.348421096801758,,,
1249,3,2.530174732208252,,,
1299,3,2.2384238243103027,,,
1349,3,2.2584385871887207,,,
1399,3,2.175053119659424,,,
1449,3,2.288813591003418,,,
1499,3,2.2801826000213623,,,
1549,3,2.218968629837036,,,
1559,3,,0.516700029373169,1.327669382095337,
1559,3,,,,0.5250197649002075
1599,4,2.2026803493499756,,,
1649,4,2.1711959838867188,,,
1699,4,2.0338845252990723,,,
1749,4,1.8853598833084106,,,
1799,4,2.131085157394409,,,
1849,4,2.072309970855713,,,
1899,4,1.9124423265457153,,,
1949,4,1.8814808130264282,,,
1949,4,,0.5695000290870667,1.1931877136230469,
1949,4,,,,0.5772349834442139
1999,5,1.9779449701309204,,,
2049,5,2.1398415565490723,,,
2099,5,1.936203122138977,,,
2149,5,2.0659842491149902,,,
2199,5,1.9263501167297363,,,
2249,5,1.8718944787979126,,,
2299,5,1.6291677951812744,,,
2339,5,,0.5992000102996826,1.1485638618469238,
2339,5,,,,0.6137262582778931
2349,6,1.969010829925537,,,
2399,6,1.8679418563842773,,,
2449,6,1.8138132095336914,,,
2499,6,1.8959022760391235,,,
2549,6,1.8774654865264893,,,
2599,6,1.7405201196670532,,,
2649,6,1.7675652503967285,,,
2699,6,1.6409995555877686,,,
