epoch,step,train_loss,train_acc,test_acc
0,49,1.7800307273864746,,
0,99,1.4108201265335083,,
0,149,1.1843639612197876,,
0,199,1.283674955368042,,
0,249,1.205124020576477,,
0,299,1.3751025199890137,,
0,349,1.107032299041748,,
0,389,,0.3863781988620758,0.5027999877929688
1,399,0.5643635988235474,,
1,449,0.503563642501831,,
1,499,0.7034543752670288,,
1,549,0.6617342829704285,,
1,599,0.5941512584686279,,
1,649,0.5050373673439026,,
1,699,0.09658664464950562,,
1,749,0.01560962200164795,,
1,779,,0.5637620091438293,0.628600001335144
2,799,-0.17429351806640625,,
2,849,-0.1413358449935913,,
2,899,-0.23556828498840332,,
2,949,0.03291499614715576,,
2,999,-0.13366830348968506,,
2,1049,-0.3244725465774536,,
2,1099,0.1073528528213501,,
2,1149,-0.380765438079834,,
2,1169,,0.658673882484436,0.6832000017166138
3,1199,-0.9761788249015808,,
3,1249,-0.7670753002166748,,
3,1299,-0.999715268611908,,
3,1349,-1.243236780166626,,
3,1399,-1.2268234491348267,,
3,1449,-1.3759441375732422,,
3,1499,-1.1745789051055908,,
3,1549,-1.4775240421295166,,
3,1559,,0.7137820720672607,0.7547000050544739
4,1599,-2.1369383335113525,,
4,1649,-1.8015902042388916,,
4,1699,-1.8097784519195557,,
4,1749,-1.7078404426574707,,
4,1799,-1.9288268089294434,,
4,1849,-1.782120943069458,,
4,1899,-1.3990328311920166,,
4,1949,-1.8911441564559937,,
4,1949,,0.7481771111488342,0.7472000122070312
5,1999,-2.7490320205688477,,
5,2049,-2.5417089462280273,,
5,2099,-3.2146928310394287,,
5,2149,-2.5894649028778076,,
5,2199,-2.3805222511291504,,
5,2249,-2.659989356994629,,
5,2299,-2.482614517211914,,
5,2339,,0.7701722979545593,0.8023999929428101
6,2349,-3.436553955078125,,
6,2399,-3.0076441764831543,,
6,2449,-3.622910261154175,,
6,2499,-2.9590859413146973,,
6,2549,-3.190901756286621,,
6,2599,-3.0389602184295654,,
6,2649,-3.3018264770507812,,
6,2699,-3.5158042907714844,,
6,2729,,0.7890224456787109,0.7940999865531921
7,2749,-4.17966365814209,,
7,2799,-4.391413688659668,,
7,2849,-4.127908229827881,,
7,2899,-4.43725061416626,,
7,2949,-4.14601993560791,,
7,2999,-4.655580520629883,,
7,3049,-4.273453235626221,,
7,3099,-4.276803016662598,,
7,3119,,0.8099960088729858,0.8464000225067139
8,3149,-5.045616626739502,,
8,3199,-4.764521598815918,,
8,3249,-5.258932113647461,,
8,3299,-5.131314277648926,,
8,3349,-4.6796488761901855,,
8,3399,-5.143472671508789,,
8,3449,-4.931027889251709,,
8,3499,-5.096113204956055,,
8,3509,,0.8239383101463318,0.8500000238418579
9,3549,-6.406347751617432,,
9,3599,-5.40360164642334,,
9,3649,-5.675308704376221,,
9,3699,-5.387584686279297,,
