train_loss,epoch,step,train_acc,test_acc,mix_match_loss_step,mix_match_loss_epoch
0.598190188407898,12,4699,,,,
0.646841824054718,12,4749,,,,
0.6839143633842468,12,4799,,,,
0.647864043712616,12,4849,,,,
0.6394192576408386,12,4899,,,,
0.5144223570823669,12,4949,,,,
0.5497983694076538,12,4999,,,,
0.4889039993286133,12,5049,,,,
,12,5069,0.8254807591438293,0.8305000066757202,,
0.48206427693367004,13,5099,,,,
0.5258336663246155,13,5149,,,,
0.6786640882492065,13,5199,,,,
0.6454173922538757,13,5249,,,,
0.47065648436546326,13,5299,,,,
0.38495713472366333,13,5349,,,,
0.46283552050590515,13,5399,,,,
0.5158265233039856,13,5449,,,,
,13,5459,0.8326722979545593,0.8701000213623047,,
0.5804190635681152,14,5499,,,,
0.572862982749939,14,5549,,,,
0.6110519766807556,14,5599,,,,
0.4553832709789276,14,5649,,,,
0.6351543068885803,14,5699,,,,
0.6678920984268188,14,5749,,,,
0.5027289986610413,14,5799,,,,
0.5697632431983948,14,5849,,,,
,14,5849,0.8380007743835449,0.8149999976158142,,
0.6330322027206421,15,5899,,,,
0.6209967136383057,15,5949,,,,
0.5192480087280273,15,5999,,,,
0.4147243797779083,15,6049,,,,
0.3760753273963928,15,6099,,,,
0.454389363527298,15,6149,,,,
0.5584158897399902,15,6199,,,,
,15,6239,0.8391626477241516,0.8654999732971191,,
0.32980161905288696,16,6249,,,,
0.4970534145832062,16,6299,,,,
0.5822626352310181,16,6349,,,,
0.5948095917701721,16,6399,,,,
0.45793861150741577,16,6449,,,,
0.5104567408561707,16,6499,,,,
0.6498584747314453,16,6549,,,,
0.47680678963661194,16,6599,,,,
,16,6629,0.8438100814819336,0.8438000082969666,,
0.5775778293609619,17,6649,,,,
0.6195167899131775,17,6699,,,,
0.39039772748947144,17,6749,,,,
0.3943406939506531,17,6799,,,,
0.4977149963378906,17,6849,,,,
0.5707347393035889,17,6899,,,,
0.5957996845245361,17,6949,,,,
0.5270969867706299,17,6999,,,,
,17,7019,0.8484575152397156,0.8446999788284302,,
0.589945375919342,18,7049,,,,
0.32143905758857727,18,7099,,,,
0.4898013770580292,18,7149,,,,
0.6289883255958557,18,7199,,,,
0.5729851722717285,18,7249,,,,
0.4769265055656433,18,7299,,,,
0.5383890867233276,18,7349,,,,
0.7031377553939819,18,7399,,,,
,18,7409,0.8509414792060852,0.8695999979972839,,
0.5247622132301331,19,7449,,,,
0.5437062382698059,19,7499,,,,
0.6352543830871582,19,7549,,,,
0.6267549395561218,19,7599,,,,
0.35141053795814514,19,7649,,,,
0.5494986176490784,19,7699,,,,
0.5112303495407104,19,7749,,,,
0.34321022033691406,19,7799,,,,
0.7188760638237,19,7799,0.8490745425224304,0.8324000239372253,,
,20,7849,,,2.304990768432617,
,20,7899,,,2.196413993835449,
,20,7949,,,2.0057647228240967,
,20,7999,,,2.067376136779785,
,20,8049,,,1.4438655376434326,
,20,8099,,,1.5125963687896729,
,20,8149,,,1.680845856666565,
,20,8199,,,1.4142251014709473,
,20,8217,,0.8504999876022339,,1.8662570714950562
,21,8249,,,1.0350698232650757,
,21,8299,,,0.8346350193023682,
,21,8349,,,1.34180748462677,
,21,8399,,,1.403415560722351,
,21,8449,,,1.5967986583709717,
,21,8499,,,1.6215358972549438,
,21,8549,,,1.5972485542297363,
,21,8599,,,1.4477156400680542,
,21,8616,,0.8212000131607056,,1.446476936340332
,22,8649,,,1.4289036989212036,
,22,8699,,,1.4044101238250732,
,22,8749,,,1.4548395872116089,
,22,8799,,,1.1632424592971802,
,22,8849,,,1.4620145559310913,
,22,8899,,,1.1772265434265137,
,22,8949,,,1.152514100074768,
,22,8999,,,1.4630627632141113,
,22,9008,,0.8227999806404114,,1.4324092864990234
,23,9049,,,1.5327801704406738,
,23,9099,,,1.554502248764038,
,23,9149,,,1.33232843875885,
,23,9199,,,1.159974455833435,
,23,9249,,,1.2899736166000366,
,23,9299,,,1.407976508140564,
,23,9349,,,1.5320366621017456,
,23,9399,,,1.4312353134155273,
,23,9411,,0.8127999901771545,,1.420964241027832
,24,9449,,,1.536057949066162,
,24,9499,,,1.4387398958206177,
,24,9549,,,1.3885060548782349,
,24,9599,,,1.3517839908599854,
,24,9649,,,1.0054081678390503,
,24,9699,,,1.5497584342956543,
,24,9749,,,1.4587782621383667,
,24,9799,,,1.3546680212020874,
,24,9804,,0.8377000093460083,,1.3772308826446533
,25,9849,,,1.4546905755996704,
,25,9899,,,1.4809092283248901,
,25,9949,,,1.567940592765808,
,25,9999,,,1.210286021232605,
,25,10049,,,1.1512211561203003,
,25,10099,,,1.3384277820587158,
,25,10149,,,1.463915228843689,
,25,10199,,,1.167625069618225,
,25,10199,,0.8278999924659729,,1.3783937692642212
,26,10249,,,1.5215449333190918,
,26,10299,,,1.5413371324539185,
,26,10349,,,1.4616169929504395,
,26,10399,,,0.9810870289802551,
,26,10449,,,1.4779428243637085,
,26,10499,,,1.2613762617111206,
,26,10549,,,1.176628589630127,
,26,10599,,,1.3880382776260376,
,26,10604,,0.8165000081062317,,1.3501732349395752
,27,10649,,,1.4743068218231201,
,27,10699,,,1.5689095258712769,
,27,10749,,,1.426818609237671,
,27,10799,,,1.4624909162521362,
,27,10849,,,1.4823943376541138,
,27,10899,,,1.18641197681427,
,27,10949,,,1.4104626178741455,
,27,10999,,,1.4026453495025635,
,27,11006,,0.8179000020027161,,1.354079246520996
,28,11049,,,1.452284574508667,
,28,11099,,,1.1022155284881592,
,28,11149,,,1.2414624691009521,
,28,11199,,,1.4020869731903076,
,28,11249,,,1.304438829421997,
,28,11299,,,1.3990507125854492,
,28,11349,,,1.3447840213775635,
,28,11399,,,1.2891626358032227,
,28,11409,,0.8278999924659729,,1.3323842287063599
,29,11449,,,1.4532051086425781,
,29,11499,,,1.3662524223327637,
,29,11549,,,1.3402471542358398,
,29,11599,,,1.0574089288711548,
,29,11649,,,1.325757384300232,
,29,11699,,,1.2216320037841797,
,29,11749,,,1.4840270280838013,
,29,11799,,,1.5301740169525146,
,29,11801,,0.8281000256538391,,1.3510868549346924
,30,11849,,,1.4185386896133423,
,30,11899,,,1.49881911277771,
,30,11949,,,0.9821048974990845,
,30,11999,,,1.3389557600021362,
,30,12049,,,1.4427034854888916,
,30,12099,,,1.4005112648010254,
,30,12149,,,1.3403571844100952,
,30,12199,,,1.24840247631073,
,30,12202,,0.8306999802589417,,1.3515944480895996
,31,12249,,,1.4713722467422485,
,31,12299,,,1.5045915842056274,
,31,12349,,,1.5448716878890991,
,31,12399,,,1.3916740417480469,
,31,12449,,,1.4664644002914429,
,31,12499,,,1.4869933128356934,
,31,12549,,,1.4523801803588867,
,31,12595,,0.835099995136261,,1.3634859323501587
,32,12599,,,1.2915843725204468,
,32,12649,,,1.3575048446655273,
,32,12699,,,1.5076022148132324,
,32,12749,,,1.3653860092163086,
,32,12799,,,1.155990719795227,
,32,12849,,,1.1499125957489014,
,32,12899,,,1.4045019149780273,
,32,12949,,,1.4385061264038086,
,32,12998,,0.8434000015258789,,1.314274787902832
,33,12999,,,1.1378116607666016,
,33,13049,,,1.1785354614257812,
,33,13099,,,1.4074009656906128,
,33,13149,,,1.38807213306427,
,33,13199,,,1.5821607112884521,
,33,13249,,,1.2256553173065186,
,33,13299,,,1.4655967950820923,
,33,13349,,,1.4237771034240723,
,33,13393,,0.8370000123977661,,1.3481664657592773
,34,13399,,,1.409150242805481,
,34,13449,,,1.3137584924697876,
,34,13499,,,1.5354660749435425,
,34,13549,,,1.102941632270813,
,34,13599,,,0.6758124232292175,
,34,13649,,,1.2332497835159302,
,34,13699,,,1.409027099609375,
,34,13749,,,1.3278142213821411,
,34,13799,,,1.3866221904754639,
,34,13799,,0.8420000076293945,,1.3329706192016602
,35,13849,,,1.4078978300094604,
,35,13899,,,1.3629869222640991,
,35,13949,,,1.4579706192016602,
,35,13999,,,1.5020796060562134,
,35,14049,,,1.4563376903533936,
,35,14099,,,1.5378649234771729,
,35,14149,,,1.205965518951416,
,35,14192,,0.8339999914169312,,1.3516099452972412
,36,14199,,,1.4740848541259766,
,36,14249,,,1.4514285326004028,
,36,14299,,,1.2493109703063965,
,36,14349,,,1.3793911933898926,
,36,14399,,,1.1310406923294067,
,36,14449,,,1.4617056846618652,
,36,14499,,,1.2920483350753784,
,36,14549,,,1.3837167024612427,
,36,14591,,0.8058000206947327,,1.33919095993042
,37,14599,,,1.2279653549194336,
,37,14649,,,1.1945079565048218,
,37,14699,,,1.1587810516357422,
,37,14749,,,1.0443793535232544,
,37,14799,,,1.1687391996383667,
,37,14849,,,1.4396079778671265,
,37,14899,,,1.3668190240859985,
,37,14949,,,1.338454246520996,
,37,14990,,0.8499000072479248,,1.3295118808746338
,38,14999,,,1.4230427742004395,
,38,15049,,,1.3483213186264038,
,38,15099,,,1.414292335510254,
,38,15149,,,1.3014740943908691,
,38,15199,,,1.0084993839263916,
,38,15249,,,1.5465165376663208,
,38,15299,,,1.2362045049667358,
,38,15349,,,1.0926707983016968,
,38,15394,,0.847000002861023,,1.322241187095642
,39,15399,,,1.4383795261383057,
,39,15449,,,1.3696889877319336,
,39,15499,,,1.2807193994522095,
,39,15549,,,1.338167667388916,
,39,15599,,,1.3804489374160767,
,39,15649,,,1.1621826887130737,
,39,15699,,,1.2048747539520264,
,39,15749,,,1.5070780515670776,
,39,15789,,0.8485999703407288,,1.3235220909118652
,40,15799,,,1.351086139678955,
,40,15849,,,1.457582950592041,
,40,15899,,,1.3427814245224,
,40,15949,,,1.1846511363983154,
,40,15999,,,1.2814130783081055,
,40,16049,,,1.3151330947875977,
,40,16099,,,1.4548929929733276,
,40,16149,,,1.3934096097946167,
,40,16183,,0.8514000177383423,,1.3169169425964355
,41,16199,,,1.3718929290771484,
,41,16249,,,1.5808109045028687,
,41,16299,,,1.3278874158859253,
,41,16349,,,1.290109634399414,
,41,16399,,,1.4199026823043823,
,41,16449,,,1.1143704652786255,
,41,16499,,,1.3377370834350586,
,41,16549,,,1.2629470825195312,
,41,16577,,0.8511000275611877,,1.3193010091781616
,42,16599,,,1.3194175958633423,
,42,16649,,,1.318549394607544,
,42,16699,,,1.3220555782318115,
,42,16749,,,1.3493926525115967,
,42,16799,,,1.224900484085083,
,42,16849,,,1.4066826105117798,
,42,16899,,,1.4397493600845337,
,42,16949,,,1.209674596786499,
,42,16970,,0.8284000158309937,,1.3097546100616455
,43,16999,,,1.3844414949417114,
,43,17049,,,1.4312243461608887,
,43,17099,,,1.1254633665084839,
,43,17149,,,1.4071907997131348,
,43,17199,,,0.9142190217971802,
,43,17249,,,1.0576025247573853,
,43,17299,,,1.5023114681243896,
,43,17349,,,1.3516969680786133,
,43,17361,,0.7958999872207642,,1.3026432991027832
,44,17399,,,1.4269745349884033,
,44,17449,,,1.4635447263717651,
,44,17499,,,0.852423906326294,
,44,17549,,,1.1560564041137695,
,44,17599,,,1.436606526374817,
,44,17649,,,1.2968525886535645,
,44,17699,,,1.19222891330719,
,44,17749,,,1.4515641927719116,
,44,17757,,0.8482000231742859,,1.3019522428512573
,45,17799,,,1.295755386352539,
,45,17849,,,1.1802570819854736,
,45,17899,,,1.2338050603866577,
,45,17949,,,1.4200727939605713,
,45,17999,,,1.451602816581726,
,45,18049,,,1.082754373550415,
,45,18099,,,1.3698548078536987,
,45,18149,,,1.0648505687713623,
,45,18159,,0.8450000286102295,,1.2867614030838013
,46,18199,,,1.3479231595993042,
,46,18249,,,1.4147303104400635,
,46,18299,,,1.4800413846969604,
,46,18349,,,1.368205189704895,
,46,18399,,,1.2295055389404297,
,46,18449,,,1.3080110549926758,
,46,18499,,,1.431199550628662,
,46,18549,,,1.3064464330673218,
,46,18558,,0.829800009727478,,1.3016268014907837
,47,18599,,,1.387864351272583,
,47,18649,,,1.3184982538223267,
,47,18699,,,1.2624467611312866,
,47,18749,,,1.3677748441696167,
,47,18799,,,1.3195756673812866,
,47,18849,,,1.3148282766342163,
,47,18899,,,0.8410495519638062,
,47,18949,,,1.4273289442062378,
,47,18960,,0.8287000060081482,,1.2886707782745361
,48,18999,,,1.5488429069519043,
,48,19049,,,1.2298970222473145,
,48,19099,,,1.2954562902450562,
,48,19149,,,1.2722928524017334,
,48,19199,,,0.8461341857910156,
,48,19249,,,1.3130640983581543,
,48,19299,,,1.3703253269195557,
,48,19349,,,1.3561508655548096,
,48,19359,,0.859499990940094,,1.2765661478042603
,49,19399,,,1.285895824432373,
,49,19449,,,1.2232184410095215,
,49,19499,,,0.7187678813934326,
,49,19549,,,1.4302146434783936,
,49,19599,,,1.435152292251587,
,49,19649,,,1.3230719566345215,
,49,19699,,,1.4135562181472778,
,49,19749,,,1.3340575695037842,
,49,19755,,0.8574000000953674,,1.2822942733764648
,50,19799,,,1.463736891746521,
,50,19849,,,1.0425633192062378,
,50,19899,,,1.1012502908706665,
,50,19949,,,1.38924241065979,
,50,19999,,,0.9010222554206848,
,50,20049,,,1.2657684087753296,
,50,20099,,,1.1968836784362793,
,50,20146,,0.8460999727249146,,1.2814788818359375
,51,20149,,,1.046412706375122,
,51,20199,,,1.4013663530349731,
,51,20249,,,1.2308998107910156,
,51,20299,,,1.3980590105056763,
,51,20349,,,1.3174899816513062,
,51,20399,,,0.9977527856826782,
,51,20449,,,1.316590666770935,
,51,20499,,,1.3982373476028442,
,51,20541,,0.84579998254776,,1.3012043237686157
,52,20549,,,1.3169115781784058,
,52,20599,,,1.1366866827011108,
,52,20649,,,1.0639610290527344,
,52,20699,,,1.4387470483779907,
,52,20749,,,1.3097244501113892,
,52,20799,,,1.3808356523513794,
,52,20849,,,1.3141639232635498,
,52,20899,,,1.3139640092849731,
,52,20939,,0.8356000185012817,,1.2928688526153564
,53,20949,,,1.2521798610687256,
,53,20999,,,1.1482627391815186,
,53,21049,,,1.298687219619751,
,53,21099,,,1.2101773023605347,
,53,21149,,,1.3213727474212646,
,53,21199,,,1.3169299364089966,
,53,21249,,,1.1092474460601807,
,53,21299,,,1.052506923675537,
,53,21332,,0.8485000133514404,,1.2734431028366089
,54,21349,,,1.0951498746871948,
,54,21399,,,1.0736956596374512,
,54,21449,,,1.3562111854553223,
,54,21499,,,1.298919439315796,
,54,21549,,,1.4454809427261353,
,54,21599,,,1.419245958328247,
,54,21649,,,0.8983343839645386,
,54,21699,,,1.2935452461242676,
,54,21737,,0.8420000076293945,,1.2718216180801392
,55,21749,,,1.2824913263320923,
,55,21799,,,1.2615108489990234,
,55,21849,,,1.3067570924758911,
,55,21899,,,1.4397022724151611,
,55,21949,,,1.1339590549468994,
,55,21999,,,0.9422415494918823,
,55,22049,,,1.2545255422592163,
,55,22099,,,1.2437784671783447,
,55,22131,,0.8582000136375427,,1.2650141716003418
,56,22149,,,1.3451935052871704,
,56,22199,,,1.4751317501068115,
,56,22249,,,1.359597086906433,
,56,22299,,,1.2826393842697144,
,56,22349,,,1.2065010070800781,
,56,22399,,,1.3576267957687378,
,56,22449,,,1.2470580339431763,
,56,22499,,,1.3216264247894287,
,56,22533,,0.8187000155448914,,1.2696036100387573
,57,22549,,,1.3285120725631714,
,57,22599,,,1.3529775142669678,
,57,22649,,,1.410649299621582,
,57,22699,,,1.3535734415054321,
,57,22749,,,1.3276655673980713,
,57,22799,,,0.9671663045883179,
,57,22849,,,1.2580846548080444,
,57,22899,,,1.3045039176940918,
,57,22937,,0.8183000087738037,,1.2763500213623047
,58,22949,,,1.151246428489685,
,58,22999,,,1.1548545360565186,
,58,23049,,,1.3974976539611816,
,58,23099,,,1.2486400604248047,
,58,23149,,,1.4248378276824951,
,58,23199,,,1.2596689462661743,
,58,23249,,,1.4685782194137573,
,58,23299,,,1.2598984241485596,
,58,23329,,0.8460999727249146,,1.2704384326934814
,59,23349,,,1.1069875955581665,
,59,23399,,,1.1574496030807495,
,59,23449,,,1.3499062061309814,
,59,23499,,,1.2910189628601074,
,59,23549,,,1.3571346998214722,
,59,23599,,,1.1761646270751953,
,59,23649,,,1.3623952865600586,
,59,23699,,,1.3932462930679321,
,59,23726,,0.8307999968528748,,1.2703776359558105
,60,23749,,,1.2125928401947021,
,60,23799,,,1.0386368036270142,
,60,23849,,,1.3467823266983032,
,60,23899,,,1.341057538986206,
,60,23949,,,0.984586775302887,
,60,23999,,,1.2955459356307983,
,60,24049,,,1.3114426136016846,
,60,24099,,,1.2388988733291626,
,60,24128,,0.8518999814987183,,1.2756906747817993
,61,24149,,,1.360949158668518,
,61,24199,,,0.9919282793998718,
,61,24249,,,1.2700889110565186,
,61,24299,,,1.2697882652282715,
,61,24349,,,1.3430066108703613,
,61,24399,,,1.338667869567871,
,61,24449,,,1.430835247039795,
,61,24499,,,1.2817232608795166,
,61,24519,,0.8464000225067139,,1.2567720413208008
,62,24549,,,1.3772623538970947,
,62,24599,,,1.2576723098754883,
,62,24649,,,1.0606961250305176,
,62,24699,,,1.0189529657363892,
,62,24749,,,1.363339900970459,
,62,24799,,,1.3018790483474731,
,62,24849,,,1.2578647136688232,
,62,24899,,,1.3998411893844604,
,62,24914,,0.8676999807357788,,1.2552117109298706
,63,24949,,,1.2873305082321167,
,63,24999,,,1.4000288248062134,
,63,25049,,,1.3320945501327515,
,63,25099,,,1.1755824089050293,
,63,25149,,,1.321905493736267,
,63,25199,,,1.3388488292694092,
,63,25249,,,1.2715319395065308,
,63,25299,,,1.024956464767456,
,63,25322,,0.8737999796867371,,1.2577366828918457
,64,25349,,,1.2215784788131714,
,64,25399,,,1.3165817260742188,
,64,25449,,,1.3117433786392212,
,64,25499,,,1.3235201835632324,
,64,25549,,,1.3575711250305176,
,64,25599,,,1.3223203420639038,
,64,25649,,,1.277618408203125,
,64,25699,,,1.1786988973617554,
,64,25717,,0.8561000227928162,,1.2662304639816284
,65,25749,,,0.9295663833618164,
,65,25799,,,1.2269222736358643,
,65,25849,,,1.1496198177337646,
,65,25899,,,0.9435433745384216,
,65,25949,,,1.3182477951049805,
,65,25999,,,1.0308451652526855,
,65,26049,,,1.2689945697784424,
,65,26099,,,1.3155776262283325,
,65,26111,,0.8708999752998352,,1.2584598064422607
,66,26149,,,0.9140682816505432,
,66,26199,,,1.2966097593307495,
,66,26249,,,1.3519569635391235,
,66,26299,,,1.1745997667312622,
,66,26349,,,1.3032994270324707,
,66,26399,,,1.3586857318878174,
,66,26449,,,1.3165725469589233,
,66,26499,,,1.3305307626724243,
,66,26512,,0.8535000085830688,,1.2455792427062988
,67,26549,,,1.2638260126113892,
,67,26599,,,1.2784961462020874,
,67,26649,,,1.2182164192199707,
,67,26699,,,1.2649635076522827,
,67,26749,,,1.228040337562561,
,67,26799,,,1.0439772605895996,
,67,26849,,,1.2844394445419312,
,67,26899,,,1.261973261833191,
,67,26918,,0.8579000234603882,,1.2392970323562622
,68,26949,,,1.3743010759353638,
,68,26999,,,1.2728967666625977,
,68,27049,,,1.3673243522644043,
,68,27099,,,1.2006365060806274,
,68,27149,,,1.3603310585021973,
,68,27199,,,1.276202917098999,
,68,27249,,,0.9425767064094543,
,68,27299,,,1.330358862876892,
,68,27320,,0.8511000275611877,,1.2431493997573853
,69,27349,,,1.2384928464889526,
,69,27399,,,0.7406144738197327,
,69,27449,,,1.1571745872497559,
,69,27499,,,0.9344159960746765,
,69,27549,,,1.2754826545715332,
,69,27599,,,1.279945969581604,
,69,27649,,,1.3770180940628052,
,69,27699,,,1.0694555044174194,
,69,27722,,0.8615999817848206,,1.2373459339141846
,70,27749,,,1.120295763015747,
,70,27799,,,1.0397523641586304,
,70,27849,,,1.3176534175872803,
,70,27899,,,1.0674331188201904,
,70,27949,,,1.2706962823867798,
,70,27999,,,1.3382668495178223,
,70,28049,,,1.0015226602554321,
,70,28099,,,1.3208632469177246,
,70,28130,,0.8535000085830688,,1.2300721406936646
,71,28149,,,1.3394228219985962,
,71,28199,,,1.2082569599151611,
,71,28249,,,1.3676973581314087,
,71,28299,,,1.2941584587097168,
,71,28349,,,1.2760674953460693,
,71,28399,,,1.2523155212402344,
,71,28449,,,0.9644303917884827,
,71,28499,,,1.354677677154541,
,71,28537,,0.8758000135421753,,1.2405691146850586
,72,28549,,,1.2225748300552368,
,72,28599,,,1.2694108486175537,
,72,28649,,,1.3891491889953613,
,72,28699,,,1.2984811067581177,
,72,28749,,,0.9573095440864563,
,72,28799,,,1.1744153499603271,
,72,28849,,,1.0990315675735474,
,72,28899,,,1.1547013521194458,
,72,28928,,0.8795999884605408,,1.2385691404342651
,73,28949,,,1.2756463289260864,
,73,28999,,,1.2375121116638184,
,73,29049,,,1.1366150379180908,
,73,29099,,,1.1901215314865112,
,73,29149,,,1.230692744255066,
,73,29199,,,1.2988028526306152,
,73,29249,,,1.2235181331634521,
,73,29299,,,1.3563191890716553,
,73,29326,,0.8726000189781189,,1.2438647747039795
,74,29349,,,1.2962536811828613,
,74,29399,,,1.2261013984680176,
,74,29449,,,1.157426118850708,
,74,29499,,,1.125352144241333,
,74,29549,,,1.3557429313659668,
,74,29599,,,1.0621349811553955,
,74,29649,,,1.3361389636993408,
,74,29699,,,1.1914501190185547,
,74,29727,,0.8730000257492065,,1.2312208414077759
,75,29749,,,1.2050014734268188,
,75,29799,,,0.9066250920295715,
,75,29849,,,1.2505775690078735,
,75,29899,,,1.1512713432312012,
,75,29949,,,1.1623976230621338,
,75,29999,,,1.2652349472045898,
,75,30049,,,1.0546764135360718,
,75,30099,,,1.370705008506775,
,75,30133,,0.8669999837875366,,1.2243303060531616
,76,30149,,,1.3563406467437744,
,76,30199,,,1.5339540243148804,
,76,30249,,,1.289648413658142,
,76,30299,,,1.2092629671096802,
,76,30349,,,1.1697496175765991,
,76,30399,,,1.2321925163269043,
,76,30449,,,1.3713711500167847,
,76,30499,,,1.3198273181915283,
,76,30525,,0.8587999939918518,,1.2265243530273438
,77,30549,,,1.1719870567321777,
,77,30599,,,1.2376601696014404,
,77,30649,,,1.3072011470794678,
,77,30699,,,1.1092338562011719,
,77,30749,,,1.2498916387557983,
,77,30799,,,1.395581603050232,
,77,30849,,,1.2301087379455566,
,77,30899,,,1.0515044927597046,
,77,30934,,0.8683000206947327,,1.2312992811203003
,78,30949,,,1.327239990234375,
,78,30999,,,1.2898313999176025,
,78,31049,,,1.198682427406311,
,78,31099,,,1.310836911201477,
,78,31149,,,1.2183239459991455,
,78,31199,,,1.3976192474365234,
,78,31249,,,0.8770349621772766,
,78,31299,,,1.1965134143829346,
,78,31341,,0.8676999807357788,,1.227652668952942
,79,31349,,,1.1619352102279663,
,79,31399,,,1.3472894430160522,
,79,31449,,,1.1190669536590576,
,79,31499,,,1.331154704093933,
,79,31549,,,1.4668558835983276,
,79,31599,,,1.0943471193313599,
,79,31649,,,1.408325433731079,
,79,31699,,,1.3087892532348633,
,79,31738,,0.8845000267028809,,1.2346712350845337
,80,31749,,,1.219604730606079,
,80,31799,,,1.2252733707427979,
,80,31849,,,1.2480891942977905,
,80,31899,,,1.244552493095398,
,80,31949,,,1.2758045196533203,
,80,31999,,,1.3615425825119019,
,80,32049,,,1.3786288499832153,
,80,32099,,,1.1691510677337646,
,80,32148,,0.8518000245094299,,1.2372124195098877
,81,32149,,,1.2405116558074951,
,81,32199,,,1.219981074333191,
,81,32249,,,1.3334499597549438,
,81,32299,,,1.347558617591858,
,81,32349,,,1.2084628343582153,
,81,32399,,,1.3088254928588867,
,81,32449,,,1.3411463499069214,
,81,32499,,,1.2730633020401,
,81,32548,,0.8733000159263611,,1.2156554460525513
,82,32549,,,1.0340238809585571,
,82,32599,,,1.3999505043029785,
,82,32649,,,1.2833919525146484,
,82,32699,,,1.2038335800170898,
,82,32749,,,1.0900176763534546,
,82,32799,,,1.2781305313110352,
,82,32849,,,1.1929240226745605,
,82,32899,,,1.2257084846496582,
,82,32949,,,1.192837119102478,
,82,32952,,0.8823999762535095,,1.230592966079712
,83,32999,,,1.0431461334228516,
,83,33049,,,1.3528120517730713,
