train_loss,step,epoch,test_acc,train_acc
2.683234691619873,49,0,,
2.5529587268829346,99,0,,
2.275954484939575,149,0,,
2.22833514213562,199,0,,
2.262284755706787,249,0,,
2.3132309913635254,299,0,,
2.231144905090332,349,0,,
,389,0,0.2671999931335449,0.16470353305339813
2.3655784130096436,399,1,,
2.282750368118286,449,1,,
2.1019859313964844,499,1,,
2.27085280418396,549,1,,
2.09926700592041,599,1,,
2.2737162113189697,649,1,,
2.3240628242492676,699,1,,
2.2302017211914062,749,1,,
,779,1,0.28380000591278076,0.22289663553237915
2.0997908115386963,799,2,,
2.054668664932251,849,2,,
1.9661009311676025,899,2,,
1.9441341161727905,949,2,,
1.8823680877685547,999,2,,
1.8174630403518677,1049,2,,
1.9320157766342163,1099,2,,
1.9955521821975708,1149,2,,
,1169,2,0.37229999899864197,0.29142627120018005
1.9287328720092773,1199,3,,
1.9134351015090942,1249,3,,
1.7007215023040771,1299,3,,
1.81163489818573,1349,3,,
1.6384000778198242,1399,3,,
1.8221924304962158,1449,3,,
1.718764066696167,1499,3,,
1.6278843879699707,1549,3,,
,1559,3,0.43470001220703125,0.3621794879436493
1.7425965070724487,1599,4,,
1.5782841444015503,1649,4,,
1.659088373184204,1699,4,,
1.5817701816558838,1749,4,,
1.5490667819976807,1799,4,,
1.7250906229019165,1849,4,,
1.5879857540130615,1899,4,,
1.6103994846343994,1949,4,,
,1949,4,0.4749000072479248,0.41157853603363037
1.709088921546936,1999,5,,
1.5157358646392822,2049,5,,
1.651554822921753,2099,5,,
1.453168511390686,2149,5,,
1.6029067039489746,2199,5,,
1.5494420528411865,2249,5,,
1.4853287935256958,2299,5,,
,2339,5,0.536300003528595,0.4580528736114502
1.4537956714630127,2349,6,,
1.505384087562561,2399,6,,
1.3852477073669434,2449,6,,
1.4302372932434082,2499,6,,
1.4139353036880493,2549,6,,
1.5941295623779297,2599,6,,
1.5037765502929688,2649,6,,
1.4521540403366089,2699,6,,
,2729,6,0.5758000016212463,0.5029246807098389
1.2263275384902954,2749,7,,
1.273364782333374,2799,7,,
1.40272855758667,2849,7,,
1.373955488204956,2899,7,,
1.372529149055481,2949,7,,
1.1815840005874634,2999,7,,
1.3365044593811035,3049,7,,
1.2455345392227173,3099,7,,
,3119,7,0.5896000266075134,0.5490184426307678
1.3869589567184448,3149,8,,
1.275296688079834,3199,8,,
1.48436439037323,3249,8,,
1.0947962999343872,3299,8,,
1.4342446327209473,3349,8,,
1.2346895933151245,3399,8,,
1.2560336589813232,3449,8,,
1.1284979581832886,3499,8,,
,3509,8,0.6643999814987183,0.5896434187889099
1.2350704669952393,3549,9,,
1.2547495365142822,3599,9,,
1.3723742961883545,3649,9,,
1.2153210639953613,3699,9,,
1.2008028030395508,3749,9,,
1.3440747261047363,3799,9,,
1.0152671337127686,3849,9,,
1.125587821006775,3899,9,,
,3899,9,0.6614999771118164,0.6252403855323792
1.1306579113006592,3949,10,,
1.1733049154281616,3999,10,,
1.2674733400344849,4049,10,,
1.1858832836151123,4099,10,,
1.3907479047775269,4149,10,,
1.1834594011306763,4199,10,,
1.0516536235809326,4249,10,,
,4289,10,0.741599977016449,0.6423677802085876
0.7153043150901794,4299,11,,
0.9136403799057007,4349,11,,
0.5855001211166382,4399,11,,
1.002091646194458,4449,11,,
1.0222269296646118,4499,11,,
1.1673381328582764,4549,11,,
0.6989428997039795,4599,11,,
0.9630060791969299,4649,11,,
,4679,11,0.7063000202178955,0.6437099575996399
0.6448901295661926,4699,12,,
0.689530611038208,4749,12,,
1.1303651332855225,4799,12,,
0.42107927799224854,4849,12,,
0.5031934976577759,4899,12,,
0.5743218660354614,4949,12,,
1.1449021100997925,4999,12,,
0.42208701372146606,5049,12,,
,5069,12,0.729200005531311,0.6417468190193176
0.155706524848938,5099,13,,
0.1918390989303589,5149,13,,
0.08241522312164307,5199,13,,
-0.005046844482421875,5249,13,,
0.20817184448242188,5299,13,,
0.13105833530426025,5349,13,,
-0.22773349285125732,5399,13,,
0.3576695919036865,5449,13,,
,5459,13,0.7275999784469604,0.6468950510025024
-0.3052147626876831,5499,14,,
-0.5927014350891113,5549,14,,
-0.17718851566314697,5599,14,,
-0.09422421455383301,5649,14,,
-0.5281034708023071,5699,14,,
-0.7288335561752319,5749,14,,
-0.4752408266067505,5799,14,,
-0.08844780921936035,5849,14,,
,5849,14,0.6861000061035156,0.6515224575996399
-1.462926983833313,5899,15,,
-1.073901891708374,5949,15,,
-1.1789307594299316,5999,15,,
-0.5759621858596802,6049,15,,
-0.7954045534133911,6099,15,,
-1.0665276050567627,6149,15,,
-0.5621703863143921,6199,15,,
,6239,15,0.7157999873161316,0.6581330299377441
-1.765702247619629,6249,16,,
-1.9507193565368652,6299,16,,
-1.3190808296203613,6349,16,,
-1.6583274602890015,6399,16,,
-1.8202773332595825,6449,16,,
-0.725247859954834,6499,16,,
-1.2646617889404297,6549,16,,
-1.3346819877624512,6599,16,,
,6629,16,0.7421000003814697,0.6656049489974976
-1.9099398851394653,6649,17,,
-2.4555578231811523,6699,17,,
-2.0353453159332275,6749,17,,
-1.7202653884887695,6799,17,,
-1.8812220096588135,6849,17,,
-1.8259836435317993,6899,17,,
-2.0223469734191895,6949,17,,
-2.1487040519714355,6999,17,,
,7019,17,0.7269999980926514,0.6698117256164551
-2.9487104415893555,7049,18,,
-2.6555986404418945,7099,18,,
-2.6520261764526367,7149,18,,
-2.0837600231170654,7199,18,,
-2.6282260417938232,7249,18,,
-3.0024893283843994,7299,18,,
-2.7154273986816406,7349,18,,
-3.0813233852386475,7399,18,,
,7409,18,0.7167999744415283,0.67578125
-3.3046374320983887,7449,19,,
-3.871181011199951,7499,19,,
-2.9826881885528564,7549,19,,
-4.22658109664917,7599,19,,
-2.684965133666992,7649,19,,
-3.218104362487793,7699,19,,
-3.302549362182617,7749,19,,
-2.873870849609375,7799,19,,
,7799,19,0.7319999933242798,0.6804487109184265
-4.268566131591797,7849,20,,
-3.9980196952819824,7899,20,,
-3.437626361846924,7949,20,,
