train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc,mix_match_loss
1.9780112504959106,0,49,,,,,
1.7733818292617798,0,99,,,,,
1.8232769966125488,0,149,,,,,
1.606109857559204,0,199,,,,,
1.6133488416671753,0,249,,,,,
1.668792724609375,0,299,,,,,
,0,311,1.492089867591858,0.4471000134944916,,,
,0,311,,,0.34352463483810425,0.47369998693466187,
,1,349,,,,,2.3939898014068604
,1,399,,,,,2.3707211017608643
,1,449,,,,,2.261178970336914
,1,499,,,,,nan
,1,549,,,,,nan
,1,599,,,,,nan
,1,649,,,,,nan
,1,658,nan,0.10790000110864639,,,
1.6023359298706055,1,658,,,0.4536809027194977,0.10000000149011612,
,2,699,,,,,nan
,2,749,,,,,nan
,2,799,,,,,nan
,2,849,,,,,nan
,2,899,,,,,nan
,2,949,,,,,nan
,2,999,,,,,nan
,2,1049,,,,,nan
,2,1099,,,,,nan
,2,1149,,,,,nan
,2,1199,,,,,nan
,2,1216,nan,0.10790000110864639,,,
,2,1216,,,,0.10000000149011612,
,3,1249,,,,,nan
,3,1299,,,,,nan
,3,1349,,,,,nan
,3,1399,,,,,nan
,3,1449,,,,,nan
,3,1499,,,,,nan
,3,1549,,,,,nan
,3,1599,,,,,nan
,3,1649,,,,,nan
,3,1699,,,,,nan
,3,1749,,,,,nan
,3,1774,nan,0.10790000110864639,,,
,3,1774,,,,0.10000000149011612,
,4,1799,,,,,nan
,4,1849,,,,,nan
,4,1899,,,,,nan
,4,1949,,,,,nan
,4,1999,,,,,nan
,4,2049,,,,,nan
,4,2099,,,,,nan
,4,2149,,,,,nan
,4,2199,,,,,nan
,4,2249,,,,,nan
,4,2299,,,,,nan
,4,2332,nan,0.10790000110864639,,,
,4,2332,,,,0.10000000149011612,
,5,2349,,,,,nan
,5,2399,,,,,nan
,5,2449,,,,,nan
,5,2499,,,,,nan
,5,2549,,,,,nan
,5,2599,,,,,nan
,5,2649,,,,,nan
,5,2699,,,,,nan
,5,2749,,,,,nan
,5,2799,,,,,nan
,5,2849,,,,,nan
