epoch,step,train_loss,val_acc,val_loss,train_acc,test_acc
14,4499,1.0151557922363281,,,,
14,4549,1.01271390914917,,,,
14,4599,0.9062708020210266,,,,
14,4649,0.9021192193031311,,,,
14,4679,,0.6963000297546387,1.4066401720046997,,
14,4679,,,,0.7190254330635071,0.7907000184059143
15,4699,0.9038442373275757,,,,
15,4749,0.8768439888954163,,,,
15,4799,0.9536057710647583,,,,
15,4849,0.7529991865158081,,,,
15,4899,0.7148298025131226,,,,
15,4949,0.9684593677520752,,,,
15,4991,,0.7077999711036682,1.30245840549469,,
15,4991,,,,0.7268379330635071,0.8105000257492065
16,4999,1.0871678590774536,,,,
16,5049,0.7470532655715942,,,,
16,5099,0.9060700535774231,,,,
16,5149,0.948212206363678,,,,
16,5199,0.7507820725440979,,,,
16,5249,0.6628351211547852,,,,
16,5299,0.923619270324707,,,,
16,5303,,0.7081000208854675,1.4394452571868896,,
16,5303,,,,0.7320963740348816,0.8083999752998352
17,5349,0.8244441747665405,,,,
17,5399,0.9600298404693604,,,,
17,5449,0.9933211207389832,,,,
17,5499,0.7770059108734131,,,,
17,5549,0.7444581389427185,,,,
17,5599,0.8792785406112671,,,,
17,5615,,0.7181000113487244,1.4373971223831177,,
17,5615,,,,0.7366536259651184,0.8177000284194946
18,5649,0.9904488325119019,,,,
18,5699,0.729404628276825,,,,
18,5749,0.667980432510376,,,,
18,5799,0.7659053802490234,,,,
18,5849,0.6827319264411926,,,,
18,5899,0.6073223948478699,,,,
18,5927,,0.7203999757766724,1.5051521062850952,,
18,5927,,,,0.7407351732254028,0.8173999786376953
19,5949,0.8108813166618347,,,,
19,5999,0.6239184141159058,,,,
19,6049,0.6657013893127441,,,,
19,6099,0.742519199848175,,,,
19,6149,0.5939183831214905,,,,
19,6199,0.6932533979415894,,,,
19,6239,,0.7099000215530396,1.5147583484649658,,
19,6239,,,,0.7456179857254028,0.8184999823570251
20,6249,0.7275017499923706,,,,
20,6299,0.8439028263092041,,,,
20,6349,0.6223012208938599,,,,
20,6399,0.897270917892456,,,,
20,6449,0.7028162479400635,,,,
20,6499,0.8345531225204468,,,,
20,6549,0.7422152757644653,,,,
20,6551,,0.7001000046730042,1.6552324295043945,,
20,6551,,,,0.7491235733032227,0.7939000129699707
21,6599,0.7796026468276978,,,,
21,6649,0.8137099742889404,,,,
21,6699,0.7581161260604858,,,,
21,6749,0.6864438056945801,,,,
21,6799,0.5808736085891724,,,,
21,6849,0.8539770841598511,,,,
21,6863,,0.7276999950408936,1.6436630487442017,,
21,6863,,,,0.7504757642745972,0.8360999822616577
22,6899,0.6980520486831665,,,,
22,6949,0.4669756293296814,,,,
22,6999,0.47407862544059753,,,,
22,7049,0.6048369407653809,,,,
22,7099,0.6700350642204285,,,,
22,7149,0.7624003887176514,,,,
22,7175,,0.7315999865531921,1.6259371042251587,,
22,7175,,,,0.7546324133872986,0.8349999785423279
23,7199,0.5517818331718445,,,,
23,7249,0.7882986068725586,,,,
23,7299,0.5440894365310669,,,,
23,7349,0.6828999519348145,,,,
23,7399,0.5948290228843689,,,,
23,7449,0.685073733329773,,,,
23,7487,,0.7089999914169312,1.7323236465454102,,
23,7487,,,,0.7572115659713745,0.8109999895095825
24,7499,0.6596405506134033,,,,
24,7549,0.5308610200881958,,,,
24,7599,0.5112569332122803,,,,
24,7649,0.40683919191360474,,,,
24,7699,0.7433034777641296,,,,
24,7749,0.5959843993186951,,,,
24,7799,0.5646699666976929,,,,
24,7799,,0.7249000072479248,1.700688123703003,,
24,7799,,,,0.7622696161270142,0.8320000171661377
25,7849,0.5315805077552795,,,,
25,7899,0.6020632982254028,,,,
25,7949,0.7784844636917114,,,,
25,7999,0.5419631004333496,,,,
25,8049,0.7162003517150879,,,,
25,8099,0.579957127571106,,,,
25,8111,,0.717199981212616,1.6746923923492432,,
25,8111,,,,0.7628205418586731,0.8154000043869019
26,8149,0.5251670479774475,,,,
26,8199,0.548249363899231,,,,
26,8249,0.7152305841445923,,,,
26,8299,0.48030051589012146,,,,
26,8349,0.35096704959869385,,,,
26,8399,0.5907478332519531,,,,
26,8423,,0.7245000004768372,1.8717855215072632,,
26,8423,,,,0.7685296535491943,0.8237000107765198
27,8449,0.4700008034706116,,,,
27,8499,0.6819120049476624,,,,
27,8549,0.42409569025039673,,,,
27,8599,0.6079718470573425,,,,
27,8649,0.5287598371505737,,,,
27,8699,0.6939350366592407,,,,
27,8735,,0.7034000158309937,1.8678107261657715,,
27,8735,,,,0.7653245329856873,0.8026999831199646
28,8749,0.5164468288421631,,,,
28,8799,0.5501953363418579,,,,
28,8849,0.5102882981300354,,,,
28,8899,0.5613289475440979,,,,
28,8949,0.60410475730896,,,,
28,8999,0.5710119009017944,,,,
28,9047,,0.7376000285148621,1.8056824207305908,,
28,9047,,,,0.7689803838729858,0.8452000021934509
29,9049,0.6493338942527771,,,,
29,9099,0.5123667120933533,,,,
29,9149,0.589911699295044,,,,
29,9199,0.44643858075141907,,,,
29,9249,0.6129616498947144,,,,
29,9299,0.6208553910255432,,,,
29,9349,0.6005476713180542,,,,
29,9359,,0.725600004196167,1.924426555633545,,
29,9359,,,,0.7716346383094788,0.8359000086784363
30,9399,0.6608536243438721,,,,
30,9449,0.58860182762146,,,,
30,9499,0.5166995525360107,,,,
30,9549,0.6083098649978638,,,,
30,9599,0.5645427107810974,,,,
30,9649,0.40849989652633667,,,,
30,9671,,0.7437999844551086,1.83060622215271,,
30,9671,,,,0.7716346383094788,0.8483999967575073
31,9699,0.4242437481880188,,,,
31,9749,0.5305392146110535,,,,
31,9799,0.514745831489563,,,,
31,9849,0.4826761782169342,,,,
31,9899,0.42934349179267883,,,,
31,9949,0.6353546977043152,,,,
31,9983,,0.7269999980926514,1.8672930002212524,,
31,9983,,,,0.7730869650840759,0.8285999894142151
32,9999,0.4592898190021515,,,,
32,10049,0.6301819086074829,,,,
32,10099,0.5220545530319214,,,,
32,10149,0.40575769543647766,,,,
32,10199,0.48147034645080566,,,,
32,10249,0.5763781070709229,,,,
32,10295,,0.7336000204086304,1.8834635019302368,,
32,10295,,,,0.7755909562110901,0.8420000076293945
33,10299,0.3638039231300354,,,,
33,10349,0.5531350374221802,,,,
33,10399,0.4761931598186493,,,,
33,10449,0.49777311086654663,,,,
33,10499,0.581235408782959,,,,
33,10549,0.5421387553215027,,,,
33,10599,0.551116943359375,,,,
33,10607,,0.7354999780654907,1.8694502115249634,,
33,10607,,,,0.7746394276618958,0.8458999991416931
34,10649,0.4377971291542053,,,,
34,10699,0.5179470777511597,,,,
34,10749,0.5538504123687744,,,,
34,10799,0.4406415820121765,,,,
34,10849,0.535497784614563,,,,
34,10899,0.43377649784088135,,,,
34,10919,,0.7452999949455261,1.9763376712799072,,
34,10919,,,,0.7775190472602844,0.8432000279426575
35,10949,0.5982098579406738,,,,
35,10999,0.40067750215530396,,,,
35,11049,0.47012677788734436,,,,
35,11099,0.4571773409843445,,,,
35,11149,0.5654553771018982,,,,
35,11199,0.4916173815727234,,,,
35,11231,,0.7391999959945679,1.9197109937667847,,
35,11231,,,,0.7777694463729858,0.8450999855995178
36,11249,0.5334007740020752,,,,
36,11299,0.4174077808856964,,,,
36,11349,0.43393388390541077,,,,
36,11399,0.5943439602851868,,,,
36,11449,0.4014459550380707,,,,
36,11499,0.5572874546051025,,,,
36,11543,,0.7387999892234802,2.000925302505493,,
36,11543,,,,0.7795973420143127,0.8409000039100647
37,11549,0.6379958391189575,,,,
37,11599,0.4052428901195526,,,,
37,11649,0.34421825408935547,,,,
37,11699,0.3985283076763153,,,,
37,11749,0.6608734130859375,,,,
37,11799,0.5230159759521484,,,,
37,11849,0.5315740704536438,,,,
37,11855,,0.7401999831199646,1.9958570003509521,,
37,11855,,,,0.777418851852417,0.8442000150680542
38,11899,0.503960132598877,,,,
38,11949,0.5277791023254395,,,,
38,11999,0.36942434310913086,,,,
38,12049,0.4665834307670593,,,,
38,12099,0.39397335052490234,,,,
38,12149,0.5058685541152954,,,,
38,12167,,0.7358999848365784,1.961656093597412,,
38,12167,,,,0.7793970108032227,0.8482999801635742
39,12199,0.5605559349060059,,,,
39,12249,0.5181134939193726,,,,
39,12299,0.4126519560813904,,,,
39,12349,0.5238993167877197,,,,
39,12399,0.4464392066001892,,,,
39,12449,0.5520927906036377,,,,
39,12479,,0.7462999820709229,1.9427978992462158,,
39,12479,,,,0.7807241678237915,0.8554999828338623
40,12499,0.5467643141746521,,,,
40,12549,0.43745046854019165,,,,
40,12599,0.49525827169418335,,,,
40,12649,0.32513391971588135,,,,
40,12699,0.4446161985397339,,,,
40,12749,0.547957718372345,,,,
40,12791,,0.7634000182151794,1.8926386833190918,,
40,12791,,,,0.7984274625778198,0.8797000050544739
41,12799,0.3332642912864685,,,,
41,12849,0.3741154372692108,,,,
41,12899,0.4096912741661072,,,,
41,12949,0.31071996688842773,,,,
41,12999,0.37877464294433594,,,,
41,13049,0.321111261844635,,,,
41,13099,0.3734290599822998,,,,
41,13103,,0.7652999758720398,1.9195590019226074,,
41,13103,,,,0.8070412874221802,0.8822000026702881
42,13149,0.380584180355072,,,,
42,13199,0.3687034249305725,,,,
42,13249,0.4055783748626709,,,,
42,13299,0.4341180920600891,,,,
42,13349,0.3848864734172821,,,,
42,13399,0.3928825259208679,,,,
42,13415,,0.7669000029563904,1.9279944896697998,,
42,13415,,,,0.8095202445983887,0.8841000199317932
43,13449,0.35285118222236633,,,,
43,13499,0.39476868510246277,,,,
43,13549,0.32153233885765076,,,,
43,13599,0.3991461992263794,,,,
43,13649,0.48431912064552307,,,,
43,13699,0.3928709626197815,,,,
43,13727,,0.7688999772071838,1.941056251525879,,
43,13727,,,,0.8103715777397156,0.8862000107765198
44,13749,0.4098188281059265,,,,
44,13799,0.3173106908798218,,,,
44,13849,0.4554404020309448,,,,
44,13899,0.4167221188545227,,,,
44,13949,0.32610440254211426,,,,
44,13999,0.37710273265838623,,,,
44,14039,,0.7684000134468079,1.9510990381240845,,
44,14039,,,,0.8127754330635071,0.8878999948501587
45,14049,0.33089664578437805,,,,
45,14099,0.2962746024131775,,,,
45,14149,0.26392197608947754,,,,
45,14199,0.44133812189102173,,,,
45,14249,0.3167076110839844,,,,
45,14299,0.41277843713760376,,,,
45,14349,0.31974250078201294,,,,
45,14351,,0.7675999999046326,1.9649945497512817,,
45,14351,,,,0.8149288892745972,0.8835999965667725
46,14399,0.441859632730484,,,,
46,14449,0.34592729806900024,,,,
46,14499,0.3580472469329834,,,,
46,14549,0.2683715224266052,,,,
46,14599,0.29994410276412964,,,,
46,14649,0.3376193046569824,,,,
46,14663,,0.767799973487854,1.9690754413604736,,
46,14663,,,,0.8156550526618958,0.8845999836921692
47,14699,0.3255806863307953,,,,
47,14749,0.29432302713394165,,,,
47,14799,0.4456941783428192,,,,
47,14849,0.5363511443138123,,,,
47,14899,0.3378581404685974,,,,
47,14949,0.33952659368515015,,,,
47,14975,,0.7677000164985657,1.9827382564544678,,
47,14975,,,,0.8174328804016113,0.888700008392334
48,14999,0.34576600790023804,,,,
48,15049,0.33804869651794434,,,,
48,15099,0.2233968824148178,,,,
48,15149,0.3192804157733917,,,,
48,15199,0.32400795817375183,,,,
48,15249,0.3337302803993225,,,,
48,15287,,0.7700999975204468,1.973590612411499,,
48,15287,,,,0.8183844089508057,0.8870000243186951
49,15299,0.40383976697921753,,,,
49,15349,0.23324179649353027,,,,
49,15399,0.31834229826927185,,,,
49,15449,0.3167533576488495,,,,
49,15499,0.37326210737228394,,,,
49,15549,0.3788801431655884,,,,
49,15599,0.3212988078594208,,,,
49,15599,,0.7684999704360962,1.9951719045639038,,
49,15599,,,,0.8198117017745972,0.8880000114440918
50,15649,0.4208658039569855,,,,
50,15699,0.3221050500869751,,,,
50,15749,0.33616903424263,,,,
50,15799,0.3529362082481384,,,,
50,15849,0.35505667328834534,,,,
50,15899,0.33748623728752136,,,,
50,15911,,0.7688000202178955,1.9822646379470825,,
50,15911,,,,0.8210136294364929,0.8877000212669373
51,15949,0.36266112327575684,,,,
51,15999,0.3937493562698364,,,,
51,16049,0.40225106477737427,,,,
51,16099,0.3511410355567932,,,,
51,16149,0.39606547355651855,,,,
51,16199,0.26346150040626526,,,,
51,16223,,0.7692000269889832,1.9972131252288818,,
51,16223,,,,0.8231169581413269,0.8895999789237976
52,16249,0.4884603023529053,,,,
52,16299,0.34432166814804077,,,,
52,16349,0.24962559342384338,,,,
52,16399,0.4085621237754822,,,,
52,16449,0.37523913383483887,,,,
52,16499,0.3222362995147705,,,,
52,16535,,0.7685999870300293,2.00073504447937,,
52,16535,,,,0.8226161599159241,0.8881999850273132
53,16549,0.3423566520214081,,,,
53,16599,0.3761175870895386,,,,
53,16649,0.21195708215236664,,,,
53,16699,0.3316716253757477,,,,
53,16749,0.3426114618778229,,,,
53,16799,0.36615368723869324,,,,
53,16847,,0.7703999876976013,1.9941712617874146,,
53,16847,,,,0.8236428499221802,0.8902000188827515
54,16849,0.3241914212703705,,,,
54,16899,0.44142580032348633,,,,
54,16949,0.284189373254776,,,,
54,16999,0.31541791558265686,,,,
54,17049,0.3689918518066406,,,,
54,17099,0.3491485118865967,,,,
54,17149,0.3404313027858734,,,,
54,17159,,0.7682999968528748,2.007755756378174,,
54,17159,,,,0.8245943784713745,0.8880000114440918
55,17199,0.37404999136924744,,,,
55,17249,0.32154974341392517,,,,
55,17299,0.28377532958984375,,,,
55,17349,0.38399291038513184,,,,
55,17399,0.4042377471923828,,,,
55,17449,0.2947986423969269,,,,
55,17471,,0.7717999815940857,2.0124874114990234,,
55,17471,,,,0.8254457116127014,0.8883000016212463
56,17499,0.3476629853248596,,,,
56,17549,0.36838966608047485,,,,
56,17599,0.3724455237388611,,,,
56,17649,0.3036032021045685,,,,
56,17699,0.27176034450531006,,,,
56,17749,0.41867050528526306,,,,
56,17783,,0.7678999900817871,2.0147194862365723,,
56,17783,,,,0.8256961107254028,0.8867999911308289
57,17799,0.36019590497016907,,,,
57,17849,0.32657313346862793,,,,
57,17899,0.32584530115127563,,,,
57,17949,0.34926721453666687,,,,
57,17999,0.33143579959869385,,,,
57,18049,0.3371114432811737,,,,
57,18095,,0.7698000073432922,2.0039045810699463,,
57,18095,,,,0.8268730044364929,0.8906999826431274
58,18099,0.247897207736969,,,,
58,18149,0.33355849981307983,,,,
58,18199,0.4254910349845886,,,,
58,18249,0.437558114528656,,,,
58,18299,0.36071544885635376,,,,
58,18349,0.384365975856781,,,,
58,18399,0.3950120806694031,,,,
58,18407,,0.7706000208854675,2.0030465126037598,,
58,18407,,,,0.8269481062889099,0.8873999714851379
59,18449,0.4045318365097046,,,,
59,18499,0.3424942195415497,,,,
59,18549,0.27960044145584106,,,,
59,18599,0.37367087602615356,,,,
59,18649,0.4009130597114563,,,,
59,18699,0.2734728455543518,,,,
59,18719,,0.7714999914169312,2.001084089279175,,
59,18719,,,,0.8284254670143127,0.888700008392334
60,18749,0.16790693998336792,,,,
60,18799,0.42774152755737305,,,,
60,18849,0.32273390889167786,,,,
60,18899,0.32376766204833984,,,,
60,18949,0.3031487464904785,,,,
60,18999,0.3328084945678711,,,,
60,19031,,0.770799994468689,2.022728443145752,,
60,19031,,,,0.8293519616127014,0.8885999917984009
61,19049,0.3242231011390686,,,,
61,19099,0.3737151026725769,,,,
61,19149,0.3357408940792084,,,,
61,19199,0.3087473511695862,,,,
61,19249,0.31483927369117737,,,,
61,19299,0.3993991017341614,,,,
61,19343,,0.7700999975204468,2.0263729095458984,,
61,19343,,,,0.8314553499221802,0.8914999961853027
62,19349,0.3817059397697449,,,,
62,19399,0.3169245719909668,,,,
62,19449,0.29327499866485596,,,,
62,19499,0.2626230716705322,,,,
62,19549,0.388853520154953,,,,
62,19599,0.43401777744293213,,,,
62,19649,0.32040736079216003,,,,
62,19655,,0.7700999975204468,2.0199766159057617,,
62,19655,,,,0.8303034901618958,0.888700008392334
63,19699,0.42092078924179077,,,,
63,19749,0.265110582113266,,,,
63,19799,0.44180870056152344,,,,
63,19849,0.31685614585876465,,,,
63,19899,0.3963190019130707,,,,
63,19949,0.4105817973613739,,,,
63,19967,,0.7706000208854675,1.9990218877792358,,
63,19967,,,,0.8308793902397156,0.8863999843597412
64,19999,0.45089051127433777,,,,
64,20049,0.2730397582054138,,,,
64,20099,0.33941900730133057,,,,
64,20149,0.3922032415866852,,,,
64,20199,0.297243595123291,,,,
64,20249,0.3485948145389557,,,,
64,20279,,0.7710999846458435,2.0177509784698486,,
64,20279,,,,0.8325570821762085,0.8888000249862671
65,20299,0.4020948112010956,,,,
65,20349,0.213774636387825,,,,
65,20399,0.3779788911342621,,,,
65,20449,0.3165765702724457,,,,
65,20499,0.3198390603065491,,,,
65,20549,0.3440670073032379,,,,
65,20591,,0.7699999809265137,2.011174201965332,,
65,20591,,,,0.8324068784713745,0.8892999887466431
66,20599,0.2430710345506668,,,,
66,20649,0.3264830708503723,,,,
66,20699,0.3698670268058777,,,,
66,20749,0.3276195228099823,,,,
66,20799,0.2763213515281677,,,,
66,20849,0.3066021203994751,,,,
66,20899,0.29605263471603394,,,,
66,20903,,0.7694000005722046,2.028268575668335,,
66,20903,,,,0.8338090777397156,0.8855000138282776
67,20949,0.22055430710315704,,,,
67,20999,0.3337344527244568,,,,
67,21049,0.3075738549232483,,,,
67,21099,0.40853938460350037,,,,
67,21149,0.3661331534385681,,,,
67,21199,0.30996808409690857,,,,
67,21215,,0.7717999815940857,2.021477460861206,,
67,21215,,,,0.8348608016967773,0.8883000016212463
68,21249,0.4502766728401184,,,,
68,21299,0.27786368131637573,,,,
68,21349,0.29386281967163086,,,,
68,21399,0.32168635725975037,,,,
68,21449,0.298589289188385,,,,
68,21499,0.2896556258201599,,,,
68,21527,,0.7678999900817871,2.0251121520996094,,
68,21527,,,,0.8345352411270142,0.8866000175476074
69,21549,0.28648239374160767,,,,
69,21599,0.3243974447250366,,,,
69,21649,0.2650865912437439,,,,
69,21699,0.30048730969429016,,,,
69,21749,0.3317195177078247,,,,
69,21799,0.44197165966033936,,,,
69,21839,,0.7706000208854675,2.016131639480591,,
69,21839,,,,0.8351863026618958,0.8867999911308289
70,21849,0.2955009937286377,,,,
70,21899,0.3258207440376282,,,,
70,21949,0.3191748559474945,,,,
70,21999,0.25905749201774597,,,,
70,22049,0.2548633813858032,,,,
70,22099,0.2820441424846649,,,,
70,22149,0.3939281105995178,,,,
70,22151,,0.7689999938011169,2.0261125564575195,,
70,22151,,,,0.8358874320983887,0.8889999985694885
71,22199,0.2463875412940979,,,,
71,22249,0.2238302379846573,,,,
71,22299,0.37098801136016846,,,,
71,22349,0.2591000497341156,,,,
71,22399,0.29652220010757446,,,,
71,22449,0.38002103567123413,,,,
71,22463,,0.7702000141143799,2.011857032775879,,
71,22463,,,,0.8366135954856873,0.8877000212669373
72,22499,0.18144476413726807,,,,
72,22549,0.16695371270179749,,,,
72,22599,0.16951338946819305,,,,
72,22649,0.1938001811504364,,,,
72,22699,0.21829596161842346,,,,
72,22749,0.2848230004310608,,,,
72,22775,,0.7692000269889832,2.017784357070923,,
72,22775,,,,0.8370893597602844,0.8859999775886536
73,22799,0.28647294640541077,,,,
73,22849,0.25593703985214233,,,,
73,22899,0.26743757724761963,,,,
73,22949,0.20567208528518677,,,,
73,22999,0.32553213834762573,,,,
73,23049,0.24260734021663666,,,,
73,23087,,0.7703999876976013,2.015810012817383,,
73,23087,,,,0.8374148607254028,0.8871999979019165
74,23099,0.2497289478778839,,,,
74,23149,0.3154100775718689,,,,
74,23199,0.24431048333644867,,,,
74,23249,0.2996026277542114,,,,
74,23299,0.25291380286216736,,,,
74,23349,0.23229022324085236,,,,
74,23399,0.20855411887168884,,,,
74,23399,,0.7695000171661377,2.026820659637451,,
74,23399,,,,0.8394180536270142,0.8870999813079834
75,23449,0.26338130235671997,,,,
75,23499,0.242162823677063,,,,
75,23549,0.25930869579315186,,,,
75,23599,0.2521689832210541,,,,
75,23649,0.2977258563041687,,,,
75,23699,0.22885601222515106,,,,
75,23711,,0.7681999802589417,2.0380194187164307,,
75,23711,,,,0.8387169241905212,0.8870999813079834
76,23749,0.16025769710540771,,,,
76,23799,0.20371907949447632,,,,
76,23849,0.2121226042509079,,,,
76,23899,0.1979626715183258,,,,
76,23949,0.20060008764266968,,,,
76,23999,0.18744060397148132,,,,
76,24023,,0.7689999938011169,2.0223262310028076,,
76,24023,,,,0.8402944803237915,0.88919997215271
77,24049,0.27415382862091064,,,,
77,24099,0.197988823056221,,,,
77,24149,0.22032146155834198,,,,
77,24199,0.17458942532539368,,,,
77,24249,0.1985783725976944,,,,
77,24299,0.22388526797294617,,,,
77,24335,,0.7698000073432922,2.0333569049835205,,
77,24335,,,,0.8398187160491943,0.886900007724762
78,24349,0.18116937577724457,,,,
78,24399,0.2063835859298706,,,,
78,24449,0.16612792015075684,,,,
78,24499,0.19109876453876495,,,,
78,24549,0.195046067237854,,,,
78,24599,0.17049962282180786,,,,
78,24647,,0.7710999846458435,2.0183839797973633,,
78,24647,,,,0.840745210647583,0.8859999775886536
79,24649,0.21772250533103943,,,,
79,24699,0.24583320319652557,,,,
79,24749,0.20939300954341888,,,,
79,24799,0.15220776200294495,,,,
79,24849,0.21036246418952942,,,,
79,24899,0.16398625075817108,,,,
79,24949,0.17506620287895203,,,,
79,24959,,0.7716000080108643,2.025005578994751,,
79,24959,,,,0.8415715098381042,0.8871999979019165
80,24999,0.20162412524223328,,,,
80,25049,0.2014138400554657,,,,
80,25099,0.11417921632528305,,,,
80,25149,0.15645360946655273,,,,
80,25199,0.15226206183433533,,,,
80,25249,0.15690484642982483,,,,
80,25271,,0.7723000049591064,2.005034923553467,,
80,25271,,,,0.8424479365348816,0.886900007724762
81,25299,0.1205986887216568,,,,
81,25349,0.15663498640060425,,,,
81,25399,0.25029438734054565,,,,
81,25449,0.15143486857414246,,,,
81,25499,0.14724600315093994,,,,
81,25549,0.1328321397304535,,,,
81,25583,,0.7720999717712402,2.0175681114196777,,
81,25583,,,,0.8429737687110901,0.8877999782562256
82,25599,0.22917672991752625,,,,
82,25649,0.11755885183811188,,,,
82,25699,0.183569073677063,,,,
82,25749,0.18319377303123474,,,,
82,25799,0.17770472168922424,,,,
82,25849,0.136611670255661,,,,
82,25895,,0.7720000147819519,2.0173308849334717,,
82,25895,,,,0.8428235054016113,0.8877999782562256
83,25899,0.14567126333713531,,,,
83,25949,0.1888749897480011,,,,
83,25999,0.1477593630552292,,,,
83,26049,0.19555510580539703,,,,
83,26099,0.0721602588891983,,,,
83,26149,0.12853583693504333,,,,
83,26199,0.19185754656791687,,,,
83,26207,,0.7728999853134155,2.0155892372131348,,
83,26207,,,,0.8431991338729858,0.88919997215271
84,26249,0.2068902850151062,,,,
84,26299,0.16442100703716278,,,,
84,26349,0.20406988263130188,,,,
84,26399,0.16625258326530457,,,,
84,26449,0.1830945611000061,,,,
84,26499,0.15687164664268494,,,,
84,26519,,0.7724000215530396,2.0087172985076904,,
84,26519,,,,0.8433243036270142,0.8888999819755554
85,26549,0.11196421086788177,,,,
85,26599,0.14551964402198792,,,,
85,26649,0.12236890941858292,,,,
85,26699,0.2503322660923004,,,,
85,26749,0.05696699023246765,,,,
85,26799,0.143659770488739,,,,
