step,train_loss,epoch,val_acc,val_loss,train_acc,test_acc
49,3.5456628799438477,0,,,,
99,3.127781867980957,0,,,,
149,2.5829129219055176,0,,,,
199,2.722277879714966,0,,,,
249,2.3296008110046387,0,,,,
299,2.480545997619629,0,,,,
311,,0,0.49720001220703125,1.406783938407898,,
311,,0,,,0.3695162236690521,0.5210999846458435
349,2.528008460998535,1,,,,
399,2.2084555625915527,1,,,,
449,2.2027549743652344,1,,,,
499,2.1312084197998047,1,,,,
549,2.313830614089966,1,,,,
599,1.9354288578033447,1,,,,
623,,1,0.5461000204086304,1.2905794382095337,,
623,,1,,,0.5284705758094788,0.5636000037193298
649,1.7380259037017822,2,,,,
699,1.6931328773498535,2,,,,
749,1.6639328002929688,2,,,,
799,1.8519351482391357,2,,,,
849,1.8353919982910156,2,,,,
899,1.7092161178588867,2,,,,
935,,2,0.6201000213623047,1.1397420167922974,,
935,,2,,,0.6153596043586731,0.6499999761581421
949,1.5381031036376953,3,,,,
999,1.82583487033844,3,,,,
1049,1.6050498485565186,3,,,,
1099,1.5735924243927002,3,,,,
1149,1.6710472106933594,3,,,,
1199,1.4272736310958862,3,,,,
1247,,3,0.6827999949455261,0.9962345957756042,,
1247,,3,,,0.6783102750778198,0.7134000062942505
1249,1.5098791122436523,4,,,,
1299,1.5476136207580566,4,,,,
1349,1.745816707611084,4,,,,
1399,1.4360138177871704,4,,,,
1449,1.8712104558944702,4,,,,
1499,1.481062889099121,4,,,,
1549,1.3811208009719849,4,,,,
1559,,4,0.7037000060081482,0.9462218880653381,,
1559,,4,,,0.7146434187889099,0.7287999987602234
1599,1.6369520425796509,5,,,,
1649,1.140816569328308,5,,,,
1699,1.4329023361206055,5,,,,
1749,1.318643569946289,5,,,,
1799,1.294009804725647,5,,,,
1849,1.2768234014511108,5,,,,
1871,,5,0.7163000106811523,0.9183712601661682,,
1871,,5,,,0.7366035580635071,0.7523000240325928
1899,1.1358133554458618,6,,,,
1949,1.3127827644348145,6,,,,
1999,1.3206400871276855,6,,,,
2049,1.2652338743209839,6,,,,
2099,1.2484245300292969,6,,,,
2149,1.118882179260254,6,,,,
2183,,6,0.7461000084877014,0.8238500952720642,,
2183,,6,,,0.7562350034713745,0.7832000255584717
2199,1.120783805847168,7,,,,
2249,1.0928846597671509,7,,,,
2299,1.2583847045898438,7,,,,
2349,1.1977689266204834,7,,,,
2399,0.9323599934577942,7,,,,
2449,1.2995784282684326,7,,,,
2495,,7,0.7044000029563904,1.0412638187408447,,
2495,,7,,,0.7702574133872986,0.7329000234603882
2499,0.9263266921043396,8,,,,
2549,0.9167147874832153,8,,,,
2599,0.9708964228630066,8,,,,
2649,1.0812329053878784,8,,,,
2699,0.7900197505950928,8,,,,
2749,0.7624415159225464,8,,,,
