step,train_loss,epoch,test_acc,train_acc
49,3.9539034366607666,0,,
99,3.8898684978485107,0,,
149,3.4762332439422607,0,,
199,3.456864833831787,0,,
249,3.6050198078155518,0,,
299,3.4408798217773438,0,,
349,3.3265647888183594,0,,
389,,0,0.5059000253677368,0.2839342951774597
399,3.2848269939422607,1,,
449,3.439079761505127,1,,
499,3.289236545562744,1,,
549,3.3355815410614014,1,,
599,3.429581880569458,1,,
649,3.1839005947113037,1,,
699,3.338484048843384,1,,
749,3.388810396194458,1,,
779,,1,0.5583000183105469,0.37405848503112793
799,3.269139528274536,2,,
849,3.3735179901123047,2,,
899,2.8901619911193848,2,,
949,3.049852132797241,2,,
999,3.1922430992126465,2,,
1049,2.8761982917785645,2,,
1099,2.970273494720459,2,,
1149,3.1317999362945557,2,,
1169,,2,0.6337000131607056,0.4151141941547394
1199,3.2549004554748535,3,,
1249,2.904724597930908,3,,
1299,3.007023572921753,3,,
1349,3.220080614089966,3,,
1399,3.2576522827148438,3,,
1449,3.2249231338500977,3,,
1499,3.213024616241455,3,,
1549,3.172137498855591,3,,
1559,,3,0.6782000064849854,0.44552284479141235
1599,2.769867181777954,4,,
1649,2.7756595611572266,4,,
1699,2.969599723815918,4,,
1749,2.9175846576690674,4,,
1799,3.1818721294403076,4,,
1849,3.189757823944092,4,,
1899,2.6519761085510254,4,,
1949,2.9372057914733887,4,,
1949,,4,0.6887999773025513,0.4689202606678009
1999,3.013293743133545,5,,
2049,2.7493786811828613,5,,
2099,2.9258456230163574,5,,
2149,2.972522258758545,5,,
2199,2.8659238815307617,5,,
2249,2.6071906089782715,5,,
2299,3.057342290878296,5,,
2339,,5,0.724399983882904,0.4848557710647583
2349,2.7087645530700684,6,,
2399,3.002577304840088,6,,
2449,2.3903279304504395,6,,
2499,2.787069082260132,6,,
2549,2.2657365798950195,6,,
2599,2.6132595539093018,6,,
2649,2.987907648086548,6,,
2699,2.7429635524749756,6,,
2729,,6,0.6924999952316284,0.494981974363327
2749,2.5425221920013428,7,,
2799,2.783905506134033,7,,
2849,2.863083839416504,7,,
2899,2.3944947719573975,7,,
2949,2.6809580326080322,7,,
2999,2.57033634185791,7,,
3049,2.832718849182129,7,,
3099,2.500493049621582,7,,
3119,,7,0.7752000093460083,0.5044070482254028
3149,2.7330543994903564,8,,
3199,2.627629041671753,8,,
3249,2.637521505355835,8,,
3299,2.8500843048095703,8,,
3349,2.4183971881866455,8,,
3399,2.610544443130493,8,,
3449,2.589040994644165,8,,
3499,2.722487688064575,8,,
3509,,8,0.7900999784469604,0.5116186141967773
3549,2.5734174251556396,9,,
3599,2.5426974296569824,9,,
3649,2.277388095855713,9,,
3699,2.5907249450683594,9,,
3749,2.619523525238037,9,,
3799,2.5055840015411377,9,,
3849,2.1723718643188477,9,,
3899,2.3919806480407715,9,,
3899,,9,0.7494999766349792,0.5167267918586731
3949,2.3386142253875732,10,,
3999,1.972509741783142,10,,
4049,2.569448232650757,10,,
4099,2.455817937850952,10,,
4149,2.5037765502929688,10,,
4199,2.05780029296875,10,,
4249,2.4472978115081787,10,,
4289,,10,0.8004999756813049,0.5238481760025024
4299,1.8930423259735107,11,,
4349,2.0994319915771484,11,,
4399,2.163998603820801,11,,
4449,2.0048940181732178,11,,
4499,2.3746519088745117,11,,
4549,2.2730300426483154,11,,
4599,1.756935954093933,11,,
4649,2.17507004737854,11,,
4679,,11,0.7670999765396118,0.5279647707939148
4699,2.143357753753662,12,,
4749,2.3696208000183105,12,,
4799,2.0115222930908203,12,,
4849,2.111323833465576,12,,
4899,2.135803699493408,12,,
4949,2.4009852409362793,12,,
4999,1.7423224449157715,12,,
5049,2.038367748260498,12,,
5069,,12,0.7786999940872192,0.5342748165130615
5099,1.8017174005508423,13,,
5149,1.9451813697814941,13,,
5199,1.752845048904419,13,,
5249,2.0933430194854736,13,,
5299,1.9997552633285522,13,,
5349,2.031141519546509,13,,
5399,2.110098123550415,13,,
5449,1.9599292278289795,13,,
5459,,13,0.8029000163078308,0.5375601053237915
5499,1.8075478076934814,14,,
5549,1.9065196514129639,14,,
5599,1.7024707794189453,14,,
5649,1.981439232826233,14,,
5699,2.2450101375579834,14,,
5749,1.7820533514022827,14,,
5799,1.9007471799850464,14,,
5849,2.006875991821289,14,,
5849,,14,0.8147000074386597,0.5392928719520569
5899,1.568938970565796,15,,
5949,1.8523989915847778,15,,
5999,2.009291410446167,15,,
6049,1.6088850498199463,15,,
6099,1.8465341329574585,15,,
6149,1.5810633897781372,15,,
6199,1.8366552591323853,15,,
6239,,15,0.8133000135421753,0.5458333492279053
6249,1.6376605033874512,16,,
6299,1.8718353509902954,16,,
6349,1.7035667896270752,16,,
6399,1.6570765972137451,16,,
6449,1.8650814294815063,16,,
6499,1.57255220413208,16,,
6549,1.8484606742858887,16,,
6599,1.8077888488769531,16,,
6629,,16,0.8003000020980835,0.5500200390815735
6649,1.6970769166946411,17,,
6699,1.4786690473556519,17,,
6749,1.7274445295333862,17,,
6799,1.6054836511611938,17,,
6849,1.7111018896102905,17,,
6899,1.6154305934906006,17,,
6949,1.6680731773376465,17,,
6999,1.7693965435028076,17,,
7019,,17,0.8361999988555908,0.5534054636955261
7049,1.5314456224441528,18,,
7099,1.8136043548583984,18,,
7149,1.654656171798706,18,,
7199,1.7164347171783447,18,,
7249,2.123969554901123,18,,
7299,1.6722559928894043,18,,
7349,1.5129002332687378,18,,
7399,1.6974011659622192,18,,
7409,,18,0.7962999939918518,0.557421863079071
7449,1.4544734954833984,19,,
7499,1.6238003969192505,19,,
7549,1.5009956359863281,19,,
7599,1.6870403289794922,19,,
7649,1.6512157917022705,19,,
7699,1.8635567426681519,19,,
7749,1.5994490385055542,19,,
7799,1.7919878959655762,19,,
7799,,19,0.8442000150680542,0.5608673691749573
7849,1.5520288944244385,20,,
7899,1.7472245693206787,20,,
7949,1.4947115182876587,20,,
7999,1.7134202718734741,20,,
8049,1.4866054058074951,20,,
8099,1.8067628145217896,20,,
8149,1.5595874786376953,20,,
8189,,20,0.8173999786376953,0.5611377954483032
8199,1.6779788732528687,21,,
8249,1.5835251808166504,21,,
8299,1.4084184169769287,21,,
8349,1.4785254001617432,21,,
8399,1.9090827703475952,21,,
8449,1.6916664838790894,21,,
8499,1.5357987880706787,21,,
8549,1.7810330390930176,21,,
8579,,21,0.8147000074386597,0.5632111430168152
8599,1.4437999725341797,22,,
8649,1.7133952379226685,22,,
8699,1.6215718984603882,22,,
8749,1.656137228012085,22,,
8799,1.6438331604003906,22,,
8849,1.6820979118347168,22,,
8899,1.494668960571289,22,,
8949,1.7398555278778076,22,,
8969,,22,0.8241999745368958,0.5656049847602844
8999,1.4528899192810059,23,,
9049,1.4136476516723633,23,,
9099,1.325011134147644,23,,
9149,1.5111720561981201,23,,
9199,1.5481034517288208,23,,
9249,1.3240938186645508,23,,
9299,1.5084396600723267,23,,
9349,1.5472732782363892,23,,
9359,,23,0.8310999870300293,0.5700220465660095
9399,1.5829142332077026,24,,
9449,1.4600601196289062,24,,
9499,1.7494945526123047,24,,
9549,1.4636503458023071,24,,
9599,1.3907818794250488,24,,
9649,1.5165115594863892,24,,
9699,1.6972942352294922,24,,
9749,1.4187829494476318,24,,
9749,,24,0.8184999823570251,0.5696414113044739
9799,1.4369562864303589,25,,
9849,1.537630558013916,25,,
9899,1.3309322595596313,25,,
9949,1.5502989292144775,25,,
9999,1.5145227909088135,25,,
10049,1.4308390617370605,25,,
10099,1.4341392517089844,25,,
10139,,25,0.8513000011444092,0.5729867815971375
10149,1.579237937927246,26,,
10199,1.2693157196044922,26,,
10249,1.6731740236282349,26,,
10299,1.5918731689453125,26,,
10349,1.4959275722503662,26,,
10399,1.5003488063812256,26,,
10449,1.2100576162338257,26,,
10499,1.5293370485305786,26,,
10529,,26,0.848800003528595,0.5744791626930237
10549,1.4714319705963135,27,,
10599,1.568468451499939,27,,
10649,1.3731061220169067,27,,
10699,1.4218151569366455,27,,
10749,1.3304630517959595,27,,
10799,1.4371802806854248,27,,
10849,1.3995592594146729,27,,
10899,1.62959885597229,27,,
10919,,27,0.842199981212616,0.5748297572135925
10949,1.4947816133499146,28,,
10999,1.5659115314483643,28,,
11049,1.5034416913986206,28,,
11099,1.380920171737671,28,,
11149,1.4066658020019531,28,,
11199,1.4542086124420166,28,,
11249,1.4498019218444824,28,,
11299,1.484088659286499,28,,
11309,,28,0.8367999792098999,0.5767928957939148
11349,1.3986934423446655,29,,
11399,1.579768419265747,29,,
11449,1.1944583654403687,29,,
11499,1.4112823009490967,29,,
11549,1.319716453552246,29,,
11599,1.3065152168273926,29,,
11649,1.4389808177947998,29,,
11699,1.5561130046844482,29,,
11699,,29,0.8585000038146973,0.5781049728393555
11749,1.3540443181991577,30,,
11799,1.426137924194336,30,,
11849,1.420846939086914,30,,
11899,1.5172321796417236,30,,
11949,1.37636137008667,30,,
11999,1.4425195455551147,30,,
12049,1.416911005973816,30,,
12089,,30,0.8628000020980835,0.5798377394676208
12099,1.3566880226135254,31,,
12149,1.3550560474395752,31,,
12199,1.5942497253417969,31,,
12249,1.3858407735824585,31,,
12299,1.4892456531524658,31,,
12349,1.3052115440368652,31,,
12399,1.6476359367370605,31,,
12449,1.3115569353103638,31,,
12479,,31,0.8467000126838684,0.5786358118057251
12499,1.286017894744873,32,,
12549,1.2872998714447021,32,,
12599,1.209949016571045,32,,
12649,1.3924752473831177,32,,
12699,1.4797080755233765,32,,
12749,1.3681354522705078,32,,
12799,1.506425380706787,32,,
12849,1.544475793838501,32,,
12869,,32,0.8528000116348267,0.5806790590286255
12899,1.247938632965088,33,,
12949,1.3932468891143799,33,,
12999,1.2159233093261719,33,,
13049,1.4988034963607788,33,,
13099,1.42666494846344,33,,
13149,1.1994187831878662,33,,
13199,1.3177279233932495,33,,
13249,1.6022429466247559,33,,
13259,,33,0.848800003528595,0.5813801884651184
13299,1.3920260667800903,34,,
13349,1.2221826314926147,34,,
13399,1.3194098472595215,34,,
13449,1.4902997016906738,34,,
13499,1.297729730606079,34,,
13549,1.340196967124939,34,,
13599,1.1451421976089478,34,,
13649,1.3118516206741333,34,,
13649,,34,0.8098000288009644,0.5827524065971375
13699,1.2022498846054077,35,,
13749,1.3591318130493164,35,,
13799,1.488340139389038,35,,
13849,1.2073653936386108,35,,
13899,1.4523396492004395,35,,
13949,1.2739489078521729,35,,
13999,1.3151344060897827,35,,
14039,,35,0.8507000207901001,0.5820412635803223
14049,1.3707135915756226,36,,
14099,1.2823327779769897,36,,
14149,1.1957426071166992,36,,
14199,1.3902161121368408,36,,
