train_loss,epoch,step,val_acc1,val_acc2,test_acc,train_acc2,train_acc1
0.45809149742126465,0,49,,,,,
0.4396812915802002,0,99,,,,,
0.4452906847000122,0,149,,,,,
0.38610121607780457,0,199,,,,,
0.44471967220306396,0,249,,,,,
0.3758929967880249,0,299,,,,,
,0,311,0.3452000021934509,0.33180001378059387,,,
,0,311,,,0.3617999851703644,0.23041866719722748,0.23076923191547394
0.3909420967102051,1,349,,,,,
0.3814973831176758,1,399,,,,,
0.3610411584377289,1,449,,,,,
0.3618055582046509,1,499,,,,,
0.3919791579246521,1,549,,,,,
0.3410324454307556,1,599,,,,,
,1,623,0.3571999967098236,0.3571000099182129,,,
,1,623,,,0.3686000108718872,0.3358123004436493,0.33804085850715637
0.3437419533729553,2,649,,,,,
0.3161233365535736,2,699,,,,,
0.3266308009624481,2,749,,,,,
0.3809141516685486,2,799,,,,,
0.35810720920562744,2,849,,,,,
0.4126659631729126,2,899,,,,,
,2,935,0.3732999861240387,0.387800008058548,,,
,2,935,,,0.3950999975204468,0.37354767322540283,0.3702423870563507
0.35441774129867554,3,949,,,,,
0.32406750321388245,3,999,,,,,
0.32923272252082825,3,1049,,,,,
0.32436394691467285,3,1099,,,,,
0.328103244304657,3,1149,,,,,
0.3080858588218689,3,1199,,,,,
,3,1247,0.4375999867916107,0.436599999666214,,,
,3,1247,,,0.453900009393692,0.4106820821762085,0.4091796875
0.30200567841529846,4,1249,,,,,
0.43534544110298157,4,1299,,,,,
0.33838725090026855,4,1349,,,,,
0.32145577669143677,4,1399,,,,,
0.27956363558769226,4,1449,,,,,
0.30101075768470764,4,1499,,,,,
0.30571675300598145,4,1549,,,,,
,4,1559,0.3986999988555908,0.4189000129699707,,,
,4,1559,,,0.41359999775886536,0.3775540888309479,0.37254607677459717
0.3060247600078583,5,1599,,,,,
0.2669767439365387,5,1649,,,,,
0.27606552839279175,5,1699,,,,,
0.3000226318836212,5,1749,,,,,
0.25644421577453613,5,1799,,,,,
0.2985030710697174,5,1849,,,,,
,5,1871,0.45249998569488525,0.45890000462532043,,,
,5,1871,,,0.4733999967575073,0.4251302182674408,0.4247295558452606
0.27950912714004517,6,1899,,,,,
0.27223581075668335,6,1949,,,,,
0.26272475719451904,6,1999,,,,,
0.287678062915802,6,2049,,,,,
0.2674771845340729,6,2099,,,,,
0.4280158579349518,6,2149,,,,,
,6,2183,0.39430001378059387,0.3855000138282776,,,
,6,2183,,,0.4052000045776367,0.4260316491127014,0.4293119013309479
0.2919268012046814,7,2199,,,,,
0.2906803488731384,7,2249,,,,,
0.2901458144187927,7,2299,,,,,
0.23231564462184906,7,2349,,,,,
0.2322111278772354,7,2399,,,,,
0.24910002946853638,7,2449,,,,,
,7,2495,0.46299999952316284,0.46380001306533813,,,
,7,2495,,,0.4821999967098236,0.43604767322540283,0.44045472145080566
0.25937530398368835,8,2499,,,,,
0.22514942288398743,8,2549,,,,,
0.20897452533245087,8,2599,,,,,
0.22893261909484863,8,2649,,,,,
0.25090619921684265,8,2699,,,,,
0.22691650688648224,8,2749,,,,,
0.24653276801109314,8,2799,,,,,
,8,2807,0.48010000586509705,0.45809999108314514,,,
,8,2807,,,0.5,0.4705779254436493,0.4698517620563507
0.2826153337955475,9,2849,,,,,
0.21818576753139496,9,2899,,,,,
0.2560294568538666,9,2949,,,,,
0.2107846885919571,9,2999,,,,,
0.23329809308052063,9,3049,,,,,
0.24622417986392975,9,3099,,,,,
,9,3119,0.5022000074386597,0.49129998683929443,,,
,9,3119,,,0.5189999938011169,0.4813701808452606,0.48492589592933655
0.21783702075481415,10,3149,,,,,
0.1967015415430069,10,3199,,,,,
0.21913406252861023,10,3249,,,,,
0.24317416548728943,10,3299,,,,,
0.19581390917301178,10,3349,,,,,
0.2378154695034027,10,3399,,,,,
,10,3431,0.5052000284194946,0.505299985408783,,,
,10,3431,,,0.5266000032424927,0.5005508661270142,0.5002503991127014
0.2134815901517868,11,3449,,,,,
0.16735342144966125,11,3499,,,,,
0.19584430754184723,11,3549,,,,,
0.17982883751392365,11,3599,,,,,
0.22096256911754608,11,3649,,,,,
0.18722186982631683,11,3699,,,,,
,11,3743,0.511900007724762,0.4603999853134155,,,
,11,3743,,,0.5317999720573425,0.5149238705635071,0.5145483016967773
0.2455868273973465,12,3749,,,,,
0.2135312706232071,12,3799,,,,,
0.2198721170425415,12,3849,,,,,
0.2554609775543213,12,3899,,,,,
0.21514427661895752,12,3949,,,,,
0.2070571333169937,12,3999,,,,,
0.18467240035533905,12,4049,,,,,
,12,4055,0.5351999998092651,0.5357999801635742,,,
,12,4055,,,0.5544000267982483,0.5198817849159241,0.5176031589508057
0.178913876414299,13,4099,,,,,
0.23805640637874603,13,4149,,,,,
0.22106121480464935,13,4199,,,,,
0.23546218872070312,13,4249,,,,,
0.17246082425117493,13,4299,,,,,
0.14998523890972137,13,4349,,,,,
,13,4367,0.5475999712944031,0.5382000207901001,,,
,13,4367,,,0.5745999813079834,0.538161039352417,0.5349809527397156
0.1848515272140503,14,4399,,,,,
0.19096212089061737,14,4449,,,,,
0.16793963313102722,14,4499,,,,,
0.1599898487329483,14,4549,,,,,
0.19809027016162872,14,4599,,,,,
0.19899410009384155,14,4649,,,,,
,14,4679,0.5659000277519226,0.5669999718666077,,,
,14,4679,,,0.5874000191688538,0.5503805875778198,0.5499549508094788
0.2012765109539032,15,4699,,,,,
0.20339812338352203,15,4749,,,,,
0.197994664311409,15,4799,,,,,
0.1494312286376953,15,4849,,,,,
0.1913655400276184,15,4899,,,,,
0.1686633676290512,15,4949,,,,,
,15,4991,0.5738999843597412,0.5809999704360962,,,
,15,4991,,,0.59579998254776,0.5633513331413269,0.5630508661270142
0.167822927236557,16,4999,,,,,
0.15481460094451904,16,5049,,,,,
0.17575059831142426,16,5099,,,,,
0.17712311446666718,16,5149,,,,,
0.235268235206604,16,5199,,,,,
0.18513107299804688,16,5249,,,,,
0.16032570600509644,16,5299,,,,,
,16,5303,0.5741999745368958,0.579800009727478,,,
,16,5303,,,0.5976999998092651,0.5710636973381042,0.5707131624221802
0.20883265137672424,17,5349,,,,,
0.14496274292469025,17,5399,,,,,
0.1713956743478775,17,5449,,,,,
0.16609802842140198,17,5499,,,,,
0.1355367749929428,17,5549,,,,,
0.19209504127502441,17,5599,,,,,
,17,5615,0.5936999917030334,0.5965999960899353,,,
,17,5615,,,0.6164000034332275,0.5773738026618958,0.5802784562110901
0.17501193284988403,18,5649,,,,,
0.15364858508110046,18,5699,,,,,
0.21760226786136627,18,5749,,,,,
0.1533491313457489,18,5799,,,,,
0.1378384828567505,18,5849,,,,,
0.17363692820072174,18,5899,,,,,
