epoch,train_loss,step,val_loss,val_acc,train_acc,test_acc
0,2.2823076248168945,49,,,,
0,2.227339506149292,99,,,,
0,2.1016464233398438,149,,,,
0,2.099501132965088,199,,,,
0,1.9850330352783203,249,,,,
0,1.9132237434387207,299,,,,
0,,311,2.0034148693084717,0.2615000009536743,,
0,,311,,,0.1927083283662796,0.3095000088214874
1,2.0589077472686768,349,,,,
1,1.9165518283843994,399,,,,
1,2.017313241958618,449,,,,
1,2.0525360107421875,499,,,,
1,1.9144752025604248,549,,,,
1,1.9821933507919312,599,,,,
1,,623,1.9871370792388916,0.29030001163482666,,
1,,623,,,0.2681039571762085,0.3456999957561493
2,1.8410452604293823,649,,,,
2,1.8438479900360107,699,,,,
2,1.959260106086731,749,,,,
2,1.9160975217819214,799,,,,
2,2.117598533630371,849,,,,
2,1.873112678527832,899,,,,
2,,935,1.9289008378982544,0.30079999566078186,,
2,,935,,,0.30453726649284363,0.36719998717308044
3,1.9405485391616821,949,,,,
3,1.9156869649887085,999,,,,
3,1.8850834369659424,1049,,,,
3,1.7606480121612549,1099,,,,
3,1.8989092111587524,1149,,,,
3,1.774702787399292,1199,,,,
3,,1247,1.8877041339874268,0.33500000834465027,,
3,,1247,,,0.32842546701431274,0.40849998593330383
4,1.9831864833831787,1249,,,,
4,1.6824461221694946,1299,,,,
4,1.9345669746398926,1349,,,,
4,1.8183095455169678,1399,,,,
4,1.8193849325180054,1449,,,,
4,1.8300414085388184,1499,,,,
4,1.8757046461105347,1549,,,,
4,,1559,1.8198823928833008,0.36640000343322754,,
4,,1559,,,0.35329025983810425,0.4717000126838684
5,1.8283278942108154,1599,,,,
5,1.8836548328399658,1649,,,,
5,1.8195621967315674,1699,,,,
5,1.8558549880981445,1749,,,,
5,1.8082518577575684,1799,,,,
5,1.8529160022735596,1849,,,,
5,,1871,1.7506859302520752,0.39730000495910645,,
5,,1871,,,0.3727714419364929,0.5249000191688538
6,1.6537739038467407,1899,,,,
6,1.7881571054458618,1949,,,,
6,1.8747373819351196,1999,,,,
6,1.8752765655517578,2049,,,,
6,1.6239855289459229,2099,,,,
6,1.8761825561523438,2149,,,,
6,,2183,1.8259023427963257,0.3840999901294708,,
6,,2183,,,0.39438101649284363,0.5166000127792358
7,1.7267833948135376,2199,,,,
7,1.6491440534591675,2249,,,,
7,1.7270845174789429,2299,,,,
7,1.6913014650344849,2349,,,,
7,1.782681941986084,2399,,,,
7,1.6736021041870117,2449,,,,
7,,2495,1.706973671913147,0.41659998893737793,,
7,,2495,,,0.4147135317325592,0.5778999924659729
8,1.737621545791626,2499,,,,
8,1.6371140480041504,2549,,,,
8,1.7061291933059692,2599,,,,
8,1.7512390613555908,2649,,,,
8,1.722891092300415,2699,,,,
8,1.8477392196655273,2749,,,,
8,1.8130370378494263,2799,,,,
8,,2807,1.7065953016281128,0.4196999967098236,,
8,,2807,,,0.43134015798568726,0.5651000142097473
9,1.61902916431427,2849,,,,
9,1.7837142944335938,2899,,,,
9,1.6471576690673828,2949,,,,
9,1.6801767349243164,2999,,,,
9,1.6948167085647583,3049,,,,
9,1.5614744424819946,3099,,,,
9,,3119,1.6306259632110596,0.46309998631477356,,
9,,3119,,,0.44711539149284363,0.6535999774932861
10,1.5631543397903442,3149,,,,
10,1.5105326175689697,3199,,,,
10,1.6810129880905151,3249,,,,
10,1.6859595775604248,3299,,,,
10,1.5952177047729492,3349,,,,
10,1.836243748664856,3399,,,,
10,,3431,1.6546109914779663,0.4490000009536743,,
10,,3431,,,0.46684694290161133,0.6090999841690063
11,1.6036337614059448,3449,,,,
11,1.5561093091964722,3499,,,,
11,1.4628424644470215,3549,,,,
11,1.3987423181533813,3599,,,,
11,1.416019320487976,3649,,,,
11,1.4896374940872192,3699,,,,
11,,3743,1.581874132156372,0.4903999865055084,,
11,,3743,,,0.4748097062110901,0.6894999742507935
12,1.5880460739135742,3749,,,,
12,1.7065144777297974,3799,,,,
12,1.6254264116287231,3849,,,,
12,1.4815951585769653,3899,,,,
