step,epoch,train_loss,val_acc,val_loss,test_acc,train_acc
49,0,3.7665510177612305,,,,
99,0,3.403331995010376,,,,
149,0,3.359539747238159,,,,
199,0,3.4090757369995117,,,,
249,0,3.976254940032959,,,,
299,0,3.1127641201019287,,,,
311,0,,0.31630000472068787,2.323329448699951,,
311,0,,,,0.34380000829696655,0.25380608439445496
349,1,3.2180073261260986,,,,
399,1,3.0385758876800537,,,,
449,1,3.0314764976501465,,,,
499,1,3.025294780731201,,,,
549,1,2.738510847091675,,,,
599,1,2.9687464237213135,,,,
623,1,,0.39419999718666077,1.8526029586791992,,
623,1,,,,0.4081000089645386,0.36871495842933655
649,2,2.7182064056396484,,,,
699,2,2.6559157371520996,,,,
749,2,2.8240737915039062,,,,
799,2,2.536457061767578,,,,
849,2,2.7967801094055176,,,,
899,2,2.774977684020996,,,,
935,2,,0.46869999170303345,1.968701720237732,,
935,2,,,,0.4957999885082245,0.43862679600715637
949,3,2.3225390911102295,,,,
999,3,2.5229382514953613,,,,
1049,3,2.2926149368286133,,,,
1099,3,2.5230469703674316,,,,
1149,3,2.1674137115478516,,,,
1199,3,2.0377519130706787,,,,
1247,3,,0.5543000102043152,1.2983249425888062,,
1247,3,,,,0.5803999900817871,0.5105919241905212
1249,4,2.1074740886688232,,,,
1299,4,2.197173595428467,,,,
1349,4,1.9702064990997314,,,,
1399,4,1.8974132537841797,,,,
1449,4,1.9299185276031494,,,,
1499,4,1.8768678903579712,,,,
1549,4,2.0635900497436523,,,,
1559,4,,0.5881999731063843,1.3673185110092163,,
1559,4,,,,0.598800003528595,0.5710636973381042
1599,5,2.3210110664367676,,,,
1649,5,1.7101383209228516,,,,
1699,5,2.130232810974121,,,,
1749,5,2.047182083129883,,,,
1799,5,2.018972396850586,,,,
1849,5,1.5895555019378662,,,,
1871,5,,0.6212999820709229,1.1558455228805542,,
1871,5,,,,0.64410001039505,0.619065523147583
1899,6,1.6973161697387695,,,,
1949,6,1.5908393859863281,,,,
1999,6,1.3405852317810059,,,,
2049,6,1.5793218612670898,,,,
2099,6,1.5385782718658447,,,,
2149,6,1.4922425746917725,,,,
2183,6,,0.6783000230789185,0.9997959136962891,,
2183,6,,,,0.7102000117301941,0.6602063179016113
2199,7,1.5059845447540283,,,,
2249,7,1.4302318096160889,,,,
2299,7,1.5597869157791138,,,,
2349,7,1.290956974029541,,,,
2399,7,1.473326325416565,,,,
2449,7,1.0349541902542114,,,,
2495,7,,0.6866000294685364,1.009543776512146,,
2495,7,,,,0.7200999855995178,0.6973908543586731
2499,8,1.2454365491867065,,,,
2549,8,1.3343147039413452,,,,
2599,8,1.5663926601409912,,,,
2649,8,1.13970947265625,,,,
2699,8,1.2580145597457886,,,,
2749,8,1.2298516035079956,,,,
2799,8,1.4095085859298706,,,,
2807,8,,0.7250000238418579,0.9029452204704285,,
2807,8,,,,0.7549999952316284,0.7150190472602844
2849,9,1.184617280960083,,,,
2899,9,1.1468826532363892,,,,
2949,9,1.313035011291504,,,,
2999,9,1.1672053337097168,,,,
3049,9,1.3496828079223633,,,,
3099,9,1.38642418384552,,,,
3119,9,,0.713100016117096,0.9548208713531494,,
3119,9,,,,0.7427999973297119,0.7393078804016113
3149,10,1.0797330141067505,,,,
3199,10,1.4623942375183105,,,,
3249,10,1.0882818698883057,,,,
3299,10,1.0910505056381226,,,,
3349,10,0.9185295104980469,,,,
3399,10,1.067002534866333,,,,
3431,10,,0.7034000158309937,1.049899697303772,,
3431,10,,,,0.7437999844551086,0.7547575831413269
3449,11,0.8999186754226685,,,,
3499,11,1.0129626989364624,,,,
3549,11,1.099941611289978,,,,
3599,11,0.919162392616272,,,,
3649,11,1.0865728855133057,,,,
3699,11,0.8899469375610352,,,,
3743,11,,0.7538999915122986,0.8858039975166321,,
3743,11,,,,0.7883999943733215,0.7657502293586731
3749,12,0.858975350856781,,,,
3799,12,0.8268822431564331,,,,
3849,12,0.7345806360244751,,,,
3899,12,0.6239268779754639,,,,
3949,12,0.8879640102386475,,,,
3999,12,0.8693031072616577,,,,
4049,12,0.863619327545166,,,,
4055,12,,0.767799973487854,0.8653697371482849,,
4055,12,,,,0.8108999729156494,0.7774689793586731
4099,13,0.9781151413917542,,,,
4149,13,0.8152824640274048,,,,
4199,13,0.8496799468994141,,,,
