epoch,train_loss,step,val_acc,val_loss,test_acc,train_acc
0,3.0078797340393066,49,,,,
0,2.195608139038086,99,,,,
0,2.0239551067352295,149,,,,
0,2.1345765590667725,199,,,,
0,1.8720142841339111,249,,,,
0,1.863173007965088,299,,,,
0,,312,0.28209999203681946,1.9248757362365723,,
0,,312,,,0.304094135761261,0.2037999927997589
1,1.7965513467788696,349,,,,
1,1.7973358631134033,399,,,,
1,1.6865949630737305,449,,,,
1,1.790398120880127,499,,,,
1,1.6512330770492554,549,,,,
1,1.7385988235473633,599,,,,
1,,625,0.36660000681877136,1.6809152364730835,,
1,,625,,,0.3844936788082123,0.3248000144958496
2,1.6965053081512451,649,,,,
2,1.6868562698364258,699,,,,
2,1.7577790021896362,749,,,,
2,1.5180771350860596,799,,,,
2,1.5507659912109375,849,,,,
2,1.4080939292907715,899,,,,
2,,938,0.4366999864578247,1.4938944578170776,,
2,,938,,,0.4190071225166321,0.38497498631477356
3,1.7090544700622559,949,,,,
3,1.4338995218276978,999,,,,
3,1.4826934337615967,1049,,,,
3,1.5127766132354736,1099,,,,
3,1.536702275276184,1149,,,,
3,1.622849464416504,1199,,,,
3,1.395932674407959,1249,,,,
3,,1251,0.4611999988555908,1.440382957458496,,
3,,1251,,,0.47023338079452515,0.4401000142097473
4,1.3901166915893555,1299,,,,
4,1.314083456993103,1349,,,,
4,1.56304931640625,1399,,,,
4,1.45089852809906,1449,,,,
4,1.431946039199829,1499,,,,
4,1.3813905715942383,1549,,,,
4,,1564,0.4959000051021576,1.3979511260986328,,
4,,1564,,,0.5079113841056824,0.4830000102519989
5,1.222883939743042,1599,,,,
5,1.2952009439468384,1649,,,,
5,1.3207679986953735,1699,,,,
5,1.3306922912597656,1749,,,,
5,1.4553046226501465,1799,,,,
5,1.1385102272033691,1849,,,,
5,,1877,0.5634999871253967,1.215315580368042,,
5,,1877,,,0.5657634735107422,0.5271000266075134
6,1.288007140159607,1899,,,,
6,1.1700482368469238,1949,,,,
6,1.3802425861358643,1999,,,,
6,1.4115116596221924,2049,,,,
6,1.1893123388290405,2099,,,,
6,1.1226871013641357,2149,,,,
6,,2190,0.5824999809265137,1.1821284294128418,,
6,,2190,,,0.5785205960273743,0.559149980545044
7,1.1618822813034058,2199,,,,
7,1.0876508951187134,2249,,,,
7,1.0098445415496826,2299,,,,
7,1.1851544380187988,2349,,,,
7,1.2118421792984009,2399,,,,
7,1.2328131198883057,2449,,,,
7,1.0736470222473145,2499,,,,
7,,2503,0.6371999979019165,1.0211248397827148,,
7,,2503,,,0.6339003443717957,0.5982499718666077
8,1.0877456665039062,2549,,,,
8,1.3320770263671875,2599,,,,
8,1.1179488897323608,2649,,,,
8,0.9015015363693237,2699,,,,
8,1.0420705080032349,2749,,,,
8,1.0597288608551025,2799,,,,
8,,2816,0.5321000218391418,10.692511558532715,,
8,,2816,,,0.6072982549667358,0.6198999881744385
9,1.105518102645874,2849,,,,
9,0.8733092546463013,2899,,,,
9,0.9793397188186646,2949,,,,
9,0.9556519985198975,2999,,,,
9,1.0023211240768433,3049,,,,
9,1.0152778625488281,3099,,,,
9,,3129,0.6111000180244446,1.1622567176818848,,
9,,3129,,,0.6543710231781006,0.6292750239372253
10,0.886070191860199,3149,,,,
10,1.1891860961914062,3199,,,,
10,1.0654537677764893,3249,,,,
10,1.313812017440796,3299,,,,
10,1.052131175994873,3349,,,,
10,0.953719973564148,3399,,,,
10,,3442,0.6784999966621399,0.9478324055671692,,
10,,3442,,,0.6816653609275818,0.6502000093460083
11,0.6184506416320801,3449,,,,
11,0.7733296751976013,3499,,,,
11,0.610761821269989,3549,,,,
11,0.36474472284317017,3599,,,,
11,0.5271326303482056,3649,,,,
11,1.0511493682861328,3699,,,,
11,0.6423919200897217,3749,,,,
11,,3755,0.6383000016212463,0.5374643206596375,,
11,,3755,,,0.6293512582778931,0.6366999745368958
12,0.600222110748291,3799,,,,
12,0.141248419880867,3849,,,,
12,-0.13992242515087128,3899,,,,
12,-0.09631095826625824,3949,,,,
12,-0.20316310226917267,3999,,,,
12,-0.3070124089717865,4049,,,,
12,,4068,0.612500011920929,0.06394992768764496,,
12,,4068,,,0.6291534900665283,0.626800000667572
13,-1.0500303506851196,4099,,,,
13,-0.521112322807312,4149,,,,
13,-0.8900271654129028,4199,,,,
13,-0.257802814245224,4249,,,,
13,-0.5410046577453613,4299,,,,
13,-1.1860781908035278,4349,,,,
13,,4381,0.6410999894142151,-0.8378381133079529,,
13,,4381,,,0.6417128443717957,0.6289250254631042
14,-2.035061836242676,4399,,,,
14,-1.8273980617523193,4449,,,,
14,-1.7699676752090454,4499,,,,
14,-1.8568110466003418,4549,,,,
14,-2.0470938682556152,4599,,,,
14,-1.3470070362091064,4649,,,,
14,,4694,0.6100999712944031,-1.247100830078125,,
14,,4694,,,0.6685126423835754,0.6347500085830688
15,-2.8471665382385254,4699,,,,
15,-2.6828253269195557,4749,,,,
15,-2.679206132888794,4799,,,,
15,-3.038861036300659,4849,,,,
15,-2.991672992706299,4899,,,,
15,-2.5094032287597656,4949,,,,
15,-3.3649556636810303,4999,,,,
15,,5007,0.6452000141143799,-2.543109655380249,,
15,,5007,,,0.6535798907279968,0.6484749913215637
16,-3.867107391357422,5049,,,,
16,-3.829272747039795,5099,,,,
16,-3.5884313583374023,5149,,,,
16,-3.802778720855713,5199,,,,
16,-3.655961513519287,5249,,,,
16,-3.8028392791748047,5299,,,,
16,,5320,0.6679999828338623,-3.5739359855651855,,
16,,5320,,,0.6760284900665283,0.6606749892234802
17,-4.746164321899414,5349,,,,
17,-4.761904239654541,5399,,,,
17,-4.738746166229248,5449,,,,
17,-4.679501533508301,5499,,,,
17,-5.1268510818481445,5549,,,,
17,-3.839902400970459,5599,,,,
17,,5633,0.6880999803543091,-4.707996845245361,,
17,,5633,,,0.6789952516555786,0.6653500199317932
18,-5.085214138031006,5649,,,,
18,-5.660945892333984,5699,,,,
18,-5.040009498596191,5749,,,,
18,-5.85988187789917,5799,,,,
18,-5.793139457702637,5849,,,,
18,-5.807834625244141,5899,,,,
18,,5946,0.6543999910354614,-5.443893909454346,,
18,,5946,,,0.6823576092720032,0.6745250225067139
19,-6.973931312561035,5949,,,,
19,-6.782674789428711,5999,,,,
19,-6.7423996925354,6049,,,,
19,-6.7324066162109375,6099,,,,
19,-6.752741813659668,6149,,,,
19,-6.658324241638184,6199,,,,
19,-7.07818603515625,6249,,,,
19,,6259,0.6682999730110168,-6.375600814819336,,
19,,6259,,,0.6874011158943176,0.6790000200271606
20,-8.280621528625488,6299,,,,
20,-7.66035270690918,6349,,,,
20,-8.00739860534668,6399,,,,
20,-7.83160400390625,6449,,,,
20,-6.567505836486816,6499,,,,
20,-8.028966903686523,6549,,,,
20,,6572,0.657800018787384,-7.069727420806885,,
20,,6572,,,0.6733583807945251,0.6898999810218811
