step,train_loss,epoch,test_acc,train_acc
11309,,28,0.8319000005722046,0.5929086804389954
11349,-8.870099067687988,29,,
11399,-10.41830062866211,29,,
11449,-10.0889253616333,29,,
11499,-11.260697364807129,29,,
11549,-10.21026611328125,29,,
11599,-10.625370979309082,29,,
11649,-10.468924522399902,29,,
11699,-9.774362564086914,29,,
11699,,29,0.838100016117096,0.5970953702926636
11749,-9.371997833251953,30,,
11799,-9.653608322143555,30,,
11849,-7.278478622436523,30,,
11899,-9.234396934509277,30,,
11949,-7.596177101135254,30,,
11999,-8.84246826171875,30,,
12049,-9.086087226867676,30,,
12089,,30,0.7597000002861023,0.5445512533187866
12099,-8.721899032592773,31,,
12149,-9.487865447998047,31,,
12199,-10.274456977844238,31,,
12249,-8.85727596282959,31,,
12299,-8.548890113830566,31,,
12349,-10.205314636230469,31,,
12399,-7.8847737312316895,31,,
12449,-8.117496490478516,31,,
12479,,31,0.7871999740600586,0.5517628192901611
12499,-9.424150466918945,32,,
12549,-10.164400100708008,32,,
12599,-9.964611053466797,32,,
12649,-9.208264350891113,32,,
12699,-10.681009292602539,32,,
12749,-8.713069915771484,32,,
12799,-9.57880687713623,32,,
12849,-9.929865837097168,32,,
12869,,32,0.7664999961853027,0.5646634697914124
12899,-9.783504486083984,33,,
12949,-10.67291259765625,33,,
12999,-9.821004867553711,33,,
13049,-9.736307144165039,33,,
13099,-9.363006591796875,33,,
13149,-10.445158958435059,33,,
13199,-9.694128036499023,33,,
13249,-9.935372352600098,33,,
13259,,33,0.7903000116348267,0.5707932710647583
13299,-9.29557991027832,34,,
13349,-10.760578155517578,34,,
13399,-8.507250785827637,34,,
13449,-8.613455772399902,34,,
13499,-9.589202880859375,34,,
13549,-11.455491065979004,34,,
13599,-9.177251815795898,34,,
13649,-10.100128173828125,34,,
13649,,34,0.8342999815940857,0.5782251358032227
13699,-10.628808975219727,35,,
13749,-8.70479679107666,35,,
13799,-9.963006973266602,35,,
13849,-11.37748908996582,35,,
13899,-11.004670143127441,35,,
13949,-11.520487785339355,35,,
13999,-9.664981842041016,35,,
14039,,35,0.8325999975204468,0.5823717713356018
14049,-10.454160690307617,36,,
14099,-10.121641159057617,36,,
14149,-10.55718994140625,36,,
14199,-9.587553024291992,36,,
14249,-9.426769256591797,36,,
14299,-10.995857238769531,36,,
14349,-9.963369369506836,36,,
14399,-10.359087944030762,36,,
14429,,36,0.8435999751091003,0.5908052921295166
14449,-11.904772758483887,37,,
14499,-10.493054389953613,37,,
14549,-10.224226951599121,37,,
14599,-10.432113647460938,37,,
14649,-10.164122581481934,37,,
14699,-9.706487655639648,37,,
14749,-11.030986785888672,37,,
14799,-10.0664644241333,37,,
14819,,37,0.8411999940872192,0.5951122045516968
14849,-11.373626708984375,38,,
14899,-12.277321815490723,38,,
14949,-9.760828971862793,38,,
14999,-11.223739624023438,38,,
15049,-10.514154434204102,38,,
15099,-11.474271774291992,38,,
15149,-10.529711723327637,38,,
15199,-10.599398612976074,38,,
15209,,38,0.8508999943733215,0.6008413434028625
15249,-11.937423706054688,39,,
15299,-12.709075927734375,39,,
15349,-10.869585037231445,39,,
15399,-10.686807632446289,39,,
15449,-11.855560302734375,39,,
15499,-12.020913124084473,39,,
15549,-11.72563648223877,39,,
15599,-10.363361358642578,39,,
15599,,39,0.850600004196167,0.6026442050933838
15649,-10.549945831298828,40,,
15699,-8.288092613220215,40,,
15749,-10.029023170471191,40,,
15799,-9.012266159057617,40,,
15849,-9.956454277038574,40,,
15899,-9.993218421936035,40,,
15949,-9.462512969970703,40,,
15989,,40,0.6564000248908997,0.5523236989974976
15999,-9.97005558013916,41,,
16049,-10.086947441101074,41,,
16099,-10.232131958007812,41,,
16149,-9.975606918334961,41,,
16199,-8.89495849609375,41,,
16249,-9.415109634399414,41,,
16299,-11.068331718444824,41,,
16349,-7.891352653503418,41,,
16379,,41,0.7657999992370605,0.5574118494987488
16399,-10.118082046508789,42,,
16449,-9.777473449707031,42,,
16499,-10.309059143066406,42,,
16549,-11.576906204223633,42,,
16599,-9.734095573425293,42,,
16649,-9.380120277404785,42,,
16699,-9.721182823181152,42,,
16749,-9.094704627990723,42,,
16769,,42,0.8120999932289124,0.5693910121917725
16799,-11.576921463012695,43,,
16849,-11.40976333618164,43,,
16899,-9.329529762268066,43,,
16949,-9.107303619384766,43,,
16999,-10.865045547485352,43,,
17049,-10.36080551147461,43,,
17099,-9.565765380859375,43,,
17149,-10.198153495788574,43,,
17159,,43,0.826200008392334,0.5778445601463318
17199,-9.82863998413086,44,,
17249,-10.58211612701416,44,,
17299,-9.840149879455566,44,,
17349,-12.396986961364746,44,,
17399,-9.558514595031738,44,,
17449,-10.48324203491211,44,,
17499,-11.158305168151855,44,,
17549,-10.288949966430664,44,,
17549,,44,0.8320000171661377,0.5842147469520569
17599,-10.456918716430664,45,,
17649,-10.69766616821289,45,,
17699,-10.505983352661133,45,,
17749,-10.19215202331543,45,,
17799,-10.60003662109375,45,,
17849,-10.676355361938477,45,,
17899,-10.393280029296875,45,,
17939,,45,0.8355000019073486,0.5894832015037537
17949,-10.54780101776123,46,,
17999,-12.046319007873535,46,,
18049,-10.502958297729492,46,,
18099,-11.071310043334961,46,,
18149,-10.999085426330566,46,,
18199,-10.685924530029297,46,,
18249,-11.029974937438965,46,,
18299,-10.750860214233398,46,,
18329,,46,0.84170001745224,0.596013605594635
18349,-10.216056823730469,47,,
18399,-10.619233131408691,47,,
18449,-10.113418579101562,47,,
18499,-10.634862899780273,47,,
18549,-11.642904281616211,47,,
18599,-9.45565414428711,47,,
18649,-12.124582290649414,47,,
18699,-10.056968688964844,47,,
18719,,47,0.8514000177383423,0.6017828583717346
18749,-12.382562637329102,48,,
18799,-9.692310333251953,48,,
18849,-11.421052932739258,48,,
18899,-11.011673927307129,48,,
18949,-10.745274543762207,48,,
18999,-13.256499290466309,48,,
19049,-11.874533653259277,48,,
19099,-12.700502395629883,48,,
19109,,48,0.8507999777793884,0.6044671535491943
19149,-11.024456024169922,49,,
19199,-12.120699882507324,49,,
19249,-11.569389343261719,49,,
19299,-10.514813423156738,49,,
19349,-11.56401538848877,49,,
19399,-11.363701820373535,49,,
19449,-10.875621795654297,49,,
19499,-11.157371520996094,49,,
19499,,49,0.8579000234603882,0.6071714758872986
19549,-11.212188720703125,50,,
19599,-10.670422554016113,50,,
19649,-10.172477722167969,50,,
19699,-8.456872940063477,50,,
19749,-9.377073287963867,50,,
19799,-9.604129791259766,50,,
19849,-9.072198867797852,50,,
19889,,50,0.7232999801635742,0.5576121807098389
19899,-10.763046264648438,51,,
19949,-8.78844165802002,51,,
19999,-10.030200958251953,51,,
20049,-9.870828628540039,51,,
20099,-9.907981872558594,51,,
20149,-11.370031356811523,51,,
20199,-11.366416931152344,51,,
20249,-10.335616111755371,51,,
20279,,51,0.7639999985694885,0.5603765845298767
20299,-10.94408130645752,52,,
20349,-10.693596839904785,52,,
20399,-10.342367172241211,52,,
20449,-9.038578987121582,52,,
20499,-9.864737510681152,52,,
20549,-9.772286415100098,52,,
20599,-10.995718002319336,52,,
20649,-10.710846900939941,52,,
20669,,52,0.796999990940094,0.5753806233406067
20699,-11.383728981018066,53,,
20749,-9.899700164794922,53,,
20799,-11.975248336791992,53,,
20849,-10.589269638061523,53,,
20899,-10.872237205505371,53,,
20949,-10.936965942382812,53,,
20999,-11.386148452758789,53,,
21049,-12.150579452514648,53,,
21059,,53,0.8162999749183655,0.5818108916282654
21099,-10.866901397705078,54,,
21149,-10.20030403137207,54,,
21199,-9.264102935791016,54,,
21249,-11.123024940490723,54,,
21299,-11.949752807617188,54,,
21349,-10.986544609069824,54,,
21399,-10.183076858520508,54,,
21449,-10.19697380065918,54,,
21449,,54,0.8400999903678894,0.5875200033187866
21499,-10.847609519958496,55,,
21549,-11.253225326538086,55,,
21599,-10.35897445678711,55,,
21649,-9.5516939163208,55,,
21699,-11.353952407836914,55,,
21749,-8.908329010009766,55,,
21799,-10.965109825134277,55,,
21839,,55,0.8508999943733215,0.5959535241127014
21849,-11.67292594909668,56,,
21899,-10.97586441040039,56,,
21949,-9.893548965454102,56,,
21999,-11.97438907623291,56,,
22049,-11.384780883789062,56,,
22099,-10.41780948638916,56,,
22149,-10.83406925201416,56,,
22199,-11.630037307739258,56,,
22229,,56,0.8439000248908997,0.6016426086425781
22249,-10.709354400634766,57,,
22299,-10.590118408203125,57,,
22349,-11.841938018798828,57,,
22399,-11.778827667236328,57,,
22449,-11.932318687438965,57,,
22499,-12.612525939941406,57,,
22549,-10.551362037658691,57,,
22599,-10.979586601257324,57,,
22619,,57,0.854200005531311,0.606209933757782
22649,-11.553176879882812,58,,
22699,-11.291357040405273,58,,
22749,-11.450298309326172,58,,
22799,-12.414918899536133,58,,
22849,-10.659543991088867,58,,
22899,-12.054727554321289,58,,
22949,-12.841913223266602,58,,
22999,-12.095248222351074,58,,
23009,,58,0.8618000149726868,0.6111177802085876
23049,-11.856429100036621,59,,
23099,-11.05772876739502,59,,
23149,-10.416650772094727,59,,
23199,-11.485944747924805,59,,
23249,-12.471319198608398,59,,
23299,-12.10979175567627,59,,
23349,-12.92341423034668,59,,
23399,-11.58725643157959,59,,
23399,,59,0.8619999885559082,0.6131610870361328
23449,-10.866902351379395,60,,
23499,-11.155719757080078,60,,
23549,-9.172779083251953,60,,
23599,-10.361468315124512,60,,
23649,-10.911314010620117,60,,
23699,-10.214442253112793,60,,
23749,-11.636836051940918,60,,
23789,,60,0.7383000254631042,0.5644030570983887
23799,-9.095746994018555,61,,
23849,-9.89185905456543,61,,
23899,-10.019404411315918,61,,
23949,-10.054017066955566,61,,
23999,-10.72968864440918,61,,
24049,-10.828119277954102,61,,
24099,-9.1310396194458,61,,
24149,-11.476571083068848,61,,
24179,,61,0.7716000080108643,0.568830132484436
24199,-9.786518096923828,62,,
24249,-9.869359970092773,62,,
24299,-10.034621238708496,62,,
24349,-9.53242301940918,62,,
24399,-10.915536880493164,62,,
24449,-10.401006698608398,62,,
24499,-8.902931213378906,62,,
24549,-11.575284004211426,62,,
24569,,62,0.8237000107765198,0.5777443647384644
24599,-11.209694862365723,63,,
24649,-10.763652801513672,63,,
24699,-10.917938232421875,63,,
24749,-10.458650588989258,63,,
24799,-10.027239799499512,63,,
24849,-9.1153564453125,63,,
24899,-10.894712448120117,63,,
24949,-11.032546043395996,63,,
24959,,63,0.8370000123977661,0.5833934545516968
24999,-10.73367691040039,64,,
25049,-9.477693557739258,64,,
25099,-10.62094783782959,64,,
25149,-10.98495864868164,64,,
25199,-10.900885581970215,64,,
25249,-10.999761581420898,64,,
25299,-10.469156265258789,64,,
25349,-11.256019592285156,64,,
25349,,64,0.8557000160217285,0.5895032286643982
25399,-11.701883316040039,65,,
25449,-11.56378173828125,65,,
25499,-9.551526069641113,65,,
25549,-10.159320831298828,65,,
25599,-11.6146240234375,65,,
25649,-10.965290069580078,65,,
25699,-11.153916358947754,65,,
25739,,65,0.8557999730110168,0.5965144038200378
25749,-11.682684898376465,66,,
25799,-11.350212097167969,66,,
25849,-12.06545352935791,66,,
25899,-10.680394172668457,66,,
25949,-11.542378425598145,66,,
25999,-10.527362823486328,66,,
26049,-10.711529731750488,66,,
26099,-10.694801330566406,66,,
26129,,66,0.8525999784469604,0.6041867136955261
26149,-11.909159660339355,67,,
26199,-11.915546417236328,67,,
26249,-11.115311622619629,67,,
26299,-11.491260528564453,67,,
26349,-10.751609802246094,67,,
26399,-11.340288162231445,67,,
26449,-11.016308784484863,67,,
26499,-11.81405258178711,67,,
26519,,67,0.8550999760627747,0.6090344786643982
26549,-11.581442832946777,68,,
26599,-11.386799812316895,68,,
26649,-12.162779808044434,68,,
26699,-12.433439254760742,68,,
26749,-12.233829498291016,68,,
26799,-11.018503189086914,68,,
26849,-12.227045059204102,68,,
26899,-13.10385513305664,68,,
26909,,68,0.8632000088691711,0.6139823794364929
26949,-11.807540893554688,69,,
26999,-12.25260066986084,69,,
27049,-13.506072998046875,69,,
27099,-12.588638305664062,69,,
27149,-10.976737022399902,69,,
27199,-12.942145347595215,69,,
27249,-11.30660343170166,69,,
27299,-12.029830932617188,69,,
27299,,69,0.8686000108718872,0.6166466474533081
27349,-9.944040298461914,70,,
27399,-10.932718276977539,70,,
27449,-11.032282829284668,70,,
27499,-8.867816925048828,70,,
27549,-10.399480819702148,70,,
27599,-9.915350914001465,70,,
27649,-9.924121856689453,70,,
27689,,70,0.7710999846458435,0.5644030570983887
27699,-9.764304161071777,71,,
27749,-10.015350341796875,71,,
27799,-10.764989852905273,71,,
27849,-9.897571563720703,71,,
27899,-10.77092170715332,71,,
27949,-10.906424522399902,71,,
27999,-10.510797500610352,71,,
28049,-9.070820808410645,71,,
28079,,71,0.8152999877929688,0.5706329941749573
28099,-10.982205390930176,72,,
28149,-11.782047271728516,72,,
28199,-10.040504455566406,72,,
28249,-10.020442962646484,72,,
28299,-10.997097969055176,72,,
28349,-10.723943710327148,72,,
28399,-10.487076759338379,72,,
28449,-11.720014572143555,72,,
28469,,72,0.8352000117301941,0.5786057710647583
28499,-9.810386657714844,73,,
28549,-11.121075630187988,73,,
28599,-10.904472351074219,73,,
28649,-8.900379180908203,73,,
28699,-11.50551700592041,73,,
28749,-11.285517692565918,73,,
28799,-11.383480072021484,73,,
28849,-9.591083526611328,73,,
28859,,73,0.829800009727478,0.5873397588729858
28899,-11.493757247924805,74,,
28949,-10.128763198852539,74,,
28999,-11.806739807128906,74,,
29049,-10.823652267456055,74,,
29099,-12.095983505249023,74,,
29149,-11.59321403503418,74,,
29199,-10.517061233520508,74,,
29249,-11.6056547164917,74,,
29249,,74,0.8561999797821045,0.5961538553237915
29299,-10.589620590209961,75,,
29349,-12.123706817626953,75,,
29399,-10.807730674743652,75,,
29449,-11.600486755371094,75,,
29499,-12.668987274169922,75,,
29549,-11.085741996765137,75,,
29599,-11.17043399810791,75,,
29639,,75,0.8511000275611877,0.6015625
29649,-10.11166763305664,76,,
29699,-10.482909202575684,76,,
29749,-13.017934799194336,76,,
29799,-11.900041580200195,76,,
29849,-13.180615425109863,76,,
29899,-12.420694351196289,76,,
29949,-10.518953323364258,76,,
29999,-11.06755256652832,76,,
30029,,76,0.8641999959945679,0.6082932949066162
30049,-11.984065055847168,77,,
30099,-11.908639907836914,77,,
30149,-11.799988746643066,77,,
30199,-10.891282081604004,77,,
30249,-11.812871932983398,77,,
30299,-11.097010612487793,77,,
30349,-11.726184844970703,77,,
30399,-10.657883644104004,77,,
30419,,77,0.8676000237464905,0.6129807829856873
30449,-11.437097549438477,78,,
30499,-12.234442710876465,78,,
30549,-12.455371856689453,78,,
30599,-12.04983139038086,78,,
30649,-13.711103439331055,78,,
30699,-12.735758781433105,78,,
30749,-11.734518051147461,78,,
30799,-11.31120491027832,78,,
30809,,78,0.8741000294685364,0.6181890964508057
30849,-12.702201843261719,79,,
30899,-11.764159202575684,79,,
30949,-12.433890342712402,79,,
30999,-11.544050216674805,79,,
31049,-12.50844955444336,79,,
31099,-11.724846839904785,79,,
31149,-11.310040473937988,79,,
31199,-12.328203201293945,79,,
31199,,79,0.8719000220298767,0.6202924847602844
31249,-12.564595222473145,80,,
31299,-12.308496475219727,80,,
31349,-9.18795394897461,80,,
31399,-11.069780349731445,80,,
31449,-11.456990242004395,80,,
31499,-10.809757232666016,80,,
31549,-9.669312477111816,80,,
31589,,80,0.7275999784469604,0.5651242136955261
31599,-10.361518859863281,81,,
31649,-10.90202522277832,81,,
31699,-9.04440689086914,81,,
31749,-9.382274627685547,81,,
31799,-10.784490585327148,81,,
31849,-10.688980102539062,81,,
31899,-10.298213958740234,81,,
31949,-10.133227348327637,81,,
31979,,81,0.8172000050544739,0.5679086446762085
31999,-10.890963554382324,82,,
32049,-10.78304386138916,82,,
32099,-9.965407371520996,82,,
32149,-9.918810844421387,82,,
32199,-9.893464088439941,82,,
32249,-11.439573287963867,82,,
32299,-9.87834358215332,82,,
32349,-10.192914962768555,82,,
32369,,82,0.8246999979019165,0.5812700390815735
32399,-10.499433517456055,83,,
32449,-11.417375564575195,83,,
32499,-11.199868202209473,83,,
32549,-10.876380920410156,83,,
32599,-11.842129707336426,83,,
32649,-9.560128211975098,83,,
32699,-10.543508529663086,83,,
32749,-9.589305877685547,83,,
32759,,83,0.8292999863624573,0.5917267799377441
32799,-11.075056076049805,84,,
32849,-11.136540412902832,84,,
32899,-11.510272979736328,84,,
32949,-11.496282577514648,84,,
32999,-10.87354850769043,84,,
33049,-11.506110191345215,84,,
33099,-11.392953872680664,84,,
33149,-11.561922073364258,84,,
33149,,84,0.8521000146865845,0.5960536599159241
33199,-11.1663179397583,85,,
33249,-11.026597023010254,85,,
33299,-12.1881742477417,85,,
33349,-12.04712200164795,85,,
33399,-10.671035766601562,85,,
33449,-11.213441848754883,85,,
33499,-10.479726791381836,85,,
33539,,85,0.8482999801635742,0.6039062738418579
33549,-11.750608444213867,86,,
33599,-11.356302261352539,86,,
33649,-11.449082374572754,86,,
33699,-11.104988098144531,86,,
33749,-11.954307556152344,86,,
33799,-12.71196174621582,86,,
33849,-13.040014266967773,86,,
33899,-10.437294960021973,86,,
33929,,86,0.8672000169754028,0.6094751358032227
33949,-11.287934303283691,87,,
33999,-11.252435684204102,87,,
34049,-12.348756790161133,87,,
34099,-12.187051773071289,87,,
34149,-12.104976654052734,87,,
34199,-10.860162734985352,87,,
34249,-12.341608047485352,87,,
34299,-11.21059513092041,87,,
34319,,87,0.8726999759674072,0.6158453822135925
34349,-11.857048034667969,88,,
34399,-12.223350524902344,88,,
34449,-11.965995788574219,88,,
34499,-11.292285919189453,88,,
34549,-11.385149002075195,88,,
34599,-11.734925270080566,88,,
34649,-10.986684799194336,88,,
34699,-11.775572776794434,88,,
34709,,88,0.8720999956130981,0.6204326748847961
34749,-12.7112455368042,89,,
34799,-12.034797668457031,89,,
34849,-12.634626388549805,89,,
34899,-12.144903182983398,89,,
34949,-11.096301078796387,89,,
34999,-12.376022338867188,89,,
35049,-11.694231986999512,89,,
35099,-13.446273803710938,89,,
35099,,89,0.8738999962806702,0.6222956776618958
35149,-11.09189224243164,90,,
35199,-10.670331954956055,90,,
35249,-11.438841819763184,90,,
35299,-10.643123626708984,90,,
35349,-10.00151538848877,90,,
35399,-10.803131103515625,90,,
35449,-10.487756729125977,90,,
35489,,90,0.7254999876022339,0.5709535479545593
35499,-11.078927040100098,91,,
35549,-10.513338088989258,91,,
35599,-11.173360824584961,91,,
35649,-10.96505069732666,91,,
35699,-8.509733200073242,91,,
35749,-10.805103302001953,91,,
35799,-11.108207702636719,91,,
35849,-9.296411514282227,91,,
35879,,91,0.7623999714851379,0.5688701868057251
35899,-8.851419448852539,92,,
35949,-11.399043083190918,92,,
35999,-10.900765419006348,92,,
36049,-10.083954811096191,92,,
36099,-11.290661811828613,92,,
36149,-11.37432861328125,92,,
36199,-9.857213973999023,92,,
36249,-10.700945854187012,92,,
36269,,92,0.8021000027656555,0.5816506147384644
36299,-10.27499008178711,93,,
36349,-10.246559143066406,93,,
36399,-11.487401008605957,93,,
36449,-9.723307609558105,93,,
36499,-10.400932312011719,93,,
36549,-9.313100814819336,93,,
36599,-11.123992919921875,93,,
