step,epoch,train_loss,train_acc,test_acc
49,0,3.754678964614868,,
99,0,3.2732925415039062,,
149,0,3.3584604263305664,,
199,0,3.1229054927825928,,
249,0,3.2390079498291016,,
299,0,3.3839142322540283,,
349,0,3.069674253463745,,
389,0,,0.35361579060554504,0.5411999821662903
399,1,2.8920481204986572,,
449,1,2.802277088165283,,
499,1,2.8366031646728516,,
549,1,2.6534736156463623,,
599,1,2.6824746131896973,,
649,1,2.3980629444122314,,
699,1,2.300431966781616,,
749,1,3.0490097999572754,,
779,1,,0.5010416507720947,0.6732000112533569
799,2,3.1389060020446777,,
849,2,2.3373000621795654,,
899,2,2.2967891693115234,,
949,2,2.1643614768981934,,
999,2,1.9352478981018066,,
1049,2,2.41310715675354,,
1099,2,2.3784070014953613,,
1149,2,2.6017632484436035,,
1169,2,,0.5744491219520569,0.7317000031471252
1199,3,2.6881115436553955,,
1249,3,1.9973812103271484,,
1299,3,2.26706862449646,,
1349,3,2.112278461456299,,
1399,3,2.1116323471069336,,
1449,3,2.2535879611968994,,
1499,3,2.0687310695648193,,
1549,3,2.3781557083129883,,
1559,3,,0.6151242256164551,0.7488999962806702
1599,4,1.9254491329193115,,
1649,4,2.1450252532958984,,
1699,4,2.039931297302246,,
1749,4,2.19517183303833,,
1799,4,2.1989095211029053,,
1849,4,2.3230674266815186,,
1899,4,1.9424371719360352,,
1949,4,1.8233544826507568,,
1949,4,,0.6412460207939148,0.8058000206947327
1999,5,2.0240824222564697,,
2049,5,2.083453416824341,,
2099,5,2.2070155143737793,,
2149,5,1.8144993782043457,,
2199,5,1.9411731958389282,,
2249,5,1.9232773780822754,,
2299,5,1.8410546779632568,,
2339,5,,0.6558894515037537,0.7939000129699707
2349,6,1.8370345830917358,,
2399,6,1.7172242403030396,,
2449,6,1.5988843441009521,,
2499,6,2.1113381385803223,,
2549,6,2.0245893001556396,,
2599,6,2.0277671813964844,,
2649,6,1.8611838817596436,,
2699,6,1.8191369771957397,,
2729,6,,0.6703225374221802,0.8165000081062317
2749,7,1.6032602787017822,,
2799,7,1.8244552612304688,,
2849,7,1.7843542098999023,,
2899,7,1.739073395729065,,
2949,7,2.145256757736206,,
2999,7,1.9913734197616577,,
3049,7,1.8964236974716187,,
3099,7,1.911404013633728,,
3119,7,,0.6802283525466919,0.8007000088691711
3149,8,1.7286661863327026,,
3199,8,1.4626922607421875,,
3249,8,1.6528960466384888,,
3299,8,1.7666164636611938,,
3349,8,1.6304295063018799,,
3399,8,1.8881604671478271,,
3449,8,1.7601287364959717,,
3499,8,1.4112027883529663,,
3509,8,,0.6898337602615356,0.8438000082969666
3549,9,1.425439476966858,,
3599,9,1.3798388242721558,,
3649,9,1.474029541015625,,
3699,9,1.8315569162368774,,
3749,9,1.5969713926315308,,
3799,9,1.548933506011963,,
3849,9,1.349367380142212,,
3899,9,1.7313371896743774,,
3899,9,,0.6954126358032227,0.8172000050544739
3949,10,1.5872619152069092,,
3999,10,1.4908649921417236,,
4049,10,1.8401376008987427,,
4099,10,1.3292962312698364,,
4149,10,1.5411664247512817,,
4199,10,1.5038975477218628,,
4249,10,1.304811954498291,,
4289,10,,0.702223539352417,0.8508999943733215
4299,11,1.2526705265045166,,
4349,11,1.611149787902832,,
4399,11,1.456299066543579,,
4449,11,1.268555760383606,,
4499,11,1.6067638397216797,,
4549,11,1.3475837707519531,,
4599,11,1.307352066040039,,
4649,11,1.4106758832931519,,
4679,11,,0.7100560665130615,0.8518999814987183
4699,12,1.3260629177093506,,
4749,12,1.7509326934814453,,
4799,12,1.5968447923660278,,
4849,12,1.2876005172729492,,
4899,12,1.1994084119796753,,
4949,12,1.7878388166427612,,
4999,12,1.2576897144317627,,
5049,12,1.3371025323867798,,
5069,12,,0.7153044939041138,0.8518999814987183
5099,13,1.3829593658447266,,
5149,13,1.3755018711090088,,
5199,13,1.2564809322357178,,
5249,13,1.2064883708953857,,
5299,13,1.354184865951538,,
5349,13,1.5534694194793701,,
5399,13,1.293002963066101,,
5449,13,1.2493754625320435,,
5459,13,,0.7210035920143127,0.8567000031471252
5499,14,1.0846893787384033,,
5549,14,1.251916766166687,,
5599,14,1.3976374864578247,,
5649,14,1.262218952178955,,
5699,14,1.3817453384399414,,
5749,14,1.4175426959991455,,
5799,14,1.0639020204544067,,
5849,14,1.1030830144882202,,
5849,14,,0.7249699234962463,0.8561999797821045
5899,15,1.1645828485488892,,
5949,15,1.103163480758667,,
5999,15,1.195980191230774,,
6049,15,0.9907057285308838,,
6099,15,1.0662120580673218,,
6149,15,1.1841647624969482,,
6199,15,1.1427819728851318,,
6239,15,,0.7289162874221802,0.822700023651123
6249,16,1.2725316286087036,,
6299,16,1.121901512145996,,
6349,16,1.1710665225982666,,
6399,16,1.239227056503296,,
6449,16,1.0383880138397217,,
6499,16,1.149657130241394,,
6549,16,1.1211676597595215,,
6599,16,1.357922911643982,,
6629,16,,0.7332932949066162,0.8815000057220459
6649,17,1.263391137123108,,
6699,17,1.2173731327056885,,
6749,17,1.1739647388458252,,
6799,17,1.4552714824676514,,
6849,17,1.3500561714172363,,
6899,17,1.2220878601074219,,
6949,17,1.3548409938812256,,
6999,17,1.116856575012207,,
7019,17,,0.7369591593742371,0.8747000098228455
7049,18,1.0077099800109863,,
7099,18,1.147385597229004,,
7149,18,0.9685303568840027,,
7199,18,1.0007054805755615,,
7249,18,1.1044232845306396,,
7299,18,1.1817938089370728,,
7349,18,1.1365760564804077,,
7399,18,0.9250053763389587,,
7409,18,,0.7394130825996399,0.8737000226974487
7449,19,1.123700499534607,,
7499,19,1.1594617366790771,,
7549,19,1.1881601810455322,,
7599,19,1.0516083240509033,,
7649,19,1.0677570104599,,
7699,19,1.1125457286834717,,
7749,19,1.168858289718628,,
7799,19,0.922627866268158,,
7799,19,,0.7421073913574219,0.8769999742507935
7849,20,1.1006892919540405,,
7899,20,1.0919406414031982,,
7949,20,1.1414952278137207,,
7999,20,1.1902848482131958,,
8049,20,1.1008248329162598,,
8099,20,1.0452475547790527,,
8149,20,0.9778882265090942,,
8189,20,,0.7426983118057251,0.8851000070571899
8199,21,1.0231575965881348,,
8249,21,0.9937187433242798,,
8299,21,1.2927930355072021,,
8349,21,0.9022091031074524,,
8399,21,1.1729989051818848,,
8449,21,1.0181884765625,,
8499,21,1.0605180263519287,,
8549,21,0.9720942378044128,,
8579,21,,0.747616171836853,0.8863000273704529
8599,22,1.073002576828003,,
8649,22,0.9002937078475952,,
8699,22,0.9952001571655273,,
8749,22,0.9269210696220398,,
8799,22,1.1895288228988647,,
8849,22,1.1589372158050537,,
8899,22,0.9460960626602173,,
8949,22,1.252463459968567,,
8969,22,,0.7479667663574219,0.8689000010490417
8999,23,0.9484150409698486,,
9049,23,0.9048126935958862,,
9099,23,0.851558268070221,,
9149,23,1.1035155057907104,,
9199,23,0.9934958219528198,,
9249,23,1.3265306949615479,,
9299,23,0.9347264170646667,,
9349,23,1.24238920211792,,
9359,23,,0.7512519955635071,0.8894000053405762
9399,24,1.0189355611801147,,
9449,24,1.0046201944351196,,
9499,24,1.0392799377441406,,
9549,24,1.0545077323913574,,
9599,24,1.1266098022460938,,
9649,24,0.9310527443885803,,
9699,24,1.0303648710250854,,
9749,24,0.9815680980682373,,
9749,24,,0.7516326308250427,0.8830999732017517
9799,25,0.8856055736541748,,
9849,25,1.0295653343200684,,
9899,25,0.8635092973709106,,
9949,25,1.0259745121002197,,
9999,25,0.9322178363800049,,
10049,25,1.0679373741149902,,
10099,25,1.0519278049468994,,
10139,25,,0.7549779415130615,0.888700008392334
10149,26,1.0599262714385986,,
10199,26,1.1036162376403809,,
10249,26,0.9878567457199097,,
10299,26,0.9041085839271545,,
10349,26,1.0496031045913696,,
10399,26,0.9080666303634644,,
10449,26,1.019139051437378,,
10499,26,1.0920331478118896,,
10529,26,,0.7550080418586731,0.8835999965667725
10549,27,0.9563511610031128,,
10599,27,1.0661189556121826,,
10649,27,1.0237300395965576,,
10699,27,1.0986944437026978,,
10749,27,0.8356184959411621,,
10799,27,1.171237826347351,,
10849,27,1.1431978940963745,,
10899,27,0.8643102645874023,,
10919,27,,0.7575721144676208,0.8726999759674072
10949,28,1.0501679182052612,,
10999,28,0.9996110200881958,,
11049,28,0.8576431274414062,,
11099,28,0.9887384176254272,,
11149,28,0.9923006892204285,,
11199,28,0.9660253524780273,,
11249,28,1.1036309003829956,,
11299,28,1.0581977367401123,,
11309,28,,0.7574920058250427,0.8798999786376953
11349,29,0.896001935005188,,
11399,29,0.8588979244232178,,
11449,29,1.0130966901779175,,
11499,29,0.7925529479980469,,
11549,29,0.9225192070007324,,
11599,29,0.8319849967956543,,
11649,29,0.9971492290496826,,
11699,29,1.1265180110931396,,
11699,29,,0.7595953345298767,0.8873000144958496
11749,30,0.9271146059036255,,
11799,30,0.9194208383560181,,
11849,30,0.9442249536514282,,
11899,30,0.9210564494132996,,
11949,30,1.1546430587768555,,
11999,30,1.0774967670440674,,
12049,30,1.1106786727905273,,
12089,30,,0.7596353888511658,0.8916000127792358
12099,31,0.825243353843689,,
12149,31,1.0124269723892212,,
12199,31,0.9856606721878052,,
12249,31,0.880837619304657,,
12299,31,0.8852146863937378,,
12349,31,0.8180534839630127,,
12399,31,1.0546388626098633,,
12449,31,0.9461562037467957,,
12479,31,,0.7597756385803223,0.8981999754905701
12499,32,0.973039984703064,,
12549,32,1.1607842445373535,,
12599,32,0.812482476234436,,
12649,32,0.8240780830383301,,
12699,32,0.9497848749160767,,
12749,32,0.8965646028518677,,
12799,32,1.0541296005249023,,
12849,32,1.0053143501281738,,
12869,32,,0.7610176205635071,0.8797000050544739
12899,33,0.9301358461380005,,
12949,33,0.8478485345840454,,
12999,33,0.9164344072341919,,
