train_loss,step,epoch,val_acc,val_loss,test_acc,train_acc
3.414856195449829,49,0,,,,
3.4339709281921387,99,0,,,,
3.226238489151001,149,0,,,,
3.1704163551330566,199,0,,,,
3.172719955444336,249,0,,,,
3.091493844985962,299,0,,,,
,311,0,0.3797000050544739,1.759629487991333,,
,311,0,,,0.4138000011444092,0.3102714419364929
2.798741340637207,349,1,,,,
2.922492027282715,399,1,,,,
2.8399598598480225,449,1,,,,
3.46832275390625,499,1,,,,
3.2404754161834717,549,1,,,,
3.1873459815979004,599,1,,,,
,623,1,0.41530001163482666,1.9161968231201172,,
,623,1,,,0.454800009727478,0.3756009638309479
3.0358328819274902,649,2,,,,
3.0542850494384766,699,2,,,,
2.8181304931640625,749,2,,,,
3.2953944206237793,799,2,,,,
2.692331314086914,849,2,,,,
3.0386221408843994,899,2,,,,
,935,2,0.32199999690055847,168.99378967285156,,
,935,2,,,0.3564999997615814,0.4241035580635071
2.7196104526519775,949,3,,,,
2.5264251232147217,999,3,,,,
2.6640477180480957,1049,3,,,,
2.6103897094726562,1099,3,,,,
3.2212448120117188,1149,3,,,,
2.770353078842163,1199,3,,,,
,1247,3,0.46239998936653137,1.5793243646621704,,
,1247,3,,,0.516700029373169,0.45502805709838867
2.7454795837402344,1249,4,,,,
2.6713101863861084,1299,4,,,,
2.2273082733154297,1349,4,,,,
2.388692855834961,1399,4,,,,
2.5989608764648438,1449,4,,,,
2.807427406311035,1499,4,,,,
2.639986515045166,1549,4,,,,
,1559,4,0.511900007724762,2.0788278579711914,,
,1559,4,,,0.5619000196456909,0.5041316151618958
2.626368761062622,1599,5,,,,
2.3309245109558105,1649,5,,,,
2.2255167961120605,1699,5,,,,
2.6439356803894043,1749,5,,,,
1.979595422744751,1799,5,,,,
2.386653423309326,1849,5,,,,
,1871,5,0.5544000267982483,1.4391546249389648,,
,1871,5,,,0.617900013923645,0.543043851852417
2.1432952880859375,1899,6,,,,
1.9334707260131836,1949,6,,,,
2.090135097503662,1999,6,,,,
2.2947704792022705,2049,6,,,,
2.2220866680145264,2099,6,,,,
2.3372044563293457,2149,6,,,,
,2183,6,0.5945000052452087,1.447585940361023,,
,2183,6,,,0.6603000164031982,0.5711889266967773
2.1030092239379883,2199,7,,,,
2.0228874683380127,2249,7,,,,
1.7733707427978516,2299,7,,,,
2.0204334259033203,2349,7,,,,
2.126223564147949,2399,7,,,,
1.9173222780227661,2449,7,,,,
,2495,7,0.614300012588501,1.2854148149490356,,
,2495,7,,,0.6898000240325928,0.607421875
1.8800530433654785,2499,8,,,,
1.730548620223999,2549,8,,,,
1.7166235446929932,2599,8,,,,
1.6781220436096191,2649,8,,,,
1.6400940418243408,2699,8,,,,
1.8733742237091064,2749,8,,,,
1.9450581073760986,2799,8,,,,
,2807,8,0.6414999961853027,1.2381908893585205,,
,2807,8,,,0.7279000282287598,0.6361929178237915
1.5447518825531006,2849,9,,,,
1.6094341278076172,2899,9,,,,
1.7414162158966064,2949,9,,,,
1.5455964803695679,2999,9,,,,
1.6491961479187012,3049,9,,,,
1.5871803760528564,3099,9,,,,
,3119,9,0.6478999853134155,1.2471168041229248,,
,3119,9,,,0.7307999730110168,0.6518930196762085
1.387972354888916,3149,10,,,,
1.3048330545425415,3199,10,,,,
1.5745879411697388,3249,10,,,,
1.472475290298462,3299,10,,,,
1.3214555978775024,3349,10,,,,
1.6122866868972778,3399,10,,,,
,3431,10,0.6498000025749207,1.3574179410934448,,
,3431,10,,,0.7337999939918518,0.6693459749221802
1.4561293125152588,3449,11,,,,
1.2861701250076294,3499,11,,,,
1.0819001197814941,3549,11,,,,
1.1078200340270996,3599,11,,,,
1.2783188819885254,3649,11,,,,
1.015884518623352,3699,11,,,,
,3743,11,0.6740999817848206,1.2678859233856201,,
,3743,11,,,0.7653999924659729,0.6778596043586731
1.354445457458496,3749,12,,,,
1.1372811794281006,3799,12,,,,
1.1632604598999023,3849,12,,,,
1.013195276260376,3899,12,,,,
1.0485615730285645,3949,12,,,,
1.0882127285003662,3999,12,,,,
1.3719735145568848,4049,12,,,,
,4055,12,0.675599992275238,1.3332042694091797,,
,4055,12,,,0.7610999941825867,0.6870242357254028
1.140839695930481,4099,13,,,,
0.9076577425003052,4149,13,,,,
1.4947965145111084,4199,13,,,,
1.406583309173584,4249,13,,,,
1.1219860315322876,4299,13,,,,
1.3230053186416626,4349,13,,,,
,4367,13,0.6884999871253967,1.342268466949463,,
,4367,13,,,0.7882999777793884,0.7005959749221802
1.1553679704666138,4399,14,,,,
0.9806392192840576,4449,14,,,,
1.2109003067016602,4499,14,,,,
1.0315768718719482,4549,14,,,,
0.9596709609031677,4599,14,,,,
1.097019910812378,4649,14,,,,
,4679,14,0.6869999766349792,1.3439886569976807,,
,4679,14,,,0.7835999727249146,0.7034505009651184
1.2037525177001953,4699,15,,,,
1.1375453472137451,4749,15,,,,
0.9186334013938904,4799,15,,,,
0.8260197639465332,4849,15,,,,
0.7612587213516235,4899,15,,,,
1.1057106256484985,4949,15,,,,
,4991,15,0.7077999711036682,1.326522707939148,,
,4991,15,,,0.8091999888420105,0.7095853090286255
1.1028120517730713,4999,16,,,,
0.7863884568214417,5049,16,,,,
0.8336254954338074,5099,16,,,,
1.19443941116333,5149,16,,,,
1.1278835535049438,5199,16,,,,
0.8198614120483398,5249,16,,,,
0.9116921424865723,5299,16,,,,
,5303,16,0.7002999782562256,1.4125887155532837,,
,5303,16,,,0.7983999848365784,0.7183493375778198
0.8764582872390747,5349,17,,,,
0.7745721340179443,5399,17,,,,
1.1882898807525635,5449,17,,,,
0.8770470023155212,5499,17,,,,
0.9457968473434448,5549,17,,,,
0.9250738620758057,5599,17,,,,
,5615,17,0.7008000016212463,1.4448059797286987,,
,5615,17,,,0.7911999821662903,0.7202273607254028
0.8761042356491089,5649,18,,,,
0.4552950859069824,5699,18,,,,
0.8116720914840698,5749,18,,,,
1.0533008575439453,5799,18,,,,
0.8091540336608887,5849,18,,,,
0.9036703109741211,5899,18,,,,
,5927,18,0.7164000272750854,1.5041388273239136,,
,5927,18,,,0.8166000247001648,0.727614164352417
0.9853579998016357,5949,19,,,,
0.8229216933250427,5999,19,,,,
0.7816585302352905,6049,19,,,,
0.5360651016235352,6099,19,,,,
0.7614643573760986,6149,19,,,,
0.9024310111999512,6199,19,,,,
,6239,19,0.7113000154495239,1.5687209367752075,,
,6239,19,,,0.8001999855041504,0.7333984375
0.6613509654998779,6249,20,,,,
0.7064281105995178,6299,20,,,,
0.8153895139694214,6349,20,,,,
0.8561066389083862,6399,20,,,,
0.6954893469810486,6449,20,,,,
0.6540744304656982,6499,20,,,,
0.904555082321167,6549,20,,,,
,6551,20,0.6940000057220459,1.6280486583709717,,
,6551,20,,,0.7953000068664551,0.7325471043586731
0.6691022515296936,6599,21,,,,
0.681833028793335,6649,21,,,,
0.7962688207626343,6699,21,,,,
0.4922914505004883,6749,21,,,,
0.7217174768447876,6799,21,,,,
0.7474961280822754,6849,21,,,,
,6863,21,0.7099000215530396,1.6860517263412476,,
,6863,21,,,0.8073999881744385,0.7379807829856873
