epoch,train_loss2,train_loss1,step,train_acc1,test_acc,train_acc2
0,0.01564853824675083,0.014317600056529045,49,,,
0,0.014733871445059776,0.01487771701067686,99,,,
0,0.013668701983988285,0.012711608782410622,149,,,
0,0.013271450065076351,0.012618166394531727,199,,,
0,0.012882836163043976,0.012086668983101845,249,,,
0,0.013251513242721558,0.011981011368334293,299,,,
0,0.013185436837375164,0.012732641771435738,349,,,
0,,,389,0.39242789149284363,0.47999998927116394,0.3634214699268341
1,0.011057855561375618,0.010327649302780628,399,,,
1,0.01090202946215868,0.010272135026752949,449,,,
1,0.010013556107878685,0.009036240167915821,499,,,
1,0.010018030181527138,0.009900079108774662,549,,,
1,0.011136884801089764,0.009988860227167606,599,,,
1,0.009537015110254288,0.008152561262249947,649,,,
1,0.009535320103168488,0.009114253334701061,699,,,
1,0.008749227039515972,0.008395679295063019,749,,,
1,,,779,0.5479567050933838,0.5611000061035156,0.528866171836853
2,0.008201890625059605,0.007214380893856287,799,,,
2,0.007603042293339968,0.007312614005059004,849,,,
2,0.007257778197526932,0.006899525877088308,899,,,
2,0.009024535305798054,0.008394628763198853,949,,,
2,0.008303032256662846,0.00840665027499199,999,,,
2,0.008062864653766155,0.008106005378067493,1049,,,
2,0.00867829192429781,0.008948500268161297,1099,,,
2,0.008290734142065048,0.008077975362539291,1149,,,
2,,,1169,0.6244391202926636,0.647599995136261,0.6134615540504456
3,0.007408039644360542,0.006699158810079098,1199,,,
3,0.0067399004474282265,0.007195380982011557,1249,,,
3,0.0060430001467466354,0.005956463050097227,1299,,,
3,0.005087645724415779,0.00572158070281148,1349,,,
3,0.0056684291921556,0.005930199287831783,1399,,,
3,0.006911459844559431,0.006547227501869202,1449,,,
3,0.0042429119348526,0.0037710738833993673,1499,,,
3,0.005456823389977217,0.005109391640871763,1549,,,
3,,,1559,0.6668068766593933,0.7109000086784363,0.6632412075996399
4,0.005113925784826279,0.0043386551551520824,1599,,,
4,0.006731221918016672,0.006520516704767942,1649,,,
4,0.005080814473330975,0.0052196672186255455,1699,,,
4,0.005695562809705734,0.006063566077500582,1749,,,
4,0.0059901936911046505,0.0055070905946195126,1799,,,
4,0.004757174756377935,0.004623074550181627,1849,,,
4,0.006289009004831314,0.005906777922064066,1899,,,
4,0.004991578403860331,0.005441209301352501,1949,,,
4,,,1949,0.7059695720672607,0.7497000098228455,0.7035256624221802
5,0.0040274993516504765,0.0037219005171209574,1999,,,
5,0.004388225730508566,0.0036635634023696184,2049,,,
5,0.004332736134529114,0.004008479416370392,2099,,,
5,0.004084671847522259,0.004327139817178249,2149,,,
5,0.0054865190759301186,0.006162659730762243,2199,,,
5,0.003404428483918309,0.003555509727448225,2249,,,
5,0.005509241949766874,0.005427143070846796,2299,,,
5,,,2339,0.7335537075996399,0.7784000039100647,0.728986382484436
6,0.0026097679510712624,0.002502832328900695,2349,,,
6,0.0035882946103811264,0.003820542711764574,2399,,,
6,0.002847969764843583,0.0032124072313308716,2449,,,
6,0.002158130519092083,0.002227220917120576,2499,,,
6,0.004562332294881344,0.005387270823121071,2549,,,
6,0.001931322505697608,0.002443274948745966,2599,,,
6,0.00230239680968225,0.0031582170631736517,2649,,,
6,0.0034493415150791407,0.003928014077246189,2699,,,
6,,,2729,0.7476762533187866,0.7825000286102295,0.7504607439041138
7,0.0032150992192327976,0.003121562534943223,2749,,,
7,0.0032291754614561796,0.0027072415687143803,2799,,,
7,0.0033938155975192785,0.0030880295671522617,2849,,,
7,0.004230420105159283,0.00431673601269722,2899,,,
7,0.002900435822084546,0.003085331292822957,2949,,,
7,0.0037564169615507126,0.0030570649541914463,2999,,,
7,0.0028448905795812607,0.0022846602369099855,3049,,,
7,0.004289708565920591,0.004675169941037893,3099,,,
7,,,3119,0.7604367136955261,0.7979000210762024,0.7622395753860474
8,0.001470386516302824,0.0015041884034872055,3149,,,
8,0.0021579081658273935,0.0019275107188150287,3199,,,
8,0.002254451159387827,0.002387663582339883,3249,,,
8,0.004741961602121592,0.004722398240119219,3299,,,
8,0.00229822495020926,0.002226342912763357,3349,,,
8,0.004104170016944408,0.0026320070028305054,3399,,,
8,0.0017676058923825622,0.000982989906333387,3449,,,
8,0.002939001191407442,0.002322787418961525,3499,,,
8,,,3509,0.7733573913574219,0.7953000068664551,0.7668069005012512
9,0.0025435341522097588,0.002444322220981121,3549,,,
9,0.0026592162903398275,0.003047096310183406,3599,,,
9,0.0027361130341887474,0.002306506969034672,3649,,,
9,0.0013612598413601518,0.001679917681030929,3699,,,
9,0.0013571029994636774,0.0012439002748578787,3749,,,
9,0.0017557815881446004,0.0019985870458185673,3799,,,
9,0.0008790108258835971,0.0008566118194721639,3849,,,
9,0.0015726670389994979,0.0012057265266776085,3899,,,
9,,,3899,0.7822916507720947,0.7958999872207642,0.7790665030479431
10,0.0019787270575761795,0.0018137404695153236,3949,,,
10,0.0026574532967060804,0.0021777604706585407,3999,,,
10,0.00097169034415856,0.0011269119568169117,4049,,,
10,0.0007102684467099607,0.0008538842666894197,4099,,,
10,0.0026503305416554213,0.002598648890852928,4149,,,
10,0.002287388313561678,0.002721209544688463,4199,,,
10,0.0013457854511216283,0.0008414778276346624,4249,,,
