epoch,step,train_loss,val_acc,val_loss,test_acc,train_acc
0,49,1.8794143199920654,,,,
0,99,1.711426019668579,,,,
0,149,1.648655891418457,,,,
0,199,1.3104732036590576,,,,
0,249,1.370112657546997,,,,
0,299,1.459115982055664,,,,
0,311,,0.391400009393692,1.8088277578353882,,
0,311,,,,0.42329999804496765,0.3278746008872986
1,349,1.0396950244903564,,,,
1,399,1.0760340690612793,,,,
1,449,1.0827029943466187,,,,
1,499,0.8718559741973877,,,,
1,549,0.8271948099136353,,,,
1,599,1.0356733798980713,,,,
1,623,,0.49729999899864197,1.5832505226135254,,
1,623,,,,0.5508000254631042,0.46534454822540283
2,649,0.46033406257629395,,,,
2,699,0.59658282995224,,,,
2,749,0.33357250690460205,,,,
2,799,0.20730972290039062,,,,
2,849,0.3642348051071167,,,,
2,899,0.4271664619445801,,,,
2,935,,0.5543000102043152,1.523516297340393,,
2,935,,,,0.6197999715805054,0.5421925187110901
3,949,-0.1365509033203125,,,,
3,999,-0.43608057498931885,,,,
3,1049,-0.2823299169540405,,,,
3,1099,-0.43297553062438965,,,,
3,1149,-0.4391326904296875,,,,
3,1199,-0.09679877758026123,,,,
3,1247,,0.6193000078201294,1.3170530796051025,,
3,1247,,,,0.6988999843597412,0.5993589758872986
4,1249,-0.6980897188186646,,,,
4,1299,-0.3434556722640991,,,,
4,1349,-0.9536541700363159,,,,
4,1399,-1.2602206468582153,,,,
4,1449,-0.775676965713501,,,,
4,1499,-0.6912299394607544,,,,
4,1549,-0.9253799915313721,,,,
4,1559,,0.6248999834060669,1.42617666721344,,
4,1559,,,,0.70660001039505,0.6376953125
5,1599,-1.0164846181869507,,,,
5,1649,-1.234980583190918,,,,
5,1699,-1.2979798316955566,,,,
5,1749,-1.852168321609497,,,,
5,1799,-1.2844483852386475,,,,
5,1849,-1.2958325147628784,,,,
5,1871,,0.6808000206947327,1.2682006359100342,,
5,1871,,,,0.7731999754905701,0.666917085647583
6,1899,-2.5901646614074707,,,,
6,1949,-2.2544374465942383,,,,
6,1999,-2.0065102577209473,,,,
6,2049,-2.1620566844940186,,,,
6,2099,-2.225532054901123,,,,
6,2149,-2.4751644134521484,,,,
6,2183,,0.691100001335144,1.2872188091278076,,
6,2183,,,,0.7789000272750854,0.6890274286270142
7,2199,-2.814560890197754,,,,
7,2249,-2.944572925567627,,,,
7,2299,-3.2169792652130127,,,,
7,2349,-3.297515869140625,,,,
7,2399,-3.002857208251953,,,,
7,2449,-2.7155699729919434,,,,
7,2495,,0.7139000296592712,1.3135480880737305,,
7,2495,,,,0.8173999786376953,0.7076572775840759
8,2499,-3.4253153800964355,,,,
8,2549,-3.8781609535217285,,,,
8,2599,-3.603633165359497,,,,
8,2649,-3.514446258544922,,,,
8,2699,-3.8317179679870605,,,,
8,2749,-3.96242094039917,,,,
8,2799,-3.7395029067993164,,,,
8,2807,,0.7161999940872192,1.3291388750076294,,
8,2807,,,,0.8172000050544739,0.7245843410491943
9,2849,-3.8921549320220947,,,,
9,2899,-3.9478282928466797,,,,
9,2949,-4.918582916259766,,,,
9,2999,-4.48928165435791,,,,
9,3049,-4.3627424240112305,,,,
9,3099,-4.296115875244141,,,,
9,3119,,0.7314000129699707,1.355360984802246,,
9,3119,,,,0.8356999754905701,0.736253023147583
10,3149,-3.1148462295532227,,,,
10,3199,-3.601179599761963,,,,
10,3249,-4.8203511238098145,,,,
10,3299,-3.1889076232910156,,,,
10,3349,-4.611880302429199,,,,
10,3399,-4.0673747062683105,,,,
10,3431,,0.6261000037193298,2.006140947341919,,
10,3431,,,,0.7161999940872192,0.6290063858032227
11,3449,-4.444333076477051,,,,
11,3499,-4.207664966583252,,,,
11,3549,-4.695621967315674,,,,
11,3599,-4.194298267364502,,,,
11,3649,-4.666895389556885,,,,
11,3699,-5.145907402038574,,,,
11,3743,,0.6656000018119812,1.8498611450195312,,
11,3743,,,,0.753000020980835,0.6774088740348816
12,3749,-5.244903564453125,,,,
12,3799,-5.602922439575195,,,,
12,3849,-5.55921745300293,,,,
12,3899,-4.969350814819336,,,,
12,3949,-4.928033828735352,,,,
12,3999,-5.075926780700684,,,,
12,4049,-4.415229797363281,,,,
12,4055,,0.6884999871253967,1.6379669904708862,,
12,4055,,,,0.7797999978065491,0.6930338740348816
13,4099,-5.267215728759766,,,,
13,4149,-6.11893367767334,,,,
13,4199,-5.404849052429199,,,,
13,4249,-5.275397300720215,,,,
13,4299,-5.770905494689941,,,,
13,4349,-5.57185173034668,,,,
13,4367,,0.6923999786376953,1.792344570159912,,
13,4367,,,,0.7888000011444092,0.7066807150840759
14,4399,-5.841329097747803,,,,
14,4449,-6.330811977386475,,,,
14,4499,-5.764225959777832,,,,
14,4549,-6.872095108032227,,,,
14,4599,-7.023448467254639,,,,
14,4649,-5.923388481140137,,,,
14,4679,,0.7174000144004822,1.6452527046203613,,
14,4679,,,,0.8134999871253967,0.7205528616905212
15,4699,-7.354522705078125,,,,
15,4749,-6.7340240478515625,,,,
15,4799,-7.723615646362305,,,,
15,4849,-7.7915754318237305,,,,
15,4899,-7.970947742462158,,,,
15,4949,-6.7285661697387695,,,,
15,4991,,0.71670001745224,1.6879398822784424,,
15,4991,,,,0.8172000050544739,0.7330228090286255
16,4999,-7.9243950843811035,,,,
