step,epoch,train_loss,val_acc,val_loss,train_acc,test_acc
49,0,4.470630645751953,,,,
99,0,4.277164936065674,,,,
149,0,4.077149868011475,,,,
199,0,3.9357926845550537,,,,
249,0,3.7115726470947266,,,,
299,0,3.7773795127868652,,,,
311,0,,0.18700000643730164,5.341328144073486,,
311,0,,,,0.15241886675357819,0.2170688360929489
349,1,3.7270352840423584,,,,
399,1,3.8877811431884766,,,,
449,1,3.6971592903137207,,,,
499,1,3.590229034423828,,,,
549,1,4.173399448394775,,,,
599,1,3.9051291942596436,,,,
623,1,,0.23180000483989716,2.0234944820404053,,
623,1,,,,0.20660556852817535,0.2226068079471588
649,2,3.6672632694244385,,,,
699,2,3.3756215572357178,,,,
749,2,3.346550941467285,,,,
799,2,3.4632275104522705,,,,
849,2,3.182985782623291,,,,
899,2,3.4695382118225098,,,,
935,2,,0.3458999991416931,1.7703125476837158,,
935,2,,,,0.27348756790161133,0.36214399337768555
949,3,2.9252207279205322,,,,
999,3,3.1770148277282715,,,,
1049,3,3.027858257293701,,,,
1099,3,3.5633859634399414,,,,
1149,3,3.1952106952667236,,,,
1199,3,3.6829817295074463,,,,
1247,3,,0.31610000133514404,3.014425277709961,,
1247,3,,,,0.29880309104919434,0.3102254867553711
1249,4,3.349069118499756,,,,
1299,4,3.244358539581299,,,,
1349,4,3.107675075531006,,,,
1399,4,3.2100541591644287,,,,
1449,4,3.134769916534424,,,,
1499,4,3.005228042602539,,,,
1549,4,2.880105495452881,,,,
1559,4,,0.4156999886035919,3.9085960388183594,,
1559,4,,,,0.33934295177459717,0.42434731125831604
1599,5,3.278378963470459,,,,
1649,5,3.1680004596710205,,,,
1699,5,3.057485580444336,,,,
1749,5,2.998228073120117,,,,
1799,5,3.113156795501709,,,,
1849,5,2.9555299282073975,,,,
1871,5,,0.4142000079154968,2.5168943405151367,,
1871,5,,,,0.37046775221824646,0.430280864238739
1899,6,2.7675843238830566,,,,
1949,6,3.198859691619873,,,,
1999,6,3.146899938583374,,,,
2049,6,3.12007999420166,,,,
2099,6,3.173971176147461,,,,
2149,6,3.1446452140808105,,,,
2183,6,,0.39079999923706055,10.489152908325195,,
2183,6,,,,0.37126901745796204,0.4326542615890503
2199,7,2.8162050247192383,,,,
2249,7,2.8781590461730957,,,,
2299,7,2.719381809234619,,,,
2349,7,3.229553699493408,,,,
2399,7,3.543790817260742,,,,
2449,7,3.485703468322754,,,,
2495,7,,0.3650999963283539,1.7373584508895874,,
2495,7,,,,0.35712140798568726,0.3766811788082123
2499,8,3.098188877105713,,,,
2549,8,3.0059986114501953,,,,
2599,8,3.2306067943573,,,,
2649,8,2.8615000247955322,,,,
2699,8,2.995734930038452,,,,
2749,8,3.3672518730163574,,,,
2799,8,2.8818860054016113,,,,
2807,8,,0.40639999508857727,1.6632646322250366,,
2807,8,,,,0.36278045177459717,0.42790743708610535
2849,9,2.8048415184020996,,,,
2899,9,2.8137059211730957,,,,
2949,9,2.6439905166625977,,,,
2999,9,2.6209402084350586,,,,
3049,9,2.8367626667022705,,,,
3099,9,2.6695661544799805,,,,
3119,9,,0.44359999895095825,1.5549603700637817,,
3119,9,,,,0.4128856062889099,0.47418907284736633
3149,10,2.481492042541504,,,,
3199,10,2.776005744934082,,,,
3249,10,2.3617501258850098,,,,
3299,10,2.419839859008789,,,,
3349,10,2.5246644020080566,,,,
3399,10,2.6599302291870117,,,,
3431,10,,0.4745999872684479,1.4973211288452148,,
3431,10,,,,0.45302483439445496,0.5018789768218994
3449,11,2.43654203414917,,,,
3499,11,2.489001750946045,,,,
3549,11,2.1336727142333984,,,,
3599,11,2.2086825370788574,,,,
3649,11,2.1241464614868164,,,,
3699,11,2.2922205924987793,,,,
3743,11,,0.48010000586509705,1.5285230875015259,,
3743,11,,,,0.4809945821762085,0.5225474834442139
3749,12,2.202770471572876,,,,
3799,12,2.297661304473877,,,,
3849,12,2.4774370193481445,,,,
3899,12,2.0097508430480957,,,,
3949,12,2.3677680492401123,,,,
3999,12,1.838897466659546,,,,
4049,12,1.990034818649292,,,,
4055,12,,0.5210000276565552,1.40980863571167,,
4055,12,,,,0.5078125,0.5555775165557861
4099,13,1.723215103149414,,,,
4149,13,1.9120628833770752,,,,
4199,13,1.8716003894805908,,,,
4249,13,1.987047553062439,,,,
4299,13,1.8963322639465332,,,,
4349,13,1.9848506450653076,,,,
4367,13,,0.54830002784729,1.3775341510772705,,
4367,13,,,,0.5311247706413269,0.5816851258277893
