step,epoch,train_loss,test_acc
4949,12,0.855243444442749,
4999,12,0.7985185384750366,
5049,12,-0.40891098976135254,
5069,12,,0.7953000068664551
5099,13,0.14940094947814941,
5149,13,-2.3438119888305664,
5199,13,-1.9236928224563599,
5249,13,0.4603912830352783,
5299,13,-0.4507397413253784,
5349,13,-1.3588709831237793,
5399,13,-0.9113099575042725,
5449,13,-2.0472412109375,
5459,13,,0.801800012588501
5499,14,0.4774909019470215,
5549,14,-1.0618356466293335,
5599,14,0.38113248348236084,
5649,14,-0.1695423126220703,
5699,14,-0.1235361099243164,
5749,14,-2.46921968460083,
5799,14,0.46317505836486816,
5849,14,0.6719313859939575,
5849,14,,0.8101000189781189
5899,15,0.7785286903381348,
5949,15,-0.7581725120544434,
5999,15,-0.3642624616622925,
6049,15,-0.4327279329299927,
6099,15,-1.1700854301452637,
6149,15,-2.537233591079712,
6199,15,-1.246788501739502,
6239,15,,0.7954999804496765
6249,16,-1.6589932441711426,
6299,16,-1.7545636892318726,
6349,16,-1.4533802270889282,
6399,16,-0.20048046112060547,
6449,16,-2.808361053466797,
6499,16,-1.268672227859497,
6549,16,-2.3389322757720947,
6599,16,0.606216311454773,
6629,16,,0.8058000206947327
6649,17,-2.0646681785583496,
6699,17,-2.5421628952026367,
6749,17,-0.7156904935836792,
6799,17,0.29751384258270264,
6849,17,-2.985473394393921,
6899,17,0.7142589092254639,
6949,17,0.38255274295806885,
6999,17,0.5118463039398193,
7019,17,,0.8234999775886536
7049,18,-2.3617475032806396,
7099,18,-2.2770321369171143,
7149,18,0.5768780708312988,
7199,18,0.552039384841919,
7249,18,-0.7833576202392578,
7299,18,-1.6170926094055176,
7349,18,0.5697848796844482,
7399,18,0.32397687435150146,
7409,18,,0.8267999887466431
7449,19,0.6352329254150391,
7499,19,0.4310725927352905,
7549,19,-0.07166624069213867,
7599,19,0.4842100143432617,
7649,19,0.16827404499053955,
7699,19,-0.5768675804138184,
7749,19,-0.3247838020324707,
7799,19,0.48603057861328125,
7799,19,,0.824999988079071
7849,20,0.39470815658569336,
7899,20,-4.300870895385742,
7949,20,0.6284973621368408,
7999,20,0.5011153221130371,
8049,20,-0.38323700428009033,
8099,20,-4.20428991317749,
8149,20,-1.0385020971298218,
8189,20,,0.8230999708175659
8199,21,-4.064854145050049,
8249,21,-2.2998266220092773,
8299,21,0.1742246150970459,
8349,21,-1.6665520668029785,
8399,21,-1.0392673015594482,
8449,21,-0.7667955160140991,
8499,21,-1.8500492572784424,
8549,21,-2.1916611194610596,
8579,21,,0.8353000283241272
8599,22,-0.2720003128051758,
8649,22,0.6284365653991699,
8699,22,-2.1301162242889404,
8749,22,-3.4662609100341797,
8799,22,0.25540316104888916,
8849,22,-0.017592191696166992,
8899,22,-0.6869840621948242,
8949,22,0.2881028652191162,
8969,22,,0.8353999853134155
8999,23,-2.1407463550567627,
9049,23,-3.9046571254730225,
9099,23,0.42464637756347656,
9149,23,-1.4127085208892822,
9199,23,0.2119208574295044,
9249,23,-2.581275463104248,
9299,23,-2.4357833862304688,
9349,23,0.3007838726043701,
9359,23,,0.8321999907493591
9399,24,0.2583487033843994,
9449,24,-3.118293046951294,
9499,24,-1.7243797779083252,
9549,24,0.22819900512695312,
9599,24,-3.7163608074188232,
9649,24,-0.44291114807128906,
9699,24,-3.4044222831726074,
9749,24,-1.0209519863128662,
9749,24,,0.8432999849319458
9799,25,-1.0183727741241455,
9849,25,-2.7850193977355957,
9899,25,0.28515124320983887,
9949,25,-4.191696643829346,
9999,25,-2.8289718627929688,
10049,25,-2.790384531021118,
10099,25,-0.04104208946228027,
10139,25,,0.8479999899864197
10149,26,-3.1592555046081543,
10199,26,-5.026013374328613,
10249,26,-0.9604706764221191,
10299,26,-1.285610556602478,
10349,26,-1.598645806312561,
10399,26,-2.148212194442749,
10449,26,0.12456262111663818,
10499,26,-4.801355361938477,
10529,26,,0.8242999911308289
10549,27,0.012562036514282227,
10599,27,-0.9224919080734253,
10649,27,-2.244713306427002,
10699,27,-6.227001190185547,
10749,27,-5.167949676513672,
10799,27,-1.5234534740447998,
10849,27,-0.06048297882080078,
10899,27,-5.016857147216797,
10919,27,,0.8205999732017517
10949,28,0.08314311504364014,
10999,28,-0.894160270690918,
11049,28,0.2537851333618164,
11099,28,-2.4906890392303467,
11149,28,-1.331597089767456,
11199,28,-3.728569507598877,
11249,28,0.3279595375061035,
11299,28,-0.38983726501464844,
11309,28,,0.8425999879837036
11349,29,-3.2693123817443848,
11399,29,-3.7151546478271484,
11449,29,0.08822774887084961,
11499,29,-1.774383306503296,
11549,29,0.00676274299621582,
11599,29,-3.807370662689209,
11649,29,-0.8823208808898926,
11699,29,-0.21047592163085938,
11699,29,,0.855400025844574
11749,30,-5.650718688964844,
11799,30,-0.7641360759735107,
11849,30,-3.5893566608428955,
11899,30,-0.727447509765625,
11949,30,-2.6937966346740723,
11999,30,-2.7095930576324463,
12049,30,-1.033846139907837,
12089,30,,0.8521999716758728
12099,31,-5.563920021057129,
12149,31,-3.6198155879974365,
12199,31,-0.6633292436599731,
12249,31,-0.0258786678314209,
12299,31,-3.976729154586792,
12349,31,-1.3904318809509277,
12399,31,-0.6138393878936768,
12449,31,-5.3889641761779785,
12479,31,,0.8540999889373779
12499,32,-3.6164798736572266,
12549,32,0.14779329299926758,
12599,32,-2.5697829723358154,
12649,32,-2.2182092666625977,
12699,32,-0.26383495330810547,
12749,32,-2.394620656967163,
12799,32,-0.10615038871765137,
12849,32,-2.002302646636963,
12869,32,,0.8528000116348267
12899,33,-0.5541572570800781,
12949,33,-1.0724842548370361,
12999,33,-3.5239319801330566,
13049,33,-3.1803226470947266,
13099,33,0.07829952239990234,
13149,33,-6.3210296630859375,
13199,33,-0.4577972888946533,
13249,33,-0.4223198890686035,
13259,33,,0.857699990272522
13299,34,-4.845715522766113,
13349,34,-6.988600730895996,
13399,34,-0.9293088912963867,
13449,34,0.25341010093688965,
13499,34,-0.2409374713897705,
13549,34,-0.46550655364990234,
13599,34,-1.9812579154968262,
13649,34,-3.6406025886535645,
13649,34,,0.8604999780654907
13699,35,-3.087846279144287,
13749,35,0.555094838142395,
13799,35,-1.6794984340667725,
13849,35,-2.8378403186798096,
13899,35,-0.3426642417907715,
13949,35,-1.794151782989502,
13999,35,-1.2517714500427246,
14039,35,,0.8626999855041504
14049,36,-0.4316220283508301,
14099,36,-0.6379108428955078,
14149,36,-2.7367403507232666,
14199,36,-0.3685795068740845,
14249,36,-1.3260583877563477,
14299,36,-5.865872383117676,
14349,36,-0.40227174758911133,
14399,36,-4.62330961227417,
14429,36,,0.8632000088691711
14449,37,-3.7694993019104004,
14499,37,-0.594818115234375,
14549,37,-0.7641181945800781,
14599,37,-4.039505958557129,
14649,37,-8.360894203186035,
14699,37,-3.363992929458618,
14749,37,-7.235095977783203,
14799,37,-0.5425534248352051,
14819,37,,0.8634999990463257
14849,38,-3.5773890018463135,
14899,38,-3.5512607097625732,
14949,38,-0.8925614356994629,
14999,38,-1.597571849822998,
15049,38,-0.09168648719787598,
15099,38,-3.9047656059265137,
15149,38,-0.7725822925567627,
15199,38,-4.029239654541016,
15209,38,,0.8762999773025513
15249,39,-1.847609043121338,
15299,39,-4.15289831161499,
15349,39,-2.728931427001953,
15399,39,-1.5448403358459473,
15449,39,-0.6331133842468262,
15499,39,-1.3028674125671387,
15549,39,-4.572260856628418,
15599,39,-3.384964942932129,
15599,39,,0.8763999938964844
15649,40,-2.19212007522583,
15699,40,-2.3186511993408203,
15749,40,-0.03721928596496582,
15799,40,-7.880914688110352,
15849,40,0.0813528299331665,
15899,40,-0.7074387073516846,
15949,40,-0.4906294345855713,
15989,40,,0.8689000010490417
15999,41,0.5524723529815674,
16049,41,-1.8037467002868652,
16099,41,-3.9620957374572754,
16149,41,-1.045340657234192,
16199,41,-5.819249629974365,
16249,41,-1.649583101272583,
16299,41,-5.1417236328125,
16349,41,-8.534059524536133,
16379,41,,0.8615999817848206
16399,42,-1.0610756874084473,
16449,42,-0.4554760456085205,
16499,42,-2.7672619819641113,
16549,42,-1.074770450592041,
16599,42,0.423262357711792,
16649,42,-2.512601852416992,
16699,42,-2.6043543815612793,
16749,42,0.3192458152770996,
16769,42,,0.8641999959945679
16799,43,-3.0529961585998535,
16849,43,-6.392141342163086,
16899,43,-0.8096921443939209,
16949,43,-4.917591094970703,
16999,43,-0.22347426414489746,
17049,43,-4.2808613777160645,
17099,43,-0.06796860694885254,
17149,43,-3.407052516937256,
17159,43,,0.8812999725341797
17199,44,-2.0703206062316895,
17249,44,-3.6054837703704834,
17299,44,-4.912368297576904,
17349,44,-1.1798696517944336,
17399,44,0.49295878410339355,
17449,44,-4.405134201049805,
17499,44,-0.6924009323120117,
17549,44,-2.4171128273010254,
17549,44,,0.8912000060081482
17599,45,-2.6387083530426025,
17649,45,-1.7840299606323242,
17699,45,-1.5724369287490845,
17749,45,-0.3283352851867676,
17799,45,-0.3699352741241455,
17849,45,-4.206310272216797,
17899,45,-3.2589752674102783,
17939,45,,0.8838000297546387
17949,46,0.04520916938781738,
17999,46,-6.383155822753906,
18049,46,-1.1998319625854492,
18099,46,-1.5111632347106934,
18149,46,-0.7244899272918701,
18199,46,-0.7605607509613037,
18249,46,-1.2508952617645264,
18299,46,-0.3197004795074463,
18329,46,,0.8867999911308289
18349,47,-7.696895599365234,
18399,47,-6.2212018966674805,
18449,47,-6.767932891845703,
18499,47,-3.493208169937134,
18549,47,-1.105467677116394,
18599,47,-1.1065341234207153,
18649,47,-1.2220265865325928,
18699,47,-4.685601711273193,
18719,47,,0.8792999982833862
18749,48,-1.3148386478424072,
18799,48,-0.9626889228820801,
18849,48,-6.8891215324401855,
18899,48,-1.2525255680084229,
18949,48,-0.4041924476623535,
18999,48,-0.4983024597167969,
19049,48,-1.309983491897583,
19099,48,-2.0992608070373535,
19109,48,,0.8737000226974487
19149,49,-0.7476305961608887,
19199,49,-0.19622254371643066,
19249,49,-1.4588079452514648,
19299,49,-1.2502632141113281,
19349,49,-0.7369627952575684,
19399,49,-2.819373369216919,
19449,49,-1.2849897146224976,
19499,49,-2.6735310554504395,
19499,49,,0.8831999897956848
19549,50,-0.4591832160949707,
19599,50,-0.8469045162200928,
19649,50,-7.423318862915039,
19699,50,-0.3613698482513428,
19749,50,-10.515335083007812,
19799,50,-0.3369722366333008,
19849,50,-0.5944318771362305,
19889,50,,0.8855999708175659
19899,51,-1.8439550399780273,
19949,51,-0.9623219966888428,
19999,51,-3.2460968494415283,
20049,51,-3.527864456176758,
20099,51,-4.155453681945801,
20149,51,-4.898105144500732,
20199,51,0.07934093475341797,
20249,51,-0.2655904293060303,
20279,51,,0.8826000094413757
20299,52,-6.362648963928223,
20349,52,-1.6437034606933594,
20399,52,-0.034345388412475586,
20449,52,-1.5418181419372559,
20499,52,-2.526785373687744,
20549,52,-0.14478588104248047,
20599,52,-7.443650722503662,
20649,52,-3.051480531692505,
20669,52,,0.8795999884605408
20699,53,0.154077410697937,
20749,53,-0.44564294815063477,
20799,53,-3.0241613388061523,
20849,53,-0.004805088043212891,
20899,53,-1.2913358211517334,
20949,53,-1.1985697746276855,
20999,53,-1.1376030445098877,
21049,53,-3.0858001708984375,
21059,53,,0.8590999841690063
21099,54,-0.454465389251709,
21149,54,-4.108640193939209,
21199,54,-1.4260990619659424,
21249,54,-0.1527550220489502,
21299,54,-4.80483341217041,
21349,54,-0.2876603603363037,
21399,54,-5.950700759887695,
21449,54,-3.721255302429199,
21449,54,,0.8788999915122986
21499,55,-0.24811053276062012,
21549,55,-0.05481076240539551,
21599,55,-1.5521931648254395,
21649,55,-1.246518611907959,
21699,55,-2.5944390296936035,
21749,55,-3.362738609313965,
21799,55,-6.259090900421143,
21839,55,,0.886900007724762
21849,56,-1.3886598348617554,
21899,56,-2.409012794494629,
21949,56,-3.26285457611084,
21999,56,-1.544281005859375,
22049,56,-1.8216760158538818,
22099,56,0.12820839881896973,
22149,56,-9.179473876953125,
22199,56,-0.7212362289428711,
22229,56,,0.8896999955177307
22249,57,-4.98703670501709,
22299,57,-4.334811210632324,
22349,57,-2.364238977432251,
22399,57,-0.1680445671081543,
22449,57,-0.12944602966308594,
22499,57,-3.328782081604004,
22549,57,-9.661968231201172,
22599,57,-2.1589362621307373,
22619,57,,0.8895000219345093
22649,58,-0.790402889251709,
22699,58,-0.5776188373565674,
22749,58,-2.010927438735962,
22799,58,-3.269606351852417,
22849,58,-0.4623372554779053,
22899,58,-7.828068256378174,
22949,58,-7.415107250213623,
22999,58,-1.4906208515167236,
23009,58,,0.8939999938011169
23049,59,-3.7091779708862305,
23099,59,-1.2820334434509277,
23149,59,-0.5676871538162231,
23199,59,-0.5663779973983765,
23249,59,-2.458388090133667,
23299,59,-6.317649841308594,
23349,59,-5.302647590637207,
23399,59,-1.7326719760894775,
23399,59,,0.8859000205993652
23449,60,-0.8794540166854858,
23499,60,0.11156034469604492,
23549,60,-8.571989059448242,
23599,60,-1.771805763244629,
23649,60,-3.5336859226226807,
23699,60,-0.500279426574707,
23749,60,-1.141489028930664,
23789,60,,0.8729000091552734
23799,61,-3.4729385375976562,
23849,61,-2.8971304893493652,
23899,61,-3.4038705825805664,
23949,61,-4.279698848724365,
23999,61,-1.287168025970459,
24049,61,-0.7448151111602783,
24099,61,-6.039605617523193,
24149,61,-1.941573143005371,
24179,61,,0.8822000026702881
24199,62,-6.4091010093688965,
24249,62,-3.402735710144043,
24299,62,-5.261760711669922,
24349,62,-1.7696350812911987,
24399,62,-1.3687442541122437,
24449,62,-7.355075836181641,
24499,62,-5.832267761230469,
24549,62,-1.8178693056106567,
24569,62,,0.8974999785423279
24599,63,-6.427210330963135,
24649,63,-4.505956172943115,
24699,63,-1.685640811920166,
24749,63,-0.26045989990234375,
24799,63,-0.2616610527038574,
24849,63,-7.035823345184326,
24899,63,-0.9815301895141602,
24949,63,-3.0157110691070557,
24959,63,,0.9000999927520752
24999,64,-2.572235107421875,
25049,64,-6.5460920333862305,
25099,64,-4.462390899658203,
25149,64,-0.5872606039047241,
25199,64,-2.336210250854492,
25249,64,-1.1238539218902588,
25299,64,-5.399885177612305,
25349,64,-0.4669654369354248,
25349,64,,0.891700029373169
25399,65,-0.7066333293914795,
25449,65,-7.055209159851074,
25499,65,-0.42154860496520996,
25549,65,-2.8873965740203857,
25599,65,-4.634885787963867,
25649,65,-2.3116824626922607,
25699,65,-0.24428558349609375,
25739,65,,0.8924000263214111
25749,66,-2.873831272125244,
25799,66,-1.7414863109588623,
25849,66,-5.638245582580566,
25899,66,-5.658188819885254,
25949,66,-3.0536980628967285,
25999,66,-2.4466328620910645,
26049,66,-3.4532663822174072,
26099,66,-4.3779144287109375,
26129,66,,0.9045000076293945
26149,67,-4.090123176574707,
26199,67,-4.733381748199463,
26249,67,-6.355576038360596,
26299,67,-0.6189312934875488,
26349,67,-7.37372350692749,
26399,67,-0.10546159744262695,
26449,67,-2.7117156982421875,
26499,67,-1.2499897480010986,
26519,67,,0.9021000266075134
26549,68,-6.858531951904297,
26599,68,-0.6391115188598633,
26649,68,-5.3246049880981445,
26699,68,-1.2238584756851196,
26749,68,-1.3812177181243896,
26799,68,-4.913806438446045,
26849,68,-8.861268997192383,
26899,68,-6.566191673278809,
26909,68,,0.8978999853134155
26949,69,-9.44840145111084,
26999,69,-0.3432645797729492,
27049,69,-1.1274096965789795,
27099,69,-7.029738903045654,
27149,69,-3.715238094329834,
27199,69,-0.9848995208740234,
27249,69,-0.6781096458435059,
27299,69,-2.8768019676208496,
27299,69,,0.8984000086784363
27349,70,-0.21046066284179688,
27399,70,-4.1231608390808105,
27449,70,-0.43041276931762695,
27499,70,-6.646637439727783,
27549,70,-0.542579174041748,
27599,70,0.7478755712509155,
27649,70,-0.8523883819580078,
27689,70,,0.9041000008583069
27699,71,-1.2858898639678955,
27749,71,-3.9115161895751953,
27799,71,-6.458559036254883,
27849,71,-1.2178471088409424,
27899,71,-6.633027076721191,
27949,71,-1.1603909730911255,
27999,71,-7.366912841796875,
28049,71,-5.087121486663818,
28079,71,,0.9028000235557556
28099,72,-1.8095905780792236,
28149,72,-1.2046363353729248,
28199,72,-2.210935592651367,
28249,72,-0.6081080436706543,
28299,72,-3.8346011638641357,
28349,72,-3.524456024169922,
28399,72,-1.5846920013427734,
28449,72,-1.8065390586853027,
28469,72,,0.9071999788284302
28499,73,-3.051784038543701,
28549,73,-5.564085483551025,
28599,73,-0.47841405868530273,
28649,73,0.10651111602783203,
28699,73,-4.0410261154174805,
28749,73,0.060045719146728516,
28799,73,-7.035666465759277,
28849,73,-5.879580497741699,
28859,73,,0.9129999876022339
28899,74,-0.43111324310302734,
28949,74,-6.121219635009766,
28999,74,-0.5834462642669678,
29049,74,-1.8920259475708008,
29099,74,-4.346200466156006,
29149,74,-1.9553179740905762,
29199,74,-2.678025960922241,
29249,74,-3.5260932445526123,
29249,74,,0.9067999720573425
29299,75,-3.169349431991577,
29349,75,-2.6076316833496094,
29399,75,-4.381291389465332,
29449,75,-7.92923641204834,
29499,75,-6.473381996154785,
29549,75,-0.9428025484085083,
29599,75,-0.7803647518157959,
29639,75,,0.8970000147819519
29649,76,-4.375225067138672,
29699,76,-0.5077617168426514,
29749,76,-1.0567166805267334,
29799,76,-6.30757999420166,
29849,76,-1.2476789951324463,
29899,76,-0.8940237760543823,
29949,76,-11.358057022094727,
29999,76,-0.10211730003356934,
30029,76,,0.8985000252723694
30049,77,0.3192873001098633,
30099,77,-0.6931965351104736,
30149,77,-7.867043972015381,
30199,77,-0.26933908462524414,
30249,77,-2.8460891246795654,
30299,77,-5.050162315368652,
30349,77,-1.6604313850402832,
30399,77,-3.254486083984375,
30419,77,,0.8971999883651733
30449,78,-6.147327423095703,
30499,78,-10.569150924682617,
30549,78,-4.570280075073242,
30599,78,-4.035822868347168,
30649,78,-6.733785152435303,
30699,78,-0.39945459365844727,
30749,78,-1.111250638961792,
30799,78,-1.3500311374664307,
30809,78,,0.8939999938011169
30849,79,-0.5951178073883057,
30899,79,-1.7660448551177979,
30949,79,-0.6640806198120117,
30999,79,-1.7716457843780518,
31049,79,-0.16528630256652832,
31099,79,-0.3181881904602051,
31149,79,-3.022139549255371,
31199,79,-2.1282124519348145,
31199,79,,0.9004999995231628
31249,80,-1.1480088233947754,
31299,80,-8.891241073608398,
31349,80,-10.117741584777832,
31399,80,-4.468759536743164,
31449,80,-2.4679505825042725,
31499,80,-6.14229679107666,
31549,80,-2.2372422218322754,
31589,80,,0.9039999842643738
31599,81,0.2620127201080322,
31649,81,-1.7470316886901855,
31699,81,-0.6459136009216309,
31749,81,-0.7611851692199707,
31799,81,-1.8702726364135742,
31849,81,-1.4903032779693604,
31899,81,-7.974601745605469,
31949,81,-5.090826034545898,
31979,81,,0.9014999866485596
31999,82,-0.7725763320922852,
32049,82,-0.8638114929199219,
32099,82,-2.919008255004883,
32149,82,-2.6509807109832764,
32199,82,-10.59994888305664,
32249,82,-0.06172323226928711,
32299,82,-1.8750616312026978,
32349,82,-1.416334867477417,
32369,82,,0.8988000154495239
32399,83,-1.689486026763916,
32449,83,-10.243741989135742,
32499,83,-0.7436530590057373,
32549,83,-1.3072309494018555,
32599,83,-0.49736738204956055,
32649,83,-6.611520290374756,
32699,83,-0.9312953948974609,
32749,83,-2.1749725341796875,
32759,83,,0.9075000286102295
32799,84,-0.22223138809204102,
32849,84,-12.954294204711914,
32899,84,-5.972194194793701,
32949,84,-1.9324373006820679,
32999,84,-7.494015216827393,
33049,84,-1.939335823059082,
33099,84,-0.7637481689453125,
33149,84,-2.1881167888641357,
33149,84,,0.9070000052452087
33199,85,-1.3206325769424438,
33249,85,-1.906860589981079,
33299,85,-4.2258710861206055,
33349,85,-0.5059010982513428,
33399,85,-0.8525991439819336,
33449,85,-2.8267481327056885,
33499,85,-6.035101413726807,
33539,85,,0.8883000016212463
33549,86,-0.6760890483856201,
33599,86,-1.6061739921569824,
33649,86,-1.2281484603881836,
33699,86,-5.262609958648682,
33749,86,-2.8555009365081787,
33799,86,-5.2331085205078125,
33849,86,-5.719100475311279,
33899,86,-5.595272541046143,
33929,86,,0.8840000033378601
33949,87,-0.3107125759124756,
33999,87,-0.3415350914001465,
34049,87,-2.707714080810547,
34099,87,-3.5294065475463867,
34149,87,-1.647634506225586,
34199,87,-2.5551412105560303,
34249,87,-2.3341493606567383,
34299,87,-1.0235671997070312,
34319,87,,0.8902999758720398
34349,88,-8.817429542541504,
34399,88,0.004156351089477539,
34449,88,-3.2632789611816406,
34499,88,-7.219295978546143,
34549,88,-0.8474159240722656,
34599,88,-2.4144089221954346,
34649,88,-10.076192855834961,
34699,88,-0.29506683349609375,
34709,88,,0.8916000127792358
34749,89,-1.7453491687774658,
34799,89,-1.983064889907837,
34849,89,-5.598811626434326,
34899,89,-3.2732138633728027,
34949,89,-5.991636753082275,
34999,89,-2.4137494564056396,
35049,89,-0.5343887805938721,
35099,89,-0.3750300407409668,
35099,89,,0.8999000191688538
35149,90,-4.392910957336426,
35199,90,-2.0177903175354004,
35249,90,-3.332247734069824,
35299,90,-9.905115127563477,
35349,90,-2.048460006713867,
35399,90,-3.8580780029296875,
35449,90,-2.8464481830596924,
35489,90,,0.902400016784668
35499,91,-4.277581214904785,
35549,91,-5.948478698730469,
35599,91,-0.2544938325881958,
35649,91,-1.7992067337036133,
35699,91,-5.023761749267578,
35749,91,-2.546530246734619,
35799,91,-3.588707447052002,
35849,91,-1.533151626586914,
35879,91,,0.9010000228881836
35899,92,-4.0529704093933105,
35949,92,-3.358036756515503,
35999,92,-6.791966438293457,
36049,92,-1.0015326738357544,
36099,92,-0.5772550106048584,
36149,92,-0.7467324733734131,
36199,92,-0.48374438285827637,
36249,92,-8.671895980834961,
36269,92,,0.8992000222206116
36299,93,-0.904456615447998,
36349,93,-7.318386077880859,
36399,93,-0.9787322282791138,
36449,93,-0.8290755748748779,
36499,93,-3.1082358360290527,
36549,93,-3.035989761352539,
36599,93,-5.253344535827637,
36649,93,-1.9385793209075928,
36659,93,,0.9006999731063843
36699,94,-3.5265793800354004,
36749,94,-1.6196231842041016,
36799,94,-1.4607479572296143,
36849,94,-0.9520623683929443,
36899,94,0.2841315269470215,
36949,94,-7.489813804626465,
36999,94,-2.5633296966552734,
37049,94,-11.01997184753418,
37049,94,,0.9002000093460083
37099,95,-3.4844088554382324,
37149,95,-10.106077194213867,
37199,95,-0.787341833114624,
37249,95,-0.7573962211608887,
37299,95,-0.4404017925262451,
37349,95,-0.6607112884521484,
37399,95,-3.434424877166748,
37439,95,,0.8996999859809875
37449,96,-0.01703786849975586,
37499,96,-1.9019749164581299,
37549,96,-1.743776559829712,
37599,96,-2.022228717803955,
37649,96,-1.5945723056793213,
37699,96,-2.3259902000427246,
37749,96,-0.12974143028259277,
37799,96,-1.6217293739318848,
37829,96,,0.891700029373169
37849,97,-3.8137967586517334,
37899,97,-1.6315629482269287,
37949,97,-3.3096530437469482,
37999,97,-4.133218765258789,
38049,97,-5.370859622955322,
38099,97,-0.8988094329833984,
38149,97,-0.6344318389892578,
38199,97,-0.7626821994781494,
38219,97,,0.8919000029563904
38249,98,-1.7281084060668945,
38299,98,-2.3544435501098633,
38349,98,-0.4751114845275879,
38399,98,0.0869743824005127,
38449,98,-0.9367510080337524,
38499,98,-0.48404955863952637,
38549,98,-4.267339706420898,
38599,98,-4.3664021492004395,
38609,98,,0.9052000045776367
38649,99,-2.131587028503418,
38699,99,-0.6320012807846069,
38749,99,-3.8513998985290527,
38799,99,-0.6041994094848633,
38849,99,-3.5614452362060547,
38899,99,-1.858487606048584,
38949,99,-1.3715710639953613,
38999,99,-1.0336730480194092,
38999,99,,0.906499981880188
39049,100,-1.3653314113616943,
39099,100,-1.6206729412078857,
39149,100,-5.205469131469727,
39199,100,-2.915984869003296,
39249,100,-6.8865485191345215,
39299,100,-4.178744316101074,
39349,100,-3.4547109603881836,
39389,100,,0.8939999938011169
39399,101,-7.659618377685547,
39449,101,-2.259983539581299,
39499,101,-7.301224708557129,
39549,101,-0.13361406326293945,
39599,101,-1.3116822242736816,
39649,101,-5.288447380065918,
39699,101,-5.5741987228393555,
39749,101,-8.818869590759277,
39779,101,,0.8950999975204468
39799,102,-2.986933708190918,
39849,102,-2.043585777282715,
39899,102,-0.2808506488800049,
39949,102,-4.2657318115234375,
39999,102,-7.649926662445068,
40049,102,-0.8059546947479248,
40099,102,-1.5798782110214233,
40149,102,-1.219287395477295,
40169,102,,0.8981999754905701
40199,103,-2.6776978969573975,
