train_loss2,train_loss1,step,epoch,val_acc1,val_acc2,train_acc2,train_acc1,test_acc
0.01757468655705452,0.017053328454494476,49,0,,,,,
0.01608992926776409,0.01585356891155243,99,0,,,,,
0.01605452410876751,0.015931563451886177,149,0,,,,,
0.015998950228095055,0.015477633103728294,199,0,,,,,
0.015442303381860256,0.015329932793974876,249,0,,,,,
0.013630482368171215,0.013574974611401558,299,0,,,,,
,,311,0,0.33730000257492065,0.35089999437332153,,,
,,311,0,,,0.25250402092933655,0.25490784645080566,0.3576938211917877
0.0144334202632308,0.0141941262409091,349,1,,,,,
0.012250402010977268,0.012263573706150055,399,1,,,,,
0.013808418065309525,0.013335270807147026,449,1,,,,,
0.012424943037331104,0.012247567996382713,499,1,,,,,
0.01284349150955677,0.013333359733223915,549,1,,,,,
0.013921935111284256,0.01321776770055294,599,1,,,,,
,,623,1,0.41029998660087585,0.39719998836517334,,,
,,623,1,,,0.3675881326198578,0.3685646951198578,0.4281052350997925
0.013701709918677807,0.013257772661745548,649,2,,,,,
0.012943270616233349,0.01287308894097805,699,2,,,,,
0.011463223956525326,0.011969262734055519,749,2,,,,,
0.01244830060750246,0.012700602412223816,799,2,,,,,
0.011355769820511341,0.011205224320292473,849,2,,,,,
0.012132042087614536,0.011873383074998856,899,2,,,,,
,,935,2,0.4603999853134155,0.45010000467300415,,,
,,935,2,,,0.41709235310554504,0.41989684104919434,0.47834256291389465
0.010285775177180767,0.010716275312006474,949,3,,,,,
0.01180278230458498,0.011744161136448383,999,3,,,,,
0.011619742959737778,0.011507389135658741,1049,3,,,,,
0.009936649352312088,0.009550873190164566,1099,3,,,,,
0.009503486566245556,0.009258526377379894,1149,3,,,,,
0.009843043982982635,0.01103538740426302,1199,3,,,,,
,,1247,3,0.48559999465942383,0.4909000098705292,,,
,,1247,3,,,0.45941004157066345,0.46096253395080566,0.5140427350997925
0.009816315025091171,0.009768519550561905,1249,4,,,,,
0.00989909190684557,0.009491754695773125,1299,4,,,,,
0.008837444707751274,0.009286942891776562,1349,4,,,,,
0.010290547274053097,0.010029267519712448,1399,4,,,,,
0.010368497110903263,0.010390139184892178,1449,4,,,,,
0.01107077021151781,0.011249960400164127,1499,4,,,,,
0.009409166872501373,0.009638126939535141,1549,4,,,,,
,,1559,4,0.5170999765396118,0.5037000179290771,,,
,,1559,4,,,0.49574318528175354,0.4956931173801422,0.5336233973503113
0.010325649753212929,0.010103641077876091,1599,5,,,,,
0.01058595348149538,0.01041856687515974,1649,5,,,,,
0.008342424407601357,0.00876785721629858,1699,5,,,,,
0.008381626568734646,0.008417732082307339,1749,5,,,,,
0.008181932382285595,0.008629020303487778,1799,5,,,,,
0.008561608381569386,0.008223933167755604,1849,5,,,,,
,,1871,5,0.5443000197410583,0.5393000245094299,,,
,,1871,5,,,0.5200070142745972,0.5218098759651184,0.569125771522522
0.010710855945944786,0.009212613105773926,1899,6,,,,,
0.00776167307049036,0.007009692490100861,1949,6,,,,,
0.009669107384979725,0.010333027690649033,1999,6,,,,,
0.00810728408396244,0.008448167704045773,2049,6,,,,,
0.008325873874127865,0.008741690777242184,2099,6,,,,,
0.00824866071343422,0.0085090147331357,2149,6,,,,,
,,2183,6,0.5557000041007996,0.5468000173568726,,,
,,2183,6,,,0.5453225374221802,0.5435696840286255,0.587717592716217
0.006426882930099964,0.006552448030561209,2199,7,,,,,
0.008587486110627651,0.008631179109215736,2249,7,,,,,
0.007490863557904959,0.007840913720428944,2299,7,,,,,
0.008360563777387142,0.0087538231164217,2349,7,,,,,
0.007732454687356949,0.007566723506897688,2399,7,,,,,
0.009164665825664997,0.009356743656098843,2449,7,,,,,
,,2495,7,0.5587999820709229,0.574999988079071,,,
,,2495,7,,,0.561448335647583,0.5638521909713745,0.6114517450332642
0.008613135665655136,0.008049017749726772,2499,8,,,,,
0.010616341605782509,0.010639184154570103,2549,8,,,,,
0.006841424386948347,0.006875413469970226,2599,8,,,,,
0.006964708678424358,0.006119419354945421,2649,8,,,,,
0.006789196748286486,0.006768385414034128,2699,8,,,,,
0.006542969960719347,0.00690857321023941,2749,8,,,,,
0.007399037014693022,0.007015853654593229,2799,8,,,,,
,,2807,8,0.614799976348877,0.572700023651123,,,
,,2807,8,,,0.5768980383872986,0.5796273946762085,0.6387460231781006
0.006843201816082001,0.007329816464334726,2849,9,,,,,
0.007457604166120291,0.007473770063370466,2899,9,,,,,
0.005601982586085796,0.005641499068588018,2949,9,,,,,
0.00773918442428112,0.007456130348145962,2999,9,,,,,
0.007636218797415495,0.0068651544861495495,3049,9,,,,,
0.0061415210366249084,0.006905488204210997,3099,9,,,,,
,,3119,9,0.5703999996185303,0.5889999866485596,,,
,,3119,9,,,0.5893179178237915,0.5884414911270142,0.6304391026496887
0.006776911206543446,0.006611050106585026,3149,10,,,,,
0.009278088808059692,0.009972337633371353,3199,10,,,,,
0.0070700435899198055,0.0071379654109478,3249,10,,,,,
0.007169169373810291,0.006991739384829998,3299,10,,,,,
0.006112772040069103,0.006299491971731186,3349,10,,,,,
0.00779591454192996,0.007638540584594011,3399,10,,,,,
,,3431,10,0.6159999966621399,0.574400007724762,,,
,,3431,10,,,0.6036157608032227,0.6011117696762085,0.6393393874168396
0.005607349798083305,0.005984862335026264,3449,11,,,,,
0.005993393715471029,0.006073650438338518,3499,11,,,,,
0.0070100161246955395,0.008520527742803097,3549,11,,,,,
0.006684590596705675,0.007145756855607033,3599,11,,,,,
0.005670297425240278,0.005358161870390177,3649,11,,,,,
0.007958735339343548,0.008351385593414307,3699,11,,,,,
,,3743,11,0.6306999921798706,0.6240000128746033,,,
,,3743,11,,,0.6144080758094788,0.6090995669364929,0.6501186490058899
0.006615044549107552,0.005986548028886318,3749,12,,,,,
0.006950032897293568,0.007364616263657808,3799,12,,,,,
0.0069159166887402534,0.007168235257267952,3849,12,,,,,
0.0085830669850111,0.008089411072432995,3899,12,,,,,
0.007220308296382427,0.007943148724734783,3949,12,,,,,
0.006493722554296255,0.0065841758623719215,3999,12,,,,,
0.0067839971743524075,0.007102376781404018,4049,12,,,,,
,,4055,12,0.6316999793052673,0.6294000148773193,,,
,,4055,12,,,0.6195663213729858,0.6206930875778198,0.6615902185440063
0.00515354610979557,0.005143031477928162,4099,13,,,,,
0.006898419000208378,0.007599249016493559,4149,13,,,,,
0.006419385317713022,0.0054520415142178535,4199,13,,,,,
0.00815028790384531,0.008252738043665886,4249,13,,,,,
0.0060791256837546825,0.0060039483942091465,4299,13,,,,,
0.007971114479005337,0.007022792007774115,4349,13,,,,,
,,4367,13,0.6477000117301941,0.6427000164985657,,,
,,4367,13,,,0.6343148946762085,0.6323117017745972,0.6820608973503113
0.005024641752243042,0.004495399538427591,4399,14,,,,,
0.006311161443591118,0.00577686820179224,4449,14,,,,,
0.00686743063852191,0.00881959218531847,4499,14,,,,,
0.00637773284688592,0.005828913301229477,4549,14,,,,,
0.0069252923130989075,0.007446353789418936,4599,14,,,,,
0.00989525392651558,0.009277047589421272,4649,14,,,,,
,,4679,14,0.6082000136375427,0.5863000154495239,,,
,,4679,14,,,0.6370943784713745,0.6373196840286255,0.6749406456947327
0.00506198313087225,0.005092150066047907,4699,15,,,,,
0.005979442503303289,0.006109569687396288,4749,15,,,,,
0.008101570419967175,0.008230498060584068,4799,15,,,,,
