step,epoch,train_loss,test_acc,train_acc,mix_match_loss_step,mix_match_loss_epoch
10149,25,,,,1.376853108406067,
10176,25,,0.8634999990463257,,,1.2992959022521973
10199,26,,,,0.8366486430168152,
10249,26,,,,1.3547636270523071,
10299,26,,,,1.3536955118179321,
10349,26,,,,1.4109115600585938,
10399,26,,,,1.2388575077056885,
10449,26,,,,1.3684757947921753,
10499,26,,,,1.3654286861419678,
10549,26,,,,1.3858362436294556,
10572,26,,0.8684999942779541,,,1.2679723501205444
10599,27,,,,1.3979129791259766,
10649,27,,,,1.2283320426940918,
10699,27,,,,1.3128191232681274,
10749,27,,,,1.2945564985275269,
10799,27,,,,1.245924472808838,
10849,27,,,,1.3959131240844727,
10899,27,,,,1.4398483037948608,
10949,27,,,,1.3587056398391724,
10965,27,,0.8711000084877014,,,1.2542297840118408
10999,28,,,,1.3545461893081665,
11049,28,,,,0.9177238345146179,
11099,28,,,,1.3693511486053467,
11149,28,,,,1.3338820934295654,
11199,28,,,,1.3294802904129028,
11249,28,,,,1.3625448942184448,
11299,28,,,,1.27683424949646,
11349,28,,,,1.3962942361831665,
11359,28,,0.8723000288009644,,,1.262536883354187
11399,29,,,,1.177093505859375,
11449,29,,,,1.2665529251098633,
11499,29,,,,1.0592199563980103,
11549,29,,,,1.2812178134918213,
11599,29,,,,1.2578848600387573,
11649,29,,,,1.2718721628189087,
11699,29,,,,1.4119807481765747,
11749,29,,,,1.289528250694275,
11753,29,,0.8756999969482422,,,1.2408698797225952
11799,30,,,,1.2274044752120972,
11849,30,,,,1.4037196636199951,
11899,30,,,,1.1180615425109863,
11949,30,,,,1.1618778705596924,
11999,30,,,,1.127807378768921,
12049,30,,,,1.3503015041351318,
12099,30,,,,1.144240140914917,
12149,30,,,,1.4101885557174683,
12155,30,,0.8845999836921692,,,1.2452688217163086
12199,31,,,,1.2252897024154663,
12249,31,,,,1.3558356761932373,
12299,31,,,,1.3151506185531616,
12349,31,,,,0.9531199336051941,
12399,31,,,,1.4211772680282593,
12449,31,,,,1.3424601554870605,
12499,31,,,,1.0244264602661133,
12549,31,,,,1.28153395652771,
12554,31,,0.8921999931335449,,,1.2503231763839722
12599,32,,,,1.3323570489883423,
12649,32,,,,1.3546823263168335,
12699,32,,,,1.2451468706130981,
12749,32,,,,0.8496556878089905,
12799,32,,,,1.2149649858474731,
12849,32,,,,1.1718339920043945,
12899,32,,,,1.1990516185760498,
12945,32,,0.8834999799728394,,,1.2363064289093018
12949,33,,,,1.0961357355117798,
12999,33,,,,1.144790768623352,
13049,33,,,,1.2822185754776,
13099,33,,,,1.205413818359375,
13149,33,,,,1.2702386379241943,
13199,33,,,,1.366473913192749,
13249,33,,,,1.0422375202178955,
13299,33,,,,1.2949416637420654,
13343,33,,0.8830999732017517,,,1.2377452850341797
13349,34,,,,1.2575570344924927,
13399,34,,,,1.1810604333877563,
13449,34,,,,1.111406683921814,
13499,34,,,,1.2434985637664795,
13549,34,,,,1.0329011678695679,
13599,34,,,,1.2851508855819702,
13649,34,,,,1.2495160102844238,
13699,34,,,,1.1519612073898315,
13739,34,,0.8824999928474426,,,1.2350044250488281
13749,35,,,,1.0957958698272705,
13799,35,,,,1.2716789245605469,
13849,35,,,,1.2232751846313477,
13899,35,,,,1.2659374475479126,
13949,35,,,,1.3759820461273193,
13999,35,,,,1.072089433670044,
14049,35,,,,1.2408331632614136,
14099,35,,,,1.224538803100586,
14141,35,,0.8826000094413757,,,1.231005072593689
14149,36,,,,1.184523344039917,
14199,36,,,,0.9692701697349548,
14249,36,,,,1.3227274417877197,
14299,36,,,,0.9004597663879395,
14349,36,,,,1.3386815786361694,
14399,36,,,,1.2252776622772217,
14449,36,,,,1.3418116569519043,
14499,36,,,,1.3454606533050537,
14539,36,,0.8716999888420105,,,1.224839687347412
14549,37,,,,1.3085157871246338,
14599,37,,,,1.2390899658203125,
14649,37,,,,1.1639771461486816,
14699,37,,,,1.354422926902771,
14749,37,,,,1.1462202072143555,
14799,37,,,,1.1109601259231567,
14849,37,,,,1.3332254886627197,
14899,37,,,,1.2387856245040894,
14933,37,,0.8942999839782715,,,1.230682373046875
14949,38,,,,1.293605923652649,
14999,38,,,,1.1859616041183472,
15049,38,,,,1.2915610074996948,
15099,38,,,,1.2266918420791626,
15149,38,,,,1.1996599435806274,
15199,38,,,,1.354932427406311,
15249,38,,,,1.236416220664978,
15299,38,,,,1.241898775100708,
15335,38,,0.8888999819755554,,,1.2138516902923584
15349,39,,,,1.270642638206482,
15399,39,,,,1.1493487358093262,
15449,39,,,,1.0108058452606201,
15499,39,,,,1.1824243068695068,
15549,39,,,,1.2592425346374512,
15599,39,,,,0.8892315030097961,
15649,39,,,,1.3571200370788574,
15699,39,,,,1.2315059900283813,
15726,39,,0.8944000005722046,,,1.203839898109436
15749,40,,,,1.2551716566085815,
15799,40,,,,1.214744210243225,
15849,40,,,,1.1088311672210693,
15899,40,,,,1.1892577409744263,
15949,40,,,,1.3297256231307983,
15999,40,,,,1.2988991737365723,
16049,40,,,,1.1431570053100586,
16099,40,,,,1.1598329544067383,
16126,40,,0.8838000297546387,,,1.2049676179885864
16149,41,,,,1.2148975133895874,
16199,41,,,,1.2119841575622559,
16249,41,,,,1.2653586864471436,
16299,41,,,,1.329133152961731,
16349,41,,,,1.2585457563400269,
16399,41,,,,0.9557398557662964,
16449,41,,,,0.7948756217956543,
16499,41,,,,1.2817344665527344,
16517,41,,0.8938999772071838,,,1.1928420066833496
16549,42,,,,1.2620757818222046,
16599,42,,,,1.3091001510620117,
16649,42,,,,1.3584343194961548,
16699,42,,,,0.8708882927894592,
16749,42,,,,1.3141517639160156,
16799,42,,,,1.2436052560806274,
16849,42,,,,1.2865633964538574,
16899,42,,,,0.9621590971946716,
16910,42,,0.9041000008583069,,,1.1904644966125488
16949,43,,,,1.3256349563598633,
16999,43,,,,1.2167284488677979,
17049,43,,,,1.330826759338379,
17099,43,,,,1.4178035259246826,
17149,43,,,,1.0412676334381104,
17199,43,,,,1.305942416191101,
17249,43,,,,1.2213562726974487,
17299,43,,,,1.319515585899353,
17301,43,,0.8999000191688538,,,1.1799272298812866
17349,44,,,,1.196502923965454,
17399,44,,,,1.2548761367797852,
17449,44,,,,1.1841586828231812,
17499,44,,,,1.2062100172042847,
17549,44,,,,1.216194987297058,
17599,44,,,,0.501230776309967,
17649,44,,,,1.32980477809906,
17699,44,,,,1.269273281097412,
17705,44,,0.8881000280380249,,,1.1859242916107178
17749,45,,,,0.630387544631958,
17799,45,,,,1.4305766820907593,
17849,45,,,,1.199469804763794,
17899,45,,,,1.237900733947754,
17949,45,,,,1.2184619903564453,
17999,45,,,,1.185438871383667,
18049,45,,,,1.345381736755371,
18099,45,,,,1.079351544380188,
18104,45,,0.9057000279426575,,,1.1937098503112793
18149,46,,,,1.1171716451644897,
18199,46,,,,1.2229094505310059,
18249,46,,,,1.3022489547729492,
18299,46,,,,1.2748079299926758,
18349,46,,,,1.0524022579193115,
18399,46,,,,0.9012972116470337,
18449,46,,,,1.2232228517532349,
18499,46,,,,0.8350274562835693,
18506,46,,0.9074000120162964,,,1.1732099056243896
18549,47,,,,1.3705694675445557,
18599,47,,,,1.2684321403503418,
18649,47,,,,1.182755947113037,
18699,47,,,,1.1467695236206055,
18749,47,,,,1.2004294395446777,
18799,47,,,,1.2961668968200684,
18849,47,,,,1.0800954103469849,
18899,47,,,,1.1488574743270874,
18906,47,,0.9059000015258789,,,1.1738975048065186
18949,48,,,,1.227952003479004,
18999,48,,,,1.148126244544983,
19049,48,,,,1.100554347038269,
19099,48,,,,1.0316535234451294,
19149,48,,,,1.2725536823272705,
19199,48,,,,1.0470794439315796,
19249,48,,,,1.3128538131713867,
19299,48,,,,1.233014464378357,
19311,48,,0.9060999751091003,,,1.1765027046203613
19349,49,,,,1.1663665771484375,
19399,49,,,,1.1715469360351562,
19449,49,,,,1.3388547897338867,
19499,49,,,,0.5979428291320801,
19549,49,,,,1.0659737586975098,
19599,49,,,,1.2445870637893677,
19649,49,,,,1.1368547677993774,
19699,49,,,,1.230788230895996,
19715,49,,0.8877999782562256,,,1.1640136241912842
19749,50,,,,1.1454966068267822,
19799,50,,,,1.3032466173171997,
19849,50,,,,1.3241926431655884,
19899,50,,,,1.2416415214538574,
19949,50,,,,0.9114075303077698,
19999,50,,,,1.1844342947006226,
20049,50,,,,1.2902445793151855,
20099,50,,,,1.2299506664276123,
20113,50,,0.8950999975204468,,,1.1485145092010498
20149,51,,,,1.3036714792251587,
20199,51,,,,1.0919302701950073,
20249,51,,,,1.2448068857192993,
20299,51,,,,0.9527736902236938,
20349,51,,,,1.254976511001587,
20399,51,,,,1.229103446006775,
20449,51,,,,1.136615514755249,
20499,51,,,,1.2205456495285034,
20505,51,,0.9047999978065491,,,1.1521230936050415
20549,52,,,,1.2048773765563965,
20599,52,,,,1.2048680782318115,
20649,52,,,,1.2864975929260254,
20699,52,,,,1.2235814332962036,
20749,52,,,,1.183229684829712,
20799,52,,,,1.1906129121780396,
20849,52,,,,1.2442348003387451,
20899,52,,,,1.191562294960022,
20906,52,,0.9010999798774719,,,1.1539636850357056
20949,53,,,,1.2728345394134521,
20999,53,,,,1.2548543214797974,
21049,53,,,,1.2146992683410645,
21099,53,,,,1.3164767026901245,
21149,53,,,,1.175191879272461,
21199,53,,,,1.1140341758728027,
21249,53,,,,1.2593199014663696,
21299,53,,,,1.1406697034835815,
21309,53,,0.9079999923706055,,,1.1632909774780273
21349,54,,,,1.167519450187683,
21399,54,,,,1.235953688621521,
21449,54,,,,1.1623306274414062,
21499,54,,,,1.0289278030395508,
21549,54,,,,1.2085713148117065,
21599,54,,,,1.1342695951461792,
21649,54,,,,0.969984233379364,
21699,54,,,,1.260522723197937,
21704,54,,0.8991000056266785,,,1.1603373289108276
21749,55,,,,1.209126353263855,
21799,55,,,,1.2032897472381592,
21849,55,,,,1.250279426574707,
21899,55,,,,1.1938087940216064,
21949,55,,,,1.1521589756011963,
21999,55,,,,1.256363034248352,
22049,55,,,,1.293231725692749,
22099,55,,,,1.1910587549209595,
22107,55,,0.9052000045776367,,,1.1471869945526123
22149,56,,,,1.2302075624465942,
22199,56,,,,1.2543271780014038,
22249,56,,,,1.3143707513809204,
22299,56,,,,1.3028340339660645,
22349,56,,,,1.1061906814575195,
22399,56,,,,1.1870214939117432,
22449,56,,,,1.2080076932907104,
22499,56,,,,1.2144289016723633,
22506,56,,0.9065999984741211,,,1.1474974155426025
22549,57,,,,1.265102744102478,
22599,57,,,,1.1218730211257935,
22649,57,,,,1.1512110233306885,
22699,57,,,,0.9841873645782471,
22749,57,,,,1.2455344200134277,
22799,57,,,,1.0083210468292236,
22849,57,,,,1.2252510786056519,
22899,57,,,,1.027570128440857,
22899,57,,0.9059000015258789,,,1.1442842483520508
22949,58,,,,1.1533546447753906,
22999,58,,,,1.2694928646087646,
23049,58,,,,1.1235532760620117,
23099,58,,,,1.0922889709472656,
23149,58,,,,1.2335282564163208,
23199,58,,,,1.2201186418533325,
23249,58,,,,1.2740991115570068,
23295,58,,0.9018999934196472,,,1.1454496383666992
23299,59,,,,1.2025794982910156,
23349,59,,,,1.1760518550872803,
23399,59,,,,1.079652190208435,
23449,59,,,,1.124070644378662,
23499,59,,,,1.159144401550293,
23549,59,,,,0.9104986190795898,
23599,59,,,,1.3350571393966675,
23649,59,,,,1.0682661533355713,
23697,59,,0.9018999934196472,,,1.1370482444763184
23699,60,,,,1.1661651134490967,
23749,60,,,,1.083728551864624,
23799,60,,,,1.287937045097351,
23849,60,,,,1.2451937198638916,
23899,60,,,,1.2459832429885864,
23949,60,,,,1.0716947317123413,
23999,60,,,,1.1654404401779175,
24049,60,,,,1.1332602500915527,
24096,60,,0.911899983882904,,,1.1388986110687256
24099,61,,,,0.8250759840011597,
24149,61,,,,1.1529865264892578,
24199,61,,,,1.1386374235153198,
24249,61,,,,1.2769269943237305,
24299,61,,,,1.0840026140213013,
24349,61,,,,0.9594087600708008,
24399,61,,,,1.1972143650054932,
24449,61,,,,0.9004030823707581,
24499,61,,,,1.1493525505065918,
24500,61,,0.909600019454956,,,1.1278349161148071
24549,62,,,,1.2018537521362305,
24599,62,,,,1.1696809530258179,
24649,62,,,,0.8647303581237793,
24699,62,,,,1.2476391792297363,
24749,62,,,,1.2140278816223145,
24799,62,,,,1.2117233276367188,
24849,62,,,,1.1421818733215332,
24899,62,,,,1.1802873611450195,
24904,62,,0.9126999974250793,,,1.1369268894195557
24949,63,,,,1.230224609375,
24999,63,,,,1.2034929990768433,
25049,63,,,,1.1286102533340454,
25099,63,,,,1.1709544658660889,
25149,63,,,,1.197232961654663,
25199,63,,,,1.1082100868225098,
25249,63,,,,1.134511947631836,
25299,63,,,,1.2205015420913696,
25306,63,,0.9122999906539917,,,1.128039002418518
25349,64,,,,1.2121280431747437,
25399,64,,,,1.1825746297836304,
25449,64,,,,1.14846670627594,
25499,64,,,,0.7528437376022339,
25549,64,,,,1.055489182472229,
25599,64,,,,1.2175819873809814,
25649,64,,,,1.0223184823989868,
25699,64,,,,1.2682462930679321,
25709,64,,0.9089999794960022,,,1.1352437734603882
25749,65,,,,1.027483582496643,
25799,65,,,,0.9071395397186279,
25849,65,,,,1.0368986129760742,
25899,65,,,,1.2336112260818481,
25949,65,,,,1.3345930576324463,
25999,65,,,,1.146657943725586,
26049,65,,,,1.2337749004364014,
26099,65,,,,0.7087980508804321,
26110,65,,0.9007999897003174,,,1.124232530593872
26149,66,,,,1.148566722869873,
26199,66,,,,1.08522367477417,
26249,66,,,,1.2505221366882324,
26299,66,,,,0.8465846180915833,
26349,66,,,,0.8023000955581665,
26399,66,,,,1.1600167751312256,
26449,66,,,,1.0957735776901245,
26499,66,,,,1.2626620531082153,
26506,66,,0.9049000144004822,,,1.12619149684906
26549,67,,,,1.1968047618865967,
26599,67,,,,0.8722823858261108,
26649,67,,,,0.9662938714027405,
26699,67,,,,1.2946195602416992,
26749,67,,,,1.0685325860977173,
26799,67,,,,0.6746888756752014,
26849,67,,,,0.8078288435935974,
26899,67,,,,1.0486185550689697,
26912,67,,0.9125000238418579,,,1.1165369749069214
26949,68,,,,1.0936272144317627,
26999,68,,,,1.286116123199463,
27049,68,,,,1.1881687641143799,
27099,68,,,,1.2340216636657715,
27149,68,,,,0.5226541757583618,
27199,68,,,,0.9604122638702393,
27249,68,,,,1.134764313697815,
27299,68,,,,1.1472340822219849,
27309,68,,0.9043999910354614,,,1.1111081838607788
27349,69,,,,1.2238953113555908,
27399,69,,,,0.8467896580696106,
27449,69,,,,1.1610913276672363,
27499,69,,,,0.9797255992889404,
27549,69,,,,1.1114344596862793,
27599,69,,,,1.176893949508667,
27649,69,,,,1.2333965301513672,
27699,69,,,,0.7935161590576172,
27714,69,,0.9003999829292297,,,1.1210649013519287
27749,70,,,,1.2581818103790283,
27799,70,,,,1.068213939666748,
27849,70,,,,1.2164260149002075,
27899,70,,,,1.0120946168899536,
27949,70,,,,1.290785312652588,
27999,70,,,,1.0182452201843262,
28049,70,,,,1.2419172525405884,
28099,70,,,,1.1776669025421143,
28106,70,,0.9150999784469604,,,1.1176090240478516
28149,71,,,,1.2895573377609253,
28199,71,,,,1.1424152851104736,
28249,71,,,,1.0551424026489258,
28299,71,,,,0.8944045901298523,
28349,71,,,,0.8550273180007935,
28399,71,,,,1.2099652290344238,
28449,71,,,,1.0548131465911865,
28499,71,,,,1.2893155813217163,
28503,71,,0.909600019454956,,,1.1133800745010376
28549,72,,,,1.2569949626922607,
28599,72,,,,1.02414071559906,
28649,72,,,,0.9522777795791626,
28699,72,,,,1.1279933452606201,
28749,72,,,,1.162858009338379,
28799,72,,,,1.1539428234100342,
28849,72,,,,1.0221270322799683,
28899,72,,,,1.0326790809631348,
28901,72,,0.9088000059127808,,,1.1157822608947754
28949,73,,,,1.163831353187561,
28999,73,,,,1.2302706241607666,
29049,73,,,,1.071002721786499,
29099,73,,,,1.1257106065750122,
29149,73,,,,1.2442306280136108,
29199,73,,,,1.231974482536316,
29249,73,,,,1.3200610876083374,
29299,73,,,,0.8988621830940247,
29302,73,,0.9144999980926514,,,1.110071063041687
29349,74,,,,1.044030785560608,
29399,74,,,,1.0398133993148804,
29449,74,,,,1.277413249015808,
29499,74,,,,1.1159334182739258,
29549,74,,,,1.1732499599456787,
29599,74,,,,1.1665928363800049,
29649,74,,,,1.2360517978668213,
29699,74,,,,1.2746717929840088,
29700,74,,0.9162999987602234,,,1.1089003086090088
29749,75,,,,1.1200615167617798,
29799,75,,,,1.0092535018920898,
29849,75,,,,0.9346292018890381,
29899,75,,,,1.1376785039901733,
29949,75,,,,1.1864688396453857,
29999,75,,,,1.1863590478897095,
30049,75,,,,0.9807928800582886,
30095,75,,0.9190999865531921,,,1.1136857271194458
30099,76,,,,0.8690205216407776,
30149,76,,,,1.0909686088562012,
30199,76,,,,1.137073278427124,
30249,76,,,,1.2954272031784058,
30299,76,,,,1.2255808115005493,
30349,76,,,,1.2402766942977905,
30399,76,,,,1.1725114583969116,
30449,76,,,,1.0792884826660156,
30493,76,,0.9049999713897705,,,1.0966978073120117
30499,77,,,,1.1151455640792847,
30549,77,,,,1.2362596988677979,
30599,77,,,,1.186469316482544,
30649,77,,,,1.1556655168533325,
30699,77,,,,1.1498278379440308,
30749,77,,,,1.188828945159912,
30799,77,,,,1.1139929294586182,
30849,77,,,,1.1279603242874146,
30896,77,,0.9212999939918518,,,1.0985314846038818
30899,78,,,,0.6638580560684204,
30949,78,,,,1.000805377960205,
30999,78,,,,1.0924218893051147,
31049,78,,,,1.1764508485794067,
31099,78,,,,0.7366117835044861,
31149,78,,,,1.2270307540893555,
31199,78,,,,1.1083791255950928,
31249,78,,,,0.9489768743515015,
31287,78,,0.9136999845504761,,,1.0982887744903564
31299,79,,,,1.134340763092041,
31349,79,,,,1.0754033327102661,
31399,79,,,,0.9736509323120117,
31449,79,,,,0.9842759370803833,
31499,79,,,,1.0108259916305542,
31549,79,,,,0.9521996378898621,
31599,79,,,,1.0050508975982666,
31649,79,,,,1.3184213638305664,
31682,79,,0.9154000282287598,,,1.0958192348480225
31699,80,,,,1.189945936203003,
31749,80,,,,0.7291424870491028,
31799,80,,,,1.0592678785324097,
31849,80,,,,1.1290030479431152,
31899,80,,,,1.1583061218261719,
31949,80,,,,1.1808311939239502,
31999,80,,,,1.0378172397613525,
32049,80,,,,1.0642362833023071,
32076,80,,0.9139000177383423,,,1.0917325019836426
32099,81,,,,1.1674805879592896,
32149,81,,,,1.2228316068649292,
32199,81,,,,1.0943031311035156,
32249,81,,,,1.1290007829666138,
32299,81,,,,0.87039715051651,
32349,81,,,,1.2243821620941162,
32399,81,,,,1.033187985420227,
32449,81,,,,1.197151780128479,
32468,81,,0.9197999835014343,,,1.0812325477600098
32499,82,,,,1.1123193502426147,
32549,82,,,,1.17782461643219,
32599,82,,,,1.3105884790420532,
32649,82,,,,0.94952791929245,
32699,82,,,,1.1428310871124268,
32749,82,,,,1.1982117891311646,
32799,82,,,,1.1293323040008545,
32849,82,,,,1.2143124341964722,
32860,82,,0.9110000133514404,,,1.0948365926742554
32899,83,,,,1.128204107284546,
32949,83,,,,1.0979454517364502,
32999,83,,,,1.209809422492981,
33049,83,,,,1.17682683467865,
33099,83,,,,1.0314369201660156,
