step,epoch,train_loss,train_acc,test_acc
49,0,2.0843257904052734,,
99,0,1.8940298557281494,,
149,0,1.8314340114593506,,
199,0,1.8671081066131592,,
249,0,1.8852185010910034,,
299,0,1.8377718925476074,,
349,0,1.8222895860671997,,
389,0,,0.35014021396636963,0.4163999855518341
399,1,1.7292252779006958,,
449,1,1.6935973167419434,,
499,1,1.6531516313552856,,
549,1,1.632988452911377,,
599,1,1.6591620445251465,,
649,1,1.5882794857025146,,
699,1,1.6714985370635986,,
749,1,1.5503257513046265,,
779,1,,0.47824519872665405,0.5476999878883362
799,2,1.6311568021774292,,
849,2,1.5632765293121338,,
899,2,1.7301020622253418,,
949,2,1.4879409074783325,,
999,2,1.3197698593139648,,
1049,2,1.4150115251541138,,
1099,2,1.3521040678024292,,
1149,2,1.4990413188934326,,
1169,2,,0.5575320720672607,0.6069999933242798
1199,3,1.4016591310501099,,
1249,3,1.3763818740844727,,
1299,3,1.3800667524337769,,
1349,3,1.5006858110427856,,
1399,3,1.4468680620193481,,
1449,3,1.4049173593521118,,
1499,3,1.3636565208435059,,
1549,3,1.3244624137878418,,
1559,3,,0.6080729365348816,0.6651999950408936
1599,4,1.422802448272705,,
1649,4,1.291643738746643,,
1699,4,1.350546956062317,,
1749,4,1.3165265321731567,,
1799,4,1.3764153718948364,,
1849,4,1.1506997346878052,,
1899,4,1.3063212633132935,,
1949,4,1.2658355236053467,,
1949,4,,0.6445512771606445,0.7149999737739563
1999,5,1.2345585823059082,,
2049,5,1.2725738286972046,,
2099,5,1.2768888473510742,,
2149,5,1.1685051918029785,,
2199,5,1.3961166143417358,,
2249,5,1.3100390434265137,,
2299,5,1.3268489837646484,,
2339,5,,0.6672876477241516,0.7476000189781189
2349,6,1.32082200050354,,
2399,6,1.4278675317764282,,
2449,6,1.208608865737915,,
2499,6,1.1222035884857178,,
2549,6,1.2256853580474854,,
2599,6,1.2051260471343994,,
2649,6,1.0412968397140503,,
2699,6,1.2829185724258423,,
2729,6,,0.6844350695610046,0.7864999771118164
2749,7,1.2161939144134521,,
2799,7,1.1656607389450073,,
2849,7,1.1858372688293457,,
2899,7,1.1944218873977661,,
2949,7,1.0174188613891602,,
2999,7,1.2759613990783691,,
3049,7,1.105724811553955,,
3099,7,1.1179484128952026,,
3119,7,,0.6985376477241516,0.7609999775886536
3149,8,1.1578161716461182,,
3199,8,1.0593035221099854,,
3249,8,0.952245831489563,,
3299,8,1.161989450454712,,
3349,8,1.065980076789856,,
3399,8,1.0616896152496338,,
3449,8,1.0958895683288574,,
3499,8,0.9770097136497498,,
3509,8,,0.7125400900840759,0.8105000257492065
3549,9,1.0246789455413818,,
3599,9,1.1638774871826172,,
3649,9,1.0605822801589966,,
3699,9,1.2224719524383545,,
3749,9,1.1444683074951172,,
3799,9,1.038341999053955,,
3849,9,1.1015491485595703,,
3899,9,0.8986355066299438,,
3899,9,,0.7212139368057251,0.7961999773979187
3949,10,1.1829419136047363,,
3999,10,1.0311574935913086,,
4049,10,0.9812502264976501,,
4099,10,1.1915855407714844,,
4149,10,1.1418626308441162,,
4199,10,1.0220755338668823,,
4249,10,1.0064334869384766,,
4289,10,,0.7289663553237915,0.808899998664856
4299,11,1.1346766948699951,,
4349,11,1.0285073518753052,,
4399,11,0.932466983795166,,
4449,11,0.888261616230011,,
4499,11,1.1059907674789429,,
4549,11,0.9009808301925659,,
4599,11,1.0270229578018188,,
4649,11,1.064038872718811,,
4679,11,,0.7361578345298767,0.7702999711036682
4699,12,0.8960378766059875,,
4749,12,0.9963782429695129,,
4799,12,1.0887519121170044,,
4849,12,1.017734169960022,,
4899,12,0.9393791556358337,,
4949,12,1.0571625232696533,,
4999,12,1.0204766988754272,,
5049,12,1.0129444599151611,,
5069,12,,0.7421073913574219,0.8281999826431274
5099,13,0.9069304466247559,,
5149,13,0.8162298798561096,,
5199,13,0.9870212078094482,,
5249,13,0.8713201284408569,,
5299,13,1.0248799324035645,,
5349,13,1.0952019691467285,,
5399,13,0.9206080436706543,,
5449,13,1.0563632249832153,,
5459,13,,0.7500801086425781,0.8425999879837036
5499,14,0.8732655048370361,,
5549,14,1.0670793056488037,,
5599,14,1.0315943956375122,,
5649,14,0.9280465245246887,,
5699,14,0.8426697850227356,,
5749,14,1.0421792268753052,,
5799,14,1.06309175491333,,
5849,14,0.9247982501983643,,
5849,14,,0.7543870210647583,0.8357999920845032
5899,15,0.8475699424743652,,
5949,15,1.0951097011566162,,
5999,15,0.9654695987701416,,
6049,15,0.9808025360107422,,
6099,15,0.9439811706542969,,
6149,15,1.026720404624939,,
6199,15,0.8656254410743713,,
6239,15,,0.7590344548225403,0.8245999813079834
6249,16,1.0176371335983276,,
6299,16,0.9310116171836853,,
6349,16,0.9092555046081543,,
6399,16,0.856977105140686,,
6449,16,1.039634108543396,,
6499,16,0.7494992017745972,,
6549,16,0.8821695446968079,,
6599,16,0.9670953750610352,,
6629,16,,0.7666666507720947,0.8508999943733215
6649,17,1.010067343711853,,
6699,17,1.1669856309890747,,
6749,17,0.9307789206504822,,
6799,17,1.0323359966278076,,
6849,17,0.8758684396743774,,
6899,17,1.1322991847991943,,
6949,17,0.900139570236206,,
6999,17,0.8928524851799011,,
7019,17,,0.767848551273346,0.8513000011444092
7049,18,0.8854890465736389,,
7099,18,0.8800019025802612,,
7149,18,0.9151721000671387,,
7199,18,0.7907794713973999,,
7249,18,0.9578410983085632,,
7299,18,1.094867467880249,,
7349,18,0.9481661319732666,,
7399,18,0.8018923997879028,,
7409,18,,0.7732171416282654,0.8237000107765198
7449,19,0.8717659711837769,,
7499,19,0.9084276556968689,,
7549,19,1.0395323038101196,,
7599,19,0.9623278379440308,,
7649,19,0.7664619088172913,,
7699,19,0.9267323613166809,,
7749,19,0.9860960841178894,,
7799,19,0.8171231746673584,,
7799,19,,0.7770032286643982,0.8531000018119812
7849,20,0.7830047607421875,,
7899,20,0.7245082855224609,,
7949,20,0.9499906301498413,,
7999,20,0.9510623216629028,,
8049,20,0.8187456727027893,,
8099,20,0.840593159198761,,
8149,20,0.7979964017868042,,
8189,20,,0.7806089520454407,0.8313999772071838
8199,21,0.7085855603218079,,
8249,21,0.8888707756996155,,
8299,21,0.867189347743988,,
8349,21,1.065406322479248,,
8399,21,0.8716135025024414,,
8449,21,1.0755577087402344,,
8499,21,0.7888215184211731,,
8549,21,0.9407194256782532,,
8579,21,,0.7855769395828247,0.8514000177383423
8599,22,0.8207343816757202,,
8649,22,0.7755964994430542,,
8699,22,0.7536047697067261,,
8749,22,0.838687539100647,,
8799,22,0.929570198059082,,
8849,22,0.8017578125,,
8899,22,0.867235004901886,,
8949,22,0.7850981950759888,,
8969,22,,0.7881209850311279,0.8392999768257141
8999,23,0.7565590143203735,,
9049,23,0.7129396200180054,,
9099,23,0.7491857409477234,,
9149,23,0.6852443218231201,,
9199,23,0.8416916131973267,,
9249,23,0.7678431868553162,,
9299,23,0.7979068160057068,,
9349,23,0.849241316318512,,
9359,23,,0.7930688858032227,0.8551999926567078
9399,24,0.7465676069259644,,
9449,24,0.817101240158081,,
9499,24,0.7834802865982056,,
9549,24,0.5079148411750793,,
9599,24,0.727090060710907,,
9649,24,0.7263595461845398,,
9699,24,0.9647872447967529,,
9749,24,0.7298955321311951,,
9749,24,,0.7942908406257629,0.8622999787330627
9799,25,0.6505556106567383,,
9849,25,0.7897354960441589,,
9899,25,0.8294161558151245,,
9949,25,0.8224055171012878,,
9999,25,0.8373900055885315,,
10049,25,0.8888950347900391,,
10099,25,0.8187966346740723,,
10139,25,,0.7977163195610046,0.8657000064849854
10149,26,0.8301065564155579,,
10199,26,0.7722607851028442,,
10249,26,0.8353574275970459,,
10299,26,0.7006139755249023,,
