epoch,train_loss,step,val_acc,val_loss,train_acc,test_acc
0,1.8330786228179932,49,,,,
0,1.6521116495132446,99,,,,
0,1.42879319190979,149,,,,
0,1.4414114952087402,199,,,,
0,1.3753137588500977,249,,,,
0,1.5016454458236694,299,,,,
0,,311,0.4235999882221222,1.7533506155014038,,
0,,311,,,0.34019431471824646,0.4661000072956085
1,1.0963854789733887,349,,,,
1,0.9637060761451721,399,,,,
1,1.079835295677185,449,,,,
1,0.9537312984466553,499,,,,
1,0.9096919298171997,549,,,,
1,0.6658701300621033,599,,,,
1,,623,0.49079999327659607,1.609533429145813,,
1,,623,,,0.4697265625,0.544700026512146
2,0.6799063086509705,649,,,,
2,0.6206740140914917,699,,,,
2,0.4638845920562744,749,,,,
2,0.3948456048965454,799,,,,
2,0.40340209007263184,849,,,,
2,0.42332589626312256,899,,,,
2,,935,0.5454000234603882,1.4873968362808228,,
2,,935,,,0.5468499660491943,0.5953999757766724
3,-0.34947383403778076,949,,,,
3,-0.43609559535980225,999,,,,
3,-0.1779797077178955,1049,,,,
3,-0.061270833015441895,1099,,,,
3,-0.013565301895141602,1149,,,,
3,-0.14377450942993164,1199,,,,
3,,1247,0.599399983882904,1.447096824645996,,
3,,1247,,,0.5940254330635071,0.6796000003814697
4,-0.4490172863006592,1249,,,,
4,-0.9800530672073364,1299,,,,
4,-1.202312707901001,1349,,,,
4,-0.9713625907897949,1399,,,,
4,-0.7956334352493286,1449,,,,
4,-0.3539464473724365,1499,,,,
4,-0.5681371688842773,1549,,,,
4,,1559,0.6287999749183655,1.4361430406570435,,
4,,1559,,,0.6302333474159241,0.7146999835968018
5,-1.474171757698059,1599,,,,
5,-1.406848669052124,1649,,,,
5,-1.9983667135238647,1699,,,,
5,-1.8424320220947266,1749,,,,
5,-1.5204761028289795,1799,,,,
5,-1.24906325340271,1849,,,,
5,,1871,0.6399999856948853,1.4424426555633545,,
5,,1871,,,0.6603816151618958,0.7199000120162964
6,-2.543111801147461,1899,,,,
6,-1.9526678323745728,1949,,,,
6,-1.9978930950164795,1999,,,,
6,-1.8128372430801392,2049,,,,
6,-2.9689507484436035,2099,,,,
