epoch,train_loss,step,val_loss,val_acc,test_acc,train_acc
0,3.727659225463867,49,,,,
0,2.974933624267578,99,,,,
0,3.06425142288208,149,,,,
0,3.052746057510376,199,,,,
0,3.037257194519043,249,,,,
0,2.9494783878326416,299,,,,
0,,311,1.7509236335754395,0.4074000120162964,,
0,,311,,,0.4499000012874603,0.3279246687889099
1,2.5102615356445312,349,,,,
1,2.5872278213500977,399,,,,
1,2.7298715114593506,449,,,,
1,2.6020755767822266,499,,,,
1,2.38572359085083,549,,,,
1,2.469625949859619,599,,,,
1,,623,1.4027440547943115,0.5317000150680542,,
1,,623,,,0.5842999815940857,0.46892526745796204
2,2.2422287464141846,649,,,,
2,2.266947031021118,699,,,,
2,2.0906789302825928,749,,,,
2,2.2160303592681885,799,,,,
2,2.193021535873413,849,,,,
2,2.1735973358154297,899,,,,
2,,935,1.2665544748306274,0.5914999842643738,,
2,,935,,,0.6658999919891357,0.5452223420143127
3,1.8067257404327393,949,,,,
3,2.102787494659424,999,,,,
3,2.0221447944641113,1049,,,,
3,2.0737104415893555,1099,,,,
3,1.7536158561706543,1149,,,,
3,1.8211551904678345,1199,,,,
3,,1247,1.2660061120986938,0.5884000062942505,,
3,,1247,,,0.6636999845504761,0.6023637652397156
4,1.8959158658981323,1249,,,,
4,2.0172317028045654,1299,,,,
4,2.0102243423461914,1349,,,,
4,1.7009637355804443,1399,,,,
4,1.644097924232483,1449,,,,
4,2.3083815574645996,1499,,,,
4,1.7753345966339111,1549,,,,
4,,1559,1.171693205833435,0.6373999714851379,,
4,,1559,,,0.707099974155426,0.6366186141967773
5,1.5815043449401855,1599,,,,
5,2.116109848022461,1649,,,,
5,1.5014970302581787,1699,,,,
5,1.7963974475860596,1749,,,,
5,1.8234288692474365,1799,,,,
5,1.5917258262634277,1849,,,,
5,,1871,1.1359783411026,0.6577000021934509,,
5,,1871,,,0.7394000291824341,0.6640124320983887
6,1.588932991027832,1899,,,,
6,1.5808583498001099,1949,,,,
6,1.6992340087890625,1999,,,,
6,1.517693281173706,2049,,,,
6,1.6954480409622192,2099,,,,
6,1.695432424545288,2149,,,,
6,,2183,1.1189371347427368,0.6651999950408936,,
6,,2183,,,0.7598999738693237,0.6800881624221802
7,1.3570871353149414,2199,,,,
7,1.6474106311798096,2249,,,,
7,1.5300465822219849,2299,,,,
7,1.5666828155517578,2349,,,,
7,1.8513453006744385,2399,,,,
7,1.2846097946166992,2449,,,,
7,,2495,1.1215416193008423,0.6707000136375427,,
7,,2495,,,0.7623000144958496,0.6963391304016113
8,1.1957695484161377,2499,,,,
8,1.3056566715240479,2549,,,,
8,1.3706761598587036,2599,,,,
8,1.4684393405914307,2649,,,,
8,1.4324357509613037,2699,,,,
8,1.248067855834961,2749,,,,
8,1.2331764698028564,2799,,,,
8,,2807,1.237672209739685,0.6718000173568726,,
8,,2807,,,0.7663000226020813,0.7038511633872986
9,1.2480859756469727,2849,,,,
9,1.2935335636138916,2899,,,,
9,1.4230217933654785,2949,,,,
9,1.1424521207809448,2999,,,,
9,1.04248046875,3049,,,,
9,1.0469341278076172,3099,,,,
9,,3119,1.235888123512268,0.6830000281333923,,
9,,3119,,,0.7710000276565552,0.7128655910491943
10,1.4299061298370361,3149,,,,
10,1.0924516916275024,3199,,,,
10,1.3274190425872803,3249,,,,
10,0.853894829750061,3299,,,,
10,1.1498701572418213,3349,,,,
10,1.0138076543807983,3399,,,,
10,,3431,1.1765766143798828,0.7092999815940857,,
10,,3431,,,0.816100001335144,0.7237580418586731
11,1.0585873126983643,3449,,,,
11,1.136075735092163,3499,,,,
11,1.1235830783843994,3549,,,,
11,0.9615644216537476,3599,,,,
11,0.9171996712684631,3649,,,,
11,1.162003993988037,3699,,,,
11,,3743,1.2716355323791504,0.6965000033378601,,
11,,3743,,,0.7930999994277954,0.7296925187110901
12,1.0910993814468384,3749,,,,
12,1.1271655559539795,3799,,,,
12,1.205986499786377,3849,,,,
12,0.9791595935821533,3899,,,,
12,1.1170248985290527,3949,,,,
12,0.9816454648971558,3999,,,,
12,1.2744983434677124,4049,,,,
12,,4055,1.2530912160873413,0.7013999819755554,,
12,,4055,,,0.8027999997138977,0.7349008321762085
13,0.8767731189727783,4099,,,,
13,0.6626360416412354,4149,,,,
13,1.1724185943603516,4199,,,,
13,1.0240405797958374,4249,,,,
13,1.0066543817520142,4299,,,,
13,1.0723903179168701,4349,,,,
13,,4367,1.242641806602478,0.703499972820282,,
13,,4367,,,0.7989000082015991,0.7395833134651184
14,1.1341023445129395,4399,,,,
14,1.3269727230072021,4449,,,,
14,0.9629731774330139,4499,,,,
14,0.8586517572402954,4549,,,,
14,0.7769173979759216,4599,,,,
14,0.9416429400444031,4649,,,,
14,,4679,1.3806976079940796,0.7045999765396118,,
14,,4679,,,0.8095999956130981,0.7470703125
15,1.0956473350524902,4699,,,,
15,0.7093366384506226,4749,,,,
15,0.989188015460968,4799,,,,
15,0.8151424527168274,4849,,,,
15,0.9827926158905029,4899,,,,
15,0.7023910284042358,4949,,,,
15,,4991,1.3541607856750488,0.718999981880188,,
15,,4991,,,0.8256999850273132,0.7507011294364929
16,0.6684503555297852,4999,,,,
16,0.8665040731430054,5049,,,,
16,0.6353322267532349,5099,,,,
16,0.608752965927124,5149,,,,
16,0.6763917207717896,5199,,,,
16,0.6237566471099854,5249,,,,
16,0.8504000306129456,5299,,,,
16,,5303,1.4572973251342773,0.704800009727478,,
16,,5303,,,0.802299976348877,0.7579627633094788
17,0.797577440738678,5349,,,,
17,0.6025559902191162,5399,,,,
17,0.6945698857307434,5449,,,,
17,0.6670442223548889,5499,,,,
17,0.8893439173698425,5549,,,,
17,0.8552008867263794,5599,,,,
17,,5615,1.4751707315444946,0.7149999737739563,,
17,,5615,,,0.8108999729156494,0.7600660920143127
18,0.5719128847122192,5649,,,,
18,0.5296174883842468,5699,,,,
18,0.7445204854011536,5749,,,,
18,0.6093989610671997,5799,,,,
18,0.8481791019439697,5849,,,,
18,0.7853740453720093,5899,,,,
18,,5927,1.4882519245147705,0.7196000218391418,,
18,,5927,,,0.8172000050544739,0.7621694803237915
19,0.6500679850578308,5949,,,,
19,0.6440188884735107,5999,,,,
19,0.6681841015815735,6049,,,,
19,0.53604656457901,6099,,,,
19,0.6578161716461182,6149,,,,
19,0.4756791293621063,6199,,,,
19,,6239,1.5488024950027466,0.7303000092506409,,
19,,6239,,,0.8355000019073486,0.7663761973381042
