epoch,train_loss2,step,train_loss1,train_acc1,test_acc,train_acc2
0,0.015325456857681274,49,0.015471064485609531,,,
0,0.015979943796992302,99,0.015298438258469105,,,
0,0.0150138009339571,149,0.0145757170394063,,,
0,0.014639187604188919,199,0.014283524826169014,,,
0,0.014078473672270775,249,0.01414087601006031,,,
0,0.013835054822266102,299,0.01329963281750679,,,
0,0.013221562840044498,349,0.012771494686603546,,,
0,,389,,0.3337339758872986,0.4805000126361847,0.31268027424812317
1,0.01401840802282095,399,0.01358425710350275,,,
1,0.01314335037022829,449,0.012361403554677963,,,
1,0.011538118124008179,499,0.0110953189432621,,,
1,0.012730215676128864,549,0.012484283186495304,,,
1,0.012046207673847675,599,0.011997595429420471,,,
1,0.010497893206775188,649,0.009418096393346786,,,
1,0.011448604054749012,699,0.011167855933308601,,,
1,0.011247215792536736,749,0.010737104341387749,,,
1,,779,,0.465685099363327,0.5378999710083008,0.4463541805744171
2,0.011207551695406437,799,0.01090705581009388,,,
2,0.010334174148738384,849,0.009252174757421017,,,
2,0.012942849658429623,899,0.01218330953270197,,,
2,0.011366816237568855,949,0.010747997090220451,,,
2,0.010320541448891163,999,0.009587905369699001,,,
2,0.010107767768204212,1049,0.009885911829769611,,,
2,0.012407940812408924,1099,0.012162343598902225,,,
2,0.008930410258471966,1149,0.00853438675403595,,,
2,,1169,,0.5383012890815735,0.6477000117301941,0.5227764248847961
3,0.009488055482506752,1199,0.009105912409722805,,,
3,0.011559692211449146,1249,0.011575834825634956,,,
3,0.008473306894302368,1299,0.008213438093662262,,,
3,0.007551122456789017,1349,0.0072975861839950085,,,
3,0.008323341608047485,1399,0.007883459329605103,,,
3,0.009853077121078968,1449,0.009946038015186787,,,
3,0.008546083234250546,1499,0.0076354374177753925,,,
3,0.008599436841905117,1549,0.007787019945681095,,,
3,,1559,,0.5868189334869385,0.6510999798774719,0.5729767680168152
4,0.007906870916485786,1599,0.007844824343919754,,,
4,0.0076553248800337315,1649,0.007452470250427723,,,
4,0.007180619984865189,1699,0.00725879892706871,,,
4,0.008109794929623604,1749,0.007981992326676846,,,
4,0.00837842095643282,1799,0.008134283125400543,,,
4,0.00715508870780468,1849,0.007056818343698978,,,
4,0.009040694683790207,1899,0.009179659187793732,,,
4,0.007861201651394367,1949,0.007858574390411377,,,
4,,1949,,0.6164663434028625,0.7286999821662903,0.6080328822135925
5,0.005762115120887756,1999,0.005517772864550352,,,
5,0.005957284476608038,2049,0.006134634837508202,,,
5,0.005597504321485758,2099,0.005985070485621691,,,
5,0.005568715278059244,2149,0.005187828093767166,,,
5,0.0072574615478515625,2199,0.006086469162255526,,,
5,0.00733636599034071,2249,0.00683490140363574,,,
5,0.0060125975869596004,2299,0.005698135122656822,,,
5,,2339,,0.6470152139663696,0.746399998664856,0.6438301205635071
6,0.004455252550542355,2349,0.004447617568075657,,,
6,0.006373862270265818,2399,0.005796224810183048,,,
6,0.005374889355152845,2449,0.004736454226076603,,,
6,0.004654577933251858,2499,0.004113923758268356,,,
6,0.005923600867390633,2549,0.005392597522586584,,,
6,0.004335944540798664,2599,0.004371991381049156,,,
6,0.00424565002322197,2649,0.0045046391896903515,,,
6,0.006187634542584419,2699,0.006484225858002901,,,
6,,2729,,0.6724358797073364,0.7551000118255615,0.6678686141967773
7,0.0054742926731705666,2749,0.004989928565919399,,,
7,0.007087469566613436,2799,0.0073244632221758366,,,
7,0.004545654635876417,2849,0.00520318141207099,,,
7,0.005380452610552311,2899,0.005782547872513533,,,
7,0.006495260167866945,2949,0.006461938843131065,,,
7,0.003182795597240329,2999,0.0035280175507068634,,,
7,0.0027166360523551702,3049,0.00249281688593328,,,
7,0.006493035703897476,3099,0.00633004866540432,,,
7,,3119,,0.6856570243835449,0.771399974822998,0.6856570243835449
8,0.002916299272328615,3149,0.0026108603924512863,,,
8,0.003788537811487913,3199,0.0041723898611962795,,,
8,0.005845785140991211,3249,0.005644729360938072,,,
8,0.008509579114615917,3299,0.007452244870364666,,,
8,0.004172764718532562,3349,0.004335795994848013,,,
8,0.0025557621847838163,3399,0.002466334495693445,,,
8,0.0036619906313717365,3449,0.004824829287827015,,,
8,0.003689349163323641,3499,0.003342545358464122,,,
8,,3509,,0.6971755027770996,0.8072999715805054,0.6969751715660095
9,0.004891140852123499,3549,0.004758188966661692,,,
9,0.0066696335561573505,3599,0.007314044050872326,,,
9,0.003793243784457445,3649,0.0025091893039643764,,,
9,0.003672068240121007,3699,0.004262693226337433,,,
9,0.004234769847244024,3749,0.004230475518852472,,,
9,0.0035685612820088863,3799,0.0028782973531633615,,,
9,0.002301046857610345,3849,0.0018061607843264937,,,
9,0.002092930255457759,3899,0.002582581015303731,,,
9,,3899,,0.7094951868057251,0.7630000114440918,0.7057091593742371
10,0.0021177439484745264,3949,0.0018387703457847238,,,
10,0.00339232268743217,3999,0.00316920829936862,,,
10,0.002533749444410205,4049,0.00241552060469985,,,
10,0.0028633486945182085,4099,0.00287237367592752,,,
10,0.004721928853541613,4149,0.005382813047617674,,,
10,0.003978579770773649,4199,0.004737884737551212,,,
10,0.003036270849406719,4249,0.0028098346665501595,,,
10,,4289,,0.7152243852615356,0.8251000046730042,0.7150240540504456
11,0.0018199075711891055,4299,0.0019209691090509295,,,
11,0.0016270243795588613,4349,0.0013491302961483598,,,
11,0.004298338666558266,4399,0.003027559956535697,,,
11,0.003979120869189501,4449,0.004085125867277384,,,
11,0.0028866801876574755,4499,0.0031213988550007343,,,
11,0.0030811207834631205,4549,0.002819398883730173,,,
11,0.0018141074106097221,4599,0.0016804648330435157,,,
11,0.005496461875736713,4649,0.0038958806544542313,,,
11,,4679,,0.7268229126930237,0.819100022315979,0.7246193885803223
12,0.0031637591309845448,4699,0.0021021298598498106,,,
12,0.0012657663319259882,4749,0.001139740808866918,,,
12,0.0027357153594493866,4799,0.0025523474905639887,,,
12,0.0037654812913388014,4849,0.0026856521144509315,,,
12,0.0028936087619513273,4899,0.0030728771816939116,,,
12,0.002416306873783469,4949,0.0020989137701690197,,,
12,0.0023597271647304296,4999,0.0022124836686998606,,,
12,0.0014901458052918315,5049,0.001580437645316124,,,
12,,5069,,0.7335336804389954,0.8356000185012817,0.7315705418586731
13,0.0024397082161158323,5099,0.0021322001703083515,,,
13,0.0014444967964664102,5149,0.0012616775929927826,,,
13,0.0024568415246903896,5199,0.002491096965968609,,,
13,0.0032507164869457483,5249,0.0031591420993208885,,,
13,0.0021037471015006304,5299,0.0027801520191133022,,,
13,0.00267774541862309,5349,0.0029172622598707676,,,
13,0.002258912893012166,5399,0.0019256797386333346,,,
13,0.004701945465058088,5449,0.0045653097331523895,,,
13,,5459,,0.7379006147384644,0.8252999782562256,0.7377804517745972
14,0.0010634115897119045,5499,0.0011720046168193221,,,
14,0.001796735916286707,5549,0.0025398889556527138,,,
14,0.002283911919221282,5599,0.002608243841677904,,,
14,0.0029424242675304413,5649,0.002107046078890562,,,
14,0.002075720112770796,5699,0.0019589951261878014,,,
14,0.0017267261864617467,5749,0.0017846815753728151,,,
14,0.002038709819316864,5799,0.0013676341623067856,,,
14,0.003727671690285206,5849,0.004183474462479353,,,
14,,5849,,0.7418269515037537,0.8378000259399414,0.7412059307098389
15,0.001384779461659491,5899,0.0014657853171229362,,,
15,0.0017996815731748939,5949,0.0010772295063361526,,,
15,0.0024123627226799726,5999,0.002467505168169737,,,
15,0.0018199343467131257,6049,0.0022084645461291075,,,
15,0.001747359987348318,6099,0.0021942772436887026,,,
15,0.0016737550031393766,6149,0.0011108651524409652,,,
15,0.0042704250663518906,6199,0.004693359136581421,,,
15,,6239,,0.7502804398536682,0.8474000096321106,0.7465745210647583
16,0.0009247430716641247,6249,0.0010512009030207992,,,
16,0.0016948312986642122,6299,0.0015867521287873387,,,
16,0.0011502349516376853,6349,0.0007422604830935597,,,
16,0.0016293406952172518,6399,0.0011609236244112253,,,
16,0.0031186025589704514,6449,0.0037778394762426615,,,
16,0.0024080551229417324,6499,0.002365403575822711,,,
16,0.0020601777359843254,6549,0.002219957299530506,,,
16,0.0011594039388000965,6599,0.000613598560448736,,,
16,,6629,,0.7514623403549194,0.843500018119812,0.7506410479545593
17,0.000911287555936724,6649,0.0011203200556337833,,,
17,0.002542035421356559,6699,0.002660306403413415,,,
17,0.0017813887679949403,6749,0.0022917676251381636,,,
17,0.0025658165104687214,6799,0.00275822589173913,,,
17,0.0018794985953718424,6849,0.001711352146230638,,,
17,0.002121575875207782,6899,0.0018964074552059174,,,
17,0.002615381497889757,6949,0.0031656965147703886,,,
17,0.0017464624252170324,6999,0.0020983207505196333,,,
17,,7019,,0.7575520873069763,0.8572999835014343,0.7558093070983887
18,0.0020623579621315002,7049,0.0012670010328292847,,,
18,0.0010791575768962502,7099,0.0013430488761514425,,,
18,0.002236954402178526,7149,0.0019183247350156307,,,
18,0.002316443482413888,7199,0.0013313617091625929,,,
18,0.0016429296229034662,7249,0.0019135777838528156,,,
18,0.0017624484607949853,7299,0.0019147704588249326,,,
18,0.0016693011857569218,7349,0.0017675337148830295,,,
18,0.0055459002032876015,7399,0.006057662423700094,,,
18,,7409,,0.7603766322135925,0.8547000288963318,0.758593738079071
19,0.00251415790989995,7449,0.002676825737580657,,,
19,0.0007545623811893165,7499,0.0011464214185252786,,,
19,0.0004384091298561543,7549,0.00036761316005140543,,,
19,0.0020159499254077673,7599,0.002609070623293519,,,
19,0.0019287107279524207,7649,0.003524679923430085,,,
19,0.0015845487359911203,7699,0.002513937186449766,,,
19,0.002649056725203991,7749,0.0022513186559081078,,,
19,0.0015970843378454447,7799,0.0018076905980706215,,,
19,,7799,,0.7638621926307678,0.8580999970436096,0.7638221383094788
20,0.06613689661026001,7849,0.06313744932413101,,,
20,0.08045600354671478,7899,0.07969031482934952,,,
20,0.07112221419811249,7949,0.07530559599399567,,,
20,0.08881306648254395,7999,0.08245368301868439,,,
20,0.09913735091686249,8049,0.09212581813335419,,,
20,0.11774180829524994,8099,0.11245902627706528,,,
20,0.12634296715259552,8149,0.13838212192058563,,,
20,,8189,,0.6490384340286255,0.7336000204086304,0.6447516083717346
21,0.10506188869476318,8199,0.09954292327165604,,,
21,0.1014833077788353,8249,0.10491091012954712,,,
21,0.1539558619260788,8299,0.1291457712650299,,,
21,0.11054568737745285,8349,0.12465047836303711,,,
21,0.13075414299964905,8399,0.1502571403980255,,,
21,0.15260131657123566,8449,0.1600731909275055,,,
21,0.11394856870174408,8499,0.11228848993778229,,,
21,0.12154395878314972,8549,0.12889984250068665,,,
21,,8579,,0.6882211565971375,0.7820000052452087,0.6878004670143127
22,0.0962841659784317,8599,0.10285314172506332,,,
22,0.16008931398391724,8649,0.15241791307926178,,,
22,0.13258741796016693,8699,0.14024415612220764,,,
22,0.1876860409975052,8749,0.17079491913318634,,,
22,0.1796240210533142,8799,0.1861414760351181,,,
22,0.08916056901216507,8849,0.09282676130533218,,,
22,0.176949143409729,8899,0.19292114675045013,,,
22,0.10047834366559982,8949,0.09756430238485336,,,
22,,8969,,0.7035657167434692,0.6412000060081482,0.7061498165130615
23,0.1037641167640686,8999,0.10431110858917236,,,
23,0.10347143560647964,9049,0.10867150127887726,,,
23,0.22029617428779602,9099,0.21610350906848907,,,
23,0.1010683998465538,9149,0.1126641258597374,,,
23,0.13459175825119019,9199,0.13853707909584045,,,
23,0.1493140310049057,9249,0.1661253571510315,,,
23,0.17627063393592834,9299,0.18070527911186218,,,
23,0.0897495225071907,9349,0.08061840385198593,,,
23,,9359,,0.7036858797073364,0.819599986076355,0.7070913314819336
24,0.15616385638713837,9399,0.1412150114774704,,,
24,0.10499446839094162,9449,0.10285656899213791,,,
24,0.1280200183391571,9499,0.13320140540599823,,,
24,0.12226404994726181,9549,0.10954760760068893,,,
24,0.12128322571516037,9599,0.13870039582252502,,,
24,0.12901948392391205,9649,0.1256527453660965,,,
24,0.15515290200710297,9699,0.14839796721935272,,,
24,0.19083614647388458,9749,0.18515723943710327,,,
24,,9749,,0.7221754789352417,0.8269000053405762,0.7206730842590332
25,0.18967477977275848,9799,0.202066108584404,,,
25,0.15314188599586487,9849,0.14511699974536896,,,
25,0.19254343211650848,9899,0.20254436135292053,,,
25,0.13207396864891052,9949,0.1237691268324852,,,
25,0.1659274846315384,9999,0.15791164338588715,,,
25,0.1908961683511734,10049,0.21313396096229553,,,
25,0.1525331288576126,10099,0.16569899022579193,,,
25,,10139,,0.7266826629638672,0.8266000151634216,0.7260817289352417
26,0.1420915424823761,10149,0.14063286781311035,,,
