step,epoch,train_loss,train_acc,test_acc
49,0,4.024336814880371,,
99,0,3.7011654376983643,,
149,0,3.447300672531128,,
199,0,3.2234363555908203,,
249,0,3.4527268409729004,,
299,0,2.921875476837158,,
349,0,2.719266653060913,,
389,0,,0.3623497486114502,0.524399995803833
399,1,2.588374137878418,,
449,1,2.884857416152954,,
499,1,2.7920327186584473,,
549,1,2.7025792598724365,,
599,1,2.5894832611083984,,
649,1,2.7022111415863037,,
699,1,2.4814984798431396,,
749,1,2.760359764099121,,
779,1,,0.5108874440193176,0.6704999804496765
799,2,2.5534558296203613,,
849,2,2.286029577255249,,
899,2,2.4909515380859375,,
949,2,2.3561301231384277,,
999,2,2.3786959648132324,,
1049,2,2.2450060844421387,,
1099,2,2.051654577255249,,
1149,2,2.3023295402526855,,
1169,2,,0.5766626596450806,0.757099986076355
1199,3,2.7778241634368896,,
1249,3,2.2472362518310547,,
1299,3,2.3240244388580322,,
1349,3,2.452460765838623,,
1399,3,2.285656690597534,,
1449,3,2.195896625518799,,
1499,3,2.199827194213867,,
1549,3,2.0753159523010254,,
1559,3,,0.6148136854171753,0.776199996471405
1599,4,2.669358253479004,,
1649,4,2.4848971366882324,,
1699,4,1.9999327659606934,,
1749,4,2.2465784549713135,,
1799,4,1.861452579498291,,
1849,4,2.047787666320801,,
1899,4,2.3687744140625,,
1949,4,1.792129635810852,,
1949,4,,0.6365084052085876,0.7997000217437744
1999,5,2.162675380706787,,
2049,5,1.9504379034042358,,
2099,5,2.1460461616516113,,
2149,5,2.068152904510498,,
2199,5,1.8475457429885864,,
2249,5,1.9737591743469238,,
2299,5,1.8406710624694824,,
2339,5,,0.6554587483406067,0.8051000237464905
2349,6,2.0276360511779785,,
2399,6,1.7402691841125488,,
2449,6,2.072258234024048,,
2499,6,1.4635003805160522,,
2549,6,1.7152611017227173,,
2599,6,1.8657400608062744,,
2649,6,1.7032450437545776,,
2699,6,1.6810823678970337,,
2729,6,,0.6677584052085876,0.7950999736785889
2749,7,1.8881804943084717,,
2799,7,1.687603235244751,,
2849,7,1.5120432376861572,,
2899,7,1.7318341732025146,,
2949,7,1.7965645790100098,,
2999,7,1.6406333446502686,,
3049,7,1.7748386859893799,,
3099,7,1.91836678981781,,
3119,7,,0.6801382303237915,0.8029999732971191
3149,8,1.7306008338928223,,
3199,8,1.656990885734558,,
3249,8,1.502264380455017,,
3299,8,1.5127907991409302,,
3349,8,1.7409759759902954,,
3399,8,1.757874608039856,,
3449,8,1.5516504049301147,,
3499,8,1.5237164497375488,,
3509,8,,0.687810480594635,0.8503000140190125
3549,9,1.558436632156372,,
3599,9,1.628739356994629,,
3649,9,1.8321032524108887,,
3699,9,1.4638898372650146,,
3749,9,1.4991575479507446,,
3799,9,1.5895793437957764,,
3849,9,1.58392333984375,,
3899,9,1.6046826839447021,,
