epoch,train_loss,step,val_acc,train_acc,test_acc
11,,3743,,0.6894781589508057,0.7210999727249146
12,-0.09577564895153046,3749,,,
12,-0.23679104447364807,3799,,,
12,-0.1511034071445465,3849,,,
12,-0.17804384231567383,3899,,,
12,-0.14156879484653473,3949,,,
12,-0.1285986453294754,3999,,,
12,-0.2515548765659332,4049,,,
12,,4055,0.6761000156402588,,
12,,4055,,0.699143648147583,0.7670000195503235
13,-0.1166115403175354,4099,,,
13,-0.12894456088542938,4149,,,
13,-0.07401479035615921,4199,,,
13,-0.12613406777381897,4249,,,
13,-0.14433985948562622,4299,,,
13,-0.11553521454334259,4349,,,
13,,4367,0.676800012588501,,
13,,4367,,0.7033503651618958,0.7718999981880188
14,-0.074491485953331,4399,,,
14,-0.13878501951694489,4449,,,
14,-0.12651492655277252,4499,,,
14,-0.1401520073413849,4549,,,
14,-0.22890083491802216,4599,,,
14,-0.15591074526309967,4649,,,
14,,4679,0.6717000007629395,,
14,,4679,,0.7087339758872986,0.7638000249862671
15,-0.14034146070480347,4699,,,
15,-0.1317014843225479,4749,,,
15,-0.19762642681598663,4799,,,
15,-0.12839895486831665,4849,,,
15,-0.12415273487567902,4899,,,
15,-0.11343676596879959,4949,,,
15,,4991,0.6772000193595886,,
15,,4991,,0.7148938179016113,0.7631999850273132
16,-0.21171815693378448,4999,,,
16,-0.17204304039478302,5049,,,
16,-0.24221032857894897,5099,,,
16,-0.04393329471349716,5149,,,
16,-0.19003041088581085,5199,,,
16,-0.07583760470151901,5249,,,
16,-0.17092782258987427,5299,,,
16,,5303,0.6858999729156494,,
16,,5303,,0.7184996008872986,0.785099983215332
17,-0.2501137852668762,5349,,,
17,-0.11297523975372314,5399,,,
17,-0.20949579775333405,5449,,,
17,-0.17566150426864624,5499,,,
17,-0.1367305964231491,5549,,,
17,-0.13244999945163727,5599,,,
17,,5615,0.6852999925613403,,
17,,5615,,0.7237329483032227,0.7802000045776367
18,-0.23739144206047058,5649,,,
18,-0.16659776866436005,5699,,,
18,-0.21867236495018005,5749,,,
18,-0.13125106692314148,5799,,,
18,-0.1300373524427414,5849,,,
18,-0.10804937034845352,5899,,,
18,,5927,0.7110000252723694,,
18,,5927,,0.7275891304016113,0.810699999332428
19,-0.2053799331188202,5949,,,
19,-0.14402559399604797,5999,,,
19,-0.19456127285957336,6049,,,
19,-0.24163471162319183,6099,,,
19,-0.18050730228424072,6149,,,
19,-0.19829204678535461,6199,,,
19,,6239,0.6996999979019165,,
19,,6239,,0.7319711446762085,0.796999990940094
20,-0.22530101239681244,6249,,,
20,-0.17688247561454773,6299,,,
20,-0.17378437519073486,6349,,,
20,-0.23428760468959808,6399,,,
20,-0.16928517818450928,6449,,,
20,-0.16172616183757782,6499,,,
20,-0.08166845887899399,6549,,,
20,,6551,0.6985999941825867,,
20,,6551,,0.7359274625778198,0.800000011920929
21,-0.21969248354434967,6599,,,
21,-0.1574804186820984,6649,,,
21,-0.22893865406513214,6699,,,
21,-0.23391148447990417,6749,,,
21,-0.2379288375377655,6799,,,
21,-0.1288260966539383,6849,,,
21,,6863,0.7134000062942505,,
21,,6863,,0.7382311820983887,0.8245999813079834
22,-0.22606223821640015,6899,,,
22,-0.13692109286785126,6949,,,
22,-0.16523458063602448,6999,,,
22,-0.1843748241662979,7049,,,
22,-0.20835548639297485,7099,,,
22,-0.22980418801307678,7149,,,
22,,7175,0.7010999917984009,,
22,,7175,,0.7390825152397156,0.8048999905586243
23,-0.16350214183330536,7199,,,
23,-0.23038026690483093,7249,,,
23,-0.15045678615570068,7299,,,
23,-0.1882009208202362,7349,,,
23,-0.0911872461438179,7399,,,
23,-0.26527464389801025,7449,,,
23,,7487,0.7265999913215637,,
23,,7487,,0.7423377633094788,0.8307999968528748
24,-0.1445271074771881,7499,,,
24,-0.12786158919334412,7549,,,
24,-0.22830858826637268,7599,,,
24,-0.2104809582233429,7649,,,
24,-0.21375876665115356,7699,,,
24,-0.23019526898860931,7749,,,
24,-0.2052539587020874,7799,,,
24,,7799,0.7088000178337097,,
24,,7799,,0.7481470108032227,0.810699999332428
25,-0.2094363272190094,7849,,,
25,-0.22903069853782654,7899,,,
25,-0.16357731819152832,7949,,,
25,-0.16440072655677795,7999,,,
25,-0.2024705410003662,8049,,,
25,-0.1855958104133606,8099,,,
25,,8111,0.7264999747276306,,
25,,8111,,0.7500500679016113,0.8367999792098999
26,-0.18712779879570007,8149,,,
26,-0.15244251489639282,8199,,,
26,-0.20472314953804016,8249,,,
26,-0.1779840886592865,8299,,,
26,-0.24347761273384094,8349,,,
26,-0.16077780723571777,8399,,,
26,,8423,0.7269999980926514,,
26,,8423,,0.7535306215286255,0.8306000232696533
27,-0.25370752811431885,8449,,,
27,-0.25738638639450073,8499,,,
27,-0.19490018486976624,8549,,,
27,-0.16466104984283447,8599,,,
27,-0.16643783450126648,8649,,,
27,-0.26388418674468994,8699,,,
27,,8735,0.7156999707221985,,
27,,8735,,0.7572616338729858,0.8149999976158142
28,-0.19729089736938477,8749,,,
28,-0.2800615429878235,8799,,,
28,-0.20116612315177917,8849,,,
28,-0.22548942267894745,8899,,,
28,-0.2211913913488388,8949,,,
28,-0.12906143069267273,8999,,,
28,,9047,0.7146999835968018,,
28,,9047,,0.7571364045143127,0.8123000264167786
29,-0.18710103631019592,9049,,,
29,-0.15235722064971924,9099,,,
29,-0.21640437841415405,9149,,,
29,-0.18883340060710907,9199,,,
29,-0.2160159796476364,9249,,,
29,-0.16669751703739166,9299,,,
29,-0.22354111075401306,9349,,,
29,,9359,0.7106000185012817,,
29,,9359,,0.7591395974159241,0.8058000206947327
30,-0.22102710604667664,9399,,,
30,-0.2068890631198883,9449,,,
30,-0.2333916574716568,9499,,,
30,-0.26583194732666016,9549,,,
30,-0.16043129563331604,9599,,,
30,-0.228997141122818,9649,,,
30,,9671,0.7184000015258789,,
30,,9671,,0.7623196840286255,0.8314999938011169
31,-0.20964348316192627,9699,,,
31,-0.17462213337421417,9749,,,
31,-0.203755185008049,9799,,,
31,-0.22499656677246094,9849,,,
31,-0.23311588168144226,9899,,,
31,-0.2590450048446655,9949,,,
31,,9983,0.7196000218391418,,
31,,9983,,0.7649739384651184,0.829800009727478
32,-0.28063780069351196,9999,,,
32,-0.18511803448200226,10049,,,
32,-0.2550147771835327,10099,,,
32,-0.22674715518951416,10149,,,
32,-0.2966582179069519,10199,,,
32,-0.20443996787071228,10249,,,
32,,10295,0.6909999847412109,,
32,,10295,,0.7662009000778198,0.7892000079154968
33,-0.2509725093841553,10299,,,
33,-0.1647769659757614,10349,,,
33,-0.2718716263771057,10399,,,
33,-0.2683373689651489,10449,,,
33,-0.14163410663604736,10499,,,
33,-0.2476508915424347,10549,,,
33,-0.1679387092590332,10599,,,
33,,10607,0.7186999917030334,,
33,,10607,,0.7685546875,0.815500020980835
34,-0.25102704763412476,10649,,,
34,-0.11853204667568207,10699,,,
34,-0.20937401056289673,10749,,,
34,-0.1998162567615509,10799,,,
34,-0.20694664120674133,10849,,,
34,-0.21433210372924805,10899,,,
34,,10919,0.7009000182151794,,
34,,10919,,0.7663511633872986,0.7986000180244446
35,-0.20006361603736877,10949,,,
35,-0.24062256515026093,10999,,,
35,-0.2752772271633148,11049,,,
35,-0.2761783003807068,11099,,,
35,-0.24373751878738403,11149,,,
35,-0.23475705087184906,11199,,,
35,,11231,0.7310000061988831,,
35,,11231,,0.7673527598381042,0.8345000147819519
36,-0.15100856125354767,11249,,,
36,-0.1956510692834854,11299,,,
36,-0.2057194709777832,11349,,,
36,-0.30689871311187744,11399,,,
36,-0.2552195191383362,11449,,,
36,-0.21201299130916595,11499,,,
36,,11543,0.7324000000953674,,
36,,11543,,0.7727363705635071,0.8371000289916992
37,-0.20875784754753113,11549,,,
37,-0.21907390654087067,11599,,,
37,-0.1977730393409729,11649,,,
37,-0.27643299102783203,11699,,,
37,-0.3144285976886749,11749,,,
37,-0.2428755760192871,11799,,,
37,-0.1994071900844574,11849,,,
37,,11855,0.7379000186920166,,
37,,11855,,0.776442289352417,0.842199981212616
38,-0.2188616394996643,11899,,,
38,-0.2646583914756775,11949,,,
38,-0.1337713599205017,11999,,,
38,-0.3064582645893097,12049,,,
38,-0.2755061984062195,12099,,,
38,-0.27941250801086426,12149,,,
38,,12167,0.7318000197410583,,
38,,12167,,0.7745893597602844,0.8400999903678894
39,-0.28340423107147217,12199,,,
39,-0.18917563557624817,12249,,,
39,-0.2335110902786255,12299,,,
39,-0.16218823194503784,12349,,,
39,-0.29858970642089844,12399,,,
39,-0.26611554622650146,12449,,,
39,,12479,0.718999981880188,,
39,,12479,,0.7793970108032227,0.8234999775886536
40,-0.34954899549484253,12499,,,
40,-0.35143032670021057,12549,,,
40,-0.39227837324142456,12599,,,
40,-0.38860616087913513,12649,,,
40,-0.37910762429237366,12699,,,
40,-0.3913884162902832,12749,,,
40,,12791,0.7423999905586243,,
40,,12791,,0.7866836786270142,0.8513000011444092
41,-0.3773249685764313,12799,,,
41,-0.3716391623020172,12849,,,
41,-0.37611767649650574,12899,,,
41,-0.38223373889923096,12949,,,
41,-0.38860374689102173,12999,,,
41,-0.38841667771339417,13049,,,
41,-0.41362398862838745,13099,,,
41,,13103,0.7513999938964844,,
41,,13103,,0.7876852750778198,0.861299991607666
42,-0.40983906388282776,13149,,,
42,-0.36428695917129517,13199,,,
42,-0.33809399604797363,13249,,,
42,-0.40369147062301636,13299,,,
42,-0.4150283932685852,13349,,,
42,-0.337435781955719,13399,,,
42,,13415,0.7368999719619751,,
42,,13415,,0.7878605723381042,0.8493000268936157
43,-0.37620770931243896,13449,,,
43,-0.3577007055282593,13499,,,
43,-0.38077595829963684,13549,,,
43,-0.40090399980545044,13599,,,
43,-0.3477414846420288,13649,,,
43,-0.39096298813819885,13699,,,
43,,13727,0.7301999926567078,,
43,,13727,,0.7883113026618958,0.839900016784668
44,-0.34445276856422424,13749,,,
44,-0.35926127433776855,13799,,,
44,-0.33032137155532837,13849,,,
44,-0.3978801369667053,13899,,,
44,-0.35546910762786865,13949,,,
44,-0.37546756863594055,13999,,,
44,,14039,0.7441999912261963,,
44,,14039,,0.7849058508872986,0.8535000085830688
45,-0.41219523549079895,14049,,,
45,-0.35619908571243286,14099,,,
45,-0.3789094388484955,14149,,,
45,-0.32913291454315186,14199,,,
45,-0.3601754307746887,14249,,,
45,-0.31612151861190796,14299,,,
45,-0.3666330575942993,14349,,,
45,,14351,0.7347999811172485,,
45,,14351,,0.7863081097602844,0.8396000266075134
46,-0.37503018975257874,14399,,,
46,-0.3633248805999756,14449,,,
46,-0.38651609420776367,14499,,,
46,-0.35999101400375366,14549,,,
46,-0.38823211193084717,14599,,,
46,-0.3703826665878296,14649,,,
46,,14663,0.7178999781608582,,
46,,14663,,0.7851812839508057,0.819599986076355
47,-0.4095595180988312,14699,,,
47,-0.37234026193618774,14749,,,
47,-0.36660921573638916,14799,,,
47,-0.40449947118759155,14849,,,
47,-0.3990577459335327,14899,,,
47,-0.3699568808078766,14949,,,
47,,14975,0.7368999719619751,,
47,,14975,,0.7844801545143127,0.8481000065803528
48,-0.3536123037338257,14999,,,
48,-0.33435046672821045,15049,,,
48,-0.3998243808746338,15099,,,
48,-0.3596579432487488,15149,,,
48,-0.3846281170845032,15199,,,
48,-0.38303011655807495,15249,,,
48,,15287,0.7448999881744385,,
48,,15287,,0.7857571840286255,0.8515999913215637
49,-0.40232551097869873,15299,,,
49,-0.3835236430168152,15349,,,
49,-0.3771111071109772,15399,,,
49,-0.4001389741897583,15449,,,
49,-0.4021225869655609,15499,,,
49,-0.3373907506465912,15549,,,
49,-0.35282230377197266,15599,,,
49,,15599,0.7498000264167786,,
49,,15599,,0.7866836786270142,0.8582000136375427
50,-0.37697649002075195,15649,,,
50,-0.41420167684555054,15699,,,
50,-0.40910816192626953,15749,,,
50,-0.40261873602867126,15799,,,
50,-0.4040554165840149,15849,,,
50,-0.3116651773452759,15899,,,
50,,15911,0.7416999936103821,,
50,,15911,,0.7839793562889099,0.8483999967575073
51,-0.4087916314601898,15949,,,
51,-0.40115752816200256,15999,,,
51,-0.3548555374145508,16049,,,
51,-0.3324967920780182,16099,,,
51,-0.33835160732269287,16149,,,
51,-0.37454676628112793,16199,,,
51,,16223,0.7372000217437744,,
51,,16223,,0.7843549847602844,0.8416000008583069
52,-0.37536826729774475,16249,,,
52,-0.4278358817100525,16299,,,
52,-0.31376975774765015,16349,,,
52,-0.34089332818984985,16399,,,
52,-0.37819644808769226,16449,,,
52,-0.36088740825653076,16499,,,
52,,16535,0.7468000054359436,,
52,,16535,,0.7856320142745972,0.8510000109672546
53,-0.39695101976394653,16549,,,
53,-0.3730619251728058,16599,,,
53,-0.3837335407733917,16649,,,
53,-0.414114385843277,16699,,,
53,-0.3576962947845459,16749,,,
53,-0.3547446131706238,16799,,,
53,,16847,0.7437000274658203,,
53,,16847,,0.7845803499221802,0.8590999841690063
54,-0.36270445585250854,16849,,,
54,-0.32590019702911377,16899,,,
54,-0.4151018261909485,16949,,,
54,-0.3672044277191162,16999,,,
54,-0.39386308193206787,17049,,,
54,-0.41317111253738403,17099,,,
54,-0.41272401809692383,17149,,,
54,,17159,0.7146000266075134,,
54,,17159,,0.7874599099159241,0.8159000277519226
55,-0.3798615038394928,17199,,,
55,-0.38139671087265015,17249,,,
55,-0.3834924101829529,17299,,,
55,-0.37071213126182556,17349,,,
55,-0.3999115228652954,17399,,,
55,-0.3536943793296814,17449,,,
55,,17471,0.7497000098228455,,
55,,17471,,0.7905398607254028,0.8600000143051147
56,-0.39983946084976196,17499,,,
56,-0.4040779173374176,17549,,,
56,-0.40747562050819397,17599,,,
56,-0.40283411741256714,17649,,,
56,-0.3770153522491455,17699,,,
56,-0.3957382142543793,17749,,,
56,,17783,0.7371000051498413,,
56,,17783,,0.7902143597602844,0.8529999852180481
57,-0.33990469574928284,17799,,,
57,-0.3673498034477234,17849,,,
57,-0.4184309244155884,17899,,,
57,-0.4116898775100708,17949,,,
57,-0.3998696804046631,17999,,,
57,-0.4124118685722351,18049,,,
57,,18095,0.7494000196456909,,
57,,18095,,0.7884114384651184,0.8648999929428101
58,-0.34763288497924805,18099,,,
58,-0.3424387574195862,18149,,,
58,-0.40309131145477295,18199,,,
58,-0.3900216519832611,18249,,,
58,-0.4021944999694824,18299,,,
58,-0.4037626385688782,18349,,,
58,-0.3779376745223999,18399,,,
58,,18407,0.7382000088691711,,
58,,18407,,0.7891626358032227,0.8501999974250793
59,-0.3822951316833496,18449,,,
59,-0.35695594549179077,18499,,,
59,-0.4019767940044403,18549,,,
59,-0.36838728189468384,18599,,,
59,-0.37025511264801025,18649,,,
59,-0.3733549118041992,18699,,,
59,,18719,0.7472000122070312,,
59,,18719,,0.7898387312889099,0.861299991607666
60,-0.3855728209018707,18749,,,
60,-0.41914424300193787,18799,,,
60,-0.37293198704719543,18849,,,
60,-0.4229467511177063,18899,,,
60,-0.3767727017402649,18949,,,
60,-0.369025856256485,18999,,,
60,,19031,0.7670000195503235,,
60,,19031,,0.8018579483032227,0.885200023651123
61,-0.4281421899795532,19049,,,
61,-0.38514232635498047,19099,,,
61,-0.3784158527851105,19149,,,
61,-0.4045618772506714,19199,,,
61,-0.37011080980300903,19249,,,
61,-0.41737571358680725,19299,,,
61,,19343,0.7706999778747559,,
61,,19343,,0.8102213740348816,0.8866999745368958
62,-0.3698137402534485,19349,,,
62,-0.3829299211502075,19399,,,
62,-0.39870041608810425,19449,,,
62,-0.40547895431518555,19499,,,
62,-0.3931185305118561,19549,,,
62,-0.39969468116760254,19599,,,
62,-0.4385283589363098,19649,,,
62,,19655,0.7710000276565552,,
62,,19655,,0.8122996687889099,0.8878999948501587
63,-0.41836655139923096,19699,,,
63,-0.38934266567230225,19749,,,
63,-0.43747174739837646,19799,,,
63,-0.3556622266769409,19849,,,
63,-0.41164398193359375,19899,,,
63,-0.42971038818359375,19949,,,
63,,19967,0.7717999815940857,,
63,,19967,,0.8128756284713745,0.88919997215271
64,-0.41687536239624023,19999,,,
64,-0.4102298617362976,20049,,,
64,-0.42951053380966187,20099,,,
64,-0.33557093143463135,20149,,,
64,-0.36435240507125854,20199,,,
64,-0.4216119050979614,20249,,,
64,,20279,0.7718999981880188,,
64,,20279,,0.8141276240348816,0.8906999826431274
65,-0.4407373070716858,20299,,,
65,-0.3882259726524353,20349,,,
65,-0.44057971239089966,20399,,,
65,-0.3988688886165619,20449,,,
65,-0.4323402941226959,20499,,,
65,-0.3816531300544739,20549,,,
65,,20591,0.7738999724388123,,
65,,20591,,0.8151542544364929,0.8885999917984009
66,-0.3898080587387085,20599,,,
66,-0.3580472469329834,20649,,,
66,-0.4253884553909302,20699,,,
66,-0.40562084317207336,20749,,,
66,-0.38715746998786926,20799,,,
66,-0.4113093614578247,20849,,,
66,-0.4169478118419647,20899,,,
66,,20903,0.7735000252723694,,
66,,20903,,0.8160557150840759,0.8903999924659729
67,-0.4012444019317627,20949,,,
67,-0.3770204484462738,20999,,,
67,-0.407767653465271,21049,,,
67,-0.4259542226791382,21099,,,
67,-0.42353707551956177,21149,,,
67,-0.38763535022735596,21199,,,
67,,21215,0.7728000283241272,,
67,,21215,,0.8170322775840759,0.8894000053405762
68,-0.43921345472335815,21249,,,
68,-0.4457765221595764,21299,,,
68,-0.39740848541259766,21349,,,
68,-0.41148510575294495,21399,,,
68,-0.409792959690094,21449,,,
68,-0.40026575326919556,21499,,,
68,,21527,0.7724999785423279,,
68,,21527,,0.8170322775840759,0.8902999758720398
69,-0.38324466347694397,21549,,,
69,-0.42226192355155945,21599,,,
69,-0.3775172829627991,21649,,,
69,-0.39230895042419434,21699,,,
69,-0.4008983373641968,21749,,,
69,-0.3917912244796753,21799,,,
69,,21839,0.7742000222206116,,
69,,21839,,0.8175330758094788,0.890999972820282
70,-0.4406359791755676,21849,,,
70,-0.4298390746116638,21899,,,
70,-0.39998525381088257,21949,,,
70,-0.400787889957428,21999,,,
70,-0.4160866141319275,22049,,,
70,-0.44975340366363525,22099,,,
70,-0.43054696917533875,22149,,,
70,,22151,0.774399995803833,,
70,,22151,,0.8187600374221802,0.8924000263214111
71,-0.40958431363105774,22199,,,
71,-0.3981547951698303,22249,,,
71,-0.4374993145465851,22299,,,
71,-0.4615519344806671,22349,,,
71,-0.4294930398464203,22399,,,
71,-0.4422060251235962,22449,,,
71,,22463,0.7734000086784363,,
71,,22463,,0.8206630349159241,0.8927000164985657
72,-0.4462812542915344,22499,,,
72,-0.4341561794281006,22549,,,
72,-0.4288012385368347,22599,,,
72,-0.4455055594444275,22649,,,
72,-0.4582829773426056,22699,,,
72,-0.4505959153175354,22749,,,
72,,22775,0.7748000025749207,,
72,,22775,,0.8218399286270142,0.8944000005722046
73,-0.4418814778327942,22799,,,
73,-0.4392133355140686,22849,,,
73,-0.42910701036453247,22899,,,
73,-0.4646286368370056,22949,,,
73,-0.4373341202735901,22999,,,
73,-0.4042294919490814,23049,,,
73,,23087,0.7756999731063843,,
73,,23087,,0.8216646909713745,0.8945000171661377
74,-0.4436572790145874,23099,,,
74,-0.4504255950450897,23149,,,
74,-0.4253184199333191,23199,,,
74,-0.4358804225921631,23249,,,
74,-0.44154268503189087,23299,,,
74,-0.42505383491516113,23349,,,
74,-0.4264441132545471,23399,,,
74,,23399,0.7749000191688538,,
74,,23399,,0.8233423233032227,0.8938999772071838
75,-0.4429243206977844,23449,,,
75,-0.41720378398895264,23499,,,
75,-0.41424456238746643,23549,,,
75,-0.41152501106262207,23599,,,
75,-0.43678662180900574,23649,,,
75,-0.4274849593639374,23699,,,
75,,23711,0.7767000198364258,,
75,,23711,,0.8219651579856873,0.8944000005722046
76,-0.4266376793384552,23749,,,
76,-0.4758021831512451,23799,,,
76,-0.43327733874320984,23849,,,
76,-0.434337854385376,23899,,,
76,-0.4247279763221741,23949,,,
76,-0.4114508628845215,23999,,,
76,,24023,0.7759000062942505,,
76,,24023,,0.8224659562110901,0.8949999809265137
77,-0.4664013385772705,24049,,,
77,-0.4245949983596802,24099,,,
77,-0.4510679543018341,24149,,,
77,-0.46132659912109375,24199,,,
77,-0.41245439648628235,24249,,,
77,-0.47613954544067383,24299,,,
77,,24335,0.7767999768257141,,
77,,24335,,0.8240184187889099,0.8932999968528748
78,-0.4485641121864319,24349,,,
78,-0.4543236196041107,24399,,,
78,-0.38547003269195557,24449,,,
78,-0.48692789673805237,24499,,,
78,-0.4485979676246643,24549,,,
78,-0.4275044798851013,24599,,,
78,,24647,0.776199996471405,,
78,,24647,,0.8244190812110901,0.8970999717712402
79,-0.4343610405921936,24649,,,
79,-0.39744123816490173,24699,,,
79,-0.4553629159927368,24749,,,
79,-0.4780029058456421,24799,,,
79,-0.4376957416534424,24849,,,
79,-0.4468397796154022,24899,,,
79,-0.45464378595352173,24949,,,
79,,24959,0.7767999768257141,,
79,,24959,,0.8247946500778198,0.8960999846458435
80,-0.41757017374038696,24999,,,
80,-0.40241390466690063,25049,,,
80,-0.45976388454437256,25099,,,
80,-0.4741131663322449,25149,,,
80,-0.3988792598247528,25199,,,
80,-0.4232326149940491,25249,,,
80,,25271,0.7764999866485596,,
80,,25271,,0.8257712125778198,0.8932999968528748
81,-0.4631054997444153,25299,,,
81,-0.4400714933872223,25349,,,
81,-0.449840784072876,25399,,,
81,-0.4227854311466217,25449,,,
81,-0.4299684762954712,25499,,,
81,-0.4134570062160492,25549,,,
81,,25583,0.7742000222206116,,
81,,25583,,0.8260466456413269,0.8949999809265137
82,-0.4411349892616272,25599,,,
82,-0.4468410611152649,25649,,,
82,-0.4300578832626343,25699,,,
82,-0.44029614329338074,25749,,,
82,-0.44438254833221436,25799,,,
82,-0.4620242118835449,25849,,,
82,,25895,0.7745000123977661,,
82,,25895,,0.8269481062889099,0.8939999938011169
83,-0.44287827610969543,25899,,,
83,-0.41143161058425903,25949,,,
83,-0.43078139424324036,25999,,,
83,-0.4298965632915497,26049,,,
83,-0.41120779514312744,26099,,,
83,-0.4351935088634491,26149,,,
83,-0.4234939217567444,26199,,,
83,,26207,0.7749000191688538,,
83,,26207,,0.8272987008094788,0.895799994468689
84,-0.42769330739974976,26249,,,
84,-0.39521104097366333,26299,,,
84,-0.4402846097946167,26349,,,
84,-0.4433274269104004,26399,,,
84,-0.4784277379512787,26449,,,
84,-0.42944175004959106,26499,,,
84,,26519,0.7754999995231628,,
84,,26519,,0.8283503651618958,0.8949000239372253
85,-0.434765100479126,26549,,,
85,-0.4564772844314575,26599,,,
85,-0.46653124690055847,26649,,,
85,-0.43038707971572876,26699,,,
85,-0.4259393513202667,26749,,,
85,-0.449911892414093,26799,,,
85,,26831,0.7754999995231628,,
85,,26831,,0.8286007642745972,0.89410001039505
86,-0.4238828122615814,26849,,,
86,-0.406169593334198,26899,,,
86,-0.4297448694705963,26949,,,
86,-0.42231473326683044,26999,,,
86,-0.4317697286605835,27049,,,
86,-0.44885802268981934,27099,,,
86,,27143,0.7749000191688538,,
86,,27143,,0.8289262652397156,0.8924999833106995
87,-0.44009101390838623,27149,,,
87,-0.42605552077293396,27199,,,
87,-0.45851558446884155,27249,,,
87,-0.431668758392334,27299,,,
87,-0.42795878648757935,27349,,,
87,-0.42252445220947266,27399,,,
87,-0.3961331248283386,27449,,,
87,,27455,0.7760999798774719,,
87,,27455,,0.8287510275840759,0.8921999931335449
88,-0.43401506543159485,27499,,,
88,-0.4421902298927307,27549,,,
88,-0.4487544894218445,27599,,,
88,-0.4251312017440796,27649,,,
88,-0.404914915561676,27699,,,
88,-0.4409730136394501,27749,,,
88,,27767,0.7754999995231628,,
88,,27767,,0.8294270634651184,0.8939999938011169
89,-0.4361627697944641,27799,,,
89,-0.45947983860969543,27849,,,
89,-0.4451923072338104,27899,,,
89,-0.4058800935745239,27949,,,
89,-0.42837852239608765,27999,,,
89,-0.4389861226081848,28049,,,
89,,28079,0.7752000093460083,,
89,,28079,,0.8296774625778198,0.89410001039505
90,-0.45732587575912476,28099,,,
90,-0.4627836048603058,28149,,,
90,-0.451775461435318,28199,,,
90,-0.43107035756111145,28249,,,
90,-0.44098788499832153,28299,,,
90,-0.46161916851997375,28349,,,
90,,28391,0.7748000025749207,,
90,,28391,,0.8297776579856873,0.8952000141143799
91,-0.4277893602848053,28399,,,
