step,train_loss,epoch,test_acc,train_acc,mix_match_loss
7549,0.92723548412323,19,,,
7599,0.7888885736465454,19,,,
7649,0.9386564493179321,19,,,
7699,0.8243215680122375,19,,,
7749,1.043216347694397,19,,,
7799,0.9442409873008728,19,,,
7799,,19,0.8500999808311462,0.7654446959495544,
7849,,20,,,1.8922529220581055
7899,,20,,,1.325233817100525
7949,,20,,,1.5905810594558716
7999,,20,,,1.2277295589447021
8049,,20,,,1.624474287033081
8099,,20,,,1.2473961114883423
8149,,20,,,1.682662844657898
8194,1.0272542238235474,20,0.8154000043869019,0.7570993304252625,
8199,,21,,,1.313775897026062
8249,,21,,,1.1802661418914795
8299,,21,,,1.3343379497528076
8349,,21,,,1.3510783910751343
8399,,21,,,1.5500752925872803
8449,,21,,,1.5003477334976196
8499,,21,,,1.0089389085769653
8549,,21,,,1.4891836643218994
8585,,21,0.8248000144958496,,
8599,,22,,,1.1693801879882812
8649,,22,,,1.5018919706344604
8699,,22,,,1.3423259258270264
8749,,22,,,1.465342402458191
8799,,22,,,1.5433714389801025
8849,,22,,,1.3730945587158203
8899,,22,,,1.2065963745117188
8949,,22,,,1.524927020072937
8982,,22,0.7631000280380249,,
8999,,23,,,1.2302864789962769
9049,,23,,,1.5095622539520264
9099,,23,,,1.4391437768936157
9149,,23,,,1.31913161277771
9199,,23,,,1.6320793628692627
9249,,23,,,1.0145069360733032
9299,,23,,,1.5106372833251953
9349,,23,,,1.7167584896087646
9381,,23,0.8055999875068665,,
9399,,24,,,1.4462990760803223
9449,,24,,,1.5283877849578857
9499,,24,,,1.5058842897415161
9549,,24,,,1.2714715003967285
9599,,24,,,1.5192416906356812
9649,,24,,,1.4411946535110474
9699,,24,,,1.2685627937316895
9749,,24,,,1.5603981018066406
9778,,24,0.8187999725341797,,
9799,,25,,,1.2453398704528809
9849,,25,,,1.3045856952667236
9899,,25,,,1.0278211832046509
9949,,25,,,1.3462588787078857
9999,,25,,,1.5482628345489502
10049,,25,,,1.5023947954177856
10099,,25,,,1.3640614748001099
10149,,25,,,1.279865026473999
10169,,25,0.8155999779701233,,
10199,,26,,,1.6308040618896484
10249,,26,,,1.404433012008667
10299,,26,,,1.3647360801696777
10349,,26,,,1.5514893531799316
10399,,26,,,1.019827961921692
10449,,26,,,1.5704994201660156
10499,,26,,,1.3619657754898071
10549,,26,,,1.5649231672286987
10565,,26,0.833299994468689,,
10599,,27,,,1.0497595071792603
10649,,27,,,1.4666662216186523
10699,,27,,,1.4145108461380005
10749,,27,,,1.501469612121582
10799,,27,,,1.3561344146728516
10849,,27,,,1.5047917366027832
10899,,27,,,1.4043304920196533
10949,,27,,,1.3203999996185303
10958,,27,0.8278999924659729,,
10999,,28,,,1.481425404548645
11049,,28,,,1.5237367153167725
11099,,28,,,1.4274181127548218
11149,,28,,,1.353007435798645
11199,,28,,,1.4631558656692505
11249,,28,,,1.3586174249649048
11299,,28,,,0.9001771807670593
11349,,28,,,1.3109008073806763
11349,,28,0.8219000101089478,,
11399,,29,,,1.1024599075317383
11449,,29,,,1.3594902753829956
11499,,29,,,1.393690824508667
11549,,29,,,1.2568813562393188
11599,,29,,,1.513992190361023
11649,,29,,,1.5516369342803955
11699,,29,,,1.4113487005233765
11749,,29,,,1.2887547016143799
11749,,29,0.8299000263214111,,
11799,,30,,,1.4865573644638062
11849,,30,,,1.4326293468475342
11899,,30,,,1.5103474855422974
11949,,30,,,1.3500034809112549
11999,,30,,,1.3286536931991577
12049,,30,,,1.5120301246643066
12099,,30,,,1.6070986986160278
12149,,30,,,1.5919172763824463
12149,,30,0.8274999856948853,,
12199,,31,,,1.2805925607681274
12249,,31,,,1.5372878313064575
12299,,31,,,1.0826597213745117
12349,,31,,,1.2849215269088745
12399,,31,,,1.3093414306640625
12449,,31,,,1.3570313453674316
12499,,31,,,1.361053705215454
12549,,31,,,1.4122092723846436
12551,,31,0.8432999849319458,,
12599,,32,,,1.4743646383285522
12649,,32,,,1.3756778240203857
12699,,32,,,1.387743592262268
12749,,32,,,0.8206624984741211
12799,,32,,,1.6071833372116089
12849,,32,,,1.521745204925537
12899,,32,,,1.2746086120605469
12944,,32,0.8323000073432922,,
12949,,33,,,1.45241379737854
12999,,33,,,1.4164762496948242
13049,,33,,,1.5236601829528809
13099,,33,,,1.170619249343872
13149,,33,,,1.3781471252441406
13199,,33,,,1.3495038747787476
13249,,33,,,1.4337610006332397
13299,,33,,,1.4928117990493774
13339,,33,0.8248000144958496,,
13349,,34,,,1.3183823823928833
13399,,34,,,1.5576398372650146
13449,,34,,,1.5771734714508057
13499,,34,,,0.969639778137207
13549,,34,,,1.3926777839660645
13599,,34,,,1.340638518333435
13649,,34,,,1.512467622756958
13699,,34,,,1.0104131698608398
13729,,34,0.8222000002861023,,
13749,,35,,,0.8523324728012085
13799,,35,,,1.3580410480499268
13849,,35,,,1.016158938407898
13899,,35,,,1.1228222846984863
13949,,35,,,1.4803273677825928
13999,,35,,,1.3085973262786865
14049,,35,,,1.456243634223938
14099,,35,,,1.2394604682922363
14120,,35,0.8306000232696533,,
14149,,36,,,1.6713289022445679
14199,,36,,,1.3738912343978882
14249,,36,,,1.6018723249435425
14299,,36,,,1.398740530014038
14349,,36,,,1.168395757675171
14399,,36,,,1.1871005296707153
14449,,36,,,1.3987149000167847
14499,,36,,,1.4210643768310547
14513,,36,0.8309999704360962,,
14549,,37,,,1.191465973854065
14599,,37,,,1.4192113876342773
14649,,37,,,1.267632246017456
14699,,37,,,1.484128713607788
14749,,37,,,0.9807381629943848
14799,,37,,,1.2871975898742676
14849,,37,,,0.7979539036750793
14899,,37,,,1.5217756032943726
14908,,37,0.8366000056266785,,
14949,,38,,,1.1071149110794067
14999,,38,,,1.4839582443237305
15049,,38,,,1.4179258346557617
15099,,38,,,1.3596854209899902
15149,,38,,,1.4850993156433105
15199,,38,,,1.1243672370910645
15249,,38,,,1.3622742891311646
15299,,38,,,1.3169190883636475
15302,,38,0.8465999960899353,,
15349,,39,,,1.139753818511963
15399,,39,,,1.368982195854187
15449,,39,,,1.3872169256210327
15499,,39,,,1.2886276245117188
15549,,39,,,1.3980722427368164
15599,,39,,,1.4605224132537842
15649,,39,,,1.09223210811615
15695,,39,0.8377000093460083,,
15699,,40,,,1.467484712600708
15749,,40,,,1.5427590608596802
15799,,40,,,1.1666538715362549
15849,,40,,,1.3082765340805054
15899,,40,,,1.3267892599105835
15949,,40,,,1.3214333057403564
15999,,40,,,1.488229751586914
16049,,40,,,1.5200378894805908
16086,,40,0.8367000222206116,,
16099,,41,,,1.3301204442977905
16149,,41,,,1.4049485921859741
16199,,41,,,1.34944486618042
16249,,41,,,1.1380506753921509
16299,,41,,,1.3684711456298828
16349,,41,,,1.3994965553283691
16399,,41,,,1.4148081541061401
16449,,41,,,1.3527028560638428
16481,,41,0.829800009727478,,
16499,,42,,,1.4138894081115723
16549,,42,,,1.3526910543441772
16599,,42,,,1.5088257789611816
16649,,42,,,1.1225813627243042
16699,,42,,,1.4124739170074463
16749,,42,,,1.4768822193145752
16799,,42,,,1.4348357915878296
16849,,42,,,1.3748092651367188
16876,,42,0.8141999840736389,,
16899,,43,,,1.5176197290420532
16949,,43,,,1.3538795709609985
16999,,43,,,1.4283366203308105
17049,,43,,,1.56740140914917
17099,,43,,,1.4318175315856934
17149,,43,,,0.9634827375411987
17199,,43,,,1.377694010734558
17249,,43,,,1.2471152544021606
17273,,43,0.8312000036239624,,
17299,,44,,,1.257448673248291
17349,,44,,,1.0188517570495605
17399,,44,,,1.327646255493164
17449,,44,,,1.2765861749649048
17499,,44,,,1.320517659187317
17549,,44,,,1.5048179626464844
17599,,44,,,1.1697125434875488
17649,,44,,,1.3525817394256592
17667,,44,0.8388000130653381,,
17699,,45,,,1.3907228708267212
17749,,45,,,1.1709363460540771
17799,,45,,,1.2655507326126099
17849,,45,,,1.4090114831924438
17899,,45,,,1.3275482654571533
17949,,45,,,1.3768892288208008
17999,,45,,,1.4552100896835327
18049,,45,,,1.378716230392456
18067,,45,0.8421000242233276,,
18099,,46,,,1.1339584589004517
18149,,46,,,1.43008291721344
18199,,46,,,1.2212700843811035
18249,,46,,,1.510778546333313
18299,,46,,,1.2371076345443726
18349,,46,,,0.9901821613311768
18399,,46,,,1.3320527076721191
18449,,46,,,1.0707449913024902
18467,,46,0.8615000247955322,,
18499,,47,,,1.3381121158599854
18549,,47,,,1.4244941473007202
18599,,47,,,1.2380061149597168
18649,,47,,,1.419725775718689
18699,,47,,,1.265941858291626
18749,,47,,,1.3762849569320679
18799,,47,,,1.1989305019378662
18849,,47,,,1.4489339590072632
18861,,47,0.8313999772071838,,
18899,,48,,,1.0941213369369507
18949,,48,,,1.3510780334472656
18999,,48,,,1.0930553674697876
19049,,48,,,1.0495558977127075
19099,,48,,,1.0593934059143066
19149,,48,,,1.15033757686615
19199,,48,,,1.150700569152832
19249,,48,,,1.4567487239837646
19252,,48,0.8557999730110168,,
19299,,49,,,1.1904699802398682
19349,,49,,,1.3825081586837769
19399,,49,,,1.3969154357910156
19449,,49,,,1.3614627122879028
19499,,49,,,1.0958199501037598
19549,,49,,,1.39792001247406
19599,,49,,,1.3732266426086426
19649,,49,,,1.3836889266967773
19653,,49,0.8615999817848206,,
19699,,50,,,1.3418775796890259
19749,,50,,,1.256739616394043
19799,,50,,,1.2252120971679688
19849,,50,,,1.4051847457885742
19899,,50,,,1.2199206352233887
19949,,50,,,1.2673120498657227
19999,,50,,,1.3643471002578735
20046,,50,0.8445000052452087,,
20049,,51,,,1.4894551038742065
20099,,51,,,1.4061833620071411
20149,,51,,,1.3907890319824219
20199,,51,,,1.3226919174194336
20249,,51,,,1.1113340854644775
20299,,51,,,1.2980198860168457
20349,,51,,,0.751441478729248
20399,,51,,,1.304619312286377
20443,,51,0.8357999920845032,,
20449,,52,,,1.392842411994934
20499,,52,,,1.2381975650787354
20549,,52,,,1.3897178173065186
20599,,52,,,1.3585193157196045
20649,,52,,,1.3476166725158691
20699,,52,,,1.2988451719284058
20749,,52,,,0.8888136744499207
20799,,52,,,1.2352721691131592
20836,,52,0.8658000230789185,,
20849,,53,,,1.3541570901870728
20899,,53,,,1.0293136835098267
20949,,53,,,1.2950115203857422
20999,,53,,,1.2287607192993164
21049,,53,,,1.3218358755111694
21099,,53,,,1.3088054656982422
21149,,53,,,1.3337424993515015
21199,,53,,,1.3647984266281128
21229,,53,0.8561999797821045,,
21249,,54,,,1.2351223230361938
21299,,54,,,1.3417880535125732
21349,,54,,,1.2755272388458252
21399,,54,,,1.2878438234329224
21449,,54,,,1.388493537902832
21499,,54,,,1.4131062030792236
21549,,54,,,1.3785536289215088
21599,,54,,,1.3424450159072876
21627,,54,0.8585000038146973,,
21649,,55,,,1.236459732055664
21699,,55,,,1.271420955657959
21749,,55,,,1.340497612953186
21799,,55,,,1.3448103666305542
21849,,55,,,1.2616924047470093
21899,,55,,,1.4424011707305908
21949,,55,,,1.3838813304901123
21999,,55,,,1.2320683002471924
22020,,55,0.8672999739646912,,
22049,,56,,,1.3745595216751099
22099,,56,,,1.2751398086547852
22149,,56,,,1.2715963125228882
22199,,56,,,0.9475463628768921
22249,,56,,,1.1097776889801025
22299,,56,,,1.2429221868515015
22349,,56,,,1.3321346044540405
22399,,56,,,1.2329803705215454
22420,,56,0.8704000115394592,,
22449,,57,,,1.558265209197998
22499,,57,,,1.0287588834762573
22549,,57,,,1.4157978296279907
22599,,57,,,1.263259768486023
22649,,57,,,1.1969910860061646
22699,,57,,,1.2842334508895874
22749,,57,,,1.3512835502624512
22799,,57,,,1.4696928262710571
22817,,57,0.8489000201225281,,
22849,,58,,,1.252000331878662
22899,,58,,,1.2149436473846436
22949,,58,,,1.2339632511138916
22999,,58,,,1.2601850032806396
23049,,58,,,0.8428059816360474
23099,,58,,,1.2362555265426636
23149,,58,,,1.1811692714691162
23199,,58,,,1.3008017539978027
23217,,58,0.8622999787330627,,
23249,,59,,,1.2092645168304443
23299,,59,,,1.294482946395874
23349,,59,,,1.069353461265564
23399,,59,,,1.3063462972640991
23449,,59,,,1.172781229019165
23499,,59,,,1.3969268798828125
23549,,59,,,1.3590470552444458
23599,,59,,,1.330912709236145
23610,,59,0.86080002784729,,
23649,,60,,,1.2647227048873901
23699,,60,,,1.0329761505126953
23749,,60,,,1.470199704170227
23799,,60,,,1.030733585357666
23849,,60,,,1.27107572555542
23899,,60,,,1.3641330003738403
23949,,60,,,1.4022159576416016
23999,,60,,,0.7359852194786072
24009,,60,0.8705000281333923,,
24049,,61,,,1.0045323371887207
24099,,61,,,1.3825160264968872
24149,,61,,,1.3415933847427368
24199,,61,,,1.2672713994979858
24249,,61,,,1.3444864749908447
24299,,61,,,1.366629958152771
24349,,61,,,1.139704704284668
24399,,61,,,1.277821660041809
24400,,61,0.8766999840736389,,
24449,,62,,,1.0505815744400024
24499,,62,,,1.1354585886001587
24549,,62,,,1.2817285060882568
24599,,62,,,1.3614476919174194
24649,,62,,,1.3085687160491943
24699,,62,,,1.2795119285583496
24749,,62,,,1.2433806657791138
24799,,62,,,1.3477973937988281
24801,,62,0.8780999779701233,,
24849,,63,,,1.3104668855667114
24899,,63,,,1.1580826044082642
24949,,63,,,1.2820183038711548
24999,,63,,,0.8622435331344604
25049,,63,,,1.3414174318313599
25099,,63,,,1.2845759391784668
25149,,63,,,1.2321724891662598
25199,,63,,,1.3827965259552002
25204,,63,0.8432000279426575,,
25249,,64,,,1.1332083940505981
25299,,64,,,1.197892427444458
25349,,64,,,1.3703278303146362
25399,,64,,,1.5339008569717407
25449,,64,,,1.3703553676605225
25499,,64,,,1.219539761543274
25549,,64,,,1.2884483337402344
25596,,64,0.8705000281333923,,
25599,,65,,,1.081818699836731
25649,,65,,,1.040184736251831
25699,,65,,,1.370095133781433
25749,,65,,,1.335832953453064
25799,,65,,,1.3218564987182617
25849,,65,,,1.0507442951202393
25899,,65,,,1.3404691219329834
25949,,65,,,1.2601072788238525
25996,,65,0.8637999892234802,,
25999,,66,,,1.2574326992034912
26049,,66,,,1.0596691370010376
26099,,66,,,1.3121998310089111
26149,,66,,,1.122644305229187
26199,,66,,,1.0361839532852173
26249,,66,,,1.2206149101257324
26299,,66,,,1.2932307720184326
26349,,66,,,1.1591973304748535
26392,,66,0.8815000057220459,,
26399,,67,,,1.2372301816940308
26449,,67,,,1.2309751510620117
26499,,67,,,1.2818595170974731
26549,,67,,,1.1614598035812378
26599,,67,,,1.3869118690490723
26649,,67,,,1.2030900716781616
26699,,67,,,1.359435796737671
26749,,67,,,1.2405881881713867
26790,,67,0.8718000054359436,,
26799,,68,,,1.2071856260299683
26849,,68,,,1.2516871690750122
26899,,68,,,0.9451380968093872
26949,,68,,,1.2596734762191772
26999,,68,,,1.1213457584381104
27049,,68,,,1.3064526319503784
27099,,68,,,1.3655037879943848
27149,,68,,,1.3128184080123901
27191,,68,0.8648999929428101,,
27199,,69,,,1.3654167652130127
27249,,69,,,1.418699026107788
27299,,69,,,1.147090196609497
27349,,69,,,1.3983975648880005
27399,,69,,,0.6885468363761902
27449,,69,,,0.8476009368896484
27499,,69,,,1.3610905408859253
27549,,69,,,1.093641757965088
27583,,69,0.8622999787330627,,
27599,,70,,,1.257214903831482
27649,,70,,,1.3243396282196045
27699,,70,,,1.3424593210220337
27749,,70,,,1.1151659488677979
27799,,70,,,1.2964367866516113
27849,,70,,,1.1841254234313965
27899,,70,,,1.2472715377807617
27949,,70,,,1.2078527212142944
27975,,70,0.8751000165939331,,
27999,,71,,,1.2865077257156372
28049,,71,,,0.8515041470527649
28099,,71,,,1.1727194786071777
28149,,71,,,1.2981324195861816
28199,,71,,,1.2297697067260742
28249,,71,,,1.2840900421142578
28299,,71,,,1.367967128753662
28349,,71,,,1.3655340671539307
28375,,71,0.8772000074386597,,
28399,,72,,,1.1967887878417969
28449,,72,,,1.2579152584075928
28499,,72,,,1.3338606357574463
28549,,72,,,1.3517472743988037
28599,,72,,,1.1892037391662598
28649,,72,,,1.1455516815185547
28699,,72,,,1.0180927515029907
28749,,72,,,1.3106396198272705
28774,,72,0.8529000282287598,,
28799,,73,,,1.0917414426803589
28849,,73,,,1.073535442352295
28899,,73,,,1.3722206354141235
28949,,73,,,0.9992499947547913
28999,,73,,,1.3461641073226929
29049,,73,,,1.315592885017395
29099,,73,,,1.1752842664718628
29149,,73,,,1.3377604484558105
29174,,73,0.8569999933242798,,
29199,,74,,,1.2709553241729736
29249,,74,,,1.2817429304122925
29299,,74,,,1.3822916746139526
29349,,74,,,1.114439606666565
29399,,74,,,1.232919454574585
29449,,74,,,1.2812895774841309
29499,,74,,,1.4124737977981567
29549,,74,,,1.4330002069473267
29573,,74,0.8726999759674072,,
29599,,75,,,1.3325519561767578
29649,,75,,,1.3025126457214355
29699,,75,,,1.2369170188903809
29749,,75,,,1.3288421630859375
29799,,75,,,1.1680703163146973
29849,,75,,,1.3291492462158203
29899,,75,,,1.2877545356750488
29949,,75,,,0.8629170656204224
29974,,75,0.876800000667572,,
29999,,76,,,1.3765500783920288
30049,,76,,,0.8346247673034668
30099,,76,,,1.2004808187484741
30149,,76,,,1.2192537784576416
30199,,76,,,1.1971434354782104
30249,,76,,,0.8592870235443115
30299,,76,,,1.3485544919967651
30349,,76,,,1.251695156097412
30374,,76,0.8726999759674072,,
30399,,77,,,1.272219181060791
30449,,77,,,0.7354283332824707
30499,,77,,,0.8872068524360657
30549,,77,,,1.2304034233093262
30599,,77,,,1.224933385848999
30649,,77,,,1.4278156757354736
30699,,77,,,1.2548760175704956
30749,,77,,,1.2452402114868164
30774,,77,0.8766000270843506,,
30799,,78,,,1.252889633178711
30849,,78,,,1.341740369796753
30899,,78,,,0.9790633916854858
30949,,78,,,1.3725664615631104
30999,,78,,,1.113183856010437
31049,,78,,,1.179782748222351
31099,,78,,,1.2986372709274292
31149,,78,,,1.2325881719589233
31169,,78,0.8514000177383423,,
31199,,79,,,1.3149845600128174
31249,,79,,,1.3471492528915405
31299,,79,,,1.1768454313278198
31349,,79,,,1.1097553968429565
31399,,79,,,1.3106257915496826
31449,,79,,,0.9607427716255188
31499,,79,,,1.4280489683151245
31549,,79,,,0.9625656604766846
31570,,79,0.8804000020027161,,
31599,,80,,,1.1978256702423096
31649,,80,,,1.2973687648773193
31699,,80,,,1.3076664209365845
31749,,80,,,1.2498509883880615
31799,,80,,,0.864637017250061
31849,,80,,,1.414414644241333
31899,,80,,,1.320739984512329
31949,,80,,,1.3715736865997314
31964,,80,0.8537999987602234,,
31999,,81,,,1.2854769229888916
32049,,81,,,1.0218896865844727
32099,,81,,,1.248710036277771
32149,,81,,,1.2327526807785034
32199,,81,,,1.3668826818466187
32249,,81,,,1.2490959167480469
32299,,81,,,1.062856674194336
32349,,81,,,1.2704997062683105
32364,,81,0.8881000280380249,,
32399,,82,,,1.407126784324646
32449,,82,,,1.2890678644180298
32499,,82,,,1.3537333011627197
32549,,82,,,1.2766978740692139
32599,,82,,,1.3275113105773926
32649,,82,,,1.1986342668533325
32699,,82,,,0.9006074070930481
32749,,82,,,0.8139917850494385
32762,,82,0.8513000011444092,,
32799,,83,,,1.270971655845642
32849,,83,,,1.1119294166564941
32899,,83,,,1.044295072555542
32949,,83,,,1.2255382537841797
32999,,83,,,1.3636157512664795
33049,,83,,,1.1864300966262817
33099,,83,,,1.2768133878707886
33149,,83,,,1.2478992938995361
33152,,83,0.8529000282287598,,
33199,,84,,,1.2642089128494263
33249,,84,,,1.3293406963348389
33299,,84,,,1.2432384490966797
33349,,84,,,1.2078191041946411
33399,,84,,,1.1305090188980103
33449,,84,,,1.4130183458328247
33499,,84,,,1.2621427774429321
33549,,84,,,0.9937225580215454
33554,,84,0.8722000122070312,,
33599,,85,,,1.2926967144012451
33649,,85,,,1.2636781930923462
33699,,85,,,1.2591127157211304
33749,,85,,,1.2816188335418701
33799,,85,,,1.1367101669311523
33849,,85,,,1.2334355115890503
33899,,85,,,1.202589988708496
33949,,85,,,1.2496153116226196
33953,,85,0.8708000183105469,,
33999,,86,,,1.2722045183181763
34049,,86,,,1.1364270448684692
34099,,86,,,1.307093620300293
34149,,86,,,1.4284206628799438
34199,,86,,,1.2275646924972534
34249,,86,,,1.1389442682266235
34299,,86,,,1.3566854000091553
34349,,86,,,1.2431212663650513
34352,,86,0.886900007724762,,
34399,,87,,,1.3538116216659546
34449,,87,,,1.0944788455963135
34499,,87,,,1.2741209268569946
34549,,87,,,1.2269937992095947
34599,,87,,,1.2729895114898682
34649,,87,,,1.2651515007019043
34699,,87,,,1.2158297300338745
34749,,87,,,1.3884433507919312
34752,,87,0.8551999926567078,,
34799,,88,,,1.3294223546981812
34849,,88,,,1.30642831325531
34899,,88,,,1.2239763736724854
34949,,88,,,1.2664860486984253
34999,,88,,,1.2738914489746094
35049,,88,,,1.0347404479980469
35099,,88,,,1.1636242866516113
35145,,88,0.8852999806404114,,
35149,,89,,,1.2396857738494873
35199,,89,,,1.1623224020004272
35249,,89,,,1.2624751329421997
35299,,89,,,1.318331003189087
35349,,89,,,1.2898693084716797
35399,,89,,,1.2638282775878906
35449,,89,,,1.1265772581100464
35499,,89,,,1.1371420621871948
35542,,89,0.8754000067710876,,
35549,,90,,,1.0433878898620605
35599,,90,,,1.2194302082061768
35649,,90,,,1.2562450170516968
35699,,90,,,1.0983879566192627
35749,,90,,,0.8904080986976624
35799,,90,,,1.2413184642791748
35849,,90,,,1.3216443061828613
35899,,90,,,0.9272700548171997
35934,,90,0.8751000165939331,,
35949,,91,,,1.2927387952804565
35999,,91,,,1.2231625318527222
36049,,91,,,1.0400018692016602
36099,,91,,,1.1840221881866455
36149,,91,,,1.270949125289917
36199,,91,,,1.1008026599884033
36249,,91,,,1.1382638216018677
36299,,91,,,1.1537373065948486
36329,,91,0.8741000294685364,,
