step,train_loss2,epoch,train_loss1,val_acc1,val_acc2,test_acc,train_acc1,train_acc2
4149,0.001716156373731792,13,0.0020549932960420847,,,,,
4199,0.0011174622923135757,13,0.001166942878626287,,,,,
4249,0.0027925933245569468,13,0.002688780426979065,,,,,
4299,0.0023153882939368486,13,0.0016921061323955655,,,,,
4349,0.0019031326519325376,13,0.0012389345793053508,,,,,
4367,,13,,0.7742999792098999,0.7623999714851379,,,
4367,,13,,,,0.8129000067710876,0.7891877293586731,0.7702574133872986
4399,0.0013945763930678368,14,0.001633518491871655,,,,,
4449,0.0011383466189727187,14,0.0004961694357916713,,,,,
4499,0.0014075054787099361,14,0.0008144047460518777,,,,,
4549,0.001169925439171493,14,0.0016472269780933857,,,,,
4599,0.001240081270225346,14,0.00102722505107522,,,,,
4649,0.002119217300787568,14,0.0023767289239913225,,,,,
4679,,14,,0.7734000086784363,0.7555000185966492,,,
4679,,14,,,,0.814300000667572,0.7966997027397156,0.783128023147583
4699,0.0018088259967043996,15,0.0013712533982470632,,,,,
4749,0.0016147388378158212,15,0.0015488025965169072,,,,,
4799,0.0030758960638195276,15,0.0027816493529826403,,,,,
4849,0.0007159488741308451,15,0.0006529040401801467,,,,,
4899,0.0007770878146402538,15,0.0012227353872731328,,,,,
4949,0.0011764689115807414,15,0.0004050043353345245,,,,,
4991,,15,,0.7766000032424927,0.7773000001907349,,,
4991,,15,,,,0.8166999816894531,0.8015074133872986,0.7950471043586731
4999,0.0006830328493379056,16,0.0009054964175447822,,,,,
5049,0.002042757347226143,16,0.0018206705572083592,,,,,
5099,0.0007592067122459412,16,0.0009527955553494394,,,,,
5149,0.0011393302120268345,16,0.0009646309190429747,,,,,
5199,0.0009390495833940804,16,0.0006273784092627466,,,,,
5249,0.0016315742395818233,16,0.001881594187580049,,,,,
5299,0.0008090191404335201,16,0.001065675518475473,,,,,
5303,,16,,0.7872999906539917,0.777999997138977,,,
5303,,16,,,,0.8370000123977661,0.8009064793586731,0.8003054857254028
5349,0.001316794310696423,17,0.0011351971188560128,,,,,
5399,0.000598839542362839,17,0.00015127933875191957,,,,,
5449,0.0014570467174053192,17,0.0013621136313304305,,,,,
5499,0.002186302561312914,17,0.0025602204259485006,,,,,
5549,0.002216966124251485,17,0.001332070678472519,,,,,
5599,0.0008018241496756673,17,0.0009975682478398085,,,,,
5615,,17,,0.782800018787384,0.7867000102996826,,,
5615,,17,,,,0.8288000226020813,0.8070913553237915,0.8032101392745972
5649,0.0012501501478254795,18,0.0006120321922935545,,,,,
5699,0.0013767560012638569,18,0.0015685934340581298,,,,,
5749,0.0021971429232507944,18,0.002467484911903739,,,,,
5799,0.001183392945677042,18,0.0013686214806511998,,,,,
5849,0.000723344215657562,18,0.0011969821061939,,,,,
5899,0.0015075028641149402,18,0.001020780298858881,,,,,
5927,,18,,0.7940000295639038,0.7748000025749207,,,
5927,,18,,,,0.8345000147819519,0.8098457455635071,0.8106971383094788
5949,0.0020506985019892454,19,0.00286260643042624,,,,,
5999,0.0008848590077832341,19,0.0012176549062132835,,,,,
6049,0.0010103050153702497,19,0.0006233163876459002,,,,,
6099,0.000879210012499243,19,0.0004460970521904528,,,,,
6149,0.0014473291812464595,19,0.0008346715476363897,,,,,
6199,0.00020803470397368073,19,0.00016111959121190012,,,,,
6239,,19,,0.7894999980926514,0.8015999794006348,,,
6239,,19,,,,0.8302000164985657,0.8133262991905212,0.8148287534713745
6249,0.0005163982859812677,20,0.0004584314301609993,,,,,
6299,0.0005198603612370789,20,0.0005804508109577,,,,,
6349,0.0008252446423284709,20,0.0004670949128922075,,,,,
6399,0.0015184058574959636,20,0.002234245417639613,,,,,
6449,0.000321628904202953,20,0.0005567441112361848,,,,,
6499,0.0008797117043286562,20,0.0008667210931889713,,,,,
6549,0.0008905435097403824,20,0.0007932988228276372,,,,,
6551,,20,,0.8014000058174133,0.7935000061988831,,,
6551,,20,,,,0.8445000052452087,0.8162559866905212,0.8153796195983887
6599,0.0006428814958781004,21,0.0004350022354628891,,,,,
6649,0.0003780634142458439,21,0.0002939649857580662,,,,,
6699,0.0007549794972874224,21,0.0008316316525451839,,,,,
6749,0.0008417712524533272,21,0.0009765647118911147,,,,,
6799,0.0002857382351066917,21,0.0008642685716040432,,,,,
6849,0.0012486922787502408,21,0.0008980771526694298,,,,,
6863,,21,,0.791700005531311,0.8001999855041504,,,
6863,,21,,,,0.8331000208854675,0.8198117017745972,0.8193860054016113
6899,0.0006964916829019785,22,0.0005588939529843628,,,,,
6949,0.0010814853012561798,22,0.000874715275131166,,,,,
6999,0.0007510660798288882,22,0.0007735977414995432,,,,,
7049,0.0010058513144031167,22,0.001672981888987124,,,,,
7099,0.0010113598546013236,22,0.0014607531484216452,,,,,
7149,0.000900793937034905,22,0.0007548131397925317,,,,,
7175,,22,,0.7921000123023987,0.7973999977111816,,,
7175,,22,,,,0.8309999704360962,0.8197616338729858,0.8182341456413269
7199,0.0009726648568175733,23,0.0012048966018483043,,,,,
7249,0.00188690226059407,23,0.0010713697411119938,,,,,
7299,0.0007587397121824324,23,0.0005125963944010437,,,,,
7349,0.0009548046509735286,23,0.0008989232592284679,,,,,
7399,0.00014453376934397966,23,0.00039999373257160187,,,,,
7449,0.002040422521531582,23,0.0015866116154938936,,,,,
7487,,23,,0.7943000197410583,0.7867000102996826,,,
7487,,23,,,,0.8367000222206116,0.8226913213729858,0.8217648267745972
7499,0.000892859126906842,24,0.0008850184385664761,,,,,
7549,0.0010150210000574589,24,0.0006197118782438338,,,,,
7599,0.0008303240756504238,24,0.0007571648457087576,,,,,
7649,0.00117989513091743,24,0.0005457458319142461,,,,,
7699,0.0007088640122674406,24,0.0003121735935565084,,,,,
7749,0.0007510819705203176,24,0.0005593124078586698,,,,,
7799,0.000515905674546957,24,0.0004799327871296555,,,,,
7799,,24,,0.7993999719619751,0.7968999743461609,,,
7799,,24,,,,0.8400999903678894,0.8274489045143127,0.8226913213729858
7849,0.00044945109402760863,25,0.0004138342337682843,,,,,
7899,0.001715141348540783,25,0.002365444554015994,,,,,
7949,0.0022214644122868776,25,0.0019356595585122705,,,,,
7999,0.0011839490616694093,25,0.0009472337551414967,,,,,
8049,0.00023102943669073284,25,0.00017546031449455768,,,,,
8099,0.0004979606019333005,25,0.000563161273021251,,,,,
8111,,25,,0.7983999848365784,0.807200014591217,,,
8111,,25,,,,0.8418999910354614,0.8249949812889099,0.8262720108032227
8149,0.00018343118426855654,26,0.00040765744051896036,,,,,
8199,0.0008836433989927173,26,0.0005081794806756079,,,,,
8249,0.000757130270358175,26,0.0009048858191817999,,,,,
8299,0.0006474770489148796,26,0.0009408728801645339,,,,,
8349,0.0008675173739902675,26,0.0004277690313756466,,,,,
8399,0.002471958054229617,26,0.0024977545253932476,,,,,
8423,,26,,0.8026000261306763,0.3240000009536743,,,
8423,,26,,,,0.8478000164031982,0.8280248641967773,0.8176332116127014
8449,0.003822608385235071,27,0.000882741529494524,,,,,
8499,0.000975409522652626,27,0.00039315730100497603,,,,,
8549,0.0011414691107347608,27,0.001059796311892569,,,,,
8599,0.0011261401232331991,27,0.0006952846306376159,,,,,
8649,0.0007759550353512168,27,0.00025674651260487735,,,,,
8699,0.0020625682082027197,27,0.0008377108024433255,,,,,
8735,,27,,0.8112000226974487,0.8068000078201294,,,
8735,,27,,,,0.8565000295639038,0.8331580758094788,0.8020082116127014
8749,0.0006535679567605257,28,0.0006636778125539422,,,,,
8799,0.00022613562759943306,28,0.00023575239174533635,,,,,
8849,0.001091147307306528,28,0.001554537215270102,,,,,
8899,0.001837764517404139,28,0.0008673303527757525,,,,,
8949,0.0008815950714051723,28,0.0009010038338601589,,,,,
8999,0.001214187708683312,28,0.0005830967565998435,,,,,
9047,,28,,0.8105000257492065,0.8026000261306763,,,
9047,,28,,,,0.8517000079154968,0.8305789232254028,0.8258714079856873
9049,0.0006499959854409099,29,0.0002933625946752727,,,,,
9099,0.0006019261782057583,29,0.00044758085277862847,,,,,
9149,0.0011120503768324852,29,0.0007559721707366407,,,,,
9199,0.00017028478032443672,29,3.082412149524316e-05,,,,,
9249,0.000744843331631273,29,0.0005895948270335793,,,,,
9299,0.00034002558095380664,29,0.0005772133590653539,,,,,
9349,0.0022381613962352276,29,0.0014712291304022074,,,,,
9359,,29,,0.8119000196456909,0.8130000233650208,,,
9359,,29,,,,0.8579999804496765,0.8356871008872986,0.8328575491905212
9399,0.0001137570507125929,30,0.00034489319659769535,,,,,
9449,0.00020673662947956473,30,0.0006906464113853872,,,,,
9499,0.002381429076194763,30,0.0015120223397389054,,,,,
9549,0.00045462275738827884,30,0.0004820573958568275,,,,,
9599,6.645164103247225e-05,30,0.0008412632741965353,,,,,
9649,0.0005947405588813126,30,0.0003340622643008828,,,,,
9671,,30,,0.8079000115394592,0.810699999332428,,,
9671,,30,,,,0.8568999767303467,0.8373647928237915,0.8358874320983887
9699,0.0002807121491059661,31,0.00014260424359235913,,,,,
9749,0.0012506733182817698,31,0.0008962959400378168,,,,,
9799,0.00012678066559601575,31,0.0002040856925304979,,,,,
9849,0.0006654942990280688,31,0.0004426937084645033,,,,,
9899,0.00014012078463565558,31,0.0002894737699534744,,,,,
9949,0.0004974624025635421,31,0.0004781760217156261,,,,,
9983,,31,,0.8147000074386597,0.8122000098228455,,,
9983,,31,,,,0.8655999898910522,0.8386418223381042,0.8366886973381042
9999,0.0009577531018294394,32,0.0005118566332384944,,,,,
10049,0.0005665915086865425,32,0.0006109827081672847,,,,,
10099,0.0004363155167084187,32,0.000289619667455554,,,,,
10149,0.0008034914499148726,32,0.0006658589118160307,,,,,
10199,0.0004566205316223204,32,0.001014815759845078,,,,,
10249,0.0014173105591908097,32,0.0006061320309527218,,,,,
10295,,32,,0.8137000203132629,0.807200014591217,,,
10295,,32,,,,0.8636999726295471,0.8384414911270142,0.8386668562889099
10299,0.0007114798645488918,33,0.00039707680116407573,,,,,
10349,0.0008143670274876058,33,0.0011612290982156992,,,,,
10399,0.0005849634180776775,33,0.0005730756092816591,,,,,
10449,0.0003082074108533561,33,0.00011847103451145813,,,,,
10499,0.0004608866584021598,33,0.00034065829822793603,,,,,
10549,0.0005281137418933213,33,0.00019615894416347146,,,,,
10599,0.0006020462024025619,33,0.0012027135817334056,,,,,
10607,,33,,0.8126999735832214,0.8098999857902527,,,
10607,,33,,,,0.8597999811172485,0.8436999320983887,0.8381410241127014
10649,0.0003626946418080479,34,0.0007240188424475491,,,,,
10699,0.0005125405150465667,34,0.0003836537362076342,,,,,
10749,0.0009566197404637933,34,0.00040299410466104746,,,,,
10799,0.0008813996100798249,34,0.0005817287601530552,,,,,
10849,0.00013069540727883577,34,0.0006641504587605596,,,,,
10899,0.00023198053531814367,34,0.0006959928432479501,,,,,
10919,,34,,0.8086000084877014,0.8044000267982483,,,
10919,,34,,,,0.8593999743461609,0.8421223759651184,0.8402694463729858
10949,0.00027918125852011144,35,0.0005003676633350551,,,,,
10999,0.0009226014954037964,35,0.0010299327550455928,,,,,
11049,0.0005350497085601091,35,0.0004200770054012537,,,,,
11099,0.0007928198901936412,35,0.0003710615274030715,,,,,
11149,0.0006938080186955631,35,0.00038936897180974483,,,,,
11199,0.00023661708110012114,35,0.0005217071739025414,,,,,
11231,,35,,0.8055999875068665,0.8156999945640564,,,
11231,,35,,,,0.8568999767303467,0.844651460647583,0.8417718410491943
11249,8.829157741274685e-05,36,0.0001343742333119735,,,,,
11299,0.0007103330572135746,36,0.00023550199694000185,,,,,
11349,0.001553045236505568,36,0.0014831863809376955,,,,,
11399,0.00017671829846221954,36,0.0001746826310409233,,,,,
11449,0.0002755476743914187,36,0.00043679133523255587,,,,,
11499,0.00014303690113592893,36,9.87246967270039e-05,,,,,
11543,,36,,0.8234999775886536,0.8123999834060669,,,
11543,,36,,,,0.8689000010490417,0.8460536599159241,0.8442758321762085
11549,0.00011986516619799659,37,0.00023125461302697659,,,,,
11599,0.0010741865262389183,37,0.001536414260044694,,,,,
11649,0.0005463572451844811,37,0.0002543417504057288,,,,,
11699,0.0007594794151373208,37,0.0007783465553075075,,,,,
11749,0.0004504323878791183,37,0.00015425990568473935,,,,,
11799,0.00023665181652177125,37,0.000862031418364495,,,,,
11849,0.00012268412683624774,37,0.0003540727193467319,,,,,
11855,,37,,0.819599986076355,0.8187999725341797,,,
11855,,37,,,,0.8676000237464905,0.8474809527397156,0.8464292883872986
11899,0.0011283319909125566,38,0.0007399242022074759,,,,,
11949,0.0004555227351374924,38,0.0004048474947921932,,,,,
11999,0.0004979968070983887,38,0.00023631956719327718,,,,,
12049,0.0009198242332786322,38,0.0006527933874167502,,,,,
12099,0.0002910001203417778,38,8.022303518373519e-05,,,,,
12149,0.00100040587130934,38,0.0025214506313204765,,,,,
12167,,38,,0.7915999889373779,0.8147000074386597,,,
12167,,38,,,,0.8456000089645386,0.8437750339508057,0.8439252972602844
12199,0.0005366586847230792,39,0.0009482496534474194,,,,,
12249,0.0005682951887138188,39,0.0001861867494881153,,,,,
12299,0.00027134103584103286,39,0.0003124459180980921,,,,,
12349,0.00040508361416868865,39,0.0001794621639419347,,,,,
12399,0.00021891860524192452,39,0.0002773329906631261,,,,,
12449,0.0001951924350578338,39,0.0003598480543587357,,,,,
12479,,39,,0.8195000290870667,0.8075000047683716,,,
12479,,39,,,,0.8712000250816345,0.8455278277397156,0.8487830758094788
12499,0.00013899130863137543,40,0.0005726271192543209,,,,,
12549,9.926919301506132e-05,40,6.591767305508256e-05,,,,,
12599,6.614367157453671e-05,40,0.00016014631546568125,,,,,
12649,0.0011669113300740719,40,0.0004944506217725575,,,,,
12699,0.0005188719369471073,40,0.00029049749718979,,,,,
12749,0.00024897223920561373,40,0.00037867281935177743,,,,,
12791,,40,,0.8203999996185303,0.8163999915122986,,,
12791,,40,,,,0.8720999956130981,0.8493589758872986,0.8465544581413269
12799,0.00012195675662951544,41,0.000939121819101274,,,,,
12849,0.0006360019906423986,41,0.001617981819435954,,,,,
12899,0.00033720338251441717,41,0.0004735036927741021,,,,,
12949,0.0005466659786179662,41,0.0006183710647746921,,,,,
12999,0.00037338637048378587,41,0.0001295344263780862,,,,,
13049,0.0005205882480368018,41,0.0003923982148990035,,,,,
13099,0.0004322090244386345,41,0.0005543308216147125,,,,,
13103,,41,,0.8208000063896179,0.8133999705314636,,,
13103,,41,,,,0.8691999912261963,0.8415965437889099,0.8463040590286255
13149,0.00014477131480816752,42,0.0003592605353333056,,,,,
13199,0.00013353062968235463,42,0.00010692537762224674,,,,,
13249,0.0003209327405784279,42,0.0005014713387936354,,,,,
13299,0.0010284065501764417,42,0.0007423427305184305,,,,,
13349,0.000905423890799284,42,0.0005420803208835423,,,,,
13399,0.0005626488127745688,42,0.0005231940886005759,,,,,
13415,,42,,0.8166999816894531,0.8202999830245972,,,
13415,,42,,,,0.8672999739646912,0.8479066491127014,0.8492838740348816
13449,0.00010148518049390987,43,7.497012848034501e-05,,,,,
13499,9.782345296116546e-05,43,0.000530787801835686,,,,,
13549,0.0003273297334089875,43,0.0003675215702969581,,,,,
13599,0.0003007057821378112,43,0.0005397581262513995,,,,,
13649,0.0010102437809109688,43,0.0007505594403482974,,,,,
13699,0.00017283552733715624,43,0.00038953733746893704,,,,,
13727,,43,,0.8235999941825867,0.8223999738693237,,,
13727,,43,,,,0.8722000122070312,0.8494591116905212,0.8525390625
13749,0.0002434092602925375,44,0.0014491212787106633,,,,,
13799,0.0008174744434654713,44,0.0005769834388047457,,,,,
13849,0.0003580607008188963,44,5.610863445326686e-05,,,,,
13899,4.5449236495187506e-05,44,8.786449325270951e-05,,,,,
13949,0.00034783154842443764,44,0.0004426252271514386,,,,,
13999,0.00041239993879571557,44,8.276232983916998e-05,,,,,
14039,,44,,0.819599986076355,0.8162000179290771,,,
14039,,44,,,,0.8615999817848206,0.8546424508094788,0.851487398147583
14049,0.0005521902930922806,45,0.0007983265095390379,,,,,
14099,0.0003678177308756858,45,0.00031273983768187463,,,,,
14149,0.00018575643480289727,45,0.00017206469783559442,,,,,
14199,6.229113932931796e-05,45,8.785170939518139e-05,,,,,
14249,0.00071224250132218,45,0.0011255687568336725,,,,,
14299,0.0005615286063402891,45,0.00024361749819945544,,,,,
14349,0.0037024952471256256,45,0.002045729896053672,,,,,
14351,,45,,0.8259999752044678,0.8026999831199646,,,
14351,,45,,,,0.8792999982833862,0.8522886633872986,0.8498597741127014
14399,0.0008558019762858748,46,0.00023568137839902192,,,,,
14449,0.00015140854520723224,46,0.0007379408343695104,,,,,
14499,0.00040545835508964956,46,0.00034006379428319633,,,,,
14549,0.0004264263261575252,46,0.0002044547291006893,,,,,
14599,0.00016320645227096975,46,0.00028220220701768994,,,,,
14649,0.0002461860713083297,46,0.0008141580037772655,,,,,
14663,,46,,0.8241000175476074,0.8267999887466431,,,
14663,,46,,,,0.8675000071525574,0.8545422554016113,0.8511368036270142
14699,0.00012866970791947097,47,0.00018253699818160385,,,,,
14749,0.0016451177652925253,47,0.0007644593133591115,,,,,
14799,8.043917478062212e-05,47,0.00022868234373163432,,,,,
14849,0.00021834431390743703,47,0.00027768706786446273,,,,,
14899,6.925158959347755e-05,47,0.00046977089368738234,,,,,
14949,0.000569662603083998,47,0.0004277124535292387,,,,,
14975,,47,,0.8230999708175659,0.7594000101089478,,,
14975,,47,,,,0.8654000163078308,0.856370210647583,0.8472305536270142
14999,0.002499783644452691,48,0.0014112143544480205,,,,,
15049,0.0013276319950819016,48,0.0004984301049262285,,,,,
15099,0.00036720235948450863,48,8.003156835911795e-05,,,,,
15149,0.00048278956091962755,48,0.00018140338943339884,,,,,
15199,0.00016165435954462737,48,0.00038371249684132636,,,,,
15249,0.00039692752761766315,48,0.00025365178589709103,,,,,
15287,,48,,0.833299994468689,0.8241000175476074,,,
15287,,48,,,,0.8805000185966492,0.8539413213729858,0.8423477411270142
15299,0.0004290135111659765,49,0.00011124264710815623,,,,,
15349,0.0003097057924605906,49,9.137058077612892e-05,,,,,
15399,0.00012892625818494707,49,0.00016941718058660626,,,,,
15449,0.0006459826836362481,49,0.0005888265441171825,,,,,
15499,0.00019218568922951818,49,0.0001285919570364058,,,,,
15549,0.0001845637452788651,49,6.57855998724699e-05,,,,,
15599,9.376934031024575e-05,49,0.00019008599338121712,,,,,
15599,,49,,0.8324000239372253,0.8269000053405762,,,
15599,,49,,,,0.8812000155448914,0.859450101852417,0.8568209409713745
15649,0.00044793475535698235,50,0.00021551133249886334,,,,,
15699,0.00028500892221927643,50,4.2205188947264105e-05,,,,,
15749,0.0007891501882113516,50,0.0007510037394240499,,,,,
15799,0.00014928590098861605,50,0.00025973518495447934,,,,,
15849,0.0008235374698415399,50,0.0003970171674154699,,,,,
15899,0.0003368680481798947,50,0.00010686281166272238,,,,,
15911,,50,,0.8310999870300293,0.8240000009536743,,,
15911,,50,,,,0.8741000294685364,0.858323335647583,0.8552183508872986
15949,0.0003871119988616556,51,0.00038221964496187866,,,,,
15999,0.00017384844250045717,51,0.0004356859135441482,,,,,
16049,0.00023730671091470867,51,7.05841084709391e-05,,,,,
16099,0.00023915886413305998,51,0.00015547896327916533,,,,,
16149,0.00031921625486575067,51,0.00016922320355661213,,,,,
16199,0.002087498316541314,51,0.002481393748894334,,,,,
16223,,51,,0.821399986743927,0.8230999708175659,,,
16223,,51,,,,0.8705999851226807,0.859450101852417,0.8570462465286255
16249,0.0003978606255259365,52,0.0007581248064525425,,,,,
16299,1.9895160221494734e-05,52,3.375664527993649e-05,,,,,
16349,4.926836845697835e-05,52,3.766315785469487e-05,,,,,
16399,3.1508236133959144e-05,52,0.0001221735728904605,,,,,
16449,8.241773321060464e-05,52,0.0002303381625097245,,,,,
16499,0.003872502828016877,52,0.0012870663776993752,,,,,
16535,,52,,0.8222000002861023,0.826200008392334,,,
16535,,52,,,,0.8702999949455261,0.859450101852417,0.8564953804016113
16549,0.0010360387386754155,53,0.00045678389142267406,,,,,
16599,0.0001543713005958125,53,0.00026509343297220767,,,,,
16649,1.696163963060826e-05,53,9.430496720597148e-05,,,,,
16699,0.00014330704289022833,53,0.0001331537205260247,,,,,
16749,0.0014208656502887607,53,0.00167146697640419,,,,,
16799,3.9073420339263976e-05,53,4.3760672269854695e-05,,,,,
16847,,53,,0.8252000212669373,0.8263999819755554,,,
16847,,53,,,,0.8743000030517578,0.8611277937889099,0.8606269955635071
16849,0.00025018685846589506,54,0.00026662470190785825,,,,,
16899,0.0005950979539193213,54,0.0005088120815344155,,,,,
16949,0.0007746921619400382,54,0.0005790534196421504,,,,,
16999,9.005361789604649e-05,54,0.00015253400488290936,,,,,
17049,0.0009555445867590606,54,0.0002279270120197907,,,,,
17099,0.00022934877779334784,54,0.0009174386505037546,,,,,
17149,0.0006264224648475647,54,0.00010826870857272297,,,,,
17159,,54,,0.8281999826431274,0.8313999772071838,,,
17159,,54,,,,0.8762000203132629,0.8596003651618958,0.8601261973381042
17199,0.0015428225742653012,55,0.0007505028625018895,,,,,
17249,3.889860090566799e-05,55,1.9638486264739186e-05,,,,,
17299,0.000493389496114105,55,0.0007648053579032421,,,,,
17349,0.00017620116705074906,55,0.0002942160936072469,,,,,
17399,0.0001628851896384731,55,0.0005963323055766523,,,,,
17449,0.00038128066807985306,55,0.0002308315015397966,,,,,
17471,,55,,0.8296999931335449,0.8220000267028809,,,
