step,epoch,train_loss,val_loss,val_acc,test_acc
49,0,4.449646472930908,,,
99,0,3.557610511779785,,,
149,0,3.4051613807678223,,,
199,0,3.0565099716186523,,,
249,0,2.966409206390381,,,
299,0,2.9323387145996094,,,
349,0,2.8798818588256836,,,
389,0,,1.8011140823364258,0.33399999141693115,
389,0,,,,0.35719937086105347
399,1,2.9322047233581543,,,
449,1,2.7031900882720947,,,
499,1,2.800485610961914,,,
549,1,2.6405982971191406,,,
599,1,2.656697988510132,,,
649,1,2.6180551052093506,,,
699,1,2.4127631187438965,,,
749,1,2.5854673385620117,,,
779,1,,1.5189359188079834,0.4377000033855438,
779,1,,,,0.4452136158943176
799,2,2.358302116394043,,,
849,2,2.3300395011901855,,,
899,2,2.2900874614715576,,,
949,2,2.3316352367401123,,,
999,2,2.318474054336548,,,
1049,2,2.3284621238708496,,,
1099,2,2.1617984771728516,,,
1149,2,2.150442361831665,,,
1169,2,,1.3724397420883179,0.490200012922287,
1169,2,,,,0.5029667615890503
1199,3,2.1290547847747803,,,
1249,3,2.229520559310913,,,
1299,3,2.2413036823272705,,,
1349,3,2.088186740875244,,,
1399,3,2.1570663452148438,,,
1449,3,2.066328763961792,,,
1499,3,2.1230883598327637,,,
1549,3,2.162487506866455,,,
1559,3,,1.1573127508163452,0.5888000130653381,
1559,3,,,,0.5803995132446289
1599,4,2.015733242034912,,,
1649,4,1.8258202075958252,,,
1699,4,1.890390396118164,,,
1749,4,1.8967804908752441,,,
1799,4,1.953182578086853,,,
1849,4,1.7724798917770386,,,
1899,4,1.9192829132080078,,,
1949,4,1.7027159929275513,,,
1949,4,,1.0637785196304321,0.6207000017166138,
1949,4,,,,0.6313291192054749
1999,5,1.7862274646759033,,,
2049,5,1.8385534286499023,,,
2099,5,1.7559373378753662,,,
2149,5,1.6653430461883545,,,
2199,5,1.7657372951507568,,,
2249,5,1.6377204656600952,,,
2299,5,1.6106312274932861,,,
2339,5,,0.9925957918167114,0.6499999761581421,
2339,5,,,,0.6482397317886353
2349,6,1.791009545326233,,,
2399,6,1.8829877376556396,,,
2449,6,1.5853519439697266,,,
2499,6,1.6631953716278076,,,
2549,6,1.6866809129714966,,,
2599,6,1.5930145978927612,,,
2649,6,1.5859849452972412,,,
2699,6,1.6407277584075928,,,
2729,6,,0.9456321001052856,0.6722999811172485,
2729,6,,,,0.686313271522522
2749,7,1.6396430730819702,,,
2799,7,1.5708454847335815,,,
2849,7,1.4802218675613403,,,
2899,7,1.5425244569778442,,,
2949,7,1.5129406452178955,,,
2999,7,1.4363899230957031,,,
3049,7,1.3940966129302979,,,
3099,7,1.5169677734375,,,
3119,7,,0.9060269594192505,0.6811000108718872,
3119,7,,,,0.6930379867553711
3149,8,1.4733952283859253,,,
3199,8,1.4968843460083008,,,
3249,8,1.4964371919631958,,,
3299,8,1.5148593187332153,,,
3349,8,1.6057956218719482,,,
3399,8,1.4794237613677979,,,
3449,8,1.4826524257659912,,,
3499,8,1.4774014949798584,,,
3509,8,,0.8252583742141724,0.7093999981880188,
