epoch,train_loss,step,val_loss,val_acc,test_acc,train_acc
0,4.361230373382568,49,,,,
0,4.0382399559021,99,,,,
0,3.8299121856689453,149,,,,
0,3.6433961391448975,199,,,,
0,3.228644609451294,249,,,,
0,3.3607640266418457,299,,,,
0,,311,1.6944429874420166,0.3790999948978424,,
0,,311,,,0.38260000944137573,0.24843499064445496
1,3.3503191471099854,349,,,,
1,3.1535439491271973,399,,,,
1,3.036860704421997,449,,,,
1,3.3485822677612305,499,,,,
1,3.47097110748291,549,,,,
1,2.908057928085327,599,,,,
1,,623,1.5834749937057495,0.4302000105381012,,
1,,623,,,0.4458000063896179,0.37110626697540283
2,2.712136745452881,649,,,,
2,2.8955729007720947,699,,,,
2,3.0846848487854004,749,,,,
2,2.7557120323181152,799,,,,
2,2.7853455543518066,849,,,,
2,2.8718183040618896,899,,,,
2,,935,1.2757971286773682,0.5543000102043152,,
2,,935,,,0.5805000066757202,0.45164763927459717
3,2.599456310272217,949,,,,
3,2.994178295135498,999,,,,
3,2.7191967964172363,1049,,,,
3,2.7212064266204834,1099,,,,
3,2.7254672050476074,1149,,,,
3,2.6537973880767822,1199,,,,
3,,1247,1.2165708541870117,0.5748999714851379,,
3,,1247,,,0.5953999757766724,0.5160882472991943
4,2.2909820079803467,1249,,,,
4,2.7450332641601562,1299,,,,
4,2.6532180309295654,1349,,,,
4,2.5262913703918457,1399,,,,
4,2.836808681488037,1449,,,,
4,2.446937322616577,1499,,,,
4,2.3627004623413086,1549,,,,
4,,1559,1.0761265754699707,0.6351000070571899,,
4,,1559,,,0.6502000093460083,0.5574168562889099
5,2.6293084621429443,1599,,,,
5,2.1273672580718994,1649,,,,
5,2.450024366378784,1699,,,,
5,2.1387202739715576,1749,,,,
5,2.230410099029541,1799,,,,
5,2.0071239471435547,1849,,,,
5,,1871,1.1487337350845337,0.6283000111579895,,
5,,1871,,,0.6588000059127808,0.609375
6,2.100341796875,1899,,,,
6,2.169379711151123,1949,,,,
6,2.0739057064056396,1999,,,,
6,2.1338679790496826,2049,,,,
6,1.8338165283203125,2099,,,,
6,1.8345016241073608,2149,,,,
6,,2183,0.8648644685745239,0.7181000113487244,,
6,,2183,,,0.7542999982833862,0.6453074812889099
7,1.7892762422561646,2199,,,,
7,1.8726238012313843,2249,,,,
7,1.896146297454834,2299,,,,
7,1.6681668758392334,2349,,,,
7,1.7068371772766113,2399,,,,
7,2.0030665397644043,2449,,,,
7,,2495,0.8981816172599792,0.7121999859809875,,
7,,2495,,,0.7501999735832214,0.6735526919364929
8,1.6624326705932617,2499,,,,
8,1.766704797744751,2549,,,,
8,1.7726463079452515,2599,,,,
8,1.7236541509628296,2649,,,,
8,1.6216099262237549,2699,,,,
8,1.3852189779281616,2749,,,,
8,1.64114248752594,2799,,,,
8,,2807,0.8545374274253845,0.7439000010490417,,
8,,2807,,,0.7797999978065491,0.6902794241905212
9,1.5012381076812744,2849,,,,
9,1.718198537826538,2899,,,,
9,1.5452395677566528,2949,,,,
9,1.7638505697250366,2999,,,,
