epoch,step,train_loss,val_loss,val_acc,test_acc,train_acc
0,49,2.0663256645202637,,,,
0,99,2.148622512817383,,,,
0,149,1.9346203804016113,,,,
0,199,1.9198870658874512,,,,
0,249,1.7606374025344849,,,,
0,299,1.7970668077468872,,,,
0,312,,1.8238142728805542,0.3675000071525574,,
0,312,,,,0.3791534900665283,0.28862500190734863
1,349,1.7652708292007446,,,,
1,399,1.6881834268569946,,,,
1,449,1.8560553789138794,,,,
1,499,1.6540849208831787,,,,
1,549,1.754071593284607,,,,
1,599,1.7211600542068481,,,,
1,625,,1.6555089950561523,0.4246000051498413,,
1,625,,,,0.4228639304637909,0.39937499165534973
2,649,1.6579093933105469,,,,
2,699,1.6393028497695923,,,,
2,749,1.5590274333953857,,,,
2,799,1.6524184942245483,,,,
2,849,1.6641356945037842,,,,
2,899,1.7267059087753296,,,,
2,938,,1.6318973302841187,0.44440001249313354,,
2,938,,,,0.44382911920547485,0.42124998569488525
3,949,1.6199707984924316,,,,
3,999,1.628623127937317,,,,
3,1049,1.4949357509613037,,,,
3,1099,1.4462456703186035,,,,
3,1149,1.492987036705017,,,,
3,1199,1.7688087224960327,,,,
3,1249,1.6445735692977905,,,,
3,1251,,1.6288167238235474,0.4377000033855438,,
3,1251,,,,0.4492681920528412,0.4447000026702881
4,1299,1.5017786026000977,,,,
4,1349,1.492038607597351,,,,
4,1399,1.601976752281189,,,,
4,1449,1.462813138961792,,,,
4,1499,1.4960342645645142,,,,
4,1549,1.4899787902832031,,,,
4,1564,,1.4684433937072754,0.5157999992370605,,
4,1564,,,,0.5220530033111572,0.47087499499320984
5,1599,1.4349579811096191,,,,
5,1649,1.392897367477417,,,,
5,1699,1.428341269493103,,,,
5,1749,1.4052048921585083,,,,
5,1799,1.5102227926254272,,,,
5,1849,1.360154628753662,,,,
5,1877,,1.4199270009994507,0.5250999927520752,,
5,1877,,,,0.5329311490058899,0.5087249875068665
6,1899,1.3709975481033325,,,,
6,1949,1.3707019090652466,,,,
6,1999,1.4080479145050049,,,,
6,2049,1.3478113412857056,,,,
6,2099,1.4273014068603516,,,,
6,2149,1.480012059211731,,,,
6,2190,,1.3441731929779053,0.5569000244140625,,
6,2190,,,,0.563686728477478,0.5353999733924866
7,2199,1.4420685768127441,,,,
7,2249,1.3537209033966064,,,,
7,2299,1.163568377494812,,,,
7,2349,1.2524007558822632,,,,
7,2399,1.3243427276611328,,,,
7,2449,1.324285626411438,,,,
7,2499,1.3667733669281006,,,,
7,2503,,1.4020761251449585,0.5274999737739563,,
7,2503,,,,0.5633900165557861,0.5606250166893005
8,2549,1.229244351387024,,,,
8,2599,1.342050552368164,,,,
8,2649,1.3408082723617554,,,,
8,2699,1.1790426969528198,,,,
8,2749,1.2784967422485352,,,,
8,2799,1.2148807048797607,,,,
8,2816,,1.248212456703186,0.5875999927520752,,
8,2816,,,,0.6061115264892578,0.5832250118255615
9,2849,1.2800188064575195,,,,
9,2899,1.1469371318817139,,,,
9,2949,1.1102668046951294,,,,
9,2999,1.1805320978164673,,,,
9,3049,1.1447750329971313,,,,
9,3099,1.273807406425476,,,,
9,3129,,1.2831356525421143,0.5802000164985657,,
9,3129,,,,0.605617105960846,0.5963249802589417
10,3149,1.1731886863708496,,,,
10,3199,1.3456529378890991,,,,
10,3249,1.1571437120437622,,,,
10,3299,1.2347557544708252,,,,
10,3349,1.255103588104248,,,,
10,3399,1.1966488361358643,,,,
10,3442,,1.2173372507095337,0.6069999933242798,,
10,3442,,,,0.6294501423835754,0.609749972820282
11,3449,1.1891286373138428,,,,
11,3499,1.176900029182434,,,,
11,3549,1.0898820161819458,,,,
11,3599,1.0387803316116333,,,,
11,3649,1.0954102277755737,,,,
11,3699,1.1527597904205322,,,,
11,3749,1.079872488975525,,,,
11,3755,,1.2716245651245117,0.5751000046730042,,
11,3755,,,,0.6119462251663208,0.6257500052452087
12,3799,1.1713016033172607,,,,
12,3849,1.0571104288101196,,,,
12,3899,1.191068172454834,,,,
12,3949,1.1899025440216064,,,,
12,3999,1.0489890575408936,,,,
12,4049,1.1535496711730957,,,,
12,4068,,1.1131229400634766,0.6299999952316284,,
12,4068,,,,0.631625771522522,0.6384000182151794
13,4099,1.148762583732605,,,,
13,4149,0.9407074451446533,,,,
13,4199,1.1471314430236816,,,,
13,4249,1.1578004360198975,,,,
13,4299,1.1440128087997437,,,,
13,4349,1.0064480304718018,,,,
13,4381,,1.0718328952789307,0.6486999988555908,,
13,4381,,,,0.6385482549667358,0.6451749801635742
14,4399,1.087321400642395,,,,
14,4449,1.0474685430526733,,,,
14,4499,1.0824108123779297,,,,
14,4549,0.9284784197807312,,,,
14,4599,1.1572368144989014,,,,
14,4649,1.0270795822143555,,,,
14,4694,,1.036072015762329,0.6650000214576721,,
14,4694,,,,0.6573378443717957,0.6527500152587891
15,4699,1.0459624528884888,,,,
15,4749,0.9808073043823242,,,,
15,4799,1.012780785560608,,,,
15,4849,1.0495754480361938,,,,
15,4899,1.1147321462631226,,,,
15,4949,0.9907885789871216,,,,
15,4999,1.056160569190979,,,,
15,5007,,1.0871094465255737,0.6377999782562256,,
15,5007,,,,0.6617879867553711,0.6578500270843506
16,5049,1.0463011264801025,,,,
16,5099,1.1100349426269531,,,,
16,5149,1.0721635818481445,,,,
16,5199,1.09428071975708,,,,
16,5249,0.8737552165985107,,,,
16,5299,1.0038113594055176,,,,
16,5320,,1.1190675497055054,0.6244000196456909,,
16,5320,,,,0.6457673907279968,0.6637250185012817
17,5349,1.055641770362854,,,,
17,5399,0.991258442401886,,,,
17,5449,0.8670706152915955,,,,
17,5499,1.1664543151855469,,,,
17,5549,0.924516499042511,,,,
17,5599,1.1188616752624512,,,,
17,5633,,1.0491430759429932,0.6597999930381775,,
17,5633,,,,0.6563488841056824,0.6664749979972839
18,5649,0.9092769622802734,,,,
18,5699,0.8347797989845276,,,,
18,5749,1.155655860900879,,,,
18,5799,0.911986768245697,,,,
18,5849,0.8728414177894592,,,,
18,5899,1.1258188486099243,,,,
18,5946,,1.0479758977890015,0.657800018787384,,
18,5946,,,,0.6653481125831604,0.675849974155426
19,5949,0.8247119188308716,,,,
19,5999,0.9115831255912781,,,,
19,6049,1.050897479057312,,,,
19,6099,0.9756308794021606,,,,
19,6149,0.908758819103241,,,,
19,6199,0.974794328212738,,,,
19,6249,0.9715914130210876,,,,
19,6259,,1.0407625436782837,0.6542999744415283,,
19,6259,,,,0.6650514006614685,0.6754249930381775
20,6299,1.0234253406524658,,,,
20,6349,0.9276360869407654,,,,
20,6399,0.9446966648101807,,,,
20,6449,0.9627668261528015,,,,
20,6499,0.9877089858055115,,,,
20,6549,1.0711772441864014,,,,
20,6572,,1.065843939781189,0.6550999879837036,,
20,6572,,,,0.6642602682113647,0.676925003528595
21,6599,0.8148671388626099,,,,
21,6649,0.9629478454589844,,,,
21,6699,0.9663445353507996,,,,
21,6749,1.073818564414978,,,,
21,6799,0.9467436671257019,,,,
21,6849,0.9494792819023132,,,,
21,6885,,1.099670171737671,0.6380000114440918,,
21,6885,,,,0.676522970199585,0.6818000078201294
22,6899,1.066770076751709,,,,
22,6949,1.0199766159057617,,,,
22,6999,0.9296836853027344,,,,
22,7049,1.148579716682434,,,,
22,7099,0.9312585592269897,,,,
22,7149,0.9140612483024597,,,,
22,7198,,1.0154635906219482,0.6642000079154968,,
22,7198,,,,0.6791930198669434,0.6850000023841858
23,7199,0.9040817618370056,,,,
23,7249,1.0040513277053833,,,,
23,7299,0.9501901865005493,,,,
23,7349,1.0017719268798828,,,,
23,7399,0.8927062749862671,,,,
23,7449,1.0317018032073975,,,,
23,7499,0.9402312636375427,,,,
23,7511,,0.9580162167549133,0.6884999871253967,,
23,7511,,,,0.6787974834442139,0.6879749894142151
24,7549,1.0453773736953735,,,,
24,7599,0.8724985122680664,,,,
24,7649,0.925658643245697,,,,
24,7699,0.8806332349777222,,,,
24,7749,1.046185851097107,,,,
24,7799,1.0542737245559692,,,,
24,7824,,1.0108531713485718,0.669700026512146,,
24,7824,,,,0.6853243708610535,0.68607497215271
25,7849,0.8421573042869568,,,,
25,7899,0.8523547649383545,,,,
25,7949,0.7993712425231934,,,,
25,7999,1.021551489830017,,,,
25,8049,0.9717103838920593,,,,
25,8099,0.9387727975845337,,,,
25,8137,,1.056613564491272,0.6504999995231628,,
25,8137,,,,0.6794897317886353,0.6938750147819519
26,8149,1.00727117061615,,,,
26,8199,1.0298186540603638,,,,
26,8249,0.9566730260848999,,,,
26,8299,0.8540475368499756,,,,
26,8349,0.8561299443244934,,,,
