epoch,test_acc,train_loss
33,85.52,0.8606
33,85.52,1.0345
33,85.52,0.9722
33,85.52,0.8858
33,85.52,1.0098
33,85.52,0.8897
34,83.68,0.8266
34,83.68,0.9504
34,83.68,0.9175
34,83.68,0.8835
34,83.68,0.83
34,83.68,0.9031
34,83.68,0.9813
35,80.18,0.8299
35,80.18,0.9973
35,80.18,1.0012
35,80.18,0.6823
35,80.18,0.7843
35,80.18,0.9549
35,80.18,1.0676
36,81.29,0.8375
36,81.29,0.8772
36,81.29,0.9387
36,81.29,0.9398
36,81.29,0.8241
36,81.29,0.8115
36,81.29,0.996
37,81.58,0.8542
37,81.58,0.7782
37,81.58,0.9113
37,81.58,0.9506
37,81.58,0.7435
37,81.58,0.8706
37,81.58,0.9303
38,84.34,0.7059
38,84.34,0.6117
38,84.34,1.055
38,84.34,0.6186
38,84.34,0.8219
38,84.34,0.7978
38,84.34,0.8673
39,83.02,0.7942
39,83.02,0.9243
39,83.02,0.7843
39,83.02,0.7515
39,83.02,0.7151
39,83.02,0.844
39,83.02,0.8545
40,87.06,0.6973
40,87.06,0.7683
40,87.06,0.8765
40,87.06,0.5852
40,87.06,0.7979
40,87.06,0.6829
40,87.06,0.9264
41,86.38,0.5745
41,86.38,0.921
41,86.38,0.742
41,86.38,0.8374
41,86.38,0.5828
41,86.38,0.6723
41,86.38,0.7362
42,85.94,0.5666
42,85.94,0.581
42,85.94,0.7159
42,85.94,0.7195
42,85.94,0.7117
42,85.94,0.7817
42,85.94,0.6239
43,85.73,0.6408
43,85.73,0.7957
43,85.73,0.6153
43,85.73,0.7089
43,85.73,0.4768
43,85.73,0.5681
43,85.73,0.9253
44,85.53,0.6707
44,85.53,0.6692
44,85.53,0.6035
44,85.53,0.6633
44,85.53,0.6508
44,85.53,0.4673
44,85.53,0.66
45,85.5,0.6496
45,85.5,0.7995
45,85.5,0.7178
45,85.5,0.612
45,85.5,0.6548
45,85.5,0.5577
45,85.5,0.5195
46,84.79,0.6248
46,84.79,0.553
46,84.79,0.4924
46,84.79,0.688
46,84.79,0.5362
46,84.79,0.6051
46,84.79,0.4795
47,84.94,0.4563
47,84.94,0.7068
47,84.94,0.712
47,84.94,0.5754
47,84.94,0.5375
47,84.94,0.6095
47,84.94,0.7649
48,84.82,0.5696
48,84.82,0.4778
48,84.82,0.5882
48,84.82,0.5137
48,84.82,0.5791
48,84.82,0.5473
48,84.82,0.6081
49,84.17,0.6135
49,84.17,0.4506
49,84.17,0.5222
49,84.17,0.4282
49,84.17,0.6355
49,84.17,0.6119
49,84.17,0.5947
50,84.23,0.441
50,84.23,0.3392
50,84.23,0.5257
50,84.23,0.5562
50,84.23,0.555
50,84.23,0.6585
50,84.23,0.5237
51,83.96,0.5524
51,83.96,0.894
51,83.96,0.5418
51,83.96,0.5398
51,83.96,0.6504
51,83.96,0.7103
51,83.96,0.6019
52,83.63,0.5656
52,83.63,0.5852
52,83.63,0.4722
52,83.63,0.6649
52,83.63,0.6182
52,83.63,0.5263
52,83.63,0.4954
53,83.15,0.4778
53,83.15,0.6474
53,83.15,0.486
53,83.15,0.3744
53,83.15,0.3914
53,83.15,0.4936
53,83.15,0.5681
54,83.17,0.6503
54,83.17,0.4893
54,83.17,0.4087
54,83.17,0.5186
54,83.17,0.7088
54,83.17,0.4288
54,83.17,0.6042
55,83.58,0.6097
55,83.58,0.5571
55,83.58,0.3792
55,83.58,0.5182
55,83.58,0.5946
55,83.58,0.5533
55,83.58,0.5244
56,83.33,0.5434
56,83.33,0.4013
56,83.33,0.4865
56,83.33,0.5106
56,83.33,0.5914
56,83.33,0.4229
56,83.33,0.6202
57,82.4,0.5239
57,82.4,0.5932
57,82.4,0.6091
57,82.4,0.4743
57,82.4,0.4752
57,82.4,0.5571
57,82.4,0.4874
58,81.58,0.5364
58,81.58,0.478
58,81.58,0.521
58,81.58,0.631
58,81.58,0.4735
58,81.58,0.6154
58,81.58,0.5284
59,83.27,0.557
59,83.27,0.4671
59,83.27,0.4317
59,83.27,0.4785
59,83.27,0.6338
59,83.27,0.5142
59,83.27,0.3283
60,82.15,0.6662
60,82.15,0.3141
60,82.15,0.4386
60,82.15,0.4959
60,82.15,0.492
60,82.15,0.4244
60,82.15,0.5514
61,82.61,0.3073
61,82.61,0.5429
61,82.61,0.3892
61,82.61,0.4427
61,82.61,0.5658
61,82.61,0.4509
61,82.61,0.3308
62,81.41,0.4917
62,81.41,0.4397
62,81.41,0.424
62,81.41,0.3972
62,81.41,0.4878
62,81.41,0.4229
62,81.41,0.4123
63,79.15,0.3121
63,79.15,0.3757
63,79.15,0.4208
63,79.15,0.5891
63,79.15,0.4342
63,79.15,0.3611
63,79.15,0.4884
64,80.58,0.3874
64,80.58,0.4917
64,80.58,0.4275
64,80.58,0.4545
64,80.58,0.4259
64,80.58,0.5481
64,80.58,0.5012
65,80.46,0.3897
65,80.46,0.32
65,80.46,0.4726
65,80.46,0.4563
65,80.46,0.2663
65,80.46,0.4168
65,80.46,0.4418
66,79.48,0.3436
66,79.48,0.3819
66,79.48,0.4486
66,79.48,0.4131
66,79.48,0.6666
66,79.48,0.4435
66,79.48,0.3331
67,77.17,0.3473
67,77.17,0.5664
67,77.17,0.437
67,77.17,0.5023
67,77.17,0.4783
67,77.17,0.2761
67,77.17,0.3269
68,78.97,0.4454
68,78.97,0.3111
68,78.97,0.4577
68,78.97,0.2973
68,78.97,0.4768
68,78.97,0.415
68,78.97,0.4145
69,79.96,0.4196
69,79.96,0.4448
69,79.96,0.2852
69,79.96,0.3068
69,79.96,0.3514
69,79.96,0.3531
69,79.96,0.4926
70,81.3,0.3031
70,81.3,0.3478
70,81.3,0.2762
70,81.3,0.4043
70,81.3,0.5953
70,81.3,0.4168
70,81.3,0.1978
71,80.26,0.4122
71,80.26,0.4068
71,80.26,0.4029
71,80.26,0.2676
71,80.26,0.3499
71,80.26,0.4121
71,80.26,0.3947
72,75.89,0.3602
72,75.89,0.403
72,75.89,0.3643
72,75.89,0.3267
72,75.89,0.4249
72,75.89,0.3916
72,75.89,0.3724
73,80.88,0.2614
73,80.88,0.2817
73,80.88,0.2981
73,80.88,0.389
73,80.88,0.416
73,80.88,0.2917
73,80.88,0.3558
74,77.62,0.3336
74,77.62,0.316
74,77.62,0.263
74,77.62,0.6072
74,77.62,0.1646
74,77.62,0.529
74,77.62,0.3427
75,79.32,0.3884
75,79.32,0.3023
75,79.32,0.2958
75,79.32,0.2986
75,79.32,0.3049
75,79.32,0.2908
75,79.32,0.3987
76,78.09,0.4056
76,78.09,0.3071
76,78.09,0.2878
76,78.09,0.306
76,78.09,0.413
76,78.09,0.3254
76,78.09,0.3663
77,78.81,0.2278
77,78.81,0.1923
77,78.81,0.3495
77,78.81,0.3715
77,78.81,0.2812
77,78.81,0.2277
77,78.81,0.342
78,77.1,0.2706
78,77.1,0.2191
78,77.1,0.3129
78,77.1,0.2504
78,77.1,0.3026
78,77.1,0.3429
78,77.1,0.2962
79,78.4,0.3127
79,78.4,0.1888
79,78.4,0.2375
79,78.4,0.2902
79,78.4,0.4608
79,78.4,0.3813
79,78.4,0.2857
80,79.91,0.2928
80,79.91,0.2415
80,79.91,0.2569
80,79.91,0.1597
80,79.91,0.2039
80,79.91,0.231
80,79.91,0.1794
81,79.23,0.3285
81,79.23,0.2186
81,79.23,0.2002
81,79.23,0.123
81,79.23,0.1282
81,79.23,0.1519
81,79.23,0.2155
82,78.8,0.1955
82,78.8,0.0811
82,78.8,0.1455
82,78.8,0.1277
82,78.8,0.2398
82,78.8,0.1927
82,78.8,0.2398
83,79.34,0.1446
83,79.34,0.1637
83,79.34,0.1867
83,79.34,0.2074
83,79.34,0.2202
83,79.34,0.1943
83,79.34,0.1686
84,79.45,0.1967
84,79.45,0.1233
84,79.45,0.1516
84,79.45,0.1597
84,79.45,0.1779
84,79.45,0.1443
84,79.45,0.1294
85,79.59,0.1654
85,79.59,0.1778
85,79.59,0.1206
85,79.59,0.1313
85,79.59,0.1257
85,79.59,0.163
85,79.59,0.1386
86,79.11,0.1519
86,79.11,0.1917
86,79.11,0.2367
86,79.11,0.1214
86,79.11,0.1484
86,79.11,0.158
86,79.11,0.1862
87,79.38,0.1153
87,79.38,0.11
87,79.38,0.2354
87,79.38,0.236
87,79.38,0.2234
87,79.38,0.0756
87,79.38,0.2189
88,78.88,0.1604
88,78.88,0.1679
88,78.88,0.2051
88,78.88,0.296
88,78.88,0.1654
88,78.88,0.1899
88,78.88,0.1604
89,79.47,0.1351
89,79.47,0.0943
89,79.47,0.2092
89,79.47,0.1769
89,79.47,0.1288
89,79.47,0.1348
89,79.47,0.1489
90,78.52,0.2248
90,78.52,0.1733
90,78.52,0.2427
90,78.52,0.1304
90,78.52,0.1847
90,78.52,0.2346
90,78.52,0.183
91,78.87,0.2221
91,78.87,0.1508
91,78.87,0.219
91,78.87,0.2443
91,78.87,0.0858
91,78.87,0.1819
91,78.87,0.1161
92,79.01,0.0986
92,79.01,0.1826
92,79.01,0.1178
92,79.01,0.1076
92,79.01,0.0898
92,79.01,0.1692
92,79.01,0.0997
93,78.82,0.1555
93,78.82,0.1656
93,78.82,0.1532
93,78.82,0.1783
93,78.82,0.1017
93,78.82,0.2169
93,78.82,0.1457
94,78.64,0.1974
94,78.64,0.1142
94,78.64,0.1769
94,78.64,0.0932
94,78.64,0.1361
94,78.64,0.1973
94,78.64,0.1083
95,78.89,0.2556
95,78.89,0.1079
95,78.89,0.065
95,78.89,0.0945
95,78.89,0.1121
95,78.89,0.1293
95,78.89,0.085
96,79.15,0.1334
96,79.15,0.176
96,79.15,0.0609
96,79.15,0.134
96,79.15,0.1886
96,79.15,0.1398
96,79.15,0.1362
97,78.85,0.101
97,78.85,0.1214
97,78.85,0.088
97,78.85,0.1421
97,78.85,0.1579
97,78.85,0.1232
97,78.85,0.1056
98,79.41,0.1899
98,79.41,0.0976
98,79.41,0.1047
98,79.41,0.1281
98,79.41,0.0786
98,79.41,0.0958
98,79.41,0.2071
99,77.84,0.1664
99,77.84,0.1909
99,77.84,0.0926
99,77.84,0.1078
99,77.84,0.2003
99,77.84,0.1295
99,77.84,0.1505
100,78.78,0.1794
100,78.78,0.1154
100,78.78,0.1331
100,78.78,0.0748
100,78.78,0.2501
100,78.78,0.1276
100,78.78,0.2003
101,78.46,0.0983
101,78.46,0.1222
101,78.46,0.1958
101,78.46,0.1236
101,78.46,0.1773
101,78.46,0.1969
101,78.46,0.0941
102,79.22,0.1242
102,79.22,0.2497
102,79.22,0.1466
102,79.22,0.0778
102,79.22,0.1019
102,79.22,0.1951
102,79.22,0.1726
103,79.61,0.1987
103,79.61,0.0817
103,79.61,0.0961
103,79.61,0.1646
103,79.61,0.1002
103,79.61,0.1266
103,79.61,0.0776
104,78.78,0.1264
104,78.78,0.1009
104,78.78,0.0624
104,78.78,0.1348
104,78.78,0.0917
104,78.78,0.0481
104,78.78,0.1333
105,78.64,0.097
105,78.64,0.1014
105,78.64,0.172
105,78.64,0.1024
105,78.64,0.1123
105,78.64,0.1492
105,78.64,0.0853
106,78.37,0.1156
106,78.37,0.1439
106,78.37,0.1265
106,78.37,0.1864
106,78.37,0.1294
106,78.37,0.1067
106,78.37,0.1166
107,78.37,0.1126
107,78.37,0.0877
107,78.37,0.0971
107,78.37,0.0917
107,78.37,0.1613
107,78.37,0.068
107,78.37,0.117
108,79.16,0.1044
108,79.16,0.0676
108,79.16,0.0671
108,79.16,0.07
108,79.16,0.1047
108,79.16,0.0784
108,79.16,0.0672
109,78.78,0.0725
109,78.78,0.0569
109,78.78,0.162
109,78.78,0.0971
109,78.78,0.1068
109,78.78,0.101
109,78.78,0.1302
110,79.33,0.0915
110,79.33,0.1419
110,79.33,0.1214
110,79.33,0.0924
110,79.33,0.135
110,79.33,0.1144
110,79.33,0.1155
111,78.32,0.1018
111,78.32,0.1717
111,78.32,0.1037
111,78.32,0.0562
111,78.32,0.1054
111,78.32,0.1733
111,78.32,0.1055
112,78.3,0.141
112,78.3,0.0656
112,78.3,0.1074
112,78.3,0.1429
112,78.3,0.0885
112,78.3,0.1736
112,78.3,0.0599
113,78.46,0.1275
113,78.46,0.0815
113,78.46,0.1155
113,78.46,0.0576
113,78.46,0.0801
113,78.46,0.0601
113,78.46,0.0864
114,79.06,0.1063
114,79.06,0.1099
114,79.06,0.0419
114,79.06,0.1214
114,79.06,0.0508
114,79.06,0.1743
114,79.06,0.0975
115,78.39,0.0556
115,78.39,0.0812
115,78.39,0.074
115,78.39,0.0991
115,78.39,0.0663
115,78.39,0.0994
115,78.39,0.1022
116,77.9,0.1003
116,77.9,0.1117
116,77.9,0.1649
116,77.9,0.0721
116,77.9,0.0891
116,77.9,0.1493
116,77.9,0.1742
117,78.46,0.1184
117,78.46,0.0972
117,78.46,0.0656
117,78.46,0.0805
117,78.46,0.1448
117,78.46,0.2019
117,78.46,0.1138
118,78.55,0.0679
118,78.55,0.0658
118,78.55,0.0774
118,78.55,0.0765
118,78.55,0.0474
118,78.55,0.0612
118,78.55,0.1521
119,78.99,0.0975
119,78.99,0.0409
119,78.99,0.0795
119,78.99,0.1221
119,78.99,0.1281
119,78.99,0.2396
119,78.99,0.0835
