epoch,test_acc,train_loss
0,35.33,2.1683
0,35.33,2.0689
0,35.33,2.0364
0,35.33,1.969
0,35.33,1.7709
0,35.33,1.8267
0,35.33,1.8076
1,48.76,1.7797
1,48.76,1.8171
1,48.76,1.6876
1,48.76,1.6803
1,48.76,1.6299
1,48.76,1.6286
1,48.76,1.6934
2,64.88,1.5954
2,64.88,1.5116
2,64.88,1.4444
2,64.88,1.578
2,64.88,1.3962
2,64.88,1.6179
2,64.88,1.5739
3,66.16,1.5209
3,66.16,1.2809
3,66.16,1.5471
3,66.16,1.4869
3,66.16,1.466
3,66.16,1.3675
3,66.16,1.6444
4,69.55,1.3566
4,69.55,1.3994
4,69.55,1.3548
4,69.55,1.3223
4,69.55,1.1141
4,69.55,1.5989
4,69.55,1.3246
5,74.56,1.1116
5,74.56,1.588
5,74.56,1.2156
5,74.56,1.3689
5,74.56,1.5321
5,74.56,1.2233
5,74.56,1.2742
6,72.16,1.1235
6,72.16,1.0357
6,72.16,1.4302
6,72.16,1.2481
6,72.16,1.2581
6,72.16,1.4187
6,72.16,1.28
7,78.5,1.4385
7,78.5,1.3094
7,78.5,1.2125
7,78.5,1.2434
7,78.5,1.1389
7,78.5,1.2061
7,78.5,1.1311
8,80.73,1.031
8,80.73,1.1511
8,80.73,1.3659
8,80.73,1.2584
8,80.73,1.2805
8,80.73,1.4126
8,80.73,1.1899
9,78.7,1.1427
9,78.7,1.2523
9,78.7,0.9065
9,78.7,1.3164
9,78.7,1.1729
9,78.7,1.1296
9,78.7,1.1789
10,76.67,1.1871
10,76.67,1.1586
10,76.67,1.0512
10,76.67,0.9877
10,76.67,1.1878
10,76.67,1.1465
10,76.67,1.1407
11,78.26,1.1848
11,78.26,1.3029
11,78.26,1.3096
11,78.26,1.1531
11,78.26,1.1642
11,78.26,1.1857
11,78.26,1.2338
12,81.07,1.0196
12,81.07,1.0999
12,81.07,1.2352
12,81.07,1.0692
12,81.07,1.1635
12,81.07,1.3035
12,81.07,1.0715
13,82.96,1.3093
13,82.96,1.0771
13,82.96,1.0782
13,82.96,1.2109
13,82.96,1.0493
13,82.96,1.212
13,82.96,1.0388
14,81.32,0.8634
14,81.32,1.0961
14,81.32,1.18
14,81.32,1.0739
14,81.32,1.143
14,81.32,1.1364
14,81.32,0.893
15,74.2,1.1223
15,74.2,1.1095
15,74.2,0.9848
15,74.2,1.1768
15,74.2,1.001
15,74.2,1.1622
15,74.2,1.0225
16,82.2,1.0873
16,82.2,1.2904
16,82.2,1.1576
16,82.2,1.1465
16,82.2,1.1307
16,82.2,1.0721
16,82.2,0.889
17,84.08,1.1665
17,84.08,1.0342
17,84.08,0.9462
17,84.08,1.1456
17,84.08,1.0966
17,84.08,0.9714
17,84.08,1.0322
18,82.21,1.0596
18,82.21,1.054
18,82.21,0.7449
18,82.21,0.8296
18,82.21,1.207
18,82.21,0.947
18,82.21,1.2497
19,83.12,1.0834
19,83.12,1.2607
19,83.12,1.0511
19,83.12,0.8324
19,83.12,1.3373
19,83.12,1.1521
19,83.12,1.0595
20,81.1,0.9415
20,81.1,0.9931
20,81.1,1.3334
20,81.1,1.0265
20,81.1,1.0517
20,81.1,0.9122
20,81.1,0.826
21,81.67,0.9101
21,81.67,0.9547
21,81.67,1.0974
21,81.67,1.1625
21,81.67,1.0247
21,81.67,1.161
21,81.67,0.9523
22,84.58,0.79
22,84.58,1.0909
22,84.58,1.1746
22,84.58,0.9041
22,84.58,0.9961
22,84.58,0.9785
22,84.58,1.0211
23,84.83,0.9992
23,84.83,1.0705
23,84.83,1.1926
23,84.83,0.9487
23,84.83,1.1566
23,84.83,1.0373
23,84.83,1.0906
24,84.14,1.2511
24,84.14,0.8288
24,84.14,1.1666
24,84.14,1.0159
24,84.14,0.8451
24,84.14,1.0959
24,84.14,1.1336
25,85.6,1.1129
25,85.6,1.1423
25,85.6,1.2651
25,85.6,1.1326
25,85.6,1.0649
25,85.6,0.8616
25,85.6,1.0336
26,85.56,1.0461
26,85.56,1.0602
26,85.56,0.9785
26,85.56,1.096
26,85.56,0.9598
26,85.56,0.9119
26,85.56,0.8712
27,78.91,0.9581
27,78.91,1.0491
27,78.91,0.8673
27,78.91,1.053
27,78.91,1.1388
27,78.91,0.9127
27,78.91,1.0462
28,84.96,1.1495
28,84.96,1.1673
28,84.96,1.0337
28,84.96,1.1019
28,84.96,1.0721
28,84.96,0.7652
28,84.96,1.0758
29,83.02,0.9721
29,83.02,0.9536
29,83.02,0.7907
29,83.02,1.0192
29,83.02,1.0241
29,83.02,1.0008
29,83.02,1.0942
30,79.78,0.9323
30,79.78,0.988
30,79.78,0.8253
30,79.78,1.0521
30,79.78,0.8667
30,79.78,0.9037
30,79.78,0.8744
31,82.5,0.7747
31,82.5,1.0826
31,82.5,1.0425
31,82.5,1.0399
31,82.5,0.9221
31,82.5,0.9339
31,82.5,1.1168
32,85.91,0.7724
32,85.91,0.8929
32,85.91,0.7513
32,85.91,0.7299
32,85.91,0.9358
32,85.91,0.9345
32,85.91,1.314
33,85.52,0.8776
