epoch,test_acc,train_loss
0,73.22,-3.9646
0,73.22,-4.8366
0,73.22,-3.8023
0,73.22,-5.5594
0,73.22,-4.7151
0,73.22,-3.5875
1,73.46,-3.8595
1,73.46,-4.5566
1,73.46,-3.9537
1,73.46,-3.8579
1,73.46,-4.3509
1,73.46,-5.8316
1,73.46,-3.3764
2,72.71,-4.1304
2,72.71,-6.0469
2,72.71,-7.2024
2,72.71,-6.0218
2,72.71,-5.3761
2,72.71,-6.4967
2,72.71,-6.5588
3,72.9,-8.7773
3,72.9,-9.6363
3,72.9,-7.7296
3,72.9,-9.7515
3,72.9,-13.2722
3,72.9,-12.6289
3,72.9,-12.948
4,73.42,-9.9424
4,73.42,-11.314
4,73.42,-11.5268
4,73.42,-14.488
4,73.42,-10.7408
4,73.42,-16.8919
4,73.42,-17.8696
5,74.11,-16.1748
5,74.11,-12.4026
5,74.11,-18.5934
5,74.11,-10.0439
5,74.11,-15.8688
5,74.11,-10.5394
5,74.11,-15.3642
6,74.64,-12.3715
6,74.64,-22.0982
6,74.64,-12.1169
6,74.64,-16.2502
6,74.64,-23.5388
6,74.64,-17.3913
6,74.64,-21.987
7,74.89,-24.6552
7,74.89,-18.2506
7,74.89,-20.9461
7,74.89,-20.038
7,74.89,-18.0714
7,74.89,-17.8138
7,74.89,-24.6027
8,75.23,-21.1583
8,75.23,-16.0647
8,75.23,-23.9773
8,75.23,-15.9247
8,75.23,-20.075
8,75.23,-21.2046
8,75.23,-18.5792
9,75.47,-16.2801
9,75.47,-16.85
9,75.47,-16.9012
9,75.47,-15.3396
9,75.47,-24.3562
9,75.47,-20.5181
9,75.47,-25.1229
10,75.72,-26.7431
10,75.72,-21.059
10,75.72,-19.5079
10,75.72,-26.3532
10,75.72,-28.7883
10,75.72,-17.0107
10,75.72,-25.4754
11,75.89,-19.2254
11,75.89,-29.4942
11,75.89,-24.6975
11,75.89,-26.6774
11,75.89,-22.7326
11,75.89,-22.5829
11,75.89,-22.8755
12,75.73,-23.4645
12,75.73,-23.7662
12,75.73,-32.5114
12,75.73,-25.884
12,75.73,-25.0497
12,75.73,-24.8444
12,75.73,-24.8702
13,75.88,-20.7814
13,75.88,-26.5217
13,75.88,-27.1655
13,75.88,-32.459
13,75.88,-28.2228
13,75.88,-27.3571
13,75.88,-24.8083
14,76.07,-24.3946
14,76.07,-26.7511
14,76.07,-21.0841
14,76.07,-32.1819
14,76.07,-36.4364
14,76.07,-36.0197
14,76.07,-26.6306
15,75.93,-30.3705
15,75.93,-23.0871
15,75.93,-35.0031
15,75.93,-40.9881
15,75.93,-26.5085
15,75.93,-36.7416
15,75.93,-32.9872
16,76.07,-49.6786
16,76.07,-42.8077
16,76.07,-33.9551
16,76.07,-39.9939
16,76.07,-39.8209
16,76.07,-35.9223
16,76.07,-42.4788
