epoch,test_acc,train_loss
17,75.95,-25.1105
17,75.95,-28.467
17,75.95,-36.0037
17,75.95,-26.359
17,75.95,-36.7027
17,75.95,-38.6309
17,75.95,-38.9402
18,75.87,-36.3804
18,75.87,-39.9834
18,75.87,-49.5342
18,75.87,-29.1875
18,75.87,-40.0701
18,75.87,-36.633
18,75.87,-44.0801
19,75.8,-34.2938
19,75.8,-45.5098
19,75.8,-31.6566
19,75.8,-30.5387
19,75.8,-41.3928
19,75.8,-49.3087
19,75.8,-38.2282
20,75.49,-40.7622
20,75.49,-46.3683
20,75.49,-45.177
20,75.49,-59.5036
20,75.49,-46.5121
20,75.49,-47.6623
20,75.49,-38.7105
21,75.57,-40.4513
21,75.57,-46.8607
21,75.57,-47.0832
21,75.57,-49.3043
21,75.57,-46.6704
21,75.57,-45.9672
21,75.57,-46.9978
22,75.53,-52.4532
22,75.53,-37.0117
22,75.53,-48.2246
22,75.53,-32.1286
22,75.53,-55.4359
22,75.53,-46.0202
22,75.53,-50.2626
23,75.51,-48.7932
23,75.51,-56.8246
23,75.51,-46.3919
23,75.51,-32.3723
23,75.51,-33.4022
23,75.51,-50.8942
23,75.51,-52.0212
24,75.54,-56.8256
24,75.54,-51.9239
24,75.54,-44.6907
24,75.54,-52.1552
24,75.54,-45.7644
24,75.54,-49.7905
24,75.54,-35.4329
25,75.41,-37.1596
25,75.41,-33.8848
25,75.41,-44.9194
25,75.41,-50.4707
25,75.41,-39.543
25,75.41,-44.6189
25,75.41,-48.1329
26,75.5,-44.4851
26,75.5,-56.0728
26,75.5,-51.3219
26,75.5,-52.0655
26,75.5,-56.5324
26,75.5,-46.9055
26,75.5,-55.7248
27,75.34,-59.7401
27,75.34,-43.5292
27,75.34,-59.5276
27,75.34,-62.5347
27,75.34,-58.7663
27,75.34,-55.1405
27,75.34,-48.6457
28,75.18,-59.9887
28,75.18,-74.1533
28,75.18,-61.3461
28,75.18,-63.8016
28,75.18,-48.3466
28,75.18,-56.469
28,75.18,-52.3218
29,74.95,-62.5626
29,74.95,-57.3827
29,74.95,-56.0424
29,74.95,-53.1723
29,74.95,-60.6876
29,74.95,-61.8866
29,74.95,-50.5001
30,74.88,-63.8212
30,74.88,-67.9233
30,74.88,-59.3581
30,74.88,-74.9451
30,74.88,-60.1351
30,74.88,-61.1126
30,74.88,-52.7577
31,74.8,-63.4123
31,74.8,-50.5221
31,74.8,-61.8431
31,74.8,-55.6036
31,74.8,-64.8975
31,74.8,-58.2137
31,74.8,-63.8672
32,74.72,-62.6694
32,74.72,-53.7134
32,74.72,-60.6955
32,74.72,-69.6441
32,74.72,-83.8
32,74.72,-85.4849
32,74.72,-59.1521
33,74.48,-60.97
33,74.48,-50.2485
33,74.48,-78.1489
33,74.48,-67.0077
33,74.48,-79.3848
33,74.48,-58.0894
33,74.48,-51.3772
34,74.41,-77.3449
34,74.41,-57.1513
34,74.41,-84.5474
34,74.41,-75.3788
34,74.41,-67.8686
34,74.41,-57.7036
34,74.41,-97.8128
35,74.05,-75.528
35,74.05,-63.9565
35,74.05,-86.0667
35,74.05,-78.378
35,74.05,-64.4177
35,74.05,-56.493
35,74.05,-61.4702
36,74.05,-78.9388
36,74.05,-64.7961
36,74.05,-80.6348
36,74.05,-78.3185
36,74.05,-60.0459
36,74.05,-76.1978
36,74.05,-50.8074
37,73.97,-75.5069
37,73.97,-96.5621
37,73.97,-85.4517
37,73.97,-86.4694
37,73.97,-73.6702
37,73.97,-91.6994
37,73.97,-68.1256
38,73.94,-90.4829
38,73.94,-84.6968
38,73.94,-104.701
38,73.94,-78.0428
38,73.94,-88.4333
38,73.94,-107.0537
38,73.94,-67.647
39,73.14,-74.0944
39,73.14,-110.7217
39,73.14,-110.0485
39,73.14,-92.7346
39,73.14,-96.7561
39,73.14,-107.6425
39,73.14,-110.9873
40,73.08,-87.2085
40,73.08,-76.5424
40,73.08,-97.4495
40,73.08,-60.6581
40,73.08,-120.3558
40,73.08,-94.4479
40,73.08,-97.1662
41,73.11,-71.8848
41,73.11,-95.8952
41,73.11,-80.6268
41,73.11,-81.1567
41,73.11,-76.0486
41,73.11,-75.6772
41,73.11,-73.1336
42,73.34,-113.1382
42,73.34,-123.054
42,73.34,-68.1608
42,73.34,-78.1362
42,73.34,-111.2212
42,73.34,-108.205
42,73.34,-118.2689
43,73.42,-113.2323
43,73.42,-84.534
43,73.42,-98.8827
43,73.42,-86.9144
43,73.42,-89.7802
43,73.42,-107.5226
43,73.42,-74.6471
44,72.91,-100.7121
44,72.91,-127.5116
44,72.91,-131.8591
44,72.91,-100.7961
44,72.91,-126.7469
44,72.91,-126.3492
44,72.91,-119.7925
45,72.81,-84.8408
45,72.81,-106.5266
45,72.81,-116.542
45,72.81,-98.6795
45,72.81,-98.7368
45,72.81,-108.8933
45,72.81,-99.9513
46,72.84,-134.9864
46,72.84,-103.8701
46,72.84,-95.6768
46,72.84,-128.2272
46,72.84,-95.8073
46,72.84,-126.9679
46,72.84,-100.0068
47,72.77,-112.8382
47,72.77,-126.7033
47,72.77,-133.4263
47,72.77,-103.8466
47,72.77,-109.4703
47,72.77,-94.0206
47,72.77,-138.7733
48,72.53,-115.4455
48,72.53,-120.4897
48,72.53,-117.6692
48,72.53,-110.0442
48,72.53,-98.9729
48,72.53,-114.7789
48,72.53,-113.1422
49,72.28,-120.6665
49,72.28,-115.5867
49,72.28,-125.2653
49,72.28,-141.38
49,72.28,-104.4198
49,72.28,-140.6097
49,72.28,-126.3043
50,72.22,-88.7459
50,72.22,-141.4527
50,72.22,-128.5137
50,72.22,-143.0268
50,72.22,-163.1343
50,72.22,-118.6786
50,72.22,-106.5093
51,71.54,-99.1068
51,71.54,-141.4365
51,71.54,-138.8054
51,71.54,-130.7826
51,71.54,-90.3325
51,71.54,-137.9229
51,71.54,-152.4868
52,71.23,-118.6576
52,71.23,-157.6097
52,71.23,-155.9757
52,71.23,-140.5818
52,71.23,-142.1367
52,71.23,-183.4081
52,71.23,-120.2593
53,70.91,-160.8922
53,70.91,-171.1625
53,70.91,-151.8889
53,70.91,-162.9032
53,70.91,-125.7405
53,70.91,-197.535
53,70.91,-144.5392
54,70.83,-112.0703
54,70.83,-139.1809
54,70.83,-143.7621
54,70.83,-149.4107
54,70.83,-198.4845
54,70.83,-134.6122
54,70.83,-134.601
55,71.54,-72.8479
55,71.54,-151.1477
55,71.54,-137.6131
55,71.54,-180.7091
55,71.54,-147.2496
55,71.54,-193.5092
55,71.54,-164.3184
56,69.89,-166.8617
56,69.89,-193.2865
56,69.89,-133.6582
56,69.89,-161.2854
56,69.89,-191.7536
56,69.89,-139.1432
56,69.89,-171.7763
57,70.45,-169.7201
57,70.45,-181.7871
57,70.45,-186.0408
57,70.45,-189.3518
57,70.45,-186.8461
57,70.45,-186.4354
57,70.45,-159.4015
58,69.43,-166.6599
58,69.43,-166.1241
58,69.43,-176.2401
58,69.43,-171.244
58,69.43,-207.0587
58,69.43,-140.341
58,69.43,-194.753
59,69.35,-180.1215
59,69.35,-207.7032
59,69.35,-204.7406
59,69.35,-156.4362
59,69.35,-211.3336
59,69.35,-186.149
59,69.35,-143.4863
60,69.26,-204.1652
60,69.26,-227.0169
60,69.26,-212.9837
60,69.26,-139.9654
60,69.26,-213.523
60,69.26,-192.6794
60,69.26,-126.216
61,68.54,-231.2866
61,68.54,-206.2039
61,68.54,-219.3306
61,68.54,-219.0862
61,68.54,-205.3683
61,68.54,-180.8803
61,68.54,-265.6288
62,69.01,-178.821
62,69.01,-230.2925
62,69.01,-224.122
62,69.01,-226.3609
62,69.01,-218.7951
62,69.01,-175.1804
62,69.01,-229.821
63,69.1,-202.1355
63,69.1,-184.8201
63,69.1,-207.2412
63,69.1,-136.6256
63,69.1,-270.9584
63,69.1,-203.6724
63,69.1,-255.7714
64,66.79,-236.5955
64,66.79,-234.6359
64,66.79,-235.123
64,66.79,-177.5864
64,66.79,-247.1663
64,66.79,-210.1065
64,66.79,-158.7744
65,67.78,-187.9925
65,67.78,-248.7549
65,67.78,-251.8049
65,67.78,-257.8085
65,67.78,-211.9193
65,67.78,-283.235
65,67.78,-262.9621
66,67.21,-265.6987
66,67.21,-242.2085
66,67.21,-221.7778
66,67.21,-173.4517
66,67.21,-274.3906
66,67.21,-304.9037
66,67.21,-230.9495
67,67.2,-253.5968
67,67.2,-257.3062
67,67.2,-337.5691
67,67.2,-250.0392
67,67.2,-248.4551
67,67.2,-301.3182
67,67.2,-254.0227
68,67.57,-261.9839
68,67.57,-307.0463
68,67.57,-297.8449
68,67.57,-314.8148
68,67.57,-289.1967
68,67.57,-292.8312
68,67.57,-241.7408
69,67.08,-308.1838
69,67.08,-273.2269
69,67.08,-220.7568
69,67.08,-246.3462
69,67.08,-298.9174
69,67.08,-278.4977
69,67.08,-299.2584
70,66.61,-291.1906
70,66.61,-334.9859
70,66.61,-263.2892
70,66.61,-382.1049
70,66.61,-333.4127
70,66.61,-241.03
70,66.61,-271.5441
71,64.84,-297.6459
71,64.84,-363.0491
71,64.84,-285.6972
71,64.84,-283.9024
71,64.84,-325.8809
71,64.84,-305.2043
71,64.84,-294.6028
72,64.88,-380.6545
72,64.88,-335.3732
72,64.88,-362.5399
72,64.88,-311.6018
72,64.88,-357.7965
72,64.88,-272.0624
72,64.88,-255.9489
73,66.35,-406.1428
73,66.35,-375.9769
73,66.35,-423.5232
73,66.35,-362.6281
73,66.35,-351.0632
73,66.35,-373.3518
73,66.35,-453.8156
74,65.37,-431.5576
74,65.37,-294.5669
74,65.37,-418.9968
74,65.37,-346.9709
74,65.37,-303.9502
74,65.37,-362.155
74,65.37,-353.3532
75,65.65,-396.3702
75,65.65,-314.7124
75,65.65,-384.0141
75,65.65,-410.7014
75,65.65,-381.2576
75,65.65,-482.5658
75,65.65,-258.6806
76,65.44,-451.1854
76,65.44,-424.7455
76,65.44,-461.8648
76,65.44,-340.143
76,65.44,-506.8194
76,65.44,-404.0618
76,65.44,-406.8022
77,63.96,-299.6942
77,63.96,-435.6484
77,63.96,-425.4725
77,63.96,-476.9101
77,63.96,-407.7434
77,63.96,-455.3926
77,63.96,-441.9126
78,64.34,-443.98
78,64.34,-441.5571
78,64.34,-394.049
78,64.34,-390.528
78,64.34,-457.5765
78,64.34,-421.1256
78,64.34,-434.7156
79,63.01,-394.0656
79,63.01,-505.6667
79,63.01,-438.8752
79,63.01,-551.6932
79,63.01,-406.2136
79,63.01,-420.5638
79,63.01,-461.4938
80,64.15,-513.7258
80,64.15,-470.4565
80,64.15,-400.6471
80,64.15,-458.5508
80,64.15,-475.3268
80,64.15,-411.8621
80,64.15,-517.8669
81,62.57,-505.4627
81,62.57,-522.0952
81,62.57,-539.2865
81,62.57,-540.6023
81,62.57,-433.7313
81,62.57,-483.335
81,62.57,-674.171
82,63.72,-581.7976
82,63.72,-591.5166
82,63.72,-500.6683
82,63.72,-457.5143
82,63.72,-520.4579
82,63.72,-584.8505
82,63.72,-566.7421
83,64.07,-487.098
83,64.07,-530.6902
83,64.07,-610.344
83,64.07,-531.3263
83,64.07,-576.7538
83,64.07,-400.7377
83,64.07,-406.266
84,64.23,-603.7161
84,64.23,-444.6269
84,64.23,-469.33
84,64.23,-522.2845
84,64.23,-548.9006
84,64.23,-608.4867
84,64.23,-535.1768
85,61.0,-611.1091
85,61.0,-556.2156
85,61.0,-454.1918
85,61.0,-521.0443
85,61.0,-595.4086
85,61.0,-620.536
85,61.0,-542.3558
86,61.62,-643.7626
86,61.62,-563.3888
86,61.62,-536.3094
86,61.62,-635.2709
86,61.62,-507.1979
86,61.62,-658.9366
86,61.62,-717.0095
87,64.03,-648.4251
87,64.03,-589.8162
87,64.03,-565.5042
87,64.03,-659.2951
87,64.03,-424.9124
87,64.03,-657.7902
87,64.03,-652.5583
88,61.66,-744.88
88,61.66,-651.9874
88,61.66,-666.3235
88,61.66,-639.0918
88,61.66,-571.0448
88,61.66,-578.8347
88,61.66,-583.004
89,61.1,-777.2286
89,61.1,-706.1086
89,61.1,-655.9534
89,61.1,-777.833
89,61.1,-715.8164
89,61.1,-799.0132
89,61.1,-632.8662
90,62.23,-466.2889
90,62.23,-787.5889
90,62.23,-689.3641
90,62.23,-757.0836
90,62.23,-677.5771
90,62.23,-757.4861
90,62.23,-805.9933
91,61.33,-828.0132
91,61.33,-770.165
91,61.33,-754.2173
91,61.33,-647.2479
91,61.33,-846.4631
91,61.33,-641.5736
91,61.33,-812.3068
92,61.3,-709.3833
92,61.3,-568.0358
92,61.3,-680.3368
92,61.3,-733.4178
92,61.3,-574.0381
92,61.3,-731.3184
92,61.3,-740.3533
93,61.35,-846.0117
93,61.35,-895.8201
93,61.35,-825.4834
93,61.35,-909.938
93,61.35,-892.3407
93,61.35,-740.7091
93,61.35,-759.1189
94,60.64,-968.7357
94,60.64,-921.6948
94,60.64,-682.451
94,60.64,-910.7302
94,60.64,-796.0826
94,60.64,-826.7458
94,60.64,-971.0067
95,60.8,-705.5458
95,60.8,-857.9425
95,60.8,-911.9453
95,60.8,-921.6019
95,60.8,-834.4066
95,60.8,-945.491
95,60.8,-921.3649
96,59.14,-832.3059
96,59.14,-769.4486
96,59.14,-883.2332
96,59.14,-804.5234
96,59.14,-774.7869
96,59.14,-900.9922
96,59.14,-846.0721
97,59.71,-1004.2975
97,59.71,-961.1736
97,59.71,-952.2647
97,59.71,-988.5417
97,59.71,-940.6741
97,59.71,-797.7958
97,59.71,-948.1333
98,58.72,-938.0687
98,58.72,-792.2543
98,58.72,-849.1505
98,58.72,-988.2714
98,58.72,-912.7192
98,58.72,-1028.901
98,58.72,-1103.3799
99,60.71,-1043.4268
99,60.71,-953.561
99,60.71,-1122.7964
99,60.71,-1016.08
99,60.71,-938.5865
99,60.71,-1050.3408
99,60.71,-690.7988
