epoch,test_acc,train_loss
0,72.71,2.133
0,72.71,2.1407
0,72.71,2.1514
0,72.71,2.0482
0,72.71,2.0975
0,72.71,2.1796
1,72.72,2.1854
1,72.72,2.1145
1,72.72,2.1629
1,72.72,2.2072
1,72.72,2.2064
1,72.72,2.1587
1,72.72,2.2119
2,72.64,2.2379
2,72.64,2.153
2,72.64,2.1158
2,72.64,2.1495
2,72.64,2.2203
2,72.64,2.1556
2,72.64,2.2006
3,72.89,2.174
3,72.89,2.1064
3,72.89,2.2615
3,72.89,2.1651
3,72.89,2.0766
3,72.89,2.1052
3,72.89,2.0544
4,72.86,2.1658
4,72.86,2.1642
4,72.86,2.1951
4,72.86,2.1026
4,72.86,2.2222
4,72.86,2.1146
4,72.86,2.0972
5,72.81,2.1436
5,72.81,2.1865
5,72.81,2.1267
5,72.81,2.303
5,72.81,2.138
5,72.81,2.2626
5,72.81,2.166
6,72.94,2.2376
6,72.94,2.1066
6,72.94,2.2834
6,72.94,2.2184
6,72.94,2.0487
6,72.94,2.1776
6,72.94,2.083
7,72.7,2.0677
7,72.7,2.1408
7,72.7,2.1323
7,72.7,2.1101
7,72.7,2.1967
7,72.7,2.1746
7,72.7,2.0756
8,72.75,2.1288
8,72.75,2.2162
8,72.75,2.1332
8,72.75,2.2253
8,72.75,2.1754
8,72.75,2.1398
8,72.75,2.221
9,72.64,2.2541
9,72.64,2.2088
9,72.64,2.2004
9,72.64,2.2341
9,72.64,2.1206
9,72.64,2.201
9,72.64,2.1426
10,72.83,2.0823
10,72.83,2.1843
10,72.83,2.2007
10,72.83,2.1355
10,72.83,2.1124
10,72.83,2.2539
10,72.83,2.1436
11,72.7,2.1884
11,72.7,2.109
11,72.7,2.1411
11,72.7,2.1385
11,72.7,2.1675
11,72.7,2.1742
11,72.7,2.1967
12,72.69,2.1847
12,72.69,2.1531
12,72.69,2.0764
12,72.69,2.1541
12,72.69,2.1724
12,72.69,2.1435
12,72.69,2.187
13,72.73,2.2228
13,72.73,2.1606
13,72.73,2.1433
13,72.73,2.1159
13,72.73,2.1462
13,72.73,2.1832
13,72.73,2.2242
14,72.7,2.2019
14,72.7,2.1575
14,72.7,2.2197
14,72.7,2.1264
14,72.7,2.0843
14,72.7,2.1164
14,72.7,2.1744
15,72.54,2.1547
15,72.54,2.2227
15,72.54,2.1193
15,72.54,2.0641
15,72.54,2.1636
15,72.54,2.129
15,72.54,2.1623
16,72.72,2.0162
16,72.72,2.0599
16,72.72,2.133
16,72.72,2.085
16,72.72,2.1053
16,72.72,2.1022
16,72.72,2.0741
17,72.36,2.2129
17,72.36,2.2378
17,72.36,2.154
17,72.36,2.2028
17,72.36,2.1885
17,72.36,2.1409
17,72.36,2.1169
18,72.52,2.1554
18,72.52,2.1044
18,72.52,2.0485
18,72.52,2.2128
18,72.52,2.1217
18,72.52,2.1767
18,72.52,2.0802
19,72.58,2.1655
19,72.58,2.1167
19,72.58,2.1798
19,72.58,2.1662
19,72.58,2.15
19,72.58,2.086
19,72.58,2.176
20,72.43,2.1188
20,72.43,2.1089
20,72.43,2.1113
20,72.43,2.0251
20,72.43,2.1173
20,72.43,2.1034
20,72.43,2.1515
21,72.51,2.163
21,72.51,2.0874
21,72.51,2.0822
21,72.51,2.0652
21,72.51,2.1121
21,72.51,2.1211
21,72.51,2.103
22,72.45,2.0811
22,72.45,2.1918
22,72.45,2.1145
22,72.45,2.2121
22,72.45,2.0585
22,72.45,2.1497
22,72.45,2.0842
23,72.26,2.1215
23,72.26,2.1155
23,72.26,2.1169
23,72.26,2.2204
23,72.26,2.2064
23,72.26,2.1305
23,72.26,2.1211
24,72.44,2.0919
24,72.44,2.1173
24,72.44,2.1426
24,72.44,2.1073
24,72.44,2.1635
24,72.44,2.1141
24,72.44,2.2387
25,72.58,2.2141
25,72.58,2.2169
25,72.58,2.1882
25,72.58,2.1275
25,72.58,2.1931
25,72.58,2.1795
25,72.58,2.1416
26,72.66,2.1545
26,72.66,2.1343
26,72.66,2.1106
26,72.66,2.1043
26,72.66,2.1277
26,72.66,2.1749
26,72.66,2.0941
27,72.33,2.0995
27,72.33,2.1592
27,72.33,2.1093
27,72.33,2.1122
27,72.33,2.1126
27,72.33,2.1589
27,72.33,2.1792
28,72.52,2.1127
28,72.52,2.0215
28,72.52,2.0918
28,72.52,2.1019
28,72.52,2.1369
28,72.52,2.1395
28,72.52,2.1695
29,72.4,2.1239
29,72.4,2.1417
29,72.4,2.1646
29,72.4,2.1814
29,72.4,2.1062
29,72.4,2.1215
29,72.4,2.153
30,72.39,2.0995
30,72.39,2.0609
30,72.39,2.1097
30,72.39,2.0782
30,72.39,2.1356
30,72.39,2.1232
30,72.39,2.1825
31,72.43,2.1125
31,72.43,2.1705
31,72.43,2.1602
31,72.43,2.1398
31,72.43,2.1051
31,72.43,2.138
31,72.43,2.1283
32,72.3,2.1099
32,72.3,2.1743
32,72.3,2.1239
32,72.3,2.1122
32,72.3,2.051
32,72.3,2.056
32,72.3,2.1297
33,72.52,2.1667
33,72.52,2.1662
33,72.52,2.0639
33,72.52,2.1581
33,72.52,2.0724
33,72.52,2.1461
33,72.52,2.2199
34,72.43,2.0779
34,72.43,2.1601
34,72.43,2.0462
34,72.43,2.1039
34,72.43,2.1106
34,72.43,2.1777
34,72.43,2.0254
35,72.26,2.0947
35,72.26,2.1631
35,72.26,2.0727
35,72.26,2.1031
35,72.26,2.1191
35,72.26,2.2109
35,72.26,2.1483
36,72.61,2.103
36,72.61,2.1497
36,72.61,2.1221
36,72.61,2.1316
36,72.61,2.1666
36,72.61,2.1236
36,72.61,2.2259
37,72.4,2.1284
37,72.4,2.0884
37,72.4,2.1063
37,72.4,2.0904
37,72.4,2.088
37,72.4,2.0816
37,72.4,2.1522
38,72.3,2.0991
38,72.3,2.1163
38,72.3,2.0548
38,72.3,2.0991
38,72.3,2.1115
38,72.3,2.0397
38,72.3,2.1704
39,72.46,2.1393
39,72.46,2.0411
39,72.46,2.0154
39,72.46,2.0981
39,72.46,2.0615
39,72.46,2.0182
39,72.46,2.0415
40,72.43,2.1012
40,72.43,2.1375
40,72.43,2.0856
40,72.43,2.1679
40,72.43,2.0253
40,72.43,2.1026
40,72.43,2.0804
41,72.27,2.1632
41,72.27,2.1222
41,72.27,2.1561
41,72.27,2.1714
41,72.27,2.1948
41,72.27,2.1157
41,72.27,2.1946
42,72.34,2.0938
42,72.34,2.0584
42,72.34,2.2149
42,72.34,2.1494
42,72.34,2.115
42,72.34,2.0866
42,72.34,2.0733
43,72.15,2.0889
43,72.15,2.1459
43,72.15,2.1181
43,72.15,2.1654
43,72.15,2.1608
43,72.15,2.0874
43,72.15,2.1846
44,72.12,2.1037
44,72.12,2.0733
44,72.12,2.0679
44,72.12,2.1254
44,72.12,2.0753
44,72.12,2.0585
44,72.12,2.0952
45,72.4,2.1896
45,72.4,2.1499
45,72.4,2.1064
45,72.4,2.1558
45,72.4,2.1712
45,72.4,2.0997
45,72.4,2.1358
46,72.18,2.0742
46,72.18,2.1261
46,72.18,2.1595
46,72.18,2.0788
46,72.18,2.1614
46,72.18,2.1082
46,72.18,2.1455
47,72.24,2.1333
47,72.24,2.1022
47,72.24,2.0726
47,72.24,2.1622
47,72.24,2.1023
47,72.24,2.1637
47,72.24,2.092
48,72.04,2.1608
48,72.04,2.1134
48,72.04,2.1156
48,72.04,2.1854
48,72.04,2.1593
48,72.04,2.0957
48,72.04,2.1682
49,72.11,2.0885
49,72.11,2.097
49,72.11,2.1275
49,72.11,2.0882
49,72.11,2.1708
49,72.11,2.0995
49,72.11,2.1088
50,72.16,2.2115
50,72.16,2.0925
50,72.16,2.1477
50,72.16,2.1196
50,72.16,2.0648
50,72.16,2.1217
50,72.16,2.1634
51,71.95,2.181
51,71.95,2.1063
51,71.95,2.0995
51,71.95,2.1535
51,71.95,2.1689
51,71.95,2.1301
51,71.95,2.1045
52,71.94,2.183
52,71.94,2.041
52,71.94,2.0841
52,71.94,2.1396
52,71.94,2.147
52,71.94,2.0809
52,71.94,2.125
53,72.21,2.0405
53,72.21,2.0883
53,72.21,2.0934
53,72.21,2.1009
53,72.21,2.1533
53,72.21,2.0282
53,72.21,2.1331
54,72.07,2.1812
54,72.07,2.1508
54,72.07,2.1709
54,72.07,2.1522
54,72.07,2.0439
54,72.07,2.1384
54,72.07,2.1574
55,72.07,2.2079
55,72.07,2.1428
55,72.07,2.131
55,72.07,2.0721
55,72.07,2.1524
55,72.07,2.0744
55,72.07,2.1026
56,72.15,2.0809
56,72.15,2.0636
56,72.15,2.2064
56,72.15,2.1636
56,72.15,2.0862
56,72.15,2.1413
56,72.15,2.0924
57,72.16,2.0668
57,72.16,2.0858
57,72.16,2.1317
57,72.16,2.0642
57,72.16,2.0755
57,72.16,2.1353
57,72.16,2.1251
