epoch,test_acc,train_loss
58,71.95,2.1529
58,71.95,2.1142
58,71.95,2.1331
58,71.95,2.1259
58,71.95,2.1211
58,71.95,2.1724
58,71.95,2.1262
59,72.04,2.1222
59,72.04,2.0979
59,72.04,2.0619
59,72.04,2.1339
59,72.04,2.0971
59,72.04,2.1403
59,72.04,2.1609
60,71.88,2.0998
60,71.88,2.1114
60,71.88,2.0919
60,71.88,2.1502
60,71.88,2.1073
60,71.88,2.1361
60,71.88,2.1936
61,72.08,2.0729
61,72.08,2.1319
61,72.08,2.0654
61,72.08,2.0608
61,72.08,2.132
61,72.08,2.168
61,72.08,2.0487
62,72.14,2.1411
62,72.14,2.0626
62,72.14,2.0912
62,72.14,2.1482
62,72.14,2.1305
62,72.14,2.1603
62,72.14,2.0857
63,71.94,2.1238
63,71.94,2.148
63,71.94,2.1836
63,71.94,2.2101
63,71.94,2.0728
63,71.94,2.1267
63,71.94,2.0907
64,71.71,2.0939
64,71.71,2.1041
64,71.71,2.115
64,71.71,2.1982
64,71.71,2.0951
64,71.71,2.12
64,71.71,2.1732
65,72.06,2.1831
65,72.06,2.1116
65,72.06,2.0955
65,72.06,2.1184
65,72.06,2.188
65,72.06,2.055
65,72.06,2.1457
66,71.95,2.1213
66,71.95,2.1458
66,71.95,2.1638
66,71.95,2.1681
66,71.95,2.0687
66,71.95,2.0874
66,71.95,2.1266
67,72.08,2.1081
67,72.08,2.1548
67,72.08,2.0165
67,72.08,2.1521
67,72.08,2.1657
67,72.08,2.0969
67,72.08,2.1083
68,72.08,2.1035
68,72.08,2.109
68,72.08,2.1577
68,72.08,2.1319
68,72.08,2.1355
68,72.08,2.068
68,72.08,2.1479
69,72.15,2.0969
69,72.15,2.1434
69,72.15,2.1916
69,72.15,2.1201
69,72.15,2.0639
69,72.15,2.122
69,72.15,2.129
70,72.12,2.1336
70,72.12,2.0938
70,72.12,2.124
70,72.12,2.1159
70,72.12,2.0811
70,72.12,2.1221
70,72.12,2.1428
71,71.64,2.1367
71,71.64,2.0768
71,71.64,2.1624
71,71.64,2.1455
71,71.64,2.1142
71,71.64,2.1527
71,71.64,2.0984
72,72.02,2.0493
72,72.02,2.1247
72,72.02,2.0903
72,72.02,2.1375
72,72.02,2.1158
72,72.02,2.1957
72,72.02,2.1619
73,71.99,2.0617
73,71.99,2.1095
73,71.99,2.1127
73,71.99,2.129
73,71.99,2.0775
73,71.99,2.1181
73,71.99,2.0419
74,72.19,2.1229
74,72.19,2.1105
74,72.19,2.1178
74,72.19,2.1112
74,72.19,2.1162
74,72.19,2.1195
74,72.19,2.135
75,72.16,2.069
75,72.16,2.1398
75,72.16,2.1508
75,72.16,2.045
75,72.16,2.1441
75,72.16,2.0689
75,72.16,2.168
76,71.93,2.117
76,71.93,2.1266
76,71.93,2.1166
76,71.93,2.1439
76,71.93,2.0538
76,71.93,2.113
76,71.93,2.1208
77,71.8,2.1917
77,71.8,2.0942
77,71.8,2.1806
77,71.8,2.0748
77,71.8,2.144
77,71.8,2.1185
77,71.8,2.1018
78,71.89,2.1211
78,71.89,2.0727
78,71.89,2.1057
78,71.89,2.1243
78,71.89,2.0814
78,71.89,2.1457
78,71.89,2.1557
79,71.91,2.1598
79,71.91,2.0761
79,71.91,2.1712
79,71.91,2.0582
79,71.91,2.1238
79,71.91,2.1514
79,71.91,2.1429
80,72.01,2.1068
80,72.01,2.1113
80,72.01,2.1484
80,72.01,2.12
80,72.01,2.1162
80,72.01,2.1865
80,72.01,2.0899
81,71.93,2.094
81,71.93,2.1201
81,71.93,2.0781
81,71.93,2.0742
81,71.93,2.1626
81,71.93,2.0879
81,71.93,2.0538
82,71.98,2.1014
82,71.98,2.0934
82,71.98,2.1158
82,71.98,2.1314
82,71.98,2.1017
82,71.98,2.0956
82,71.98,2.0854
83,72.12,2.0815
83,72.12,2.1489
83,72.12,2.0805
83,72.12,2.1453
83,72.12,2.0969
83,72.12,2.1292
83,72.12,2.1678
84,71.98,2.1016
84,71.98,2.126
84,71.98,2.13
84,71.98,2.1352
84,71.98,2.1172
84,71.98,2.0808
84,71.98,2.1226
85,71.94,2.1314
85,71.94,2.1115
85,71.94,2.1113
85,71.94,2.1788
85,71.94,2.1042
85,71.94,2.1103
85,71.94,2.1846
86,71.94,2.0964
86,71.94,2.15
86,71.94,2.1238
86,71.94,2.1119
86,71.94,2.1552
86,71.94,2.0818
86,71.94,2.0897
87,71.87,2.089
87,71.87,2.1377
87,71.87,2.1496
87,71.87,2.0777
87,71.87,2.1497
87,71.87,2.0848
87,71.87,2.0917
88,71.78,2.138
88,71.78,2.1201
88,71.78,2.1104
88,71.78,2.1918
88,71.78,2.1412
88,71.78,2.2271
88,71.78,2.1516
89,71.92,2.0765
89,71.92,2.1434
89,71.92,2.132
89,71.92,2.0708
89,71.92,2.1572
89,71.92,2.0669
89,71.92,2.1537
90,71.62,2.2427
90,71.62,2.1058
90,71.62,2.0835
90,71.62,2.0872
90,71.62,2.1934
90,71.62,2.1134
90,71.62,2.1288
91,71.81,2.1067
91,71.81,2.1067
91,71.81,2.1114
91,71.81,2.199
91,71.81,2.1084
91,71.81,2.1664
91,71.81,2.0886
92,71.88,2.1515
92,71.88,2.1364
92,71.88,2.1201
92,71.88,2.1329
92,71.88,2.13
92,71.88,2.1424
92,71.88,2.1017
93,71.86,2.1054
93,71.86,2.0629
93,71.86,2.1975
93,71.86,2.0764
93,71.86,2.0566
93,71.86,2.1544
93,71.86,2.081
94,71.89,2.0447
94,71.89,2.0843
94,71.89,2.1794
94,71.89,2.1184
94,71.89,2.0874
94,71.89,2.0935
94,71.89,2.0476
95,71.96,2.1409
95,71.96,2.1335
95,71.96,2.1241
95,71.96,2.122
95,71.96,2.0885
95,71.96,2.101
95,71.96,2.1618
96,71.69,2.1037
96,71.69,2.1241
96,71.69,2.1292
96,71.69,2.1185
96,71.69,2.1573
96,71.69,2.111
96,71.69,2.0845
97,71.48,2.0968
97,71.48,2.0923
97,71.48,2.1041
97,71.48,2.0752
97,71.48,2.1096
97,71.48,2.1791
97,71.48,2.046
98,71.75,2.1091
98,71.75,2.1837
98,71.75,2.1569
98,71.75,2.0746
98,71.75,2.093
98,71.75,2.1008
98,71.75,2.064
99,71.82,2.1011
99,71.82,2.1142
99,71.82,2.08
99,71.82,2.1277
99,71.82,2.1264
99,71.82,2.1283
99,71.82,2.1553
