epoch,test_acc,train_loss
19,87.14,1.2059
19,87.14,0.9412
19,87.14,0.9044
19,87.14,1.0993
19,87.14,1.0816
19,87.14,1.0518
20,87.12,0.9005
20,87.12,0.9511
20,87.12,1.244
20,87.12,0.9934
20,87.12,1.0222
20,87.12,1.0759
20,87.12,0.8616
21,87.11,0.8867
21,87.11,0.9563
21,87.11,1.077
21,87.11,1.1076
21,87.11,1.0613
21,87.11,1.1119
21,87.11,0.9002
22,87.14,0.8493
22,87.14,1.1387
22,87.14,1.1492
22,87.14,0.9532
22,87.14,1.0037
22,87.14,0.9554
22,87.14,1.0288
23,87.06,0.9558
23,87.06,1.0222
23,87.06,1.109
23,87.06,0.9241
23,87.06,1.0392
23,87.06,1.0088
23,87.06,1.101
24,87.22,1.1127
24,87.22,0.9473
24,87.22,1.1548
24,87.22,1.0385
24,87.22,0.8654
24,87.22,0.9701
24,87.22,1.0984
25,86.9,1.1274
25,86.9,1.0929
25,86.9,1.2139
25,86.9,1.1384
25,86.9,1.0742
25,86.9,0.9927
25,86.9,1.0727
26,87.18,0.9859
26,87.18,0.9914
26,87.18,0.9595
26,87.18,0.9622
26,87.18,1.0303
26,87.18,0.96
26,87.18,0.9935
27,87.08,1.0799
27,87.08,1.0304
27,87.08,0.9886
27,87.08,1.0434
27,87.08,1.1088
27,87.08,0.9387
27,87.08,1.0738
28,87.12,1.0936
28,87.12,1.099
28,87.12,1.0631
28,87.12,1.161
28,87.12,1.0542
28,87.12,0.7926
28,87.12,1.0476
29,87.19,0.9825
29,87.19,1.0063
29,87.19,0.8956
29,87.19,1.0129
29,87.19,1.0677
29,87.19,1.001
29,87.19,1.0577
30,87.06,1.033
30,87.06,1.0006
30,87.06,0.8895
30,87.06,1.0133
30,87.06,0.9697
30,87.06,0.9998
30,87.06,1.0065
31,87.07,0.8995
31,87.07,1.0687
31,87.07,1.0771
31,87.07,1.0271
31,87.07,0.961
31,87.07,0.9888
31,87.07,1.0342
32,86.81,0.8566
32,86.81,0.9846
32,86.81,0.9066
32,86.81,0.8881
32,86.81,1.0307
32,86.81,0.928
32,86.81,1.2724
33,87.03,0.9594
33,87.03,0.9743
33,87.03,1.1139
33,87.03,1.0539
33,87.03,1.0214
33,87.03,0.961
33,87.03,0.9587
34,86.91,1.0024
34,86.91,1.0329
34,86.91,1.0815
34,86.91,0.9325
34,86.91,0.9696
34,86.91,0.9366
34,86.91,1.0194
35,86.85,0.9883
35,86.85,1.1316
35,86.85,1.0157
35,86.85,0.8632
35,86.85,0.9156
35,86.85,1.029
35,86.85,1.0842
36,86.97,0.9541
36,86.97,0.9714
36,86.97,1.0023
36,86.97,0.9498
36,86.97,0.9287
36,86.97,0.8971
36,86.97,1.0206
37,87.0,0.9656
37,87.0,0.8974
37,87.0,0.9375
37,87.0,1.0323
37,87.0,0.8357
37,87.0,0.9334
37,87.0,0.9993
38,86.97,0.9375
38,86.97,0.8172
38,86.97,1.1314
38,86.97,0.8087
38,86.97,0.9415
38,86.97,0.8926
38,86.97,1.0122
39,86.99,0.8909
39,86.99,1.0135
39,86.99,0.9158
39,86.99,0.8614
39,86.99,0.8796
39,86.99,0.8829
39,86.99,1.0047
40,86.94,0.9702
40,86.94,1.01
40,86.94,1.1002
40,86.94,0.8967
40,86.94,1.0345
40,86.94,0.9596
40,86.94,1.1249
41,86.95,0.9288
41,86.95,1.1925
41,86.95,1.0466
41,86.95,1.1323
41,86.95,0.9139
41,86.95,1.023
41,86.95,1.0733
42,86.89,0.9304
42,86.89,0.9435
42,86.89,1.0562
42,86.89,1.0545
42,86.89,1.0485
42,86.89,1.0964
42,86.89,0.9855
43,87.0,1.0049
43,87.0,1.1288
43,87.0,0.9724
43,87.0,1.0435
43,87.0,0.8602
43,87.0,0.954
43,87.0,1.2413
44,86.91,1.0187
44,86.91,1.0593
44,86.91,0.9837
44,86.91,1.0494
44,86.91,1.0401
44,86.91,0.8718
44,86.91,1.0416
45,87.04,1.0299
45,87.04,1.1256
45,87.04,1.0977
45,87.04,0.9943
45,87.04,1.0508
45,87.04,0.9772
45,87.04,0.9425
46,87.05,1.0306
46,87.05,0.9665
46,87.05,0.8946
46,87.05,1.0503
46,87.05,0.9415
46,87.05,0.9763
46,87.05,0.8807
47,86.9,0.968
47,86.9,1.1266
47,86.9,1.0314
47,86.9,0.9644
47,86.9,0.9485
47,86.9,0.9865
47,86.9,1.0884
48,86.98,0.9861
48,86.98,0.9613
48,86.98,0.9972
48,86.98,0.9408
48,86.98,0.9731
48,86.98,0.9739
48,86.98,1.0609
49,87.09,1.0411
49,87.09,0.9168
49,87.09,0.9769
49,87.09,0.9153
49,87.09,1.1141
49,87.09,1.0111
49,87.09,0.9927
50,86.91,0.9298
50,86.91,0.8649
50,86.91,0.978
50,86.91,1.0439
50,86.91,1.0151
50,86.91,1.1193
50,86.91,0.9931
51,87.08,1.0431
51,87.08,1.3145
51,87.08,1.0137
51,87.08,0.9409
51,87.08,1.0888
51,87.08,1.1876
51,87.08,1.059
52,87.1,1.0751
52,87.1,1.0177
52,87.1,0.91
52,87.1,1.059
52,87.1,1.0642
52,87.1,0.9841
52,87.1,0.944
53,87.07,1.0133
53,87.07,1.1093
53,87.07,0.9545
53,87.07,0.942
53,87.07,0.924
53,87.07,0.9581
53,87.07,1.0548
54,87.05,1.0659
54,87.05,1.0511
54,87.05,0.9004
54,87.05,0.993
54,87.05,1.1601
54,87.05,0.9601
54,87.05,1.075
55,87.06,1.1096
55,87.06,0.9916
55,87.06,0.9173
55,87.06,1.0221
55,87.06,1.1309
55,87.06,0.9829
55,87.06,1.0299
56,87.12,1.0561
56,87.12,0.9089
56,87.12,0.9574
56,87.12,0.9613
56,87.12,1.0574
56,87.12,0.9761
56,87.12,1.0907
57,86.88,1.0456
57,86.88,1.1335
57,86.88,1.1503
57,86.88,1.0297
57,86.88,0.9416
57,86.88,1.0144
57,86.88,1.0082
58,87.03,1.0509
58,87.03,1.0233
58,87.03,0.9879
58,87.03,1.1423
58,87.03,0.9986
58,87.03,1.1594
58,87.03,1.0263
59,86.99,1.0911
59,86.99,1.0704
59,86.99,0.999
59,86.99,1.0721
59,86.99,1.0684
59,86.99,1.0526
59,86.99,0.8608
60,86.98,1.1244
60,86.98,0.8238
60,86.98,1.0303
60,86.98,1.0708
60,86.98,0.9976
60,86.98,1.0042
60,86.98,1.1012
61,87.03,1.0553
61,87.03,1.1718
61,87.03,0.8882
61,87.03,1.0148
61,87.03,1.0777
61,87.03,0.9433
61,87.03,0.8107
62,87.02,1.1295
62,87.02,0.9725
62,87.02,0.96
62,87.02,1.0053
62,87.02,1.048
62,87.02,1.0273
62,87.02,0.9758
63,87.02,0.9303
63,87.02,0.9958
63,87.02,1.051
63,87.02,1.1005
63,87.02,1.0265
63,87.02,0.8565
63,87.02,1.0604
64,86.9,0.9645
64,86.9,1.1808
64,86.9,0.8868
64,86.9,0.9643
64,86.9,0.955
64,86.9,1.0406
64,86.9,1.157
65,86.95,1.064
65,86.95,0.9777
65,86.95,1.0481
65,86.95,1.0991
65,86.95,0.9127
65,86.95,1.0822
65,86.95,1.0188
66,87.09,0.9285
66,87.09,0.978
66,87.09,1.0341
66,87.09,0.9982
66,87.09,1.2233
66,87.09,1.0806
66,87.09,0.9243
67,86.83,1.0435
67,86.83,1.1884
67,86.83,1.1041
67,86.83,1.1766
67,86.83,1.0878
67,86.83,0.8747
67,86.83,0.9959
68,87.05,1.1513
68,87.05,0.9637
68,87.05,0.9863
68,87.05,0.8946
68,87.05,1.0976
68,87.05,1.0267
68,87.05,1.0695
69,87.16,1.0427
69,87.16,1.1704
69,87.16,0.9229
69,87.16,1.004
69,87.16,1.0135
69,87.16,0.9599
69,87.16,1.1815
70,86.95,0.9522
70,86.95,0.9779
70,86.95,0.8945
70,86.95,1.0727
70,86.95,1.1116
70,86.95,1.0196
70,86.95,0.7869
71,86.9,1.1162
71,86.9,1.0088
71,86.9,1.0027
71,86.9,0.9886
71,86.9,0.878
71,86.9,1.0063
71,86.9,0.9419
72,87.03,0.9305
72,87.03,0.9446
72,87.03,1.0404
72,87.03,0.9294
72,87.03,0.9702
72,87.03,0.993
72,87.03,1.0046
73,87.09,1.0302
73,87.09,0.9483
73,87.09,0.9984
73,87.09,0.9732
73,87.09,1.0633
73,87.09,1.0545
73,87.09,1.0766
74,86.9,0.9152
74,86.9,1.0282
74,86.9,0.9912
74,86.9,1.3894
74,86.9,0.8687
74,86.9,1.1578
74,86.9,0.9415
75,87.04,1.198
75,87.04,0.8932
75,87.04,1.1235
75,87.04,1.0033
75,87.04,1.0687
75,87.04,1.0595
75,87.04,1.0637
76,87.0,1.0666
76,87.0,1.0835
76,87.0,0.9663
76,87.0,0.8935
76,87.0,1.0499
76,87.0,0.9975
76,87.0,1.1605
77,86.85,0.916
77,86.85,0.9112
77,86.85,1.0674
77,86.85,1.1253
77,86.85,1.0494
77,86.85,0.9353
77,86.85,1.1166
78,87.08,0.9266
78,87.08,1.0712
78,87.08,1.0486
78,87.08,0.9741
78,87.08,1.0309
78,87.08,1.0523
78,87.08,0.9759
79,87.08,1.0716
79,87.08,0.897
79,87.08,1.0126
79,87.08,0.9818
79,87.08,1.0311
79,87.08,1.0311
79,87.08,0.9546
80,86.83,1.0392
80,86.83,1.0437
80,86.83,1.0269
80,86.83,1.0434
80,86.83,0.9584
80,86.83,0.9529
80,86.83,1.0161
81,86.88,1.147
81,86.88,0.9747
81,86.88,0.9504
81,86.88,0.917
81,86.88,0.8801
81,86.88,0.9448
81,86.88,1.0289
82,87.01,0.9738
82,87.01,0.7855
82,87.01,1.0394
82,87.01,0.9786
82,87.01,1.0426
82,87.01,1.0884
82,87.01,1.04
83,86.95,0.957
83,86.95,1.0624
83,86.95,0.9442
83,86.95,1.0924
83,86.95,0.9644
83,86.95,1.0054
83,86.95,0.9861
84,86.93,1.0523
84,86.93,0.8744
84,86.93,1.0402
84,86.93,1.021
84,86.93,1.0445
84,86.93,0.8687
84,86.93,0.9336
85,86.94,1.0452
85,86.94,0.9917
85,86.94,1.1576
85,86.94,0.9718
85,86.94,0.9707
85,86.94,1.0458
85,86.94,0.9733
86,87.01,1.0562
86,87.01,1.0662
86,87.01,1.0901
86,87.01,0.9828
86,87.01,1.0125
86,87.01,1.0266
86,87.01,1.1136
87,86.95,0.9027
87,86.95,1.1068
87,86.95,1.0283
87,86.95,1.0079
87,86.95,1.0111
87,86.95,1.0485
87,86.95,1.0091
88,86.83,0.9919
88,86.83,1.0368
88,86.83,1.0252
88,86.83,1.116
88,86.83,1.1042
88,86.83,0.9145
88,86.83,1.1476
89,87.06,1.0639
89,87.06,1.0015
89,87.06,1.1736
89,87.06,1.0213
89,87.06,1.0744
89,87.06,1.1436
89,87.06,1.0694
90,86.87,1.0473
90,86.87,1.0648
90,86.87,1.1839
90,86.87,1.033
90,86.87,0.9894
90,86.87,1.0395
90,86.87,0.9928
91,86.92,1.0865
91,86.92,0.9943
91,86.92,1.0864
91,86.92,1.1762
91,86.92,1.0047
91,86.92,1.0521
91,86.92,0.9796
92,86.91,0.916
92,86.91,1.2015
92,86.91,0.9726
92,86.91,0.9727
92,86.91,0.866
92,86.91,0.9559
92,86.91,1.0711
93,86.95,0.9276
93,86.95,1.0408
93,86.95,0.9867
93,86.95,1.0586
93,86.95,0.9773
93,86.95,1.045
93,86.95,0.9141
94,87.02,1.1187
94,87.02,0.99
94,87.02,1.0344
94,87.02,0.9157
94,87.02,1.0688
94,87.02,1.034
94,87.02,0.9152
95,86.84,1.01
95,86.84,0.8763
95,86.84,0.9582
95,86.84,0.9644
95,86.84,0.9378
95,86.84,1.0042
95,86.84,0.8609
96,87.09,1.076
96,87.09,0.9861
96,87.09,0.9384
96,87.09,1.0047
96,87.09,1.1383
96,87.09,0.9098
96,87.09,1.0044
97,86.93,0.8968
97,86.93,0.949
97,86.93,1.047
97,86.93,0.9353
97,86.93,1.0079
97,86.93,0.9579
97,86.93,0.9282
98,86.91,1.0488
98,86.91,1.0736
98,86.91,0.9583
98,86.91,0.8781
98,86.91,0.9508
98,86.91,1.0
98,86.91,1.1515
99,87.01,0.9699
99,87.01,1.1557
99,87.01,1.0414
99,87.01,1.0216
99,87.01,1.142
99,87.01,1.0721
99,87.01,0.9857
