epoch,test_acc,train_loss
0,87.15,1.2039
0,87.15,1.1485
0,87.15,1.0375
0,87.15,1.1657
0,87.15,0.9783
0,87.15,0.971
0,87.15,0.9433
1,87.09,1.0887
1,87.09,1.0722
1,87.09,0.9807
1,87.09,1.027
1,87.09,0.963
1,87.09,1.0086
1,87.09,1.0482
2,87.14,1.0732
2,87.14,1.0705
2,87.14,1.0246
2,87.14,0.9882
2,87.14,0.933
2,87.14,1.0076
2,87.14,1.0917
3,87.15,1.1553
3,87.15,0.8739
3,87.15,1.0278
3,87.15,1.0871
3,87.15,1.1092
3,87.15,0.8925
3,87.15,1.1305
4,87.09,1.1842
4,87.09,1.1388
4,87.09,1.0139
4,87.09,0.9911
4,87.09,0.8339
4,87.09,1.0947
4,87.09,0.9539
5,87.09,0.9229
5,87.09,1.2819
5,87.09,0.8705
5,87.09,1.1038
5,87.09,1.273
5,87.09,0.9951
5,87.09,1.0168
6,87.15,1.0052
6,87.15,1.0502
6,87.15,1.2235
6,87.15,1.0083
6,87.15,1.1389
6,87.15,1.1157
6,87.15,1.0489
7,87.17,1.1131
7,87.17,0.9904
7,87.17,1.0147
7,87.17,1.0729
7,87.17,0.9941
7,87.17,1.0016
7,87.17,0.9936
8,86.84,0.9447
8,86.84,0.9867
8,86.84,1.149
8,86.84,1.0354
8,86.84,1.0942
8,86.84,1.166
8,86.84,1.1322
9,87.08,1.0636
9,87.08,1.0468
9,87.08,0.8412
9,87.08,1.0146
9,87.08,1.0605
9,87.08,1.01
9,87.08,1.0245
10,87.19,0.9647
10,87.19,1.0008
10,87.19,0.9195
10,87.19,0.9011
10,87.19,1.0331
10,87.19,0.9382
10,87.19,0.9855
11,87.07,1.0137
11,87.07,1.053
11,87.07,1.0634
11,87.07,1.0172
11,87.07,1.0805
11,87.07,1.0271
11,87.07,1.0329
12,87.09,0.961
12,87.09,1.0418
12,87.09,1.1661
12,87.09,0.8702
12,87.09,1.0499
12,87.09,1.0319
12,87.09,1.0117
13,87.02,1.1113
13,87.02,1.0057
13,87.02,0.9783
13,87.02,1.0458
13,87.02,0.9311
13,87.02,1.0112
13,87.02,0.9323
14,87.15,0.8727
14,87.15,0.9884
14,87.15,1.0509
14,87.15,1.0226
14,87.15,0.9553
14,87.15,1.0327
14,87.15,0.931
15,87.17,0.9881
15,87.17,1.0209
15,87.17,0.9999
15,87.17,1.1036
15,87.17,0.9514
15,87.17,1.0203
15,87.17,0.9521
16,87.04,1.0228
16,87.04,1.1183
16,87.04,1.1012
16,87.04,1.0395
16,87.04,1.0214
16,87.04,0.9487
16,87.04,1.0238
17,87.24,1.0673
17,87.24,1.0159
17,87.24,0.9831
17,87.24,1.0132
17,87.24,1.0128
17,87.24,0.9094
17,87.24,0.9779
18,87.17,1.0252
18,87.17,0.9541
18,87.17,0.8953
18,87.17,0.8516
18,87.17,1.0249
18,87.17,0.96
18,87.17,1.1244
19,87.14,1.0871
