train_loss,epoch,step,val_acc,val_loss,test_acc,train_acc,mix_match_loss
2.0382490158081055,0,49,,,,,
1.904125690460205,0,99,,,,,
1.993087887763977,0,149,,,,,
1.911601185798645,0,199,,,,,
1.9172718524932861,0,249,,,,,
1.9878816604614258,0,299,,,,,
,0,311,0.31520000100135803,1.9183697700500488,,,
,0,311,,,0.4016999900341034,0.25681090354919434,
1.8392164707183838,1,349,,,,,
1.8129220008850098,1,399,,,,,
1.8594472408294678,1,449,,,,,
1.8569164276123047,1,499,,,,,
1.8448586463928223,1,549,,,,,
1.8235628604888916,1,599,,,,,
,1,623,0.3693000078201294,1.7787342071533203,,,
,1,623,,,0.474700003862381,0.3416716754436493,
1.7377281188964844,2,649,,,,,
1.6956298351287842,2,699,,,,,
1.8508484363555908,2,749,,,,,
1.6156026124954224,2,799,,,,,
1.790207862854004,2,849,,,,,
1.673811912536621,2,899,,,,,
,2,935,0.42739999294281006,1.7032935619354248,,,
,2,935,,,0.5546000003814697,0.3873697817325592,
1.8123221397399902,3,949,,,,,
1.8247065544128418,3,999,,,,,
1.6724696159362793,3,1049,,,,,
1.5728880167007446,3,1099,,,,,
1.7118173837661743,3,1149,,,,,
1.774916648864746,3,1199,,,,,
,3,1247,0.4205000102519989,1.7086281776428223,,,
,3,1247,,,0.5511000156402588,0.41851964592933655,
1.6089831590652466,4,1249,,,,,
1.7622891664505005,4,1299,,,,,
1.687257170677185,4,1349,,,,,
1.4489994049072266,4,1399,,,,,
1.6577413082122803,4,1449,,,,,
1.6430214643478394,4,1499,,,,,
1.4806573390960693,4,1549,,,,,
,4,1559,0.44190001487731934,1.6795119047164917,,,
,4,1559,,,0.5812000036239624,0.4454376995563507,
1.6581834554672241,5,1599,,,,,
1.6354228258132935,5,1649,,,,,
1.5460536479949951,5,1699,,,,,
1.6280063390731812,5,1749,,,,,
1.4655226469039917,5,1799,,,,,
1.646201252937317,5,1849,,,,,
,5,1871,0.4729999899864197,1.587550401687622,,,
,5,1871,,,0.6355999708175659,0.4644431173801422,
1.494938611984253,6,1899,,,,,
1.3992729187011719,6,1949,,,,,
1.5299206972122192,6,1999,,,,,
1.5768765211105347,6,2049,,,,,
1.5520509481430054,6,2099,,,,,
1.5089149475097656,6,2149,,,,,
,6,2183,0.4799000024795532,1.6073569059371948,,,
,6,2183,,,0.6625000238418579,0.48467546701431274,
1.8042370080947876,7,2199,,,,,
1.4444034099578857,7,2249,,,,,
1.5922220945358276,7,2299,,,,,
1.6326675415039062,7,2349,,,,,
1.6099612712860107,7,2399,,,,,
1.6662583351135254,7,2449,,,,,
,7,2495,0.4959999918937683,1.5790921449661255,,,
,7,2495,,,0.6935999989509583,0.49834734201431274,
1.43936026096344,8,2499,,,,,
1.6414995193481445,8,2549,,,,,
1.2971230745315552,8,2599,,,,,
1.7169970273971558,8,2649,,,,,
1.5685759782791138,8,2699,,,,,
1.4167850017547607,8,2749,,,,,
1.4943159818649292,8,2799,,,,,
,8,2807,0.47360000014305115,1.6276803016662598,,,
,8,2807,,,0.6488999724388123,0.5111678838729858,
1.6754777431488037,9,2849,,,,,
1.4672520160675049,9,2899,,,,,
1.5689514875411987,9,2949,,,,,
1.5129724740982056,9,2999,,,,,
1.3783879280090332,9,3049,,,,,
1.4137593507766724,9,3099,,,,,
,9,3119,0.5026000142097473,1.5776668787002563,,,
,9,3119,,,0.6869999766349792,0.5187049508094788,
1.3278768062591553,10,3149,,,,,
1.4290329217910767,10,3199,,,,,
1.3826992511749268,10,3249,,,,,
1.4888426065444946,10,3299,,,,,
1.4856842756271362,10,3349,,,,,
1.580543041229248,10,3399,,,,,
,10,3431,0.5084999799728394,1.5557891130447388,,,
,10,3431,,,0.7132999897003174,0.5275941491127014,
1.5065226554870605,11,3449,,,,,
1.4856359958648682,11,3499,,,,,
1.5739011764526367,11,3549,,,,,
1.4175211191177368,11,3599,,,,,
1.7118072509765625,11,3649,,,,,
1.6247092485427856,11,3699,,,,,
,11,3743,0.5177000164985657,1.5148991346359253,,,
,11,3743,,,0.7304999828338623,0.5315254330635071,
1.1974382400512695,12,3749,,,,,
